transaction_id,customer_type,amount,is_new_device,hour_of_day,country_mismatch,confirmed_fraud,flagged_anomalous
5439,normal,41.14,1,14,0,0,0
5440,normal,62.38,0,14,0,0,0
5441,normal,46.41,0,14,0,0,0
5442,normal,75.5,0,14,0,0,0
5443,normal,46.67,0,21,0,0,0
5444,normal,44.88,0,9,0,0,0
5445,normal,36.58,0,17,0,0,0
5446,frequent_traveler,29.07,0,14,0,0,0
5447,frequent_traveler,46.98,1,14,0,0,0
5448,frequent_traveler,81.39,0,2,0,0,0
5449,normal,79.99,0,21,0,0,0
5450,normal,53.77,0,4,0,0,0
5451,normal,82.7,0,8,1,0,0
5452,frequent_traveler,66.34,1,19,1,0,0
5453,normal,86.53,0,10,0,0,0
5454,normal,45.07,0,9,0,0,0
5455,normal,97.83,0,21,0,0,0
5456,normal,50.47,0,17,0,0,0
5457,normal,32.94,0,7,0,0,0
5458,frequent_traveler,54.58,0,5,1,0,0
5459,normal,46.61,0,11,0,0,0
5460,normal,32.11,0,12,0,0,0
5461,normal,32.47,1,20,0,0,0
5462,normal,45.37,0,12,0,0,0
5463,normal,64.39,0,10,0,0,0
5464,normal,92.61,0,16,0,0,0
5465,normal,26.19,0,15,0,0,0
5466,normal,40.49,0,11,1,0,0
5467,normal,39.35,0,7,0,0,0
5468,normal,60.1,0,22,0,0,0
5469,normal,81.25,0,13,0,0,0
5470,normal,104.15,0,11,1,0,0
5471,normal,115.93,0,17,0,0,0
5472,normal,67.7,0,16,0,0,0
5473,normal,56.61,0,13,0,0,0
5474,frequent_traveler,48.28,1,16,0,0,0
5475,normal,93.58,0,15,1,0,0
5476,normal,51.64,0,9,1,0,0
5477,normal,36.99,0,22,0,0,0
5478,normal,85.42,0,20,0,0,0
5479,normal,46.51,0,20,0,0,0
5480,normal,31.96,0,13,0,0,0
5481,normal,98.61,0,13,0,0,0
5482,normal,108.95,0,16,0,0,0
5483,normal,111.71,0,9,0,0,0
5484,normal,71.58,0,22,0,0,0
5485,normal,43.51,0,18,0,0,0
5486,normal,41.37,0,20,0,0,0
5487,normal,91.21,0,10,0,0,0
5488,normal,82.87,0,12,0,0,0
5489,normal,138.8,0,10,0,0,0
5490,normal,43.84,0,0,0,0,0
5491,normal,83.83,0,11,0,0,0
5492,normal,41.16,0,12,0,0,0
5493,normal,76.38,1,21,0,0,0
5494,normal,83.47,0,12,0,0,0
5495,normal,105.27,0,15,0,0,0
5496,normal,132.14,0,11,0,0,0
5497,normal,66.34,0,15,0,0,0
5498,normal,22.17,0,8,0,0,0
5499,bulk_purchaser,418.31,0,20,0,0,0
5500,normal,69.54,0,15,0,0,0
5501,normal,53.02,0,15,0,0,0
5502,normal,55.39,0,13,0,0,0
5503,normal,107.49,0,13,0,0,0
5504,bulk_purchaser,199.81,0,16,1,0,0
5505,normal,27.46,0,22,0,0,0
5506,normal,65.3,0,15,0,0,0
5507,normal,75.37,0,13,0,0,0
5508,normal,28.77,1,17,0,0,0
5509,normal,57.82,0,17,0,0,0
5510,bulk_purchaser,355.02,0,17,0,0,0
5511,normal,97.26,0,20,0,0,0
5512,normal,110.72,0,10,0,0,0
5513,normal,45.37,0,13,0,0,0
5514,normal,80.88,0,7,0,0,0
5515,normal,60.58,0,12,0,0,0
5516,normal,183.49,0,20,0,0,0
5517,frequent_traveler,54.71,0,1,1,0,0
5518,normal,52.38,0,7,1,0,0
5519,frequent_traveler,96.14,0,3,1,0,0
5520,frequent_traveler,84.35,1,4,0,0,0
5521,normal,36.66,0,17,0,0,0
5522,normal,35.13,0,14,0,0,0
5523,bulk_purchaser,136.1,0,14,0,0,0
5524,normal,124.04,0,11,0,0,0
5525,frequent_traveler,78.92,0,9,0,0,0
5526,normal,56.7,0,21,0,0,0
5527,normal,48.98,0,7,0,0,0
5528,normal,24.6,0,9,0,0,0
5529,normal,56.33,0,20,0,0,0
5530,normal,183.95,0,18,1,0,0
5531,normal,33.91,0,7,0,0,0
5532,normal,56.71,0,21,0,0,0
5533,normal,46.55,0,17,0,0,0
5534,normal,59.75,0,20,0,0,0
5535,normal,22.71,0,19,0,0,0
5536,normal,59.14,0,19,0,0,0
5537,normal,52.1,0,13,0,0,0
5538,frequent_traveler,68.83,1,11,1,0,0
5539,normal,28.92,0,15,0,0,0
5540,normal,40.53,0,19,0,0,0
5541,normal,56.16,0,13,0,0,0
5542,normal,61.76,0,18,0,0,0
5543,normal,70.18,0,14,1,0,0
5544,normal,60.63,1,20,0,0,0
5545,normal,44.77,0,8,0,0,0
5546,normal,24.96,0,13,0,0,0
5547,normal,37.25,0,18,0,0,0
5548,normal,163.31,1,5,0,1,0
5549,normal,100.64,0,7,1,0,0
5550,normal,32.19,0,14,0,0,0
5551,normal,82.95,0,22,0,0,0
5552,normal,42.79,1,17,0,0,0
5553,bulk_purchaser,117.11,0,14,0,0,0
5554,normal,54.55,0,19,0,0,0
5555,normal,62.91,0,20,0,0,0
5556,normal,105.28,0,18,0,0,0
5557,normal,39.92,0,13,0,0,0
5558,normal,35.68,0,16,0,0,0
5559,normal,52.38,0,16,0,0,0
5560,frequent_traveler,64.4,1,1,1,0,0
5561,normal,38.96,0,16,0,0,0
5562,normal,83.88,0,22,0,0,0
5563,bulk_purchaser,337.91,0,11,0,0,0
5564,normal,40.58,0,13,0,0,0
5565,frequent_traveler,245.04,0,4,0,0,0
5566,frequent_traveler,92.63,0,5,0,0,0
5567,normal,67.38,0,7,0,0,0
5568,normal,101.94,0,12,0,0,0
5569,frequent_traveler,38.64,0,10,1,0,0
5570,normal,45.88,0,0,0,0,0
5571,normal,42.11,0,14,0,0,0
5572,normal,51.22,0,13,0,0,0
5573,normal,28.31,0,7,0,0,0
5574,normal,31.72,0,15,0,0,0
5575,normal,45.14,0,15,1,0,0
5576,normal,62.02,0,13,0,0,0
5577,normal,54.6,0,14,0,0,0
5578,normal,87.77,0,11,0,0,0
5579,normal,65.74,0,8,0,0,0
5580,normal,100.07,0,10,0,0,0
5581,normal,46.6,0,10,0,0,0
5582,normal,73.64,0,17,0,0,0
5583,normal,113.21,0,21,0,0,0
5584,frequent_traveler,44.32,0,17,1,0,0
5585,normal,75.24,0,19,0,0,0
5586,normal,85.75,0,21,0,0,0
5587,frequent_traveler,92.27,1,0,0,0,0
5588,normal,51.03,0,11,0,0,0
5589,normal,47.41,0,14,0,0,0
5590,normal,37.92,1,14,0,0,0
5591,normal,133.54,0,17,0,0,0
5592,normal,92.48,1,1,0,0,0
5593,bulk_purchaser,258.27,0,13,0,0,0
5594,normal,51.27,0,7,0,0,0
5595,frequent_traveler,92.8,0,22,0,0,0
5596,normal,50.94,0,16,0,0,0
5597,normal,21.97,0,8,0,0,0
5598,normal,26.06,0,9,0,0,0
5599,normal,153.7,1,7,0,0,0
5600,normal,60.02,0,21,0,0,0
5601,normal,57.23,0,22,0,0,0
5602,normal,91.82,0,2,0,0,0
5603,normal,31.11,0,21,0,0,0
5604,normal,56.72,0,8,0,0,0
5605,normal,58.68,0,8,0,0,0
5606,normal,35.02,0,11,0,0,0
5607,normal,53.5,0,18,0,0,0
5608,normal,35.68,0,20,0,0,0
5609,normal,59.01,0,7,0,0,0
5610,normal,65.43,0,22,0,0,0
5611,normal,45.63,0,21,0,0,0
5612,normal,51.37,0,15,0,0,0
5613,normal,24.55,0,9,0,0,0
5614,normal,55.78,0,7,0,0,0
5615,normal,111.04,0,11,1,0,0
5616,normal,44.47,0,20,0,0,0
5617,normal,60.63,0,18,0,0,0
5618,normal,115.68,0,15,0,0,0
5619,normal,47.8,1,12,0,0,0
5620,normal,29.1,0,15,0,0,0
5621,normal,49.16,0,9,0,0,0
5622,bulk_purchaser,552.98,0,12,1,0,1
5623,normal,72.9,0,22,0,0,0
5624,normal,34.48,0,8,1,0,0
5625,normal,89.38,0,7,0,0,0
5626,normal,52.47,0,13,0,0,0
5627,frequent_traveler,64.64,1,5,0,0,0
5628,normal,125.0,0,14,0,0,0
5629,normal,39.7,0,18,0,0,0
5630,normal,28.99,0,11,0,0,0
5631,normal,70.45,0,20,0,0,0
5632,normal,119.53,0,14,0,0,0
5633,normal,50.89,0,11,0,0,0
5634,frequent_traveler,46.19,1,18,0,0,0
5635,normal,59.77,0,12,0,0,0
5636,bulk_purchaser,275.01,0,8,0,0,0
5637,normal,91.15,0,15,0,0,0
5638,normal,61.19,0,0,0,0,0
5639,normal,87.48,0,20,0,0,0
5640,normal,33.82,0,2,0,0,0
5641,normal,148.16,0,0,0,0,0
5642,normal,70.97,0,19,0,0,0
5643,normal,200.51,0,11,0,0,0
5644,bulk_purchaser,299.59,0,15,0,0,0
5645,normal,22.27,0,22,0,0,0
5646,normal,102.28,0,8,0,0,0
5647,frequent_traveler,59.34,1,0,0,0,0
5648,normal,40.71,1,19,0,0,0
5649,normal,34.03,1,20,0,0,0
5650,normal,46.68,0,8,0,0,0
5651,normal,57.91,0,12,0,0,0
5652,frequent_traveler,56.03,1,13,1,0,0
5653,normal,51.98,0,15,0,0,0
5654,normal,15.88,0,9,0,0,0
5655,normal,105.74,1,11,0,0,0
5656,normal,71.13,0,14,0,0,0
5657,normal,44.41,0,10,0,0,0
5658,normal,68.53,0,7,0,0,0
5659,normal,31.94,0,5,0,0,0
5660,normal,47.86,0,12,0,0,0
5661,normal,79.83,0,14,0,0,0
5662,normal,57.79,0,22,0,0,0
5663,normal,67.88,0,15,0,0,0
5664,normal,59.46,0,13,0,0,0
5665,normal,85.52,0,15,0,0,0
5666,normal,122.41,0,22,0,0,0
5667,bulk_purchaser,74.92,0,3,0,0,0
5668,bulk_purchaser,144.59,0,19,0,0,0
5669,normal,94.5,0,22,0,0,0
5670,normal,25.29,0,21,0,0,0
5671,normal,77.27,0,15,0,0,0
5672,normal,60.94,0,16,0,0,0
5673,normal,40.62,0,8,0,0,0
5674,normal,53.95,0,12,0,0,0
5675,normal,54.14,0,16,0,0,0
5676,normal,116.19,0,11,0,0,0
5677,normal,41.49,1,8,0,0,0
5678,normal,36.08,0,10,0,0,0
5679,normal,40.75,0,16,0,0,0
5680,normal,63.49,0,19,0,0,0
5681,normal,50.02,1,10,0,0,0
5682,normal,30.45,0,17,0,0,0
5683,normal,50.13,0,18,0,0,0
5684,normal,30.71,0,7,0,0,0
5685,normal,59.04,0,8,0,0,0
5686,frequent_traveler,40.17,0,5,1,0,0
5687,normal,34.72,0,11,0,0,0
5688,frequent_traveler,72.15,1,14,1,0,0
5689,normal,44.47,0,7,0,0,0
5690,normal,55.36,0,8,0,0,0
5691,normal,20.22,0,14,0,0,0
5692,normal,29.67,0,20,0,0,0
5693,normal,21.31,0,15,0,0,0
5694,normal,47.86,0,14,0,0,0
5695,normal,67.59,0,13,0,0,0
5696,frequent_traveler,83.17,0,19,1,0,0
5697,normal,73.14,0,15,0,0,0
5698,normal,82.66,0,10,0,0,0
5699,normal,50.36,0,1,0,0,0
5700,normal,26.84,0,0,0,0,0
5701,normal,33.52,0,4,1,0,0
5702,normal,103.96,0,8,0,0,0
5703,normal,106.27,0,14,0,0,0
5704,normal,39.49,1,13,0,0,0
5705,normal,71.99,0,22,0,0,0
5706,normal,141.35,0,22,0,0,0
5707,normal,41.89,0,9,0,0,0
5708,frequent_traveler,41.15,0,5,1,0,0
5709,normal,46.98,0,11,0,0,0
5710,normal,53.8,0,9,0,0,0
5711,normal,68.68,0,20,0,0,0
5712,normal,39.53,0,13,0,0,0
5713,normal,80.29,0,14,0,0,0
5714,normal,76.43,0,10,0,0,0
5715,normal,144.5,0,21,0,0,0
5716,normal,22.65,0,2,0,0,0
5717,normal,121.67,0,17,0,0,0
5718,normal,65.73,0,8,0,0,0
5719,normal,57.53,0,15,0,0,0
5720,normal,46.39,0,9,0,0,0
5721,normal,71.69,1,19,0,0,0
5722,normal,33.98,0,9,0,0,0
5723,normal,31.31,0,22,0,0,0
5724,normal,44.58,0,19,0,0,0
5725,normal,166.99,0,22,0,0,0
5726,normal,133.1,0,15,0,0,0
5727,bulk_purchaser,773.86,0,17,1,0,1
5728,normal,61.51,0,8,0,0,0
5729,normal,81.12,0,5,0,0,0
5730,normal,31.56,0,22,1,0,0
5731,normal,29.32,0,11,0,0,0
5732,normal,64.35,0,0,0,0,0
5733,normal,82.05,1,19,0,0,0
5734,normal,40.0,0,3,0,0,0
5735,frequent_traveler,56.4,1,20,1,0,0
5736,normal,28.38,1,19,0,0,0
5737,normal,25.09,0,20,0,0,0
5738,normal,24.74,0,9,0,0,0
5739,normal,137.39,0,22,0,0,0
5740,bulk_purchaser,138.57,0,22,0,0,0
5741,normal,70.98,0,13,0,0,0
5742,normal,33.62,0,18,0,0,0
5743,normal,42.61,0,21,0,0,0
5744,normal,44.67,0,9,0,0,0
5745,normal,92.86,0,16,0,0,0
5746,normal,78.23,0,15,0,0,0
5747,normal,51.5,0,14,0,0,0
5748,normal,31.63,0,20,0,0,0
5749,normal,76.89,0,16,0,0,0
5750,normal,55.92,0,17,0,0,0
5751,normal,96.79,0,21,0,0,0
5752,normal,76.04,0,7,0,0,0
5753,normal,20.31,0,22,0,0,0
5754,normal,58.09,0,15,0,0,0
5755,normal,39.93,0,22,0,0,0
5756,normal,48.56,0,13,0,0,0
5757,normal,46.82,0,3,0,0,0
5758,frequent_traveler,37.01,0,1,0,0,0
5759,normal,112.15,0,15,0,0,0
5760,normal,36.26,0,18,0,0,0
5761,normal,29.05,0,18,0,0,0
5762,normal,167.3,0,8,0,0,0
5763,bulk_purchaser,167.25,0,17,0,0,0
5764,normal,31.83,0,8,0,0,0
5765,normal,21.3,1,4,0,0,0
5766,normal,68.63,1,7,0,0,0
5767,frequent_traveler,110.44,1,17,1,1,0
5768,normal,89.59,0,15,0,0,0
5769,normal,59.48,0,21,0,0,0
5770,normal,35.48,0,11,0,0,0
5771,normal,76.55,0,16,0,0,0
5772,normal,32.98,0,18,0,0,0
5773,normal,29.5,0,18,0,0,0
5774,normal,53.39,0,20,0,0,0
5775,normal,48.31,0,9,0,0,0
5776,normal,98.03,0,15,0,0,0
5777,normal,90.06,0,8,0,0,0
5778,normal,79.71,0,19,0,0,0
5779,normal,37.4,0,17,0,0,0
5780,normal,44.52,0,11,0,0,0
5781,normal,154.63,0,15,0,0,0
5782,normal,48.63,1,15,0,0,0
5783,normal,27.1,0,14,0,0,0
5784,normal,21.04,0,22,0,0,0
5785,normal,29.32,0,15,0,0,0
5786,normal,59.3,0,21,0,0,0
5787,normal,66.39,1,12,0,0,0
5788,normal,57.15,0,14,0,0,0
5789,normal,144.64,0,20,0,0,0
5790,normal,79.0,0,7,0,0,0
5791,normal,34.76,0,9,0,0,0
5792,normal,12.8,0,21,0,0,0
5793,normal,47.6,1,22,0,0,0
5794,normal,50.43,1,10,0,0,0
5795,normal,53.19,0,14,0,0,0
5796,normal,79.33,0,17,0,0,0
5797,normal,46.74,0,15,0,0,0
5798,normal,50.54,0,0,0,0,0
5799,normal,116.61,0,8,0,0,0
5800,normal,43.47,1,10,0,0,0
5801,normal,53.03,0,19,0,0,0
5802,normal,49.55,0,9,0,0,0
5803,normal,47.77,0,17,0,0,0
5804,normal,97.64,0,5,0,0,0
5805,normal,168.48,0,18,1,0,0
5806,normal,76.1,0,18,0,0,0
5807,frequent_traveler,22.86,1,0,1,0,1
5808,normal,50.36,0,1,0,0,0
5809,normal,106.43,0,8,0,0,0
5810,normal,46.17,0,13,0,0,0
5811,normal,84.17,1,17,0,0,0
5812,normal,20.99,0,14,0,0,0
5813,normal,45.11,0,13,0,0,0
5814,normal,24.72,0,15,0,0,0
5815,bulk_purchaser,268.69,0,21,0,0,0
5816,normal,42.71,0,14,0,0,0
5817,frequent_traveler,44.32,1,2,0,0,0
5818,normal,15.21,0,18,0,0,0
5819,normal,80.91,0,8,1,0,0
5820,normal,36.4,0,21,0,0,0
5821,normal,75.92,0,8,0,0,0
5822,normal,65.29,1,13,0,0,0
5823,normal,16.22,0,16,0,0,0
5824,normal,43.32,0,16,0,0,0
5825,bulk_purchaser,396.17,0,16,0,0,0
5826,frequent_traveler,214.18,0,22,1,0,1
5827,normal,53.68,0,21,0,0,0
5828,normal,56.47,0,13,0,0,0
5829,bulk_purchaser,195.45,0,0,0,0,0
5830,normal,166.63,0,15,0,0,0
5831,normal,39.72,0,12,0,0,0
5832,normal,60.94,0,18,0,0,0
5833,normal,62.73,0,21,0,0,0
5834,normal,49.19,0,10,0,0,0
5835,normal,83.77,0,17,0,0,0
5836,normal,51.73,0,20,0,0,0
5837,normal,57.14,0,14,0,0,0
5838,normal,122.92,0,8,0,0,0
5839,normal,69.79,0,21,0,0,0
5840,normal,59.43,0,11,0,0,0
5841,normal,38.2,0,20,0,0,0
5842,normal,39.91,0,9,0,0,0
5843,normal,44.25,0,16,0,0,0
5844,normal,57.58,0,17,0,0,0
5845,normal,44.78,0,21,0,0,0
5846,bulk_purchaser,246.18,0,20,0,0,0
5847,normal,83.86,0,8,0,0,0
5848,frequent_traveler,54.41,1,8,0,0,0
5849,normal,59.63,0,20,0,0,0
5850,normal,40.29,0,9,0,0,0
5851,bulk_purchaser,181.65,0,15,0,0,0
5852,normal,40.23,0,9,0,0,0
5853,normal,141.39,0,17,1,0,0
5854,normal,39.9,0,9,1,0,0
5855,normal,23.54,0,20,0,0,0
5856,normal,33.82,0,21,0,0,0
5857,normal,78.26,0,16,0,0,0
5858,frequent_traveler,59.24,1,1,1,0,0
5859,bulk_purchaser,182.76,0,8,0,0,0
5860,bulk_purchaser,272.31,0,13,0,0,0
5861,normal,25.71,0,7,0,0,0
5862,normal,50.56,0,15,1,0,0
5863,normal,126.27,0,12,0,0,0
5864,normal,112.63,0,7,0,0,0
5865,frequent_traveler,47.65,0,10,1,0,0
5866,normal,80.75,0,18,0,0,0
5867,normal,53.88,0,8,0,0,0
5868,normal,93.7,0,7,0,0,0
5869,normal,17.13,0,9,0,0,0
5870,normal,63.46,0,21,0,0,0
5871,frequent_traveler,54.96,1,20,1,0,0
5872,bulk_purchaser,221.65,0,13,0,0,0
5873,normal,22.01,0,12,0,0,0
5874,frequent_traveler,39.93,0,9,0,0,0
5875,normal,39.35,0,16,0,0,0
5876,normal,41.23,0,18,0,0,0
5877,normal,87.13,0,12,0,0,0
5878,normal,36.12,0,19,0,0,0
5879,normal,65.04,0,19,0,0,0
5880,normal,73.65,0,8,0,0,0
5881,normal,52.21,0,5,0,0,0
5882,normal,41.52,0,22,0,0,0
5883,normal,69.07,0,11,0,0,0
5884,normal,43.74,0,7,0,0,0
5885,normal,56.39,0,7,0,0,0
5886,normal,78.11,0,7,0,0,0
5887,frequent_traveler,39.74,1,20,1,0,0
5888,normal,196.22,0,8,0,0,0
5889,normal,45.21,0,11,0,0,0
5890,normal,34.42,0,12,0,0,0
5891,normal,23.8,1,14,0,0,0
5892,normal,57.32,0,13,0,0,0
5893,bulk_purchaser,238.19,0,16,0,0,0
5894,normal,62.87,0,8,0,0,0
5895,normal,52.97,0,15,0,0,0
5896,normal,85.07,1,12,0,0,0
5897,normal,80.23,0,9,1,0,0
5898,normal,26.38,0,11,0,0,0
5899,normal,60.77,0,10,0,0,0
5900,normal,42.75,0,8,0,0,0
5901,normal,95.99,0,20,0,0,0
5902,frequent_traveler,31.89,1,8,1,0,0
5903,normal,131.19,0,10,1,0,0
5904,bulk_purchaser,267.25,0,7,0,0,0
5905,normal,70.44,0,13,0,0,0
5906,bulk_purchaser,219.5,0,11,0,0,0
5907,normal,57.07,0,14,0,0,0
5908,normal,78.76,0,9,0,0,0
5909,normal,106.78,0,12,0,0,0
5910,bulk_purchaser,140.18,0,20,0,0,0
5911,normal,49.95,1,8,0,0,0
5912,normal,107.78,0,22,0,0,0
5913,normal,81.02,0,19,0,0,0
5914,normal,52.12,0,16,0,0,0
5915,frequent_traveler,28.82,0,5,0,0,0
5916,bulk_purchaser,101.25,0,22,0,0,0
5917,normal,54.79,0,16,0,0,0
5918,normal,31.0,0,8,0,0,0
5919,normal,93.08,0,17,0,0,0
5920,normal,59.32,0,22,0,0,0
5921,normal,38.27,0,20,0,0,0
5922,frequent_traveler,24.36,0,13,0,0,0
5923,normal,86.53,0,14,0,0,0
5924,frequent_traveler,80.76,1,4,1,0,0
5925,normal,77.33,0,16,0,0,0
5926,frequent_traveler,26.4,1,19,1,0,0
5927,bulk_purchaser,271.29,0,10,0,0,0
5928,normal,48.5,0,16,0,0,0
5929,normal,81.08,0,12,0,0,0
5930,normal,38.84,0,11,0,0,0
5931,normal,45.73,1,20,0,0,0
5932,frequent_traveler,36.36,1,0,1,0,0
5933,normal,235.84,0,10,0,0,0
5934,normal,58.29,0,21,0,0,0
5935,normal,70.02,0,16,0,0,0
5936,normal,62.64,0,21,0,0,0
5937,normal,21.44,1,19,0,0,0
5938,normal,214.96,1,5,0,0,0
5939,normal,65.33,0,14,0,0,0
5940,normal,92.36,0,20,0,0,0
5941,normal,98.18,0,9,0,0,0
5942,normal,71.18,0,21,0,0,0
5943,normal,47.35,0,22,0,0,0
5944,normal,56.24,0,4,0,0,0
5945,normal,115.6,0,12,0,0,0
5946,frequent_traveler,71.87,1,16,1,0,0
5947,normal,90.66,0,15,0,0,0
5948,bulk_purchaser,290.89,0,7,0,0,0
5949,normal,101.5,0,22,0,0,0
5950,normal,54.92,0,10,0,0,0
5951,normal,19.55,0,9,0,0,0
5952,normal,64.25,1,9,1,0,0
5953,normal,39.92,0,19,0,0,0
5954,normal,134.9,0,22,0,0,0
5955,normal,97.12,0,15,0,0,0
5956,normal,61.84,0,0,0,0,0
5957,normal,127.89,0,21,0,0,0
5958,normal,103.99,0,14,0,0,0
5959,normal,56.69,0,10,0,0,0
5960,normal,42.42,0,7,0,0,0
5961,normal,44.78,0,21,0,0,0
5962,normal,71.64,0,20,0,0,0
5963,normal,72.98,0,9,0,0,0
5964,normal,29.31,0,7,0,0,0
5965,normal,103.33,0,14,0,0,0
5966,normal,50.1,0,19,0,0,0
5967,normal,49.38,0,13,0,0,0
5968,normal,17.27,0,21,0,0,0
5969,normal,38.97,0,16,0,0,0
5970,bulk_purchaser,125.48,0,7,0,0,0
5971,normal,112.7,0,8,0,0,0
5972,normal,71.4,0,10,0,0,0
5973,normal,46.09,0,12,0,0,0
5974,normal,52.62,0,16,0,0,0
5975,bulk_purchaser,567.61,0,7,0,0,1
5976,bulk_purchaser,262.04,0,14,0,0,0
5977,normal,85.38,0,7,0,0,0
5978,normal,53.73,1,9,0,0,0
5979,normal,23.44,0,18,0,0,0
5980,bulk_purchaser,257.3,0,4,0,0,0
5981,normal,92.74,0,11,0,0,0
5982,normal,15.42,0,12,0,0,0
5983,bulk_purchaser,444.78,0,10,0,0,0
5984,normal,53.08,0,11,0,0,0
5985,normal,61.08,0,15,0,0,0
5986,normal,63.0,0,15,0,0,0
5987,normal,38.55,0,19,0,0,0
5988,bulk_purchaser,128.14,1,18,0,0,0
5989,normal,88.1,1,12,0,0,0
5990,normal,56.75,0,22,0,0,0
5991,frequent_traveler,81.43,0,1,0,0,0
5992,normal,44.74,1,11,0,0,0
5993,normal,46.16,0,14,0,0,0
5994,normal,28.44,1,1,0,0,0
5995,frequent_traveler,56.05,0,21,1,0,0
5996,normal,29.17,0,16,0,0,0
5997,normal,68.03,0,10,0,0,0
5998,bulk_purchaser,305.29,0,10,0,0,0
5999,normal,55.42,0,17,0,0,0
6000,normal,19.14,0,5,0,0,0
6001,normal,98.65,0,15,0,0,0
6002,normal,41.07,0,18,0,0,0
6003,normal,81.66,0,18,0,0,0
6004,normal,61.24,0,12,0,0,0
6005,normal,65.48,0,12,0,0,0
6006,frequent_traveler,65.77,1,4,0,0,0
6007,normal,85.32,0,21,1,0,0
6008,normal,61.26,0,13,0,0,0
6009,normal,48.55,0,7,0,0,0
6010,normal,28.87,0,17,0,0,0
6011,normal,26.4,0,10,0,0,0
6012,normal,37.62,0,18,0,0,0
6013,normal,81.76,0,14,0,0,0
6014,normal,42.44,0,22,0,0,0
6015,frequent_traveler,45.57,1,3,1,0,0
6016,bulk_purchaser,503.2,0,8,0,0,0
6017,normal,47.62,0,7,0,0,0
6018,normal,21.73,0,0,0,0,0
6019,normal,37.66,0,14,0,0,0
6020,normal,182.54,0,18,0,0,0
6021,normal,27.47,0,19,0,0,0
6022,normal,43.28,0,11,0,0,0
6023,normal,32.46,0,10,0,0,0
6024,normal,57.81,0,16,0,0,0
6025,normal,62.56,0,7,0,0,0
6026,normal,218.6,0,5,0,1,0
6027,normal,89.58,0,5,0,0,0
6028,normal,81.25,0,16,0,0,0
6029,normal,132.27,0,22,0,0,0
6030,normal,42.26,0,13,0,0,0
6031,normal,55.78,0,8,0,0,0
6032,frequent_traveler,111.12,0,0,1,0,0
6033,normal,26.22,0,20,0,0,0
6034,normal,35.67,0,15,1,0,0
6035,normal,30.29,0,10,0,0,0
6036,normal,65.96,0,17,0,0,0
6037,normal,67.81,0,18,0,0,0
6038,normal,23.85,0,22,0,0,0
6039,normal,61.87,0,13,0,0,0
6040,normal,83.34,0,1,0,0,0
6041,normal,111.92,0,8,0,0,0
6042,normal,24.05,0,19,1,0,0
6043,normal,67.97,0,12,0,0,0
6044,normal,43.04,0,14,0,0,0
6045,normal,50.16,0,12,0,0,0
6046,normal,110.15,0,2,0,0,0
6047,normal,33.42,0,21,0,0,0
6048,normal,53.54,0,20,0,0,0
6049,normal,36.5,0,0,0,0,0
6050,frequent_traveler,39.02,1,5,1,0,0
6051,bulk_purchaser,437.73,0,9,0,0,0
6052,bulk_purchaser,240.87,0,10,0,0,0
6053,normal,43.04,0,11,0,0,0
6054,normal,48.2,0,20,0,0,0
6055,normal,48.0,0,10,0,0,0
6056,normal,34.49,0,15,0,0,0
6057,normal,41.74,0,19,0,0,0
6058,normal,27.75,0,17,0,0,0
6059,normal,107.3,0,21,0,0,0
6060,normal,86.54,0,7,0,0,0
6061,normal,65.24,0,22,0,0,0
6062,bulk_purchaser,123.75,0,15,0,0,0
6063,normal,43.3,0,8,0,0,0
6064,normal,72.37,0,18,0,0,0
6065,normal,28.37,0,16,0,0,0
6066,normal,38.25,0,8,0,0,0
6067,normal,171.89,1,12,0,1,0
6068,normal,94.56,0,14,0,0,0
6069,normal,81.48,0,13,0,0,0
6070,normal,13.13,0,9,0,0,0
6071,normal,28.42,0,10,0,0,0
6072,normal,53.55,0,14,0,0,0
6073,frequent_traveler,56.75,0,0,1,0,0
6074,normal,76.12,0,14,0,0,0
6075,normal,77.68,0,22,0,0,0
6076,normal,94.09,0,19,0,0,0
6077,normal,67.52,0,20,0,0,0
6078,normal,174.05,0,11,0,0,0
6079,normal,100.44,0,5,0,0,0
6080,normal,96.72,0,14,0,0,0
6081,normal,181.16,0,3,0,0,0
6082,normal,84.85,0,17,0,0,0
6083,normal,79.31,0,12,0,0,0
6084,normal,77.1,0,16,0,0,0
6085,normal,44.5,0,13,0,0,0
6086,normal,68.53,1,2,0,0,0
6087,normal,52.18,1,14,0,0,0
6088,normal,101.42,0,10,0,0,0
6089,normal,78.89,0,22,0,0,0
6090,normal,26.48,0,7,0,0,0
6091,normal,60.57,0,11,0,0,0
6092,normal,57.53,0,10,0,0,0
6093,normal,78.49,0,12,0,0,0
6094,normal,49.77,0,17,0,0,0
6095,normal,76.37,0,2,0,0,0
6096,normal,29.05,0,10,0,0,0
6097,normal,146.86,0,15,0,0,0
6098,normal,103.36,0,19,0,0,0
6099,normal,43.37,0,7,1,0,0
6100,normal,100.76,0,16,0,0,0
6101,normal,49.4,0,18,0,0,0
6102,normal,102.06,0,18,0,0,0
6103,normal,27.27,0,7,0,0,0
6104,normal,63.19,0,8,0,0,0
6105,normal,27.83,0,20,0,0,0
6106,normal,248.48,1,21,1,1,1
6107,normal,73.78,0,18,0,0,0
6108,normal,104.58,0,7,0,0,0
6109,normal,54.68,0,19,0,0,0
6110,normal,47.79,0,17,0,0,0
