account_id,plan_tier,api_calls_per_month,seat_count,feature_count,feature_request_count,upgraded_next_quarter,cluster
7065,free,247.0,1.0,5.0,3,0,2
7066,free,761.0,4.0,3.0,2,1,2
7067,pro,4551.0,4.0,9.0,2,0,0
7068,pro,5850.0,8.0,8.0,1,0,0
7069,free,904.0,2.0,1.0,2,0,2
7070,pro,5906.0,13.0,6.0,3,0,0
7071,pro,9288.0,10.0,11.0,1,0,0
7072,pro,7120.0,10.0,7.0,1,0,0
7073,free,938.0,2.0,1.0,2,1,2
7074,pro,7531.0,7.0,12.0,2,0,0
7075,free,281.0,2.0,4.0,1,0,2
7076,free,1329.0,3.0,3.0,1,0,2
7077,enterprise,76461.0,47.0,15.0,3,0,1
7078,pro,5069.0,9.0,8.0,1,1,0
7079,free,499.0,2.0,1.0,3,0,2
7080,free,589.0,1.0,3.0,4,1,2
7081,enterprise,71510.0,45.0,18.0,2,0,1
7082,pro,7084.0,7.0,9.0,3,0,0
7083,free,671.0,1.0,5.0,1,0,2
7084,pro,7453.0,5.0,9.0,2,1,0
7085,free,419.0,1.0,4.0,2,0,2
7086,free,245.0,8.0,4.0,1,0,2
7087,free,117.0,1.0,4.0,2,0,2
7088,free,1089.0,2.0,6.0,1,0,2
7089,pro,5902.0,9.0,10.0,4,0,0
7090,free,491.0,4.0,1.0,2,0,2
7091,free,331.0,1.0,4.0,1,0,2
7092,enterprise,64961.0,42.0,18.0,2,0,1
7093,pro,9491.0,6.0,7.0,3,0,0
7094,free,697.0,6.0,4.0,3,1,2
7095,pro,6027.0,6.0,8.0,1,0,0
7096,free,661.0,1.0,4.0,1,0,2
7097,free,784.0,1.0,4.0,3,0,2
7098,free,710.0,1.0,3.0,2,0,2
7099,free,567.0,4.0,1.0,3,0,2
7100,free,492.0,1.0,4.0,0,0,2
7101,free,0.0,1.0,2.0,1,0,2
7102,free,42.0,1.0,5.0,1,0,2
7103,pro,9654.0,9.0,8.0,1,0,0
7104,free,592.0,1.0,4.0,4,1,2
7105,pro,6505.0,9.0,10.0,2,0,0
7106,enterprise,57579.0,45.0,19.0,1,0,1
7107,free,595.0,1.0,4.0,1,0,2
7108,pro,7379.0,10.0,8.0,3,0,0
7109,free,1.0,1.0,3.0,2,0,2
7110,free,242.0,2.0,1.0,1,0,2
7111,free,318.0,2.0,1.0,2,0,2
7112,enterprise,59070.0,44.0,17.0,3,0,1
7113,free,586.0,1.0,4.0,4,0,2
7114,free,1132.0,4.0,1.0,4,0,2
7115,free,691.0,3.0,4.0,2,0,2
7116,pro,9815.0,10.0,10.0,2,0,0
7117,free,675.0,6.0,1.0,0,0,2
7118,free,411.0,6.0,1.0,1,0,2
7119,free,992.0,5.0,2.0,0,0,2
7120,free,55.0,6.0,4.0,0,0,2
7121,free,809.0,1.0,4.0,2,0,2
7122,free,530.0,1.0,3.0,1,0,2
7123,pro,10576.0,6.0,10.0,4,0,0
7124,free,452.0,2.0,2.0,2,0,2
7125,free,715.0,3.0,4.0,3,0,2
7126,free,541.0,1.0,3.0,2,0,2
7127,pro,8509.0,5.0,8.0,2,0,0
7128,free,776.0,5.0,1.0,3,0,2
7129,free,298.0,8.0,4.0,1,0,2
7130,free,694.0,2.0,3.0,2,0,2
7131,pro,5702.0,4.0,10.0,1,0,0
7132,free,591.0,2.0,2.0,3,0,2
7133,enterprise,56983.0,45.0,19.0,1,0,1
7134,free,604.0,1.0,3.0,1,0,2
7135,free,225.0,7.0,4.0,2,0,2
7136,free,684.0,2.0,4.0,1,0,2
7137,free,586.0,3.0,5.0,1,0,2
7138,free,1099.0,2.0,4.0,5,0,2
7139,free,608.0,2.0,2.0,4,1,2
7140,free,394.0,6.0,4.0,0,0,2
7141,pro,11376.0,11.0,8.0,3,0,0
7142,enterprise,42882.0,50.0,20.0,6,1,1
7143,free,553.0,1.0,2.0,0,0,2
7144,free,379.0,1.0,2.0,3,0,2
7145,free,935.0,1.0,3.0,6,1,2
7146,pro,6521.0,9.0,9.0,3,0,0
7147,pro,7045.0,6.0,9.0,1,0,0
7148,pro,11866.0,12.0,7.0,2,0,0
7149,free,565.0,1.0,3.0,1,0,2
7150,free,435.0,1.0,4.0,3,1,2
7151,free,684.0,1.0,4.0,2,0,2
7152,free,867.0,3.0,3.0,1,0,2
7153,free,436.0,1.0,2.0,2,0,2
7154,pro,7719.0,7.0,8.0,1,0,0
7155,free,490.0,4.0,5.0,0,0,2
7156,pro,9236.0,8.0,9.0,0,0,0
7157,enterprise,57503.0,49.0,17.0,3,0,1
7158,free,761.0,5.0,2.0,1,0,2
7159,free,498.0,3.0,2.0,4,0,2
7160,free,431.0,1.0,4.0,4,1,2
7161,pro,8297.0,9.0,7.0,1,0,0
7162,enterprise,62171.0,43.0,20.0,3,0,1
7163,enterprise,52446.0,47.0,18.0,3,0,1
7164,pro,8712.0,9.0,7.0,1,0,0
7165,free,816.0,2.0,5.0,2,0,2
7166,free,174.0,4.0,6.0,6,0,2
7167,pro,8127.0,6.0,10.0,2,0,0
7168,free,530.0,6.0,5.0,0,0,2
7169,free,437.0,3.0,1.0,3,0,2
7170,pro,8894.0,5.0,12.0,5,0,0
7171,free,603.0,1.0,3.0,1,0,2
7172,free,451.0,3.0,3.0,2,1,2
7173,free,486.0,1.0,3.0,2,0,2
7174,free,257.0,1.0,1.0,1,0,2
7175,free,436.0,1.0,5.0,3,0,2
7176,pro,6583.0,9.0,9.0,0,0,0
7177,free,788.0,5.0,4.0,1,0,2
7178,free,551.0,1.0,3.0,1,0,2
7179,free,564.0,2.0,4.0,2,0,2
7180,free,495.0,2.0,5.0,3,1,2
7181,free,833.0,3.0,1.0,1,0,2
7182,free,177.0,1.0,7.0,4,0,0
7183,enterprise,70163.0,43.0,19.0,2,0,1
7184,free,452.0,3.0,4.0,1,0,2
7185,free,351.0,1.0,3.0,2,0,2
7186,pro,7762.0,5.0,7.0,5,0,0
7187,free,550.0,1.0,5.0,1,0,2
7188,free,267.0,6.0,3.0,1,0,2
7189,pro,7100.0,8.0,9.0,2,0,0
7190,free,779.0,1.0,3.0,2,0,2
7191,pro,9151.0,11.0,9.0,0,0,0
7192,free,597.0,4.0,4.0,3,0,2
7193,free,264.0,4.0,2.0,2,0,2
7194,free,160.0,1.0,4.0,4,0,2
7195,pro,6502.0,4.0,6.0,0,0,0
7196,pro,8788.0,10.0,9.0,1,0,0
7197,free,1159.0,4.0,6.0,2,0,2
7198,pro,7523.0,10.0,12.0,1,0,0
7199,enterprise,53147.0,44.0,16.0,2,0,1
7200,free,863.0,1.0,1.0,0,0,2
7201,pro,10761.0,6.0,8.0,4,0,0
7202,free,614.0,5.0,5.0,3,1,2
7203,pro,7587.0,12.0,10.0,0,0,0
7204,free,844.0,1.0,4.0,4,0,2
7205,free,660.0,1.0,1.0,2,0,2
7206,free,464.0,2.0,1.0,2,0,2
7207,free,508.0,4.0,3.0,2,0,2
7208,free,228.0,4.0,4.0,1,0,2
7209,enterprise,40270.0,49.0,17.0,3,0,1
7210,free,497.0,3.0,3.0,0,0,2
7211,free,734.0,1.0,3.0,2,0,2
7212,free,660.0,9.0,2.0,1,0,2
7213,enterprise,43782.0,47.0,18.0,1,0,1
7214,free,329.0,4.0,5.0,0,0,2
7215,pro,9101.0,4.0,8.0,3,0,0
7216,free,782.0,1.0,2.0,2,0,2
7217,free,989.0,1.0,2.0,1,0,2
7218,free,260.0,4.0,4.0,0,0,2
7219,free,429.0,1.0,2.0,1,0,2
7220,pro,8785.0,8.0,9.0,1,0,0
7221,free,542.0,1.0,4.0,1,0,2
7222,enterprise,50288.0,45.0,16.0,3,0,1
7223,free,262.0,5.0,1.0,1,1,2
7224,free,646.0,1.0,3.0,2,0,2
7225,enterprise,63005.0,43.0,17.0,2,0,1
7226,free,666.0,4.0,2.0,1,0,2
7227,pro,8068.0,12.0,9.0,2,0,0
7228,pro,7695.0,10.0,10.0,3,0,0
7229,pro,8610.0,8.0,7.0,1,0,0
7230,pro,9700.0,11.0,8.0,4,0,0
7231,enterprise,70662.0,45.0,17.0,2,0,1
7232,free,613.0,1.0,2.0,4,1,2
7233,free,404.0,1.0,1.0,2,0,2
7234,free,802.0,5.0,6.0,1,0,2
7235,free,370.0,1.0,4.0,3,0,2
7236,free,388.0,1.0,2.0,3,0,2
7237,pro,6203.0,3.0,9.0,2,0,0
7238,free,302.0,1.0,1.0,2,0,2
7239,free,563.0,4.0,1.0,3,0,2
7240,pro,8112.0,8.0,11.0,1,0,0
7241,free,505.0,3.0,7.0,2,0,0
7242,pro,7188.0,9.0,11.0,2,1,0
7243,enterprise,74264.0,44.0,18.0,1,1,1
7244,pro,7221.0,7.0,9.0,2,0,0
7245,pro,8477.0,6.0,11.0,6,1,0
7246,free,827.0,2.0,2.0,0,0,2
7247,pro,9647.0,11.0,9.0,2,0,0
7248,free,515.0,1.0,4.0,1,0,2
7249,free,435.0,1.0,2.0,1,0,2
7250,free,407.0,2.0,4.0,3,0,2
7251,pro,6773.0,10.0,11.0,1,0,0
7252,pro,8173.0,5.0,8.0,3,0,0
7253,free,0.0,1.0,1.0,2,0,2
7254,free,479.0,1.0,3.0,2,0,2
7255,free,402.0,4.0,3.0,1,0,2
7256,free,675.0,2.0,2.0,3,0,2
7257,free,234.0,3.0,6.0,4,1,2
7258,pro,6311.0,8.0,9.0,2,0,0
7259,free,1166.0,3.0,1.0,2,0,2
7260,free,1017.0,2.0,3.0,2,0,2
7261,enterprise,57461.0,47.0,16.0,2,0,1
7262,free,700.0,1.0,2.0,1,0,2
7263,pro,9495.0,14.0,10.0,0,0,0
7264,free,503.0,5.0,1.0,2,0,2
7265,enterprise,69209.0,44.0,17.0,2,0,1
7266,free,534.0,2.0,4.0,1,0,2
7267,pro,7651.0,8.0,7.0,0,0,0
7268,free,1047.0,1.0,5.0,4,0,2
7269,free,442.0,1.0,4.0,2,0,2
7270,pro,7776.0,9.0,9.0,1,0,0
7271,free,627.0,1.0,2.0,0,0,2
7272,pro,7851.0,5.0,9.0,4,0,0
7273,free,474.0,1.0,3.0,4,0,2
7274,pro,8544.0,9.0,7.0,3,0,0
7275,pro,8568.0,3.0,8.0,2,0,0
7276,free,980.0,3.0,4.0,4,1,2
7277,free,100.0,4.0,2.0,0,0,2
7278,free,782.0,3.0,3.0,5,0,2
7279,free,315.0,4.0,3.0,3,0,2
7280,free,112.0,1.0,5.0,1,0,2
7281,free,397.0,2.0,3.0,2,0,2
7282,free,587.0,1.0,2.0,4,0,2
7283,pro,6455.0,5.0,8.0,3,0,0
7284,pro,5658.0,10.0,5.0,0,0,2
7285,free,198.0,1.0,3.0,3,0,2
7286,pro,6662.0,12.0,6.0,2,0,0
7287,free,463.0,1.0,2.0,3,0,2
7288,pro,7898.0,9.0,8.0,3,0,0
7289,free,361.0,4.0,2.0,1,0,2
7290,enterprise,63786.0,42.0,17.0,4,1,1
7291,pro,6774.0,10.0,9.0,4,1,0
7292,free,76.0,2.0,6.0,2,0,2
7293,pro,6529.0,8.0,9.0,2,0,0
7294,enterprise,72231.0,48.0,19.0,2,0,1
7295,free,611.0,3.0,4.0,3,0,2
7296,free,358.0,6.0,5.0,2,0,2
7297,free,80.0,1.0,2.0,2,0,2
7298,enterprise,53392.0,41.0,17.0,3,0,1
7299,pro,8095.0,8.0,12.0,4,0,0
7300,enterprise,68396.0,43.0,16.0,2,0,1
7301,free,272.0,2.0,3.0,5,0,2
7302,pro,6446.0,6.0,10.0,2,0,0
7303,enterprise,73273.0,48.0,19.0,4,0,1
7304,enterprise,58879.0,48.0,18.0,1,0,1
7305,pro,6357.0,2.0,7.0,2,0,0
7306,free,761.0,1.0,1.0,0,0,2
7307,pro,7165.0,8.0,8.0,3,0,0
7308,free,471.0,1.0,3.0,0,0,2
7309,free,700.0,1.0,2.0,1,0,2
7310,free,546.0,3.0,2.0,3,0,2
7311,free,648.0,1.0,2.0,1,0,2
7312,pro,9646.0,9.0,10.0,3,0,0
7313,free,0.0,2.0,4.0,0,0,2
7314,free,499.0,2.0,2.0,0,0,2
7315,pro,5409.0,10.0,7.0,2,0,0
7316,enterprise,69391.0,47.0,15.0,2,0,1
7317,free,687.0,7.0,4.0,0,0,2
7318,free,674.0,1.0,5.0,1,1,2
7319,free,771.0,1.0,4.0,2,0,2
7320,pro,8028.0,9.0,7.0,6,1,0
7321,pro,7908.0,9.0,10.0,1,0,0
7322,pro,6224.0,4.0,7.0,1,0,0
7323,free,495.0,4.0,3.0,1,0,2
7324,free,136.0,2.0,3.0,6,0,2
7325,free,330.0,1.0,4.0,5,1,2
7326,free,500.0,1.0,2.0,2,0,2
7327,free,1009.0,2.0,2.0,1,0,2
7328,pro,7934.0,5.0,11.0,3,0,0
7329,free,569.0,2.0,2.0,5,0,2
7330,free,595.0,1.0,5.0,3,0,2
7331,free,831.0,2.0,1.0,2,0,2
7332,pro,8470.0,8.0,9.0,4,0,0
7333,enterprise,64516.0,42.0,19.0,0,0,1
7334,pro,7794.0,11.0,7.0,2,0,0
7335,free,554.0,1.0,5.0,2,0,2
7336,enterprise,59790.0,46.0,16.0,2,0,1
7337,free,606.0,3.0,4.0,2,0,2
7338,pro,9146.0,11.0,9.0,1,0,0
7339,pro,8199.0,6.0,8.0,1,0,0
7340,free,794.0,1.0,2.0,3,0,2
7341,free,531.0,3.0,5.0,4,0,2
7342,pro,9665.0,8.0,8.0,3,0,0
7343,pro,5753.0,9.0,10.0,0,0,0
7344,free,793.0,4.0,3.0,3,1,2
7345,free,1068.0,1.0,1.0,2,0,2
7346,pro,6256.0,4.0,11.0,1,0,0
7347,free,638.0,1.0,5.0,2,0,2
7348,free,252.0,4.0,1.0,3,0,2
7349,free,973.0,1.0,3.0,3,0,2
7350,free,514.0,2.0,3.0,1,0,2
7351,pro,10520.0,7.0,10.0,5,0,0
7352,free,310.0,5.0,2.0,3,0,2
7353,pro,8727.0,9.0,9.0,3,0,0
7354,pro,6378.0,4.0,9.0,1,0,0
7355,pro,7615.0,10.0,6.0,4,0,0
7356,free,199.0,2.0,3.0,3,0,2
7357,free,637.0,3.0,6.0,5,1,2
7358,free,906.0,4.0,3.0,5,0,2
7359,free,436.0,3.0,5.0,1,0,2
7360,free,596.0,2.0,5.0,3,0,2
7361,free,0.0,2.0,1.0,3,0,2
7362,free,59.0,2.0,4.0,0,0,2
7363,free,920.0,5.0,3.0,2,0,2
7364,free,712.0,1.0,1.0,3,1,2
7365,free,696.0,1.0,2.0,5,1,2
7366,pro,7010.0,10.0,10.0,1,0,0
7367,pro,9543.0,13.0,10.0,4,0,0
7368,free,454.0,3.0,3.0,1,0,2
7369,free,392.0,2.0,2.0,3,0,2
7370,free,579.0,3.0,3.0,1,0,2
7371,free,323.0,3.0,2.0,3,0,2
7372,free,339.0,2.0,1.0,1,0,2
7373,pro,8256.0,10.0,10.0,1,0,0
7374,pro,7107.0,10.0,9.0,1,0,0
7375,pro,8246.0,8.0,7.0,2,0,0
7376,enterprise,70671.0,48.0,18.0,1,0,1
7377,enterprise,62100.0,48.0,18.0,3,1,1
7378,pro,8696.0,4.0,8.0,2,0,0
7379,enterprise,63133.0,43.0,20.0,3,1,1
7380,free,196.0,6.0,2.0,2,0,2
7381,free,453.0,1.0,5.0,1,0,2
7382,pro,9709.0,1.0,8.0,3,0,0
7383,pro,8644.0,9.0,10.0,4,0,0
7384,pro,8948.0,8.0,8.0,1,0,0
7385,free,718.0,3.0,3.0,1,0,2
7386,free,844.0,6.0,3.0,1,0,2
7387,free,98.0,4.0,2.0,2,0,2
7388,free,957.0,1.0,2.0,1,0,2
7389,free,396.0,2.0,1.0,2,0,2
7390,pro,7231.0,11.0,9.0,2,0,0
7391,enterprise,71142.0,47.0,20.0,0,0,1
7392,free,748.0,4.0,2.0,4,0,2
7393,pro,4333.0,12.0,8.0,3,1,0
7394,pro,6704.0,9.0,8.0,1,0,0
7395,pro,7226.0,8.0,8.0,3,0,0
7396,pro,7088.0,9.0,9.0,4,0,0
7397,free,795.0,3.0,3.0,2,0,2
7398,free,176.0,1.0,5.0,3,0,2
7399,enterprise,58065.0,51.0,19.0,1,1,1
7400,free,566.0,2.0,3.0,1,0,2
7401,enterprise,66877.0,41.0,20.0,4,0,1
7402,free,243.0,1.0,2.0,2,0,2
7403,pro,7518.0,12.0,9.0,4,0,0
7404,free,253.0,4.0,6.0,1,0,2
7405,pro,6978.0,7.0,8.0,2,0,0
7406,pro,7398.0,3.0,9.0,1,0,0
7407,free,890.0,8.0,2.0,2,0,2
7408,free,384.0,4.0,4.0,1,0,2
7409,pro,9940.0,6.0,9.0,3,0,0
7410,free,721.0,1.0,1.0,1,0,2
7411,free,561.0,1.0,2.0,4,0,2
7412,enterprise,57713.0,48.0,19.0,1,0,1
7413,free,939.0,1.0,2.0,2,0,2
7414,free,297.0,2.0,6.0,2,0,2
7415,free,0.0,2.0,4.0,0,0,2
7416,pro,5782.0,8.0,8.0,3,0,0
7417,free,606.0,6.0,2.0,0,0,2
7418,enterprise,53119.0,46.0,19.0,1,0,1
7419,pro,8330.0,7.0,9.0,3,0,0
7420,pro,5546.0,11.0,9.0,5,1,0
7421,free,0.0,1.0,3.0,2,0,2
7422,free,383.0,1.0,2.0,5,0,2
7423,free,689.0,1.0,3.0,3,0,2
7424,pro,5881.0,8.0,7.0,5,0,0
7425,free,269.0,5.0,3.0,1,1,2
7426,pro,9413.0,5.0,10.0,4,0,0
7427,free,416.0,1.0,4.0,3,0,2
7428,pro,8319.0,9.0,9.0,5,0,0
7429,enterprise,56071.0,46.0,18.0,4,0,1
7430,free,199.0,1.0,1.0,1,0,2
7431,free,579.0,1.0,3.0,2,1,2
7432,free,527.0,2.0,3.0,3,1,2
7433,free,491.0,1.0,2.0,1,0,2
7434,free,422.0,5.0,5.0,1,0,2
7435,pro,7128.0,11.0,9.0,1,0,0
7436,pro,9148.0,4.0,8.0,7,1,0
7437,free,651.0,3.0,4.0,1,0,2
7438,free,232.0,3.0,6.0,4,0,2
7439,pro,8952.0,7.0,10.0,3,0,0
7440,free,487.0,1.0,2.0,0,0,2
7441,free,615.0,5.0,4.0,2,0,2
7442,pro,9811.0,11.0,9.0,4,1,0
7443,pro,8922.0,8.0,9.0,2,1,0
7444,pro,8249.0,8.0,12.0,1,0,0
7445,free,277.0,1.0,1.0,2,0,2
7446,pro,7192.0,4.0,9.0,2,0,0
7447,free,288.0,1.0,3.0,0,0,2
7448,free,0.0,6.0,1.0,1,0,2
7449,free,555.0,1.0,3.0,3,1,2
7450,pro,8826.0,8.0,7.0,3,0,0
7451,pro,8522.0,5.0,10.0,1,0,0
7452,pro,6956.0,5.0,9.0,3,0,0
7453,pro,9367.0,11.0,8.0,1,0,0
7454,free,457.0,1.0,4.0,3,0,2
7455,free,541.0,3.0,2.0,2,0,2
7456,free,772.0,3.0,5.0,1,0,2
7457,free,794.0,1.0,2.0,6,0,2
7458,enterprise,72113.0,42.0,19.0,2,0,1
7459,free,562.0,1.0,6.0,1,0,2
7460,free,191.0,5.0,4.0,1,0,2
7461,pro,8010.0,9.0,7.0,2,0,0
7462,free,279.0,1.0,4.0,2,0,2
7463,pro,8500.0,8.0,15.0,5,0,0
7464,free,625.0,3.0,4.0,1,0,2
7465,free,413.0,2.0,2.0,2,0,2
7466,free,1130.0,3.0,5.0,1,0,2
7467,pro,7373.0,8.0,9.0,1,0,0
7468,enterprise,67315.0,43.0,19.0,0,0,1
7469,enterprise,53616.0,41.0,17.0,1,0,1
7470,pro,7790.0,8.0,9.0,4,0,0
7471,free,642.0,2.0,4.0,1,0,2
7472,free,254.0,4.0,5.0,0,0,2
7473,free,274.0,2.0,4.0,4,1,2
7474,free,459.0,3.0,3.0,2,0,2
7475,free,401.0,4.0,4.0,1,0,2
7476,pro,6083.0,5.0,10.0,3,0,0
7477,enterprise,73396.0,44.0,19.0,0,0,1
7478,free,314.0,4.0,7.0,2,0,0
7479,free,151.0,1.0,3.0,1,0,2
7480,free,381.0,1.0,5.0,5,1,2
7481,free,56.0,1.0,1.0,2,0,2
7482,pro,9342.0,11.0,8.0,2,0,0
7483,free,810.0,1.0,4.0,2,0,2
7484,free,916.0,1.0,3.0,2,0,2
7485,pro,8961.0,4.0,11.0,0,0,0
7486,free,452.0,2.0,2.0,2,0,2
7487,free,723.0,1.0,2.0,3,0,2
7488,free,761.0,3.0,1.0,0,0,2
7489,free,6.0,6.0,1.0,1,0,2
7490,free,462.0,1.0,4.0,0,0,2
7491,free,761.0,1.0,1.0,2,1,2
7492,pro,7980.0,11.0,8.0,5,0,0
7493,pro,9268.0,7.0,7.0,0,0,0
7494,free,549.0,5.0,4.0,4,0,2
7495,free,620.0,5.0,3.0,3,1,2
7496,free,425.0,2.0,3.0,2,0,2
7497,free,865.0,1.0,1.0,4,1,2
7498,free,632.0,2.0,3.0,1,0,2
7499,free,492.0,4.0,4.0,4,0,2
7500,pro,6941.0,12.0,7.0,2,0,0
7501,pro,6011.0,10.0,11.0,4,0,0
7502,free,513.0,4.0,1.0,0,0,2
7503,free,308.0,4.0,3.0,1,0,2
7504,pro,3510.0,8.0,11.0,3,0,0
7505,free,283.0,1.0,4.0,0,1,2
7506,pro,6030.0,6.0,11.0,3,1,0
7507,free,702.0,1.0,4.0,1,0,2
7508,free,385.0,1.0,2.0,1,0,2
7509,free,0.0,2.0,4.0,1,0,2
7510,pro,9201.0,7.0,10.0,5,0,0
7511,free,449.0,1.0,2.0,4,0,2
7512,free,672.0,1.0,4.0,2,0,2
7513,enterprise,56491.0,47.0,17.0,2,0,1
7514,pro,11210.0,4.0,9.0,2,0,0
7515,free,377.0,1.0,3.0,1,0,2
7516,pro,9676.0,8.0,7.0,2,0,0
7517,free,738.0,1.0,3.0,1,0,2
7518,free,457.0,1.0,3.0,1,0,2
7519,pro,7931.0,4.0,8.0,2,0,0
7520,pro,7327.0,5.0,11.0,3,0,0
7521,enterprise,65574.0,43.0,17.0,2,0,1
7522,free,67.0,3.0,2.0,2,0,2
7523,pro,7896.0,4.0,7.0,2,0,0
7524,free,767.0,5.0,3.0,2,0,2
7525,free,303.0,4.0,4.0,3,0,2
7526,pro,7782.0,5.0,10.0,3,0,0
7527,pro,6180.0,6.0,9.0,1,0,0
7528,pro,6440.0,8.0,6.0,2,0,0
7529,free,563.0,1.0,3.0,4,0,2
7530,free,659.0,3.0,4.0,0,0,2
7531,free,625.0,1.0,2.0,0,0,2
7532,pro,9707.0,7.0,9.0,4,1,0
7533,pro,10143.0,5.0,7.0,1,0,0
7534,pro,8485.0,12.0,9.0,2,0,0
7535,pro,9897.0,7.0,10.0,3,1,0
7536,pro,8797.0,8.0,9.0,6,1,0
7537,free,484.0,1.0,4.0,1,0,2
7538,free,980.0,4.0,2.0,1,0,2
7539,enterprise,54976.0,39.0,18.0,2,1,1
7540,pro,9388.0,7.0,8.0,2,0,0
7541,pro,7814.0,5.0,10.0,3,0,0
7542,free,1271.0,1.0,2.0,1,0,2
7543,free,880.0,1.0,3.0,3,0,2
7544,pro,8463.0,8.0,10.0,3,0,0
7545,free,617.0,1.0,3.0,2,1,2
7546,free,248.0,1.0,5.0,0,0,2
7547,free,372.0,3.0,4.0,4,0,2
7548,free,430.0,3.0,4.0,3,1,2
7549,pro,8110.0,10.0,7.0,2,0,0
7550,pro,6331.0,9.0,9.0,5,0,0
7551,free,351.0,3.0,2.0,1,0,2
7552,free,487.0,1.0,2.0,1,0,2
7553,free,218.0,1.0,3.0,3,0,2
7554,free,334.0,1.0,5.0,4,1,2
7555,free,111.0,5.0,3.0,2,1,2
7556,pro,9566.0,9.0,10.0,2,0,0
7557,pro,8072.0,7.0,11.0,1,0,0
7558,free,263.0,1.0,4.0,3,0,2
7559,free,0.0,1.0,5.0,0,0,2
7560,free,688.0,4.0,3.0,2,0,2
7561,free,565.0,4.0,2.0,2,0,2
7562,free,378.0,1.0,1.0,2,0,2
7563,pro,6688.0,9.0,10.0,5,1,0
7564,enterprise,61116.0,44.0,17.0,0,0,1
7565,enterprise,59799.0,43.0,18.0,2,0,1
7566,free,462.0,1.0,1.0,2,0,2
7567,free,243.0,3.0,5.0,1,0,2
7568,free,169.0,1.0,3.0,1,0,2
7569,free,569.0,2.0,5.0,4,0,2
7570,pro,7701.0,10.0,7.0,0,0,0
7571,free,258.0,1.0,3.0,0,0,2
7572,free,601.0,1.0,2.0,1,0,2
7573,pro,7955.0,14.0,7.0,0,0,0
7574,free,482.0,2.0,5.0,1,0,2
7575,free,574.0,2.0,3.0,1,0,2
7576,free,767.0,1.0,3.0,2,0,2
7577,pro,7638.0,10.0,13.0,1,0,0
7578,free,812.0,1.0,4.0,3,0,2
7579,enterprise,40382.0,48.0,18.0,3,0,1
7580,free,1198.0,1.0,4.0,0,0,2
7581,pro,6652.0,9.0,7.0,1,0,0
7582,pro,8449.0,8.0,8.0,2,0,0
7583,free,579.0,3.0,1.0,1,0,2
7584,pro,8624.0,12.0,7.0,6,1,0
7585,enterprise,47395.0,45.0,19.0,2,0,1
7586,pro,6814.0,10.0,11.0,1,0,0
7587,enterprise,52907.0,47.0,18.0,7,1,1
7588,enterprise,52971.0,42.0,20.0,1,0,1
7589,free,624.0,5.0,3.0,3,0,2
7590,free,530.0,2.0,2.0,3,0,2
7591,free,926.0,2.0,3.0,3,1,2
7592,free,630.0,4.0,4.0,2,0,2
7593,free,1027.0,1.0,2.0,1,0,2
7594,free,674.0,1.0,1.0,1,0,2
7595,free,108.0,2.0,6.0,1,0,2
7596,pro,8697.0,10.0,9.0,3,0,0
7597,pro,7024.0,5.0,6.0,2,1,0
7598,free,765.0,4.0,5.0,4,1,2
7599,enterprise,45403.0,47.0,17.0,3,0,1
7600,free,295.0,5.0,1.0,0,0,2
7601,pro,8388.0,8.0,10.0,5,0,0
7602,pro,10820.0,9.0,11.0,1,0,0
7603,free,520.0,3.0,3.0,0,0,2
7604,free,866.0,1.0,4.0,2,0,2
7605,free,412.0,1.0,2.0,2,0,2
7606,free,441.0,1.0,6.0,2,0,2
7607,enterprise,52295.0,46.0,20.0,1,0,1
7608,free,65.0,3.0,2.0,1,0,2
7609,free,506.0,1.0,5.0,1,0,2
7610,pro,8364.0,7.0,8.0,2,0,0
7611,free,725.0,3.0,5.0,1,0,2
7612,free,579.0,2.0,7.0,5,1,0
7613,free,256.0,3.0,3.0,3,0,2
7614,free,255.0,2.0,2.0,0,0,2
7615,free,24.0,1.0,3.0,3,0,2
7616,free,1070.0,4.0,3.0,3,0,2
7617,free,285.0,3.0,5.0,2,0,2
7618,free,547.0,3.0,4.0,1,0,2
7619,free,581.0,1.0,4.0,3,0,2
7620,pro,8725.0,6.0,7.0,5,0,0
7621,free,150.0,3.0,2.0,4,1,2
7622,enterprise,55394.0,41.0,17.0,3,0,1
7623,free,227.0,2.0,2.0,1,0,2
7624,free,697.0,1.0,2.0,0,0,2
7625,free,520.0,4.0,3.0,2,0,2
7626,free,640.0,1.0,3.0,5,1,2
7627,free,228.0,3.0,4.0,4,0,2
7628,free,142.0,2.0,3.0,2,0,2
7629,pro,7646.0,8.0,11.0,4,0,0
7630,free,422.0,3.0,2.0,2,0,2
7631,pro,9073.0,10.0,9.0,2,0,0
7632,free,519.0,3.0,4.0,0,0,2
7633,free,440.0,5.0,6.0,2,0,2
7634,free,324.0,1.0,3.0,2,0,2
7635,pro,10365.0,9.0,8.0,2,0,0
7636,free,0.0,5.0,5.0,0,0,2
7637,free,799.0,1.0,4.0,3,0,2
7638,free,590.0,2.0,1.0,1,0,2
7639,free,683.0,2.0,4.0,2,0,2
7640,free,216.0,1.0,3.0,0,0,2
7641,free,757.0,3.0,4.0,6,1,2
7642,free,546.0,4.0,1.0,1,0,2
7643,enterprise,48406.0,48.0,17.0,0,0,1
7644,free,234.0,2.0,5.0,0,0,2
7645,pro,3102.0,7.0,11.0,2,0,0
