account_id,account_status,session_length_min,actions_per_session,exports_count,onboarding_completion_pct,retained_90d,cluster
6609,trial,11.1,6.0,0,38.1,0,2
6610,trial,12.1,4.1,2,78.4,1,2
6611,trial,12.1,5.5,1,67.2,0,2
6612,trial,7.4,10.4,2,68.5,1,2
6613,expired_trial,2.2,0.0,0,33.2,0,1
6614,paid,24.1,18.5,7,49.3,0,0
6615,trial,9.4,6.8,0,47.2,0,2
6616,paid,25.2,18.6,6,74.7,0,0
6617,trial,11.4,5.7,1,64.7,0,2
6618,trial,11.7,7.9,2,59.7,0,2
6619,paid,25.2,17.0,6,48.8,0,0
6620,expired_trial,1.4,1.5,0,38.4,0,1
6621,paid,25.7,14.4,6,36.9,0,0
6622,trial,12.1,8.0,1,23.6,0,2
6623,paid,25.9,17.5,11,78.1,0,0
6624,trial,11.6,7.9,2,95.6,1,2
6625,paid,27.3,16.0,6,35.9,0,0
6626,trial,11.6,7.3,4,54.5,0,2
6627,trial,11.2,6.5,2,47.3,0,2
6628,expired_trial,1.5,2.1,0,53.0,0,1
6629,paid,26.7,15.1,3,55.8,0,0
6630,trial,9.0,4.9,2,48.1,0,2
6631,trial,10.0,4.7,2,63.4,1,2
6632,paid,25.5,18.1,7,82.0,1,0
6633,paid,23.0,18.9,4,37.8,0,0
6634,trial,12.8,6.2,2,19.1,0,2
6635,paid,23.6,19.2,6,43.3,0,0
6636,paid,23.9,18.5,6,76.9,0,0
6637,paid,27.8,16.0,5,90.3,0,0
6638,paid,24.9,18.0,6,56.8,1,0
6639,expired_trial,0.0,3.5,0,68.0,0,1
6640,expired_trial,0.1,3.5,0,93.5,0,1
6641,paid,27.8,15.4,5,36.9,0,0
6642,paid,29.9,15.8,6,53.9,0,0
6643,paid,26.6,18.0,3,80.7,1,0
6644,trial,10.6,9.1,1,67.9,0,2
6645,trial,10.5,10.0,3,100.0,0,2
6646,paid,28.3,15.8,7,71.7,0,0
6647,paid,27.0,15.2,5,36.1,0,0
6648,trial,11.1,8.8,1,80.2,0,2
6649,expired_trial,4.4,0.0,2,71.6,0,1
6650,expired_trial,2.3,0.8,0,85.1,1,1
6651,trial,13.8,7.4,2,18.9,0,2
6652,trial,10.0,4.5,4,72.4,1,2
6653,expired_trial,0.0,0.0,0,38.3,0,1
6654,trial,9.6,6.7,2,83.2,0,2
6655,paid,27.0,17.3,4,62.4,0,0
6656,paid,23.1,16.3,7,47.8,0,0
6657,trial,11.5,7.9,0,61.4,0,2
6658,paid,27.1,15.8,7,58.7,1,0
6659,paid,26.6,16.4,7,30.0,0,0
6660,trial,13.1,7.9,0,84.7,0,2
6661,paid,24.3,17.9,9,86.5,1,0
6662,paid,25.2,15.0,5,50.1,0,0
6663,trial,12.1,10.1,4,57.4,0,2
6664,paid,23.6,16.1,4,59.5,1,0
6665,trial,12.0,9.3,2,45.6,0,2
6666,paid,24.9,17.2,8,100.0,1,0
6667,paid,27.8,15.4,4,46.5,0,0
6668,trial,11.7,4.6,2,35.4,0,2
6669,expired_trial,3.8,0.6,0,54.6,0,1
6670,trial,10.0,9.9,0,43.2,0,2
6671,paid,26.1,16.2,6,23.3,0,0
6672,paid,30.3,17.7,7,61.1,0,0
6673,trial,10.2,7.6,1,38.2,1,2
6674,paid,28.5,17.4,4,18.3,0,0
6675,paid,24.3,16.2,7,84.3,0,0
6676,paid,25.3,19.3,4,41.0,0,0
6677,expired_trial,4.1,1.9,0,60.8,0,1
6678,trial,8.8,9.3,2,96.0,1,2
6679,paid,27.6,17.4,3,28.1,0,0
6680,paid,26.0,18.6,9,75.6,1,0
6681,paid,26.0,18.6,7,45.6,0,0
6682,trial,10.6,8.3,0,50.4,0,2
6683,trial,8.8,4.6,1,85.0,0,2
6684,paid,28.7,18.6,7,77.5,0,0
6685,trial,12.6,9.5,1,67.5,0,2
6686,trial,8.0,4.8,1,44.2,1,2
6687,paid,25.5,19.4,6,23.2,0,0
6688,paid,25.9,14.5,11,74.6,0,0
6689,paid,26.8,16.0,9,24.2,0,0
6690,paid,20.6,15.5,9,76.7,0,0
6691,trial,10.4,7.9,2,70.6,1,2
6692,trial,10.7,7.3,1,41.3,0,2
6693,paid,26.7,18.1,6,6.0,0,0
6694,trial,13.2,7.2,1,24.3,0,2
6695,paid,26.5,16.2,5,20.4,0,0
6696,expired_trial,0.0,2.4,0,49.0,0,1
6697,expired_trial,6.0,0.1,0,86.4,1,1
6698,trial,12.6,7.5,1,83.0,0,2
6699,trial,9.2,7.2,0,32.9,0,2
6700,paid,26.7,16.4,4,88.1,0,0
6701,trial,9.4,6.5,5,34.5,1,2
6702,paid,25.9,15.1,9,65.5,0,0
6703,paid,25.1,17.7,7,61.0,0,0
6704,paid,24.9,17.6,4,55.2,0,0
6705,paid,25.2,16.6,5,65.3,0,0
6706,paid,25.0,17.5,9,53.2,0,0
6707,paid,23.5,16.0,2,54.1,0,0
6708,trial,14.2,7.4,2,51.3,0,2
6709,trial,11.7,9.4,0,45.4,0,2
6710,trial,12.4,4.0,1,29.6,0,2
6711,paid,24.2,17.4,6,36.0,0,0
6712,trial,10.9,6.2,2,59.9,0,2
6713,paid,30.0,16.6,6,71.1,1,0
6714,paid,26.2,17.8,4,46.0,0,0
6715,expired_trial,3.0,0.0,0,57.1,1,1
6716,trial,13.0,6.7,2,62.3,0,2
6717,expired_trial,1.6,0.3,0,62.9,0,1
6718,expired_trial,3.5,0.1,1,36.8,0,1
6719,paid,24.2,15.7,7,59.0,0,0
6720,paid,28.1,14.3,3,53.6,0,0
6721,trial,8.7,6.6,0,90.1,1,2
6722,paid,27.2,16.6,9,78.7,1,0
6723,trial,11.8,9.2,0,26.2,0,2
6724,trial,9.9,5.5,1,43.1,0,2
6725,paid,25.3,17.5,4,80.6,0,0
6726,paid,28.0,16.1,8,51.9,0,0
6727,trial,11.1,8.1,1,50.0,0,2
6728,paid,26.4,16.5,7,60.2,0,0
6729,paid,22.5,16.6,6,79.6,1,0
6730,trial,11.7,6.1,3,75.7,0,2
6731,trial,10.8,5.8,5,85.6,0,2
6732,paid,26.3,19.0,9,72.9,0,0
6733,trial,9.9,3.3,1,42.1,0,2
6734,expired_trial,0.0,2.1,1,64.9,0,1
6735,paid,24.0,17.9,12,58.6,1,0
6736,expired_trial,0.9,0.0,0,66.5,1,1
6737,paid,25.3,16.4,3,39.7,1,0
6738,trial,12.7,8.4,0,64.6,1,2
6739,expired_trial,4.0,3.5,0,25.9,0,1
6740,trial,11.2,6.3,1,74.2,1,2
6741,paid,27.3,19.0,6,30.3,0,0
6742,expired_trial,3.8,2.0,0,49.2,1,1
6743,paid,23.8,14.5,6,94.5,1,0
6744,paid,24.3,15.5,9,71.2,0,0
6745,expired_trial,3.7,1.8,0,68.4,0,1
6746,trial,11.7,5.7,2,3.2,0,2
6747,paid,25.1,16.4,8,63.7,1,0
6748,paid,25.2,17.0,9,78.4,0,0
6749,expired_trial,3.2,2.3,0,52.2,0,1
6750,trial,9.6,10.0,3,73.9,1,2
6751,expired_trial,2.0,0.6,1,44.4,0,1
6752,paid,24.3,15.4,6,57.3,0,0
6753,trial,10.9,7.3,1,62.7,0,2
6754,paid,28.4,16.7,4,14.7,0,0
6755,paid,25.4,15.8,6,58.1,0,0
6756,trial,6.2,7.1,1,35.1,0,2
6757,trial,13.0,4.1,1,63.1,0,2
6758,paid,26.3,19.2,11,46.2,0,0
6759,paid,23.9,18.5,7,66.9,0,0
6760,trial,10.7,6.4,1,83.6,0,2
6761,paid,27.8,16.2,5,24.0,0,0
6762,expired_trial,1.1,1.2,0,95.8,1,1
6763,trial,12.7,6.1,2,60.5,0,2
6764,paid,23.4,15.9,5,55.7,0,0
6765,paid,28.7,18.8,6,55.8,0,0
6766,paid,23.0,15.3,8,57.4,0,0
6767,trial,10.0,7.6,5,49.5,0,2
6768,expired_trial,4.0,1.3,0,29.6,0,1
6769,paid,27.7,19.6,8,96.7,1,0
6770,paid,28.2,18.8,6,70.5,1,0
6771,trial,10.0,7.4,1,11.7,0,2
6772,expired_trial,1.4,1.6,0,51.5,0,1
6773,trial,12.3,5.0,2,25.3,0,2
6774,trial,13.7,6.8,3,67.2,0,2
6775,trial,12.7,7.9,3,13.3,0,2
6776,trial,13.0,4.8,3,61.4,0,2
6777,trial,8.4,7.2,2,68.5,0,2
6778,paid,24.7,14.8,9,61.9,0,0
6779,expired_trial,1.8,0.1,0,81.0,0,1
6780,paid,26.5,19.0,3,37.4,0,0
6781,trial,12.5,8.7,0,56.2,0,2
6782,trial,11.7,5.2,0,67.8,1,2
6783,paid,25.2,15.5,5,76.6,0,0
6784,trial,12.3,9.2,1,100.0,1,2
6785,expired_trial,1.3,0.1,0,90.9,1,1
6786,trial,11.3,8.2,0,100.0,1,2
6787,expired_trial,2.8,0.0,0,39.7,1,1
6788,expired_trial,0.5,1.8,0,27.9,0,1
6789,paid,27.0,16.5,4,48.2,0,0
6790,paid,23.8,16.4,8,38.9,0,0
6791,paid,24.3,15.1,6,32.3,1,0
6792,trial,11.8,6.4,1,85.7,1,2
6793,expired_trial,1.9,2.3,0,59.3,1,1
6794,paid,26.9,16.4,9,54.9,0,0
6795,paid,28.2,15.8,7,78.5,0,0
6796,paid,26.0,17.0,11,76.0,0,0
6797,trial,9.1,8.7,0,59.4,0,2
6798,paid,25.0,18.7,3,58.4,1,0
6799,paid,27.9,19.1,6,58.8,0,0
6800,paid,27.7,16.7,4,53.4,0,0
6801,trial,11.7,5.3,0,73.1,0,2
6802,trial,11.1,5.9,1,67.8,0,2
6803,trial,10.3,8.4,0,45.3,0,2
6804,trial,9.8,5.8,2,76.6,0,2
6805,trial,12.8,9.8,2,29.1,0,2
6806,trial,8.6,8.3,1,80.7,0,2
6807,trial,9.5,6.1,1,100.0,1,2
6808,trial,9.9,6.5,2,64.9,1,2
6809,expired_trial,1.9,1.1,0,57.8,0,1
6810,trial,9.0,10.1,1,99.0,0,2
6811,expired_trial,5.6,0.0,0,71.9,0,1
6812,paid,29.0,14.7,11,62.9,0,0
6813,paid,24.7,18.4,12,75.2,0,0
6814,paid,26.3,15.9,6,33.8,0,0
6815,expired_trial,0.8,0.9,0,69.6,1,1
6816,expired_trial,2.1,1.0,0,91.1,1,1
6817,expired_trial,2.2,4.3,0,53.9,1,1
6818,trial,12.0,6.5,0,3.3,0,2
6819,paid,27.9,13.4,4,55.6,1,0
6820,paid,24.0,17.1,7,44.1,0,0
6821,paid,25.3,16.0,5,47.8,0,0
6822,paid,28.6,16.7,8,59.5,0,0
6823,paid,24.4,16.6,6,49.2,0,0
6824,trial,8.7,8.4,0,67.4,0,2
6825,paid,26.6,19.1,8,23.2,0,0
6826,paid,24.9,18.5,6,61.9,1,0
6827,trial,9.4,8.5,2,56.2,0,2
6828,trial,10.0,9.5,2,51.8,0,2
6829,trial,9.6,8.0,1,27.1,0,2
6830,trial,11.4,5.8,0,84.5,0,2
6831,trial,10.9,8.5,2,41.8,0,2
6832,paid,28.5,17.5,7,38.8,0,0
6833,paid,24.0,19.5,12,44.8,0,0
6834,trial,10.5,7.6,2,26.2,0,2
6835,trial,10.1,8.5,0,67.6,0,2
6836,trial,12.1,5.6,3,52.6,0,2
6837,trial,13.6,7.1,0,35.5,0,2
6838,paid,27.4,16.9,10,42.1,0,0
6839,paid,25.7,18.5,7,11.1,0,0
6840,trial,12.2,6.9,1,50.2,0,2
6841,paid,25.3,18.0,7,50.8,1,0
6842,paid,26.7,15.5,11,80.6,0,0
6843,paid,23.4,16.5,7,42.1,0,0
6844,paid,26.1,16.9,5,48.1,0,0
6845,expired_trial,1.9,2.7,0,88.2,1,1
6846,trial,10.8,4.4,1,54.4,0,2
6847,paid,23.8,18.5,6,56.2,0,0
6848,paid,27.0,16.8,3,44.7,0,0
6849,paid,26.4,12.4,7,87.9,1,0
6850,trial,13.4,8.2,3,92.0,0,2
6851,trial,11.9,5.8,0,90.7,1,2
6852,trial,14.0,9.2,0,64.4,0,2
6853,trial,10.6,10.2,0,80.2,0,2
6854,trial,10.2,7.5,2,82.0,1,2
6855,trial,12.9,6.5,3,64.1,0,2
6856,trial,11.8,6.0,1,70.0,1,2
6857,paid,24.5,18.5,5,30.6,0,0
6858,trial,12.8,5.9,2,45.0,0,2
6859,paid,27.1,16.4,9,64.8,1,0
6860,trial,9.8,4.7,1,45.0,0,2
6861,paid,29.3,17.6,2,61.3,0,0
6862,trial,9.9,4.5,2,59.1,0,2
6863,paid,26.4,16.5,13,74.1,0,0
6864,paid,26.3,16.6,7,60.5,0,0
6865,paid,29.3,17.7,4,67.2,1,0
6866,trial,11.7,7.7,1,8.0,0,2
6867,expired_trial,1.5,0.4,0,41.4,0,1
6868,paid,23.2,17.7,3,48.5,0,0
6869,paid,26.6,17.1,7,43.6,0,0
6870,trial,11.5,6.2,1,60.0,1,2
6871,expired_trial,0.0,2.0,0,41.3,0,1
6872,expired_trial,0.8,0.0,0,79.8,1,1
6873,trial,13.2,5.1,2,79.1,0,2
6874,expired_trial,1.7,0.6,0,41.0,0,1
6875,paid,27.5,15.7,9,74.7,0,0
6876,expired_trial,5.0,0.0,0,26.4,0,1
6877,trial,12.2,8.2,3,47.1,0,2
6878,paid,27.6,15.9,9,60.7,1,0
6879,expired_trial,3.3,2.5,0,50.2,0,1
6880,paid,24.3,16.3,6,56.0,0,0
6881,paid,26.3,15.5,7,93.4,1,0
6882,paid,26.6,18.1,5,25.9,0,0
6883,trial,10.4,8.6,2,55.4,0,2
6884,trial,13.0,7.8,3,39.1,0,2
6885,expired_trial,3.1,1.1,0,77.1,1,1
6886,paid,27.5,14.7,9,63.1,0,0
6887,trial,10.9,6.4,2,59.4,0,2
6888,paid,24.8,18.2,5,59.2,0,0
6889,paid,24.9,14.6,5,55.7,0,0
6890,trial,11.2,2.5,5,63.8,1,2
6891,paid,24.2,14.9,3,84.7,0,0
6892,paid,29.6,16.4,11,7.8,0,0
6893,trial,10.7,5.4,3,63.2,0,2
6894,paid,26.3,17.3,9,55.0,0,0
6895,paid,27.6,18.4,9,59.9,0,0
6896,paid,23.4,16.4,7,58.0,0,0
6897,expired_trial,1.2,1.3,0,17.1,0,1
6898,paid,25.1,16.9,8,67.3,0,0
6899,paid,28.0,17.8,9,30.0,0,0
6900,trial,11.2,8.3,2,46.6,0,2
6901,paid,26.5,18.8,8,62.8,0,0
6902,trial,11.3,7.9,2,65.5,0,2
6903,paid,27.1,16.1,5,58.6,0,0
6904,trial,7.9,7.2,1,50.8,0,2
6905,paid,24.8,16.2,7,71.8,0,0
6906,paid,25.2,18.3,5,31.1,1,0
6907,expired_trial,0.5,0.0,0,56.4,0,1
6908,trial,13.4,7.1,1,33.5,0,2
6909,expired_trial,0.4,0.0,0,64.2,1,1
6910,trial,11.5,5.8,1,52.8,0,2
6911,paid,26.9,17.7,5,59.1,0,0
6912,trial,11.9,7.8,1,40.0,1,2
6913,paid,26.2,17.7,7,49.5,0,0
6914,paid,21.5,19.2,7,46.3,0,0
6915,paid,27.9,18.8,5,35.8,0,0
6916,paid,26.6,15.6,5,71.1,1,0
6917,trial,12.9,6.2,1,99.6,1,2
6918,trial,8.9,7.0,3,92.7,0,2
6919,trial,12.1,7.3,0,67.0,0,2
6920,paid,24.2,19.3,6,78.6,1,0
6921,expired_trial,3.0,2.8,0,76.0,0,1
6922,paid,23.0,15.7,4,5.9,0,0
6923,trial,10.7,8.6,0,36.6,1,2
6924,paid,23.6,17.3,9,59.1,0,0
6925,paid,24.6,17.0,4,50.2,0,0
6926,trial,13.7,5.3,5,56.2,0,2
6927,trial,9.2,5.2,2,66.9,0,2
6928,expired_trial,1.9,2.9,0,68.8,0,1
6929,expired_trial,0.8,1.8,0,45.6,0,1
6930,trial,10.4,8.8,1,48.2,0,2
6931,expired_trial,4.9,2.1,0,71.4,0,1
6932,paid,23.8,17.4,6,83.5,1,0
6933,expired_trial,1.4,1.6,0,60.2,0,1
6934,trial,9.0,7.5,2,41.5,0,2
6935,expired_trial,4.4,0.7,0,53.5,0,1
6936,paid,26.6,16.9,8,26.6,0,0
6937,paid,24.0,17.3,12,19.2,0,0
6938,trial,11.4,4.4,0,29.1,0,2
6939,paid,30.7,16.3,5,23.4,0,0
6940,paid,26.5,15.8,7,47.8,1,0
6941,trial,8.4,7.8,1,38.4,0,2
6942,paid,25.0,19.0,5,65.2,0,0
6943,paid,27.5,16.5,5,49.4,0,0
6944,expired_trial,1.1,2.5,0,56.8,0,1
6945,expired_trial,1.6,0.0,0,15.2,0,1
6946,paid,25.9,16.1,7,61.4,0,0
6947,paid,23.7,17.6,6,37.3,0,0
6948,trial,10.2,7.0,2,15.1,0,2
6949,trial,8.9,3.6,0,47.8,0,2
6950,trial,12.6,6.6,1,45.0,0,2
6951,paid,28.2,16.4,4,42.0,0,0
6952,trial,10.1,9.4,0,8.8,0,2
6953,paid,23.5,20.2,6,65.8,0,0
6954,trial,12.1,1.8,1,59.3,0,2
6955,paid,27.8,15.1,6,59.6,1,0
6956,trial,11.6,8.2,3,76.4,1,2
6957,trial,11.6,6.0,0,93.3,0,2
6958,trial,13.9,5.4,0,75.0,0,2
6959,paid,24.9,16.7,4,40.1,0,0
6960,trial,10.6,6.1,2,58.2,0,2
6961,expired_trial,0.8,2.0,0,25.2,0,1
6962,paid,25.9,15.7,4,45.6,1,0
6963,trial,11.5,8.3,1,59.9,1,2
6964,trial,10.6,7.6,2,65.9,0,2
6965,trial,10.0,6.3,0,36.1,0,2
6966,paid,27.5,17.8,4,74.3,1,0
6967,trial,12.9,7.9,3,46.1,0,2
6968,paid,25.8,14.4,7,23.0,0,0
6969,paid,28.9,16.3,6,39.2,0,0
6970,paid,25.3,17.8,8,49.2,0,0
6971,paid,26.2,14.8,8,58.6,1,0
6972,trial,15.5,8.0,0,6.4,0,2
6973,trial,11.0,6.6,1,92.9,1,2
6974,paid,28.8,17.8,7,74.3,0,0
6975,paid,30.4,20.2,5,35.3,0,0
6976,paid,25.5,15.7,5,66.2,0,0
6977,trial,12.7,7.2,1,56.7,0,2
6978,trial,9.7,7.0,2,34.4,0,2
6979,expired_trial,4.9,2.1,0,45.2,0,1
6980,expired_trial,2.7,0.7,0,36.3,0,1
6981,trial,10.9,7.3,3,36.1,0,2
6982,paid,24.7,16.9,6,92.5,0,0
6983,trial,12.6,5.9,2,36.8,0,2
6984,trial,13.4,8.4,1,100.0,0,2
6985,trial,8.1,4.5,0,47.8,0,2
6986,trial,11.7,7.5,1,98.9,0,2
6987,trial,11.6,7.2,1,30.1,0,2
6988,paid,27.5,14.9,8,72.5,0,0
6989,paid,23.7,17.0,7,45.5,1,0
6990,expired_trial,2.4,0.0,0,56.2,0,1
6991,trial,10.6,7.0,2,40.3,0,2
6992,trial,11.4,8.5,0,48.7,0,2
6993,trial,9.9,7.2,2,38.9,1,2
6994,paid,27.5,17.7,6,81.9,1,0
6995,paid,23.9,16.7,6,71.7,1,0
6996,trial,8.9,9.9,1,68.7,0,2
6997,paid,28.3,14.8,11,35.3,0,0
6998,trial,10.1,7.3,2,22.5,0,2
6999,paid,24.8,16.1,5,66.3,0,0
7000,trial,11.6,7.0,3,76.2,0,2
7001,trial,14.8,8.0,2,21.6,0,2
7002,trial,12.1,5.5,1,50.9,0,2
7003,expired_trial,3.9,0.0,0,40.5,0,1
7004,paid,23.3,16.5,6,50.8,1,0
7005,trial,10.3,7.1,1,58.1,0,2
7006,paid,26.0,13.2,5,44.5,0,0
7007,trial,11.3,9.0,0,36.8,0,2
7008,paid,21.8,17.3,5,62.2,1,0
7009,paid,28.1,15.7,9,68.3,0,0
7010,trial,12.6,6.7,1,13.4,0,2
7011,paid,29.5,14.9,4,61.5,0,0
7012,trial,11.2,8.9,4,66.8,0,2
7013,trial,9.0,7.9,1,81.8,0,2
7014,expired_trial,4.0,0.1,0,59.2,0,1
7015,paid,23.9,14.3,7,34.5,0,0
7016,trial,11.1,7.5,0,38.2,0,2
7017,paid,24.3,16.3,2,7.8,0,0
7018,paid,24.6,17.5,8,54.6,0,0
7019,expired_trial,2.6,3.3,0,71.7,0,1
7020,paid,25.5,18.1,5,73.5,0,0
7021,trial,8.7,3.6,0,36.6,0,2
7022,paid,25.7,17.0,9,59.5,0,0
7023,trial,10.0,9.7,1,64.5,0,2
7024,paid,23.3,15.4,8,62.4,0,0
7025,paid,23.8,16.0,7,8.5,0,0
7026,expired_trial,1.5,3.4,0,82.9,0,1
7027,paid,26.2,15.9,5,61.8,0,0
7028,trial,10.6,6.9,1,66.8,0,2
7029,trial,12.4,8.3,1,50.7,0,2
7030,paid,27.3,17.8,12,43.2,0,0
7031,trial,12.1,7.4,0,55.9,0,2
7032,trial,11.3,6.8,1,55.2,0,2
7033,paid,28.5,16.7,5,84.2,0,0
7034,trial,13.2,8.3,2,58.8,0,2
7035,trial,13.3,8.0,1,70.7,0,2
7036,paid,26.8,16.4,5,9.0,0,0
7037,paid,26.8,17.6,5,75.4,0,0
7038,trial,9.3,6.9,3,76.4,0,2
7039,paid,25.0,16.8,5,22.6,0,0
7040,trial,14.8,7.4,1,25.0,0,2
7041,trial,10.9,7.2,1,59.4,0,2
7042,expired_trial,1.7,0.0,0,98.1,0,1
7043,trial,12.2,3.8,1,61.5,1,2
7044,paid,26.5,18.8,8,71.6,0,0
7045,paid,23.2,17.1,5,50.0,0,0
7046,trial,12.6,6.7,1,70.9,0,2
7047,paid,26.6,18.1,4,82.9,0,0
7048,trial,12.5,8.6,2,100.0,1,2
7049,trial,10.7,5.5,2,2.1,0,2
7050,paid,24.4,16.3,5,87.0,0,0
7051,trial,12.1,6.0,0,69.4,1,2
7052,paid,25.5,15.2,10,64.0,0,0
7053,paid,25.7,18.3,2,40.0,0,0
7054,paid,24.8,16.8,5,70.3,0,0
7055,paid,27.8,17.6,10,0.0,1,0
7056,paid,27.2,17.8,5,26.4,0,0
7057,trial,10.1,6.6,1,83.3,0,2
7058,paid,25.1,18.6,4,51.8,0,0
7059,paid,27.4,18.6,6,77.4,0,0
7060,trial,12.6,7.1,2,50.9,0,2
7061,paid,27.5,17.6,3,66.7,0,0
7062,expired_trial,1.0,1.4,0,57.3,1,1
7063,paid,25.2,17.1,6,44.3,0,0
7064,paid,24.4,17.2,4,97.1,1,0
7065,trial,11.4,6.1,0,35.1,0,2
7066,expired_trial,4.1,3.3,0,22.0,0,1
7067,paid,27.9,15.3,3,90.4,0,0
7068,paid,24.3,17.7,10,87.5,1,0
7069,trial,9.3,9.9,0,59.7,0,2
7070,trial,15.0,4.9,0,64.4,0,2
7071,expired_trial,0.5,1.4,0,71.4,0,1
7072,paid,26.3,17.8,6,67.1,1,0
7073,trial,10.1,5.7,3,33.8,0,2
7074,paid,28.7,17.0,7,50.4,0,0
7075,trial,9.7,5.6,1,48.3,0,2
7076,trial,12.4,6.7,2,72.8,0,2
7077,paid,27.0,14.9,4,43.2,0,0
7078,paid,27.3,18.8,3,34.0,0,0
7079,trial,10.2,8.9,0,71.4,0,2
7080,paid,22.9,17.0,9,65.4,0,0
7081,paid,26.5,14.4,7,46.7,0,0
7082,trial,11.3,7.6,2,30.2,0,2
7083,trial,9.3,7.7,0,47.4,0,2
7084,trial,10.3,5.1,1,69.1,0,2
7085,expired_trial,4.1,0.1,0,74.1,1,1
7086,paid,23.5,17.8,6,29.8,0,0
7087,expired_trial,1.5,3.1,0,43.6,0,1
7088,expired_trial,3.0,0.3,0,72.6,1,1
7089,paid,22.4,17.7,6,87.4,1,0
7090,paid,27.6,19.8,4,91.3,1,0
7091,paid,26.4,14.9,6,64.2,0,0
7092,paid,25.1,15.6,9,46.9,0,0
7093,expired_trial,2.3,0.0,0,35.8,0,1
7094,paid,28.6,17.2,10,76.2,0,0
7095,trial,12.8,5.7,1,51.4,0,2
7096,paid,25.4,18.0,10,56.2,0,0
7097,paid,22.6,14.7,8,85.2,1,0
7098,paid,25.4,16.0,4,71.3,0,0
7099,trial,9.9,6.7,3,71.7,1,2
7100,trial,9.6,6.0,1,69.8,0,2
7101,trial,13.1,4.7,0,29.8,0,2
7102,paid,22.5,18.9,8,24.9,0,0
7103,trial,11.8,6.0,0,19.7,1,2
7104,paid,23.6,15.8,8,46.9,0,0
7105,paid,27.8,14.3,8,61.6,0,0
7106,trial,10.6,7.8,3,61.6,0,2
7107,paid,27.3,18.1,5,47.2,0,0
7108,trial,11.1,7.0,3,34.5,0,2
7109,paid,26.0,16.7,4,67.1,1,0
7110,expired_trial,1.0,0.0,0,62.9,0,1
7111,expired_trial,3.9,0.0,0,63.2,0,1
7112,trial,9.4,6.3,1,22.5,0,2
7113,expired_trial,4.4,2.4,0,83.9,0,1
7114,expired_trial,2.3,1.4,0,77.3,0,1
7115,trial,11.5,6.7,2,42.1,1,2
7116,trial,8.6,7.7,0,50.1,0,2
7117,trial,9.3,8.4,2,38.4,0,2
7118,paid,25.9,19.2,7,70.2,0,0
7119,trial,12.9,7.8,2,97.7,0,2
7120,expired_trial,4.5,0.8,0,64.6,0,1
7121,paid,26.4,17.8,9,34.0,0,0
7122,expired_trial,3.0,2.8,1,70.7,0,1
7123,expired_trial,5.5,0.1,0,45.9,0,1
7124,expired_trial,5.1,1.1,0,90.0,1,1
7125,trial,9.0,10.4,2,81.9,0,2
7126,paid,27.5,20.3,3,82.9,0,0
7127,paid,24.2,17.8,8,34.9,0,0
7128,paid,22.1,16.4,8,4.9,0,0
7129,paid,22.0,17.6,5,89.8,0,0
7130,paid,26.0,17.9,7,72.9,0,0
7131,paid,24.1,16.9,5,83.7,1,0
7132,trial,11.9,6.9,1,27.8,0,2
7133,trial,10.8,6.4,1,46.5,0,2
7134,trial,12.3,5.9,0,28.3,1,2
7135,paid,25.1,15.6,4,21.4,0,0
7136,expired_trial,0.1,0.9,0,0.0,0,1
7137,trial,11.2,5.8,2,20.9,0,2
7138,paid,27.8,14.8,6,42.6,0,0
7139,paid,26.1,17.8,12,16.3,0,0
7140,expired_trial,0.5,1.4,0,66.3,0,1
7141,trial,10.0,9.7,2,25.9,0,2
7142,paid,27.9,15.8,3,62.4,0,0
7143,expired_trial,0.0,2.3,1,61.9,0,1
7144,paid,28.7,17.9,7,77.0,0,0
7145,trial,10.8,7.4,2,50.2,0,2
7146,paid,25.7,18.9,2,49.1,0,0
7147,expired_trial,4.8,0.0,0,86.1,1,1
7148,expired_trial,1.4,1.4,0,28.6,0,1
7149,expired_trial,4.5,0.3,0,45.9,0,1
7150,trial,11.4,7.2,3,45.9,1,2
7151,paid,26.5,17.2,11,63.4,0,0
7152,trial,11.3,7.2,0,81.2,1,2
7153,trial,11.9,5.7,0,59.5,0,2
7154,trial,13.8,8.2,0,75.7,0,2
7155,trial,12.5,8.2,0,56.1,1,2
7156,paid,23.9,16.8,7,31.8,0,0
7157,trial,8.6,8.0,1,100.0,0,2
7158,trial,9.6,8.7,2,62.0,0,2
7159,paid,29.3,16.0,6,69.4,1,0
7160,paid,25.3,19.0,4,43.1,0,0
7161,trial,12.0,7.1,3,66.8,1,2
7162,trial,8.7,8.3,0,93.8,0,2
7163,expired_trial,1.2,0.0,0,70.7,0,1
7164,paid,25.3,18.2,6,41.9,0,0
7165,trial,13.1,8.0,0,31.9,0,2
7166,paid,28.8,15.7,7,60.4,0,0
7167,expired_trial,5.3,3.4,0,81.1,1,1
7168,trial,13.1,6.3,1,48.9,1,2
7169,trial,11.8,7.7,3,46.5,0,2
7170,paid,27.4,16.8,4,77.2,1,0
7171,expired_trial,2.8,0.6,0,32.3,0,1
7172,paid,23.6,17.0,7,71.8,0,0
7173,paid,22.2,17.4,5,65.8,0,0
7174,trial,10.8,6.5,0,70.7,0,2
7175,trial,10.5,8.6,3,42.7,0,2
7176,paid,29.3,15.2,10,66.7,0,0
7177,paid,28.5,17.2,7,20.6,0,0
7178,trial,6.8,7.6,0,71.0,0,2
