user_id,signup_month,plan_tier,region,engagement_score,got_campaign,retained_90d
6469,2026-02,basic,EU,15.7,0,0
6470,2025-11,plus,NA,31.9,0,0
6471,2025-09,basic,NA,41.9,1,0
6472,2025-10,basic,EU,35.7,0,0
6473,2026-06,premium,APAC,54.4,0,0
6474,2026-06,premium,NA,32.5,1,0
6475,2026-02,basic,EU,44.0,0,1
6476,2026-06,premium,NA,48.4,0,0
6477,2026-06,basic,NA,23.1,0,0
6478,2026-02,plus,APAC,24.0,0,0
6479,2026-04,basic,EU,31.9,0,0
6480,2025-07,premium,APAC,18.6,0,0
6481,2025-09,plus,NA,55.3,0,1
6482,2025-07,basic,NA,70.5,0,1
6483,2026-03,basic,EU,24.9,0,0
6484,2026-03,basic,NA,72.8,0,1
6485,2025-12,basic,EU,61.1,0,0
6486,2026-03,basic,NA,46.6,0,1
6487,2026-05,basic,NA,25.1,0,0
6488,2025-09,plus,NA,42.5,0,1
6489,2026-03,plus,NA,47.9,1,1
6490,2026-05,basic,NA,21.2,0,0
6491,2026-03,basic,NA,55.3,0,0
6492,2026-03,basic,APAC,18.0,0,0
6493,2026-03,basic,NA,16.8,0,0
6494,2025-09,basic,EU,11.0,1,0
6495,2025-09,basic,NA,68.9,1,1
6496,2026-05,basic,NA,18.9,0,0
6497,2025-10,basic,APAC,10.7,0,1
6498,2026-03,basic,EU,18.6,0,0
6499,2025-12,premium,NA,64.2,0,1
6500,2026-05,premium,NA,32.8,1,0
6501,2025-10,basic,EU,29.6,1,0
6502,2026-05,plus,NA,53.3,0,0
6503,2026-05,plus,NA,35.9,0,0
6504,2025-07,basic,NA,35.9,0,1
6505,2026-02,premium,NA,57.4,1,1
6506,2026-01,basic,APAC,75.7,1,1
6507,2025-12,basic,NA,67.6,1,1
6508,2025-08,premium,NA,52.6,0,0
6509,2026-02,basic,EU,72.2,1,1
6510,2025-11,basic,NA,55.1,1,0
6511,2026-01,premium,APAC,48.8,1,0
6512,2025-10,basic,NA,21.8,0,0
6513,2026-05,premium,NA,19.2,0,0
6514,2026-01,basic,EU,70.1,1,1
6515,2025-12,plus,EU,11.3,0,0
6516,2026-05,basic,NA,40.9,0,0
6517,2025-08,basic,NA,37.4,0,0
6518,2025-08,basic,NA,42.8,0,0
6519,2025-09,plus,NA,33.5,0,1
6520,2025-12,plus,NA,55.4,1,1
6521,2025-08,basic,EU,78.5,1,0
6522,2026-05,premium,EU,86.9,1,1
6523,2026-03,premium,EU,38.9,0,0
6524,2025-12,plus,NA,34.1,0,0
6525,2025-11,plus,EU,24.5,0,0
6526,2025-10,basic,NA,38.5,0,0
6527,2026-06,basic,EU,36.4,0,0
6528,2026-01,basic,NA,34.4,0,0
6529,2025-12,basic,EU,58.7,1,0
6530,2025-07,basic,NA,42.1,0,0
6531,2025-09,basic,APAC,21.5,0,0
6532,2025-12,plus,NA,65.3,1,1
6533,2025-12,basic,EU,21.8,0,1
6534,2026-01,basic,NA,45.8,1,0
6535,2025-08,plus,NA,59.2,1,1
6536,2025-09,basic,EU,60.2,0,1
6537,2025-11,basic,EU,34.5,0,0
6538,2025-10,plus,EU,45.0,0,1
6539,2025-08,basic,NA,14.8,0,1
6540,2025-08,basic,EU,42.2,0,0
6541,2026-05,plus,EU,66.4,1,1
6542,2026-05,plus,NA,37.8,0,0
6543,2026-04,plus,NA,45.1,0,1
6544,2025-07,basic,NA,8.5,0,0
6545,2026-03,plus,EU,49.4,0,0
6546,2026-05,basic,NA,42.6,0,0
6547,2025-08,basic,NA,55.4,0,1
6548,2026-06,plus,EU,54.3,1,1
6549,2026-03,basic,EU,49.0,1,0
6550,2026-01,plus,NA,85.5,1,1
6551,2025-08,premium,APAC,69.4,1,1
6552,2026-05,basic,EU,55.5,1,1
6553,2026-06,basic,NA,75.9,1,1
6554,2026-01,plus,APAC,37.5,0,0
6555,2026-01,premium,EU,43.6,0,0
6556,2025-07,basic,NA,45.2,1,0
6557,2025-07,plus,NA,39.6,0,0
6558,2025-09,basic,NA,67.9,1,1
6559,2025-07,plus,NA,36.6,0,1
6560,2026-06,basic,APAC,49.2,1,0
6561,2025-12,plus,NA,57.7,1,1
6562,2026-04,plus,NA,68.4,1,1
6563,2025-11,basic,EU,31.8,0,0
6564,2026-06,premium,EU,28.5,0,0
6565,2026-01,premium,APAC,23.7,0,0
6566,2025-12,basic,NA,74.6,1,1
6567,2025-07,basic,NA,35.4,1,0
6568,2025-09,plus,EU,33.6,0,1
6569,2025-10,basic,NA,50.5,1,1
6570,2025-10,basic,NA,25.4,0,0
6571,2025-10,basic,NA,80.8,1,1
6572,2026-04,basic,APAC,39.2,1,1
6573,2026-03,plus,EU,66.8,0,1
6574,2025-09,basic,NA,36.8,0,0
6575,2025-12,basic,EU,69.0,0,1
6576,2026-02,premium,APAC,37.0,0,0
6577,2026-04,basic,APAC,43.6,0,0
6578,2026-05,basic,EU,64.8,1,0
6579,2025-11,basic,APAC,63.5,1,1
6580,2026-04,plus,EU,37.3,0,0
6581,2025-09,premium,EU,57.1,0,0
6582,2025-12,basic,NA,31.9,1,1
6583,2025-10,plus,APAC,60.3,0,0
6584,2025-11,basic,NA,53.8,0,0
6585,2025-09,plus,EU,27.5,0,0
6586,2026-02,basic,NA,45.0,0,0
6587,2026-05,basic,NA,29.5,1,0
6588,2025-12,plus,NA,36.7,0,0
6589,2025-10,basic,NA,40.5,0,0
6590,2025-10,basic,EU,7.1,0,0
6591,2026-01,plus,NA,47.3,1,0
6592,2025-08,basic,APAC,27.6,0,0
6593,2025-09,plus,APAC,31.3,0,1
6594,2025-10,basic,EU,55.9,1,0
6595,2026-02,basic,EU,28.8,0,0
6596,2025-08,plus,EU,32.2,0,0
6597,2026-05,basic,NA,73.3,1,0
6598,2025-07,basic,NA,15.5,0,0
6599,2026-04,basic,EU,45.1,1,1
6600,2026-05,plus,NA,31.7,0,0
6601,2026-06,premium,NA,52.6,0,0
6602,2026-02,plus,NA,26.6,0,0
6603,2026-05,plus,EU,30.2,0,0
6604,2026-06,plus,NA,28.1,1,0
6605,2025-10,plus,APAC,68.0,1,1
6606,2026-03,basic,NA,48.8,1,1
6607,2025-08,basic,EU,30.7,0,0
6608,2026-03,plus,NA,74.5,1,1
6609,2026-03,premium,EU,12.0,0,0
6610,2025-12,premium,APAC,14.6,0,0
6611,2025-08,basic,NA,45.9,0,0
6612,2026-02,premium,NA,32.8,0,0
6613,2025-08,basic,EU,43.6,0,0
6614,2025-08,basic,APAC,92.4,1,1
6615,2026-01,premium,NA,47.3,0,0
6616,2026-02,basic,EU,68.3,0,1
6617,2025-11,plus,NA,48.9,1,0
6618,2026-02,basic,APAC,42.0,1,1
6619,2026-02,premium,EU,43.7,0,1
6620,2025-12,basic,APAC,38.0,0,0
6621,2026-02,plus,NA,90.8,1,1
6622,2026-02,basic,NA,67.9,0,1
6623,2026-02,basic,NA,68.3,0,1
6624,2026-04,basic,NA,58.9,1,1
6625,2026-02,basic,NA,26.6,0,0
6626,2025-11,basic,NA,42.6,0,0
6627,2025-09,basic,NA,46.4,0,1
6628,2025-10,premium,NA,51.1,1,1
6629,2025-12,basic,NA,21.0,1,0
6630,2025-10,plus,EU,58.1,1,1
6631,2025-07,plus,NA,58.2,1,1
6632,2026-05,plus,EU,19.6,0,0
6633,2026-03,basic,EU,71.3,1,0
6634,2026-06,basic,NA,41.3,0,0
6635,2026-05,basic,NA,56.4,1,0
6636,2026-04,basic,APAC,63.0,1,0
6637,2026-06,basic,NA,14.3,0,0
6638,2026-03,plus,APAC,69.0,1,1
6639,2026-06,plus,NA,55.5,0,0
6640,2026-05,plus,NA,45.4,0,0
6641,2026-01,plus,APAC,89.2,1,1
6642,2026-04,basic,EU,81.3,1,1
6643,2026-01,plus,EU,89.7,0,0
6644,2025-10,basic,EU,32.7,0,0
6645,2025-08,premium,APAC,57.7,1,0
6646,2025-10,basic,NA,72.7,1,1
6647,2026-04,plus,NA,42.2,0,0
6648,2026-05,plus,NA,40.8,0,0
6649,2026-06,plus,EU,90.9,1,1
6650,2026-05,basic,NA,37.3,0,0
6651,2025-08,premium,EU,34.8,0,1
6652,2025-10,basic,NA,39.7,0,1
6653,2026-02,plus,NA,37.6,0,0
6654,2025-10,basic,NA,31.6,0,1
6655,2025-09,basic,APAC,29.6,0,0
6656,2026-06,basic,EU,49.6,0,0
6657,2026-04,basic,NA,31.2,0,0
6658,2026-01,basic,EU,31.3,0,0
6659,2025-08,basic,NA,51.5,1,1
6660,2026-04,plus,APAC,46.9,0,1
6661,2026-01,plus,NA,16.3,0,0
6662,2025-07,basic,NA,80.1,1,0
6663,2026-03,plus,NA,44.0,0,0
6664,2026-01,premium,APAC,61.0,0,1
6665,2026-02,basic,APAC,48.7,1,0
6666,2025-11,basic,NA,59.7,1,1
6667,2026-01,premium,EU,53.5,0,1
6668,2025-10,basic,EU,25.1,0,0
6669,2025-11,premium,NA,56.2,0,0
6670,2025-10,premium,NA,12.7,0,0
6671,2025-09,basic,NA,68.9,0,1
6672,2026-05,basic,EU,64.7,1,1
6673,2025-10,premium,APAC,54.0,0,1
6674,2025-07,basic,NA,66.4,1,1
6675,2025-12,basic,NA,53.1,0,0
6676,2026-03,basic,NA,92.3,0,1
6677,2026-03,plus,NA,56.7,1,1
6678,2026-01,plus,NA,88.2,1,0
6679,2025-07,premium,NA,47.7,0,1
6680,2025-11,basic,NA,20.0,0,0
6681,2026-02,basic,NA,66.1,1,1
6682,2026-05,plus,APAC,18.3,0,0
6683,2026-02,basic,NA,58.7,0,0
6684,2026-04,premium,APAC,75.0,0,0
6685,2026-05,basic,APAC,15.9,0,0
6686,2026-02,basic,EU,63.7,1,1
6687,2026-01,basic,APAC,26.1,0,0
6688,2025-12,plus,NA,79.8,1,1
6689,2025-11,plus,EU,45.7,0,0
6690,2026-05,premium,APAC,13.0,0,0
6691,2025-08,plus,EU,58.8,1,0
6692,2026-06,premium,NA,22.9,0,0
6693,2026-02,basic,EU,4.2,0,0
6694,2026-03,premium,NA,35.0,0,0
6695,2026-02,premium,NA,68.4,1,1
6696,2025-12,basic,NA,19.6,0,0
6697,2026-04,basic,NA,70.4,1,1
6698,2026-06,premium,EU,73.2,1,1
6699,2025-10,basic,EU,69.6,1,1
6700,2025-07,plus,APAC,61.0,1,1
6701,2025-11,basic,EU,72.6,1,0
6702,2026-05,basic,APAC,67.4,1,0
6703,2025-08,basic,NA,40.9,1,0
6704,2025-10,basic,NA,79.4,1,1
6705,2026-04,plus,NA,64.5,0,0
6706,2025-12,plus,NA,86.0,1,1
6707,2026-01,plus,EU,37.1,0,0
6708,2025-08,basic,NA,54.2,1,0
6709,2026-04,basic,APAC,43.4,0,0
6710,2025-12,basic,NA,29.4,0,0
6711,2026-01,basic,APAC,51.6,0,0
6712,2025-09,plus,EU,39.4,0,0
6713,2025-07,plus,APAC,9.9,0,0
6714,2025-10,basic,NA,53.7,0,1
6715,2025-09,plus,NA,26.0,0,0
6716,2026-01,basic,EU,43.1,1,0
6717,2025-10,premium,APAC,46.5,0,0
6718,2026-06,basic,NA,54.8,1,1
6719,2025-10,premium,EU,27.1,0,0
6720,2025-09,plus,NA,33.5,1,0
6721,2025-10,premium,NA,71.7,1,1
6722,2025-11,plus,EU,37.5,0,0
6723,2026-04,plus,NA,59.7,1,1
6724,2025-09,basic,NA,18.9,0,0
6725,2026-04,basic,NA,40.8,0,0
6726,2026-01,basic,NA,3.8,0,0
6727,2026-04,premium,NA,78.2,1,1
6728,2025-10,plus,NA,43.3,1,0
6729,2025-12,plus,NA,80.6,1,1
6730,2025-09,basic,NA,60.6,1,1
6731,2025-12,basic,NA,16.4,1,0
6732,2026-02,basic,NA,81.3,1,1
6733,2026-01,basic,NA,11.4,0,0
6734,2025-09,basic,NA,57.2,0,1
6735,2026-03,basic,NA,46.5,1,0
6736,2026-01,plus,NA,41.8,0,0
6737,2026-01,basic,NA,21.9,0,0
6738,2025-07,basic,EU,86.7,0,1
6739,2025-11,plus,NA,75.9,1,1
6740,2026-03,plus,NA,58.8,0,0
6741,2025-11,basic,APAC,75.8,1,0
6742,2025-07,premium,NA,2.7,0,0
6743,2025-10,basic,NA,54.9,1,0
6744,2026-03,plus,EU,62.1,1,1
6745,2025-09,plus,NA,33.7,0,0
6746,2025-08,basic,EU,26.2,0,0
6747,2026-03,basic,EU,14.0,0,0
6748,2026-03,basic,APAC,14.4,0,0
6749,2026-02,basic,APAC,51.8,0,0
6750,2025-07,basic,NA,34.7,0,0
6751,2025-10,plus,APAC,62.7,1,1
6752,2025-10,basic,NA,30.4,0,0
6753,2025-11,basic,NA,32.8,0,0
6754,2026-03,basic,NA,25.1,0,0
6755,2026-05,plus,NA,55.7,1,1
6756,2026-02,basic,NA,50.4,1,1
6757,2025-08,plus,EU,30.4,0,1
6758,2025-10,basic,NA,45.1,0,1
6759,2025-08,basic,EU,80.0,1,1
6760,2025-12,plus,APAC,23.7,0,0
6761,2025-09,plus,NA,82.5,1,1
6762,2025-10,plus,NA,64.9,1,1
6763,2025-12,premium,NA,52.3,1,0
6764,2025-07,premium,NA,42.8,1,1
6765,2026-02,plus,NA,87.7,1,1
6766,2026-01,basic,NA,62.1,0,1
6767,2025-12,basic,EU,47.4,0,0
6768,2026-06,premium,EU,71.3,1,1
6769,2025-11,plus,NA,49.8,0,0
6770,2026-01,basic,EU,24.2,0,0
6771,2026-01,basic,EU,14.9,0,0
6772,2025-11,plus,EU,47.3,0,0
6773,2026-06,plus,NA,54.7,1,1
6774,2025-12,basic,NA,86.1,1,1
6775,2026-06,basic,EU,58.4,0,0
6776,2026-03,basic,NA,74.1,0,1
6777,2026-06,premium,NA,84.2,1,0
6778,2025-08,basic,NA,19.7,0,0
6779,2026-02,premium,NA,71.9,1,1
6780,2025-12,plus,EU,44.9,0,0
6781,2025-12,premium,EU,64.5,1,1
6782,2025-09,premium,NA,36.7,0,0
6783,2026-04,basic,APAC,42.1,1,0
6784,2026-02,plus,NA,33.4,1,0
6785,2025-12,plus,NA,37.9,0,0
6786,2026-06,basic,EU,43.1,0,1
6787,2025-12,basic,NA,64.9,0,1
6788,2025-09,plus,APAC,34.2,0,0
6789,2026-01,premium,EU,38.1,0,1
6790,2025-11,basic,NA,40.2,0,0
6791,2025-12,basic,NA,63.1,1,1
6792,2025-10,premium,NA,70.8,1,1
6793,2026-01,basic,NA,44.2,0,0
6794,2025-11,premium,EU,67.1,1,0
6795,2026-05,basic,NA,48.4,1,0
6796,2025-12,basic,EU,19.5,0,0
6797,2025-07,basic,NA,38.6,0,1
6798,2026-04,basic,NA,57.7,1,0
6799,2026-01,basic,NA,20.7,0,0
6800,2026-01,plus,NA,54.4,1,0
6801,2025-08,basic,APAC,42.8,0,0
6802,2026-01,premium,NA,69.3,1,1
6803,2026-04,basic,APAC,16.0,0,0
6804,2025-07,basic,EU,23.3,0,0
6805,2026-01,plus,NA,51.6,1,0
6806,2025-07,basic,NA,64.0,0,0
6807,2025-08,plus,EU,61.9,1,0
6808,2026-05,basic,NA,69.0,1,1
6809,2026-01,plus,EU,64.3,1,1
6810,2026-04,basic,APAC,80.2,1,1
6811,2025-10,basic,NA,25.0,0,0
6812,2025-08,plus,APAC,71.3,1,1
6813,2025-08,basic,APAC,53.2,0,0
6814,2026-05,premium,NA,47.4,1,1
6815,2026-05,basic,NA,24.5,0,0
6816,2026-06,basic,NA,74.2,1,1
6817,2026-01,basic,NA,24.7,0,0
6818,2026-03,basic,NA,58.5,1,1
6819,2025-09,plus,NA,22.0,0,0
6820,2025-12,basic,EU,24.0,0,0
6821,2025-12,plus,APAC,39.4,1,1
6822,2025-09,basic,NA,68.0,0,0
6823,2025-08,premium,NA,63.7,1,0
6824,2026-05,basic,EU,7.7,0,0
6825,2025-11,basic,EU,67.9,1,1
6826,2025-11,basic,NA,61.0,1,0
6827,2026-01,basic,APAC,34.4,0,1
6828,2025-09,basic,EU,40.3,0,0
6829,2025-08,plus,NA,27.9,0,0
6830,2026-01,basic,NA,68.2,1,1
6831,2026-05,basic,NA,25.5,0,0
6832,2026-05,plus,NA,52.7,0,1
6833,2025-09,basic,NA,65.7,1,1
6834,2026-05,basic,NA,62.5,1,1
6835,2025-11,plus,APAC,59.1,1,1
6836,2026-04,basic,NA,87.9,1,1
6837,2025-10,plus,APAC,54.7,1,0
6838,2025-10,plus,EU,40.9,0,1
6839,2025-12,basic,EU,33.2,0,0
6840,2026-04,plus,EU,36.7,0,0
6841,2025-11,basic,NA,68.0,1,1
6842,2026-05,plus,NA,18.8,0,0
6843,2026-05,basic,NA,30.8,1,0
6844,2026-05,basic,EU,60.6,1,0
6845,2025-09,basic,APAC,39.7,0,0
6846,2026-02,basic,NA,42.3,0,0
6847,2025-10,basic,NA,34.1,0,1
6848,2026-01,basic,APAC,38.4,0,0
6849,2025-08,plus,NA,89.1,1,1
6850,2026-05,basic,NA,79.0,1,1
6851,2025-11,basic,NA,20.5,0,1
6852,2026-01,basic,NA,52.5,1,0
6853,2025-10,plus,NA,55.7,1,1
6854,2025-09,plus,EU,12.7,0,0
6855,2025-09,plus,NA,18.4,0,0
6856,2025-12,plus,EU,68.3,1,1
6857,2026-04,plus,EU,9.9,0,0
6858,2026-05,basic,NA,29.1,1,0
6859,2025-10,plus,APAC,45.5,0,1
6860,2025-07,basic,APAC,9.1,0,0
6861,2025-09,plus,APAC,36.8,0,1
6862,2025-11,plus,NA,43.2,1,0
6863,2026-02,basic,EU,50.6,0,1
6864,2026-05,basic,NA,22.6,0,0
6865,2025-12,basic,NA,33.3,0,0
6866,2026-01,plus,NA,57.7,0,0
6867,2025-11,basic,EU,65.5,1,0
6868,2025-11,basic,NA,43.4,1,1
6869,2026-04,basic,NA,8.9,0,0
6870,2026-03,plus,APAC,18.2,0,1
6871,2026-03,plus,EU,66.6,1,1
6872,2026-02,plus,APAC,40.6,0,0
6873,2026-04,premium,NA,26.6,0,0
6874,2026-01,basic,EU,64.2,0,1
6875,2026-06,basic,EU,50.2,0,0
6876,2025-09,plus,NA,41.5,0,0
6877,2026-02,basic,NA,11.6,0,0
6878,2026-06,plus,NA,43.8,1,0
6879,2025-09,premium,EU,22.2,0,0
6880,2025-08,basic,NA,59.4,0,1
6881,2025-07,basic,NA,43.8,1,0
6882,2026-03,premium,APAC,62.7,1,0
6883,2025-07,basic,APAC,62.8,1,1
6884,2026-03,basic,EU,34.9,1,0
6885,2026-01,basic,EU,66.8,0,1
6886,2025-08,basic,EU,19.6,1,0
6887,2025-10,basic,EU,37.2,1,0
6888,2025-08,basic,EU,49.8,0,0
6889,2025-10,basic,EU,38.8,0,0
6890,2025-11,basic,NA,66.6,0,0
6891,2026-04,plus,NA,18.7,0,0
6892,2025-07,basic,EU,70.4,1,0
6893,2026-02,premium,EU,32.3,0,0
6894,2026-06,premium,APAC,51.3,0,1
6895,2025-10,basic,NA,51.8,1,0
6896,2026-05,basic,EU,40.3,1,1
6897,2026-04,plus,EU,0.9,0,0
6898,2026-06,basic,EU,58.0,1,1
6899,2025-10,basic,EU,26.0,0,0
6900,2026-06,basic,APAC,21.6,0,1
6901,2026-04,basic,EU,30.7,0,1
6902,2025-09,basic,APAC,81.3,1,1
6903,2026-04,plus,NA,48.8,1,1
6904,2026-04,plus,NA,55.5,1,0
6905,2025-08,basic,EU,50.4,0,1
6906,2025-12,basic,NA,24.8,0,0
6907,2026-05,basic,APAC,39.5,1,0
6908,2025-07,basic,EU,30.6,0,0
6909,2026-06,plus,EU,70.2,1,0
6910,2026-01,basic,EU,66.5,1,1
6911,2025-11,plus,EU,59.6,0,0
6912,2025-07,basic,APAC,78.3,1,0
6913,2026-02,basic,NA,50.3,0,0
6914,2026-06,plus,APAC,14.8,0,0
6915,2025-11,plus,APAC,38.5,1,0
6916,2026-04,basic,APAC,21.9,0,0
6917,2025-10,premium,NA,28.4,0,0
6918,2026-04,plus,APAC,41.4,0,0
6919,2026-06,basic,NA,31.0,0,0
6920,2025-07,plus,NA,75.6,0,1
6921,2025-10,plus,NA,12.2,0,0
6922,2025-07,basic,NA,18.8,0,0
6923,2026-04,basic,NA,19.2,0,0
6924,2025-10,plus,APAC,75.0,0,1
6925,2026-06,basic,EU,21.0,0,0
6926,2026-04,plus,EU,47.4,1,1
6927,2025-08,basic,APAC,43.1,0,1
6928,2026-01,basic,APAC,17.3,1,0
6929,2025-12,basic,APAC,13.1,0,0
6930,2026-02,basic,APAC,12.4,0,0
6931,2026-02,plus,APAC,58.8,0,1
6932,2025-08,basic,NA,78.5,0,1
6933,2026-02,plus,EU,32.9,0,0
6934,2025-12,plus,NA,35.8,0,0
6935,2025-10,basic,NA,4.1,0,0
6936,2025-12,basic,NA,60.5,0,0
6937,2026-06,premium,NA,37.0,1,1
6938,2026-06,basic,APAC,17.1,0,0
6939,2025-10,basic,NA,70.9,0,1
6940,2026-04,basic,EU,33.4,0,0
6941,2026-04,premium,NA,68.0,1,1
6942,2025-08,premium,NA,46.4,1,1
6943,2026-01,plus,APAC,78.7,1,1
6944,2025-12,basic,NA,22.0,1,0
6945,2025-12,premium,EU,46.9,0,0
6946,2026-04,basic,NA,50.7,1,0
6947,2026-06,plus,NA,52.0,0,1
6948,2026-04,premium,NA,31.4,0,0
6949,2025-08,basic,EU,35.1,0,0
6950,2025-12,premium,NA,18.8,0,0
6951,2026-06,basic,EU,65.2,1,1
6952,2026-04,premium,NA,8.8,0,0
6953,2026-05,basic,EU,32.2,0,0
6954,2025-12,basic,EU,12.4,0,0
6955,2026-04,plus,NA,16.7,0,0
6956,2025-07,basic,NA,49.6,0,1
6957,2025-12,basic,NA,26.4,0,0
6958,2026-04,basic,EU,68.9,1,1
6959,2026-01,plus,NA,7.3,0,0
6960,2026-06,premium,NA,31.8,0,0
6961,2025-07,plus,NA,17.6,0,0
6962,2025-10,basic,EU,26.7,1,0
6963,2025-12,basic,APAC,60.4,1,1
6964,2026-02,basic,NA,28.4,0,0
6965,2025-10,basic,EU,37.2,0,1
6966,2025-11,plus,NA,43.4,0,0
6967,2026-01,basic,NA,19.2,0,0
6968,2025-11,basic,NA,50.4,0,0
6969,2026-01,basic,APAC,38.8,0,0
6970,2026-06,premium,APAC,61.4,0,1
6971,2026-01,basic,NA,42.8,0,0
6972,2026-06,plus,NA,43.9,0,0
6973,2025-11,basic,NA,43.9,0,1
6974,2025-08,basic,NA,67.6,1,0
6975,2026-03,plus,NA,65.0,0,0
6976,2026-03,basic,NA,75.0,1,1
6977,2025-09,basic,EU,18.5,0,0
6978,2025-09,basic,NA,72.4,1,1
6979,2025-08,premium,EU,13.9,0,0
6980,2026-01,plus,EU,41.4,0,1
6981,2025-11,premium,APAC,32.9,0,0
6982,2026-04,basic,NA,25.3,0,0
6983,2026-06,plus,APAC,55.5,0,1
6984,2025-09,basic,EU,24.4,0,0
6985,2025-12,basic,EU,46.5,0,0
6986,2025-10,basic,EU,45.4,0,0
6987,2025-09,basic,NA,34.9,0,1
6988,2026-06,basic,NA,45.0,0,1
6989,2026-03,premium,EU,50.3,0,1
6990,2025-12,premium,APAC,70.0,1,1
6991,2025-08,plus,APAC,10.3,0,0
6992,2025-07,basic,NA,14.3,0,0
6993,2026-03,basic,NA,21.7,0,0
6994,2025-11,basic,NA,51.5,0,1
6995,2025-07,premium,NA,34.8,0,0
6996,2025-12,basic,NA,36.5,0,0
6997,2025-11,basic,EU,79.6,1,1
6998,2026-04,plus,NA,6.2,0,1
6999,2026-01,basic,APAC,27.8,0,0
7000,2025-11,plus,NA,45.6,1,0
7001,2025-07,plus,APAC,10.2,0,0
7002,2025-08,plus,APAC,72.5,1,1
7003,2026-02,premium,NA,94.7,1,1
7004,2026-04,basic,APAC,12.7,0,0
7005,2025-09,basic,EU,24.5,0,0
7006,2025-11,basic,NA,47.2,1,1
7007,2025-08,basic,EU,58.3,1,1
7008,2025-07,basic,EU,31.3,0,1
7009,2026-03,basic,NA,75.2,1,1
7010,2026-04,basic,NA,69.6,0,0
7011,2026-04,basic,EU,60.7,0,1
7012,2026-06,premium,NA,56.4,0,1
7013,2026-03,basic,EU,31.7,0,0
7014,2026-06,premium,APAC,47.1,0,0
7015,2025-10,plus,NA,38.0,0,0
7016,2026-02,basic,EU,21.3,1,0
7017,2025-10,basic,APAC,60.7,1,0
7018,2025-10,plus,NA,32.4,0,0
7019,2025-10,plus,NA,16.5,0,0
7020,2026-05,basic,EU,25.9,0,0
7021,2026-03,basic,APAC,48.3,0,0
7022,2025-09,basic,EU,83.3,1,1
7023,2026-01,plus,NA,28.3,1,0
7024,2026-03,premium,NA,46.4,1,1
7025,2026-04,basic,EU,66.3,1,1
7026,2026-05,plus,NA,59.4,1,1
7027,2026-03,basic,NA,24.3,1,0
7028,2026-06,basic,APAC,53.7,0,0
7029,2026-04,plus,EU,47.2,0,0
7030,2026-01,plus,EU,17.7,0,0
7031,2025-08,basic,NA,49.8,0,0
7032,2026-06,plus,NA,63.3,1,1
7033,2025-12,basic,NA,35.0,0,0
7034,2025-07,basic,EU,11.5,0,0
7035,2025-12,plus,APAC,62.9,1,1
7036,2025-07,plus,APAC,34.3,0,0
7037,2025-10,basic,NA,37.1,1,0
7038,2026-04,premium,NA,36.1,0,0
7039,2026-04,premium,NA,63.8,1,1
7040,2026-06,basic,NA,32.6,0,0
7041,2025-09,basic,EU,18.3,0,0
7042,2025-08,basic,NA,66.7,0,0
7043,2025-10,premium,APAC,19.9,0,0
7044,2025-11,basic,EU,27.2,0,0
7045,2025-09,basic,NA,43.1,0,0
7046,2026-06,premium,EU,36.9,0,0
7047,2026-04,basic,APAC,74.6,1,1
7048,2026-05,premium,APAC,51.5,1,0
7049,2026-02,plus,NA,79.8,1,1
7050,2025-11,basic,NA,63.4,0,1
7051,2025-10,plus,NA,61.8,1,0
7052,2026-05,plus,APAC,58.5,1,0
7053,2025-08,plus,NA,18.1,0,0
7054,2025-12,plus,EU,5.4,0,0
7055,2025-07,basic,NA,57.1,1,1
7056,2025-11,plus,NA,19.6,0,1
7057,2026-06,plus,NA,62.6,0,1
7058,2026-02,premium,EU,56.2,1,1
7059,2025-08,plus,NA,24.6,0,0
7060,2025-10,premium,NA,68.4,0,0
7061,2025-08,basic,NA,28.3,0,0
7062,2026-02,basic,NA,8.2,0,0
7063,2025-12,basic,NA,36.8,0,1
7064,2025-10,basic,EU,31.5,0,0
7065,2026-03,premium,APAC,63.1,1,1
7066,2026-01,basic,EU,45.5,0,0
7067,2026-03,basic,NA,4.5,0,0
7068,2026-04,basic,NA,24.8,0,0
7069,2025-09,premium,NA,81.4,1,1
7070,2026-05,basic,NA,24.5,0,0
7071,2025-08,premium,NA,36.9,0,0
7072,2025-07,basic,NA,10.4,0,0
7073,2025-07,basic,NA,8.8,0,0
7074,2026-03,basic,EU,48.2,1,0
7075,2025-07,premium,NA,25.7,0,0
7076,2026-05,basic,NA,35.6,0,0
7077,2026-03,basic,NA,36.5,1,0
7078,2026-03,basic,NA,22.1,0,0
7079,2025-10,basic,APAC,44.9,0,0
7080,2025-09,basic,APAC,74.4,1,1
7081,2025-10,basic,NA,39.2,0,1
7082,2026-03,basic,NA,32.7,0,0
7083,2025-09,plus,NA,9.8,0,0
7084,2026-04,basic,EU,64.4,1,1
7085,2025-11,plus,NA,5.4,0,0
7086,2025-09,premium,APAC,17.2,0,0
7087,2025-11,plus,NA,53.7,1,1
7088,2026-05,plus,NA,65.0,1,0
7089,2025-10,basic,APAC,44.4,0,0
7090,2025-10,basic,EU,56.8,0,0
7091,2026-03,basic,NA,24.1,1,0
7092,2026-06,basic,NA,12.6,0,0
7093,2025-09,basic,APAC,41.5,0,0
7094,2025-12,basic,APAC,71.7,1,1
7095,2026-04,basic,EU,41.2,0,1
7096,2025-08,plus,NA,64.0,0,1
7097,2025-09,basic,NA,90.0,1,1
