user_id,plan,engagement_score,workflows_first_month,workflows_total,tenure_months,churned
5425,pro,68.5,6,79,12,0
5426,free,57.6,3,17,2,1
5427,pro,57.9,5,9,1,1
5428,free,80.7,10,135,16,0
5429,pro,47.5,8,15,1,1
5430,pro,13.3,1,2,1,1
5431,free,42.7,4,13,3,1
5432,team,20.8,0,0,1,1
5433,free,15.7,2,3,1,1
5434,free,41.3,5,7,1,1
5435,pro,43.9,4,24,4,1
5436,pro,71.3,12,137,17,0
5437,pro,26.9,3,4,1,1
5438,team,89.7,8,154,16,0
5439,pro,24.0,2,3,1,1
5440,free,10.8,2,3,1,1
5441,team,51.9,7,13,2,1
5442,free,35.6,7,12,1,1
5443,free,75.9,3,140,18,0
5444,pro,19.1,1,2,1,1
5445,pro,17.3,4,6,1,1
5446,free,60.2,9,124,17,0
5447,free,39.9,4,11,2,1
5448,free,60.1,7,89,15,0
5449,team,60.7,9,22,2,1
5450,free,48.2,8,21,2,1
5451,free,63.6,7,142,20,0
5452,free,15.7,1,2,2,1
5453,free,76.5,15,183,23,0
5454,pro,21.7,5,8,1,1
5455,free,50.4,6,30,4,1
5456,pro,34.5,5,12,2,1
5457,free,14.1,2,7,3,1
5458,free,46.7,7,15,2,1
5459,free,79.3,9,152,18,0
5460,pro,77.2,7,130,17,0
5461,free,67.7,4,157,22,0
5462,free,40.9,5,7,1,1
5463,free,66.0,8,16,1,1
5464,free,61.4,8,31,5,1
5465,pro,90.1,5,207,23,0
5466,pro,74.8,15,36,4,1
5467,pro,44.1,3,43,6,1
5468,free,85.9,14,158,20,0
5469,free,29.5,4,5,1,1
5470,free,52.3,4,36,7,1
5471,free,36.8,6,7,1,1
5472,free,24.0,6,8,1,1
5473,free,31.3,5,11,3,1
5474,pro,60.1,6,21,2,1
5475,free,44.8,1,6,1,1
5476,free,44.7,4,7,2,1
5477,pro,70.4,8,139,19,0
5478,pro,36.7,5,7,1,1
5479,free,11.7,2,3,1,1
5480,team,44.7,7,12,2,1
5481,pro,51.9,8,28,5,1
5482,pro,27.9,0,4,1,1
5483,free,57.7,2,98,18,0
5484,free,54.9,11,118,18,0
5485,free,39.5,6,12,2,1
5486,free,42.1,4,16,2,1
5487,free,78.4,13,184,22,0
5488,team,70.3,6,105,13,0
5489,team,53.6,5,120,21,0
5490,team,75.5,4,106,14,0
5491,free,21.8,1,5,2,1
5492,pro,52.2,9,32,3,1
5493,pro,66.7,4,91,13,0
5494,team,32.9,5,17,3,1
5495,free,58.3,6,131,20,0
5496,pro,9.3,1,1,1,1
5497,free,53.4,5,29,5,1
5498,team,21.2,7,12,1,1
5499,free,14.1,3,13,11,0
5500,pro,31.0,3,12,2,1
5501,pro,41.8,3,10,3,1
5502,team,20.4,3,5,1,1
5503,free,77.4,6,137,16,0
5504,free,67.5,13,127,20,0
5505,free,44.0,6,90,18,0
5506,pro,45.6,11,13,1,1
5507,pro,29.0,5,17,4,1
5508,free,12.5,2,4,4,1
5509,free,49.6,4,70,14,0
5510,free,39.2,3,9,2,1
5511,team,40.3,3,15,4,1
5512,pro,62.7,4,9,1,1
5513,pro,61.6,4,8,1,1
5514,pro,77.1,10,17,1,1
5515,team,65.9,9,96,14,0
5516,pro,56.5,8,18,1,1
5517,pro,60.2,7,100,17,0
5518,team,70.0,10,211,30,0
5519,pro,45.6,9,19,3,1
5520,free,53.8,4,11,1,1
5521,free,68.3,5,180,22,0
5522,pro,62.6,8,47,5,1
5523,free,69.0,8,138,16,0
5524,pro,61.8,7,13,1,1
5525,free,6.7,0,2,1,1
5526,pro,64.1,12,135,18,0
5527,free,43.0,2,10,1,1
5528,pro,36.1,5,10,2,1
5529,free,69.2,9,160,20,0
5530,team,38.7,4,9,1,1
5531,free,76.4,7,229,26,0
5532,free,58.1,5,75,13,0
5533,free,43.4,4,19,4,0
5534,pro,67.4,11,189,30,0
5535,free,39.1,3,38,10,0
5536,free,51.7,4,8,1,1
5537,team,78.2,9,175,23,0
5538,pro,35.2,4,57,18,0
5539,free,67.5,9,96,13,0
5540,free,39.0,2,28,7,0
5541,free,84.2,15,164,20,0
5542,free,11.2,2,7,3,1
5543,free,62.6,4,168,26,0
5544,free,14.1,1,2,1,1
5545,free,72.2,14,141,19,0
5546,pro,29.2,6,14,2,1
5547,pro,37.4,3,4,1,1
5548,free,65.6,10,15,1,1
5549,free,65.8,8,44,4,1
5550,pro,47.1,4,10,1,1
5551,free,43.0,8,15,1,1
5552,free,14.7,1,3,2,1
5553,free,70.5,6,94,12,0
5554,pro,63.5,8,32,4,1
5555,team,36.7,4,7,1,1
5556,team,67.2,5,80,12,0
5557,free,42.4,8,67,13,0
5558,free,75.2,9,153,18,0
5559,team,62.3,11,80,12,0
5560,pro,43.9,6,10,1,1
5561,free,67.2,8,132,20,0
5562,team,40.3,5,8,1,1
5563,pro,64.5,5,152,23,0
5564,free,68.9,10,118,16,0
5565,free,13.4,1,6,3,1
5566,pro,35.5,2,3,1,1
5567,free,52.3,4,130,19,0
5568,pro,21.2,2,3,1,1
5569,pro,59.6,8,100,20,0
5570,team,8.3,1,1,1,1
5571,free,50.0,8,13,2,1
5572,free,65.3,16,28,1,1
5573,pro,48.2,4,20,3,1
5574,pro,20.7,2,6,1,1
5575,free,26.5,6,8,1,1
5576,pro,12.2,0,3,1,1
5577,free,56.5,7,48,10,0
5578,free,57.7,7,34,5,1
5579,pro,82.3,7,148,16,0
5580,free,62.6,7,137,21,0
5581,pro,67.4,7,34,3,1
5582,free,41.5,6,62,14,0
5583,free,64.5,6,31,3,1
5584,free,50.7,6,89,14,0
5585,free,10.6,2,3,1,1
5586,team,29.0,7,15,2,1
5587,free,63.8,6,7,1,1
5588,free,16.3,4,14,6,1
5589,pro,50.6,3,131,26,0
5590,free,55.2,8,38,4,1
5591,free,31.1,0,0,1,1
5592,team,82.0,8,189,19,0
5593,free,40.8,6,11,1,1
5594,pro,13.0,0,1,1,1
5595,team,32.7,5,18,3,1
5596,free,50.7,8,69,15,0
5597,pro,83.5,12,178,19,0
5598,team,75.5,10,160,19,0
5599,team,29.8,2,7,2,1
5600,free,20.1,1,16,4,1
5601,pro,45.4,2,5,1,1
5602,pro,52.3,10,12,1,1
5603,team,25.7,4,11,2,1
5604,pro,40.6,6,19,3,1
5605,team,31.7,6,18,3,1
5606,free,36.9,7,12,2,1
5607,pro,68.3,7,136,17,0
5608,free,65.6,6,88,14,0
5609,free,22.0,1,11,3,1
5610,pro,33.0,4,10,2,1
5611,team,16.9,1,5,1,1
5612,team,57.3,7,127,20,0
5613,free,79.8,9,157,17,0
5614,free,20.9,3,5,1,1
5615,pro,45.8,9,54,12,0
5616,free,48.6,5,64,13,0
5617,pro,35.5,4,14,3,1
5618,pro,77.1,8,117,13,0
5619,free,62.3,3,10,1,1
5620,free,13.3,1,2,1,1
5621,free,57.8,8,13,1,1
5622,free,31.8,7,47,12,0
5623,pro,91.7,10,180,19,0
5624,pro,38.0,3,11,2,1
5625,pro,63.3,7,114,17,0
5626,free,39.4,1,83,17,0
5627,pro,45.8,7,19,3,1
5628,pro,31.7,0,7,3,1
5629,free,28.1,3,5,1,1
5630,pro,45.0,2,12,2,1
5631,free,49.3,8,14,1,1
5632,free,53.3,11,75,17,0
5633,pro,26.1,5,7,1,1
5634,free,26.9,2,15,3,1
5635,free,38.0,1,51,14,0
5636,free,45.0,6,104,23,0
5637,free,37.0,3,47,13,0
5638,free,31.3,5,15,4,1
5639,pro,24.9,7,10,1,1
5640,pro,60.2,3,78,15,0
5641,free,6.7,0,0,3,1
5642,free,73.9,15,32,2,1
5643,free,62.1,10,36,4,1
5644,free,44.1,4,34,5,1
5645,free,49.0,5,10,1,1
5646,pro,60.7,10,75,13,0
5647,team,10.3,1,1,1,1
5648,pro,30.4,4,44,13,0
5649,pro,31.2,5,7,1,1
5650,pro,86.1,10,185,19,0
5651,pro,65.6,7,135,18,0
5652,free,40.1,7,81,18,0
5653,free,33.1,4,6,1,1
5654,free,51.1,4,19,2,1
5655,pro,53.9,5,59,12,0
5656,pro,47.3,5,20,3,1
5657,free,50.4,4,21,4,1
5658,free,31.9,5,23,5,1
5659,pro,60.5,4,103,16,0
5660,free,35.1,7,11,1,1
5661,free,27.7,2,47,14,0
5662,free,54.6,5,99,17,0
5663,pro,63.4,9,21,2,1
5664,free,22.2,5,5,1,1
5665,free,27.1,3,11,3,1
5666,pro,66.0,5,65,9,0
5667,free,28.1,4,5,1,1
5668,free,28.4,2,6,1,1
5669,pro,29.4,6,8,1,1
5670,free,62.3,10,152,22,0
5671,free,37.4,1,5,1,1
5672,pro,57.6,8,61,9,0
5673,free,65.8,7,25,3,1
5674,free,9.8,0,3,2,1
5675,pro,76.3,10,206,23,0
5676,free,58.3,6,77,13,0
5677,free,61.5,8,14,1,1
5678,free,42.6,9,22,3,1
5679,pro,41.7,3,11,2,1
5680,pro,22.9,0,6,2,1
5681,pro,18.1,1,11,5,1
5682,free,49.8,5,75,17,0
5683,free,41.4,1,6,1,1
5684,free,93.0,16,167,16,0
5685,pro,19.5,4,15,3,1
5686,free,31.8,4,14,2,1
5687,free,24.5,1,3,1,1
5688,free,50.0,7,64,12,0
5689,free,33.8,5,21,6,0
5690,pro,44.6,7,23,5,1
5691,free,9.6,3,5,1,1
5692,free,41.3,6,7,1,1
5693,free,43.0,8,10,1,1
5694,free,44.7,6,8,1,1
5695,free,16.0,1,4,2,1
5696,free,36.8,4,6,1,1
5697,free,69.8,14,77,9,1
5698,free,74.9,9,116,13,0
5699,free,53.5,5,88,15,0
5700,team,23.1,1,10,3,1
5701,pro,44.6,7,10,1,1
5702,free,49.4,9,19,2,1
5703,pro,79.9,9,100,12,0
5704,team,47.4,6,13,1,1
5705,free,57.9,7,116,20,0
5706,team,73.2,9,123,14,0
5707,team,24.9,3,8,2,1
5708,free,18.4,1,8,3,1
5709,free,27.5,2,5,1,1
5710,pro,30.6,5,38,15,0
5711,free,62.1,9,111,18,0
5712,free,40.8,5,20,3,1
5713,team,83.0,11,164,19,0
5714,team,57.1,4,40,8,0
5715,free,69.4,6,9,1,1
5716,pro,47.8,8,73,15,0
5717,pro,35.1,1,44,10,0
5718,pro,33.4,6,21,3,1
5719,free,34.1,2,19,4,1
5720,team,24.1,4,42,14,0
5721,free,81.4,9,129,15,0
5722,free,23.2,3,11,2,1
5723,pro,24.5,7,10,2,1
5724,pro,33.1,6,51,13,0
5725,pro,51.9,6,92,17,0
5726,free,52.2,6,15,3,1
5727,pro,52.7,6,16,2,1
5728,team,52.5,5,7,1,1
5729,pro,33.3,2,4,1,1
5730,free,25.4,4,6,1,1
5731,free,51.4,11,29,3,1
5732,free,35.3,2,6,2,1
5733,free,36.2,3,9,1,1
5734,pro,67.8,8,10,1,1
5735,team,43.6,8,26,3,1
5736,pro,75.7,10,49,4,1
5737,free,44.1,4,8,1,1
5738,free,60.6,9,102,15,0
5739,team,66.9,9,21,2,1
5740,pro,22.2,3,7,3,1
5741,free,39.7,4,23,5,1
5742,free,24.4,4,6,2,1
5743,pro,48.1,5,20,3,1
5744,team,40.1,4,17,3,1
5745,pro,41.9,6,37,7,0
5746,free,52.7,8,15,1,1
5747,free,73.1,10,126,15,0
5748,pro,40.0,7,60,14,0
5749,free,28.5,2,16,3,1
5750,pro,60.9,11,17,1,1
5751,free,52.5,6,79,15,0
5752,free,61.1,4,17,2,1
5753,free,70.1,5,10,1,1
5754,free,18.8,3,4,1,1
5755,pro,36.7,4,61,18,0
5756,free,32.1,2,3,1,1
5757,pro,77.1,11,103,14,0
5758,pro,30.2,1,30,12,0
5759,pro,30.2,5,6,1,1
5760,free,69.9,11,143,18,0
5761,pro,70.9,7,130,18,0
5762,pro,46.6,6,13,1,1
5763,free,48.1,2,12,2,1
5764,pro,76.9,7,205,26,0
5765,free,46.3,5,15,3,1
5766,team,42.4,3,6,1,1
5767,pro,55.5,10,111,18,0
5768,free,37.4,7,19,3,1
5769,free,39.2,3,14,3,1
5770,team,53.1,5,78,13,0
5771,free,62.8,2,155,27,0
5772,free,68.6,11,150,18,0
5773,free,25.8,2,10,2,1
5774,free,21.5,3,10,3,1
5775,pro,55.9,4,30,5,1
5776,free,52.1,9,23,2,1
5777,free,60.8,5,116,18,0
5778,team,20.4,1,3,1,1
5779,free,47.4,4,23,3,1
5780,free,77.9,12,123,14,0
5781,pro,22.1,4,10,3,1
5782,free,65.1,9,129,19,0
5783,pro,46.1,5,46,8,0
5784,free,30.4,8,21,4,1
5785,free,6.8,0,0,1,1
5786,free,43.9,12,42,6,1
5787,free,31.3,4,31,10,0
5788,team,42.0,6,12,2,1
5789,pro,68.2,7,153,23,0
5790,free,72.0,7,176,24,0
5791,free,29.4,5,49,14,0
5792,pro,30.6,2,41,13,0
5793,team,41.4,5,29,6,1
5794,free,53.3,7,19,2,1
5795,free,72.0,12,155,21,0
5796,free,47.8,6,19,3,1
5797,team,18.3,1,9,5,1
5798,free,45.0,5,9,1,1
5799,free,34.5,0,9,3,1
5800,free,50.2,5,21,3,1
5801,free,50.4,7,48,11,0
5802,pro,31.2,4,12,2,1
5803,pro,48.6,3,17,4,1
5804,free,53.9,7,87,13,0
5805,free,38.7,4,42,9,0
5806,team,54.1,4,67,14,0
5807,free,83.7,16,148,16,0
5808,pro,76.0,10,131,17,0
5809,pro,17.9,2,5,1,1
5810,free,39.8,6,17,4,1
5811,free,58.1,6,61,11,0
5812,team,12.7,0,4,1,1
5813,free,48.0,4,57,14,0
5814,pro,15.5,3,4,1,1
5815,team,34.5,5,14,2,1
5816,free,64.6,8,115,17,0
5817,pro,59.8,9,104,18,0
5818,free,96.5,7,204,19,0
5819,free,49.6,2,17,3,1
5820,free,40.4,5,57,13,0
5821,free,43.2,10,16,2,1
5822,free,16.7,3,19,8,0
5823,team,64.4,10,40,4,1
5824,pro,55.1,7,35,5,1
5825,pro,33.2,6,11,2,1
5826,free,46.6,7,116,23,0
5827,pro,24.9,3,7,1,1
5828,team,43.8,3,18,4,1
5829,free,53.9,3,81,13,0
5830,free,41.0,6,10,1,1
5831,team,70.2,6,27,2,1
5832,pro,10.8,0,1,1,1
5833,pro,48.2,6,43,7,0
5834,free,36.7,6,10,1,1
5835,pro,35.0,4,7,1,1
5836,free,11.8,1,1,1,1
5837,free,47.4,4,74,15,0
5838,team,54.0,4,13,2,1
5839,pro,30.1,5,11,1,1
5840,pro,40.7,5,63,13,0
5841,pro,57.3,9,82,12,0
5842,free,38.7,2,6,1,1
5843,pro,54.5,6,27,3,1
5844,free,21.4,1,12,4,1
5845,free,21.0,3,10,2,1
5846,pro,89.5,11,157,17,0
5847,free,58.9,6,49,10,0
5848,free,79.8,10,137,16,0
5849,free,39.6,8,54,13,0
5850,free,50.3,8,11,1,1
5851,pro,68.0,9,185,24,0
5852,free,48.9,1,19,5,1
5853,free,17.9,2,4,1,1
5854,free,41.0,3,82,16,0
5855,free,29.0,0,1,1,1
5856,free,36.9,4,37,11,0
5857,pro,32.5,3,44,12,0
5858,free,19.0,1,12,4,1
5859,pro,45.8,5,13,1,1
5860,pro,11.4,2,2,1,1
5861,pro,12.9,2,3,3,1
5862,pro,30.3,8,44,11,0
5863,team,46.5,4,6,1,1
5864,pro,59.6,7,111,18,0
5865,team,14.8,0,4,1,1
5866,pro,43.7,3,10,1,1
5867,team,72.1,10,129,16,0
5868,free,28.8,5,15,3,1
5869,pro,39.8,3,8,2,1
5870,pro,58.0,7,13,3,1
5871,pro,8.8,2,3,1,1
5872,free,20.1,3,7,2,1
5873,pro,19.8,3,7,2,1
5874,pro,62.4,6,110,15,0
5875,free,14.1,3,6,2,1
5876,pro,18.1,4,4,1,1
5877,free,46.8,5,21,3,1
5878,free,33.6,3,20,3,1
5879,pro,52.9,1,13,3,1
5880,free,80.0,8,136,16,0
5881,free,19.8,3,3,1,1
5882,team,69.6,4,129,18,0
5883,pro,34.4,3,13,2,1
5884,pro,72.3,5,149,21,0
5885,team,21.7,3,9,2,1
5886,free,83.1,14,176,21,0
5887,free,72.2,11,247,30,0
5888,team,55.6,4,86,14,0
5889,free,28.5,5,7,1,1
5890,pro,44.5,3,16,3,1
5891,free,73.8,7,129,18,0
5892,team,54.8,10,17,2,1
5893,free,76.2,5,208,28,0
5894,pro,53.2,6,10,1,1
5895,team,34.4,9,9,1,1
5896,pro,60.8,7,15,1,1
5897,team,53.0,11,19,2,1
5898,free,62.9,6,11,1,1
5899,free,64.4,9,180,23,0
5900,pro,50.3,4,35,4,1
5901,team,65.0,7,155,23,0
5902,free,39.4,6,10,1,1
5903,free,72.4,12,122,16,0
5904,pro,21.7,2,6,3,1
5905,free,59.2,1,13,2,1
5906,free,54.9,4,76,12,0
5907,team,63.9,6,20,2,1
5908,team,35.4,6,8,1,1
5909,pro,67.4,8,104,15,0
5910,free,41.4,6,10,1,1
5911,pro,26.7,7,11,2,1
5912,free,35.9,3,35,8,0
5913,pro,79.4,10,179,20,0
5914,free,58.0,4,105,16,0
5915,free,50.7,10,32,3,1
5916,free,78.5,10,155,18,0
5917,free,25.1,4,7,1,1
5918,team,73.0,15,157,21,0
5919,free,50.2,8,101,19,0
5920,free,28.1,5,11,2,1
5921,free,65.4,11,29,4,1
5922,free,27.4,2,4,2,1
5923,free,86.0,7,31,3,1
5924,free,60.8,6,13,2,1
5925,free,24.4,3,5,1,1
5926,pro,62.0,6,17,3,1
5927,pro,55.2,4,6,1,1
5928,free,10.7,1,3,1,1
5929,pro,26.9,2,24,10,0
5930,free,39.0,6,14,2,1
5931,free,27.5,2,2,1,1
5932,pro,74.8,13,133,15,0
5933,pro,15.2,1,1,1,1
5934,free,40.3,4,8,1,1
5935,free,11.9,2,2,1,1
5936,free,32.7,2,7,2,1
5937,team,13.6,0,3,2,1
5938,free,46.7,4,74,17,0
5939,pro,53.4,6,15,1,1
5940,free,21.0,2,5,1,1
5941,free,64.3,6,109,17,0
5942,pro,54.9,12,43,4,1
5943,pro,66.7,13,113,15,0
5944,free,49.1,5,20,3,1
5945,free,47.5,6,79,18,0
5946,free,93.1,16,250,25,0
5947,free,36.1,2,6,1,1
5948,team,30.1,2,10,2,1
5949,free,29.3,4,9,2,1
5950,team,32.6,5,9,2,1
5951,team,73.5,8,24,2,1
5952,pro,51.8,7,36,6,1
5953,free,60.7,15,128,19,0
5954,pro,95.9,9,182,18,0
5955,pro,33.9,6,35,6,0
5956,free,59.6,10,18,1,1
5957,team,23.9,2,5,1,1
5958,pro,74.0,9,24,2,1
5959,pro,57.4,5,20,2,1
5960,team,53.8,10,18,2,1
5961,pro,30.6,5,6,1,1
5962,pro,72.6,7,164,21,0
5963,free,54.3,4,110,22,0
5964,free,75.0,6,143,19,0
5965,pro,50.8,8,12,1,1
5966,pro,67.7,14,21,1,1
5967,team,29.5,4,6,1,1
5968,free,53.5,5,123,16,0
5969,team,19.0,3,4,1,1
5970,pro,28.3,4,8,1,1
5971,free,73.3,8,140,18,0
5972,free,74.4,8,150,21,0
5973,pro,58.8,13,78,13,0
5974,free,18.5,7,31,11,0
5975,pro,75.7,6,18,2,1
5976,free,48.3,9,19,2,1
5977,pro,18.7,3,6,1,1
5978,free,18.0,0,0,2,1
5979,pro,76.0,6,16,1,1
5980,pro,53.8,8,137,21,0
5981,free,47.0,8,19,2,1
5982,pro,73.2,10,125,17,0
5983,free,35.7,4,54,14,0
5984,pro,19.2,6,6,1,1
5985,pro,43.1,7,69,15,0
5986,free,18.5,4,10,2,1
5987,free,83.2,12,225,25,0
5988,free,89.0,7,159,16,0
5989,team,94.4,15,375,36,0
5990,pro,30.1,3,9,1,1
5991,team,75.9,9,136,18,0
5992,team,33.0,8,15,1,1
5993,team,52.9,6,24,3,1
5994,free,76.2,10,26,3,1
5995,pro,17.8,3,4,1,1
5996,pro,49.5,6,14,2,1
5997,team,36.6,4,16,4,1
5998,pro,55.4,6,19,2,1
5999,free,30.9,4,5,1,1
6000,free,56.7,3,132,22,0
6001,team,43.4,4,69,18,0
6002,pro,55.2,10,17,1,1
6003,pro,45.8,6,12,1,1
6004,free,16.1,3,7,2,1
6005,pro,33.5,5,9,1,1
6006,team,15.7,2,6,1,1
6007,pro,50.5,5,96,23,0
6008,pro,31.7,5,8,1,1
6009,free,26.2,7,9,1,1
6010,pro,46.1,5,26,5,1
6011,free,37.2,4,8,1,1
6012,pro,36.5,6,16,3,1
6013,pro,60.1,6,87,14,0
6014,team,26.5,1,18,4,1
6015,pro,37.7,5,10,1,1
6016,team,46.4,3,9,2,1
6017,team,77.0,9,155,21,0
6018,free,46.1,4,7,2,1
6019,pro,14.4,2,2,1,1
6020,free,8.6,1,1,1,1
6021,free,50.1,7,83,15,0
6022,team,41.1,3,13,2,1
6023,pro,27.9,3,10,2,1
6024,team,34.5,3,10,3,1
6025,pro,33.3,4,8,1,1
6026,pro,5.1,0,2,2,1
6027,free,39.8,5,21,3,1
6028,free,33.0,3,7,1,1
6029,pro,53.8,6,33,5,0
6030,free,28.9,1,43,16,0
6031,free,31.8,3,7,2,1
6032,pro,34.8,3,58,15,0
6033,team,48.6,7,8,1,1
6034,free,43.2,2,9,1,1
6035,free,55.6,8,75,10,0
6036,free,22.9,3,6,1,1
6037,pro,16.5,1,4,2,1
6038,team,28.8,4,10,3,1
6039,free,25.0,2,4,1,1
6040,free,54.8,7,15,1,1
6041,pro,39.2,9,18,2,1
6042,free,62.1,12,110,15,0
6043,free,51.5,6,28,4,1
6044,free,29.3,5,9,1,1
6045,free,52.3,3,14,2,1
6046,free,4.6,1,1,1,1
6047,pro,75.6,5,133,17,0
6048,free,4.3,0,0,2,1
6049,pro,68.1,10,126,18,0
6050,pro,79.6,10,139,17,0
6051,pro,61.6,5,154,22,0
6052,pro,13.5,0,0,1,1
6053,pro,6.5,1,2,2,1
6054,team,43.8,1,21,4,0
6055,free,28.0,6,55,14,0
6056,free,44.2,4,17,2,1
6057,free,72.2,8,111,15,0
6058,team,21.2,0,4,1,1
6059,pro,38.2,7,11,1,1
6060,team,66.2,6,142,21,0
6061,pro,53.0,9,124,23,0
6062,free,69.4,8,140,18,0
6063,free,52.5,3,9,2,1
6064,team,60.5,7,118,20,0
6065,free,32.3,3,13,4,1
6066,free,74.6,15,143,15,0
6067,pro,35.4,2,49,15,0
6068,free,11.4,1,6,3,1
6069,free,25.3,4,7,2,1
6070,free,40.5,3,7,2,1
6071,free,30.4,4,10,2,1
6072,free,67.6,6,96,15,0
6073,free,67.8,10,110,15,0
6074,free,19.0,0,5,2,1
6075,free,29.9,1,9,3,1
6076,free,34.7,4,7,1,1
6077,free,31.7,5,5,2,1
6078,free,40.7,2,7,1,1
6079,free,85.8,7,149,18,0
6080,free,68.0,12,42,6,1
6081,free,49.5,4,78,14,0
6082,free,15.6,3,19,11,0
6083,free,74.9,5,31,3,1
6084,free,26.1,3,14,6,0
6085,pro,84.6,13,164,16,0
6086,free,75.0,10,124,17,0
6087,pro,43.1,5,96,16,0
6088,pro,36.3,5,40,9,0
6089,pro,37.4,3,15,3,1
6090,team,56.3,4,24,3,1
6091,pro,63.8,6,111,16,0
6092,free,45.5,12,61,11,0
6093,pro,64.8,9,111,16,0
6094,team,70.9,7,13,1,1
6095,free,90.5,11,153,17,0
6096,pro,46.9,6,54,8,0
6097,free,46.9,3,25,3,1
6098,free,89.9,16,51,4,1
6099,free,49.1,6,19,3,1
6100,pro,49.7,7,32,4,1
6101,free,45.6,8,18,3,1
6102,pro,45.9,8,24,5,1
6103,pro,45.4,3,20,3,1
6104,free,56.6,5,98,14,0
6105,free,32.7,4,31,10,0
6106,free,44.4,7,17,4,1
6107,pro,39.0,5,42,13,0
6108,pro,53.7,8,105,16,0
6109,free,79.7,11,180,21,0
6110,pro,52.1,12,84,15,0
6111,free,75.1,6,165,23,0
6112,free,32.5,2,6,1,1
6113,free,79.9,14,206,23,0
6114,free,40.5,8,12,1,1
6115,free,86.4,12,81,10,0
6116,free,57.6,4,14,1,1
6117,free,66.1,7,103,17,0
6118,free,38.9,2,3,1,1
6119,free,81.8,8,184,22,0
6120,free,27.2,3,4,1,1
6121,team,68.5,6,131,19,0
6122,pro,33.1,6,63,14,0
6123,free,53.4,6,96,17,0
6124,free,48.4,6,81,17,0
6125,team,32.1,3,16,5,1
6126,team,20.1,6,18,4,1
6127,pro,55.2,6,10,1,1
6128,pro,44.1,6,39,11,0
6129,free,29.4,5,20,6,1
6130,pro,36.2,3,9,1,1
6131,free,51.4,8,92,14,0
6132,pro,63.4,6,90,14,0
6133,team,18.9,1,15,10,0
6134,free,47.4,4,63,12,0
6135,team,41.8,3,7,1,1
6136,team,44.2,9,32,4,1
6137,free,55.2,8,20,2,1
6138,free,37.2,3,69,15,0
6139,pro,21.8,4,9,1,1
6140,pro,33.7,1,49,14,0
6141,team,63.2,7,31,3,1
6142,free,49.3,4,106,21,0
6143,pro,23.7,2,4,3,1
6144,free,64.7,9,76,11,0
6145,free,48.7,2,90,16,0
6146,free,8.1,2,2,1,1
6147,free,27.6,2,10,3,1
6148,free,61.1,7,23,2,1
6149,team,47.3,5,16,2,1
6150,pro,83.5,12,173,18,0
6151,pro,11.5,0,1,1,1
6152,pro,82.8,6,228,26,0
6153,free,20.7,0,2,1,1
6154,free,17.9,3,4,1,1
6155,free,59.0,8,25,3,1
6156,free,42.1,7,14,1,1
6157,team,46.6,6,63,10,0
6158,free,55.8,6,74,13,0
6159,free,42.6,2,63,14,0
6160,pro,22.1,3,5,1,1
6161,team,57.0,4,16,2,1
6162,free,72.0,14,179,21,0
6163,team,15.6,3,6,1,1
6164,pro,46.5,12,14,1,1
6165,pro,68.7,9,97,15,0
6166,free,37.6,9,12,1,1
6167,free,58.0,3,11,1,1
6168,free,69.5,8,93,11,0
6169,free,59.9,6,20,2,1
6170,free,29.9,5,20,5,1
6171,free,46.4,7,21,2,1
6172,free,28.4,3,11,3,1
6173,pro,70.2,5,135,15,0
6174,pro,46.7,7,17,2,1
6175,free,52.4,9,43,5,1
6176,free,4.3,1,1,2,1
6177,free,50.6,5,56,9,0
6178,free,62.2,10,23,2,1
6179,pro,36.5,5,19,3,1
6180,team,72.1,11,17,1,1
6181,free,57.0,11,101,18,0
6182,team,55.0,5,113,18,0
6183,free,16.4,3,6,2,1
6184,pro,69.9,8,112,17,0
6185,free,73.5,14,190,24,0
6186,free,20.1,0,3,1,1
6187,pro,70.7,5,26,4,1
6188,pro,41.1,2,35,9,0
6189,pro,51.0,9,108,17,0
6190,free,61.9,10,28,4,1
6191,team,44.7,4,57,12,0
6192,free,72.1,6,17,2,1
6193,free,40.3,6,30,7,0
6194,free,43.0,2,9,1,1
6195,team,58.8,4,81,14,0
6196,team,60.9,6,12,1,1
6197,free,65.8,13,29,2,1
6198,pro,36.8,6,11,2,1
6199,free,28.9,3,7,1,1
6200,free,64.5,6,105,15,0
6201,team,21.3,2,13,3,1
6202,free,45.3,13,92,16,0
6203,free,30.1,8,13,2,1
6204,pro,61.0,3,103,14,0
6205,pro,37.5,3,11,1,1
6206,free,19.5,1,4,1,1
6207,pro,60.4,9,30,3,1
6208,free,38.2,4,78,19,0
6209,team,44.2,7,17,2,1
6210,pro,49.9,4,15,2,1
6211,pro,16.0,1,2,2,1
6212,pro,33.8,5,10,1,1
6213,free,72.7,7,49,6,1
6214,pro,36.2,4,9,2,1
6215,free,22.5,2,9,3,1
6216,free,63.2,6,116,17,0
6217,pro,73.6,4,150,20,0
6218,free,54.6,5,96,15,0
6219,pro,13.7,1,1,1,1
6220,pro,50.8,7,13,2,1
6221,free,36.5,5,55,12,0
6222,pro,84.2,9,135,14,0
6223,team,56.7,6,14,2,1
6224,pro,48.2,6,74,16,0
6225,free,73.0,15,147,18,0
6226,free,14.5,1,4,1,1
6227,free,68.7,5,113,16,0
6228,free,16.3,2,10,3,1
6229,free,9.6,1,3,1,1
