customer_id,engagement_score,value_score,cluster_run1,cluster_run2
5640,98.6,790.15,3,3
5641,100.0,612.69,3,3
5642,80.1,659.04,3,3
5643,93.0,780.13,3,3
5644,0.0,307.86,0,2
5645,28.3,392.8,2,2
5646,38.6,125.08,0,0
5647,45.4,214.12,0,0
5648,35.0,275.54,0,0
5649,66.0,590.24,3,1
5650,35.1,444.05,2,2
5651,23.6,196.24,0,0
5652,32.4,303.06,0,2
5653,58.3,272.49,0,0
5654,47.7,401.34,2,2
5655,44.3,264.37,0,0
5656,31.3,465.26,2,2
5657,94.6,672.31,3,3
5658,66.2,195.36,0,0
5659,99.7,590.45,1,3
5660,54.3,494.08,2,1
5661,84.0,763.6,3,3
5662,6.1,435.09,2,2
5663,36.1,310.85,0,2
5664,48.5,114.14,0,0
5665,84.8,571.49,1,1
5666,39.8,571.64,2,2
5667,85.6,587.7,1,3
5668,41.8,573.83,2,2
5669,100.0,721.57,3,3
5670,82.9,615.03,3,3
5671,61.9,436.34,1,1
5672,61.2,396.47,2,1
5673,83.2,603.15,3,3
5674,22.7,424.76,2,2
5675,86.6,647.59,3,3
5676,61.0,836.73,3,3
5677,76.0,506.89,1,1
5678,78.8,567.88,1,1
5679,56.3,322.7,2,0
5680,24.2,112.17,0,0
5681,50.1,497.09,2,2
5682,85.3,457.63,1,1
5683,40.6,106.07,0,0
5684,79.9,562.66,1,1
5685,62.3,668.52,3,3
5686,59.4,269.38,0,0
5687,36.6,238.57,0,0
5688,82.5,672.09,3,3
5689,96.1,594.39,1,3
5690,100.0,979.16,3,3
5691,100.0,358.32,1,1
5692,58.8,525.12,2,1
5693,82.7,732.22,3,3
5694,32.9,203.6,0,0
5695,73.3,474.57,1,1
5696,24.7,304.0,0,2
5697,29.1,853.52,3,3
5698,88.6,670.35,3,3
5699,100.0,532.56,1,1
5700,77.0,630.51,3,3
5701,67.2,611.27,3,3
5702,42.1,356.89,2,2
5703,58.4,376.69,2,1
5704,72.4,477.82,1,1
5705,71.0,688.38,3,3
5706,44.9,639.96,2,2
5707,21.4,209.85,0,0
5708,37.5,114.07,0,0
5709,41.9,295.93,0,0
5710,80.7,491.06,1,1
5711,100.0,614.89,3,3
5712,58.7,383.61,2,1
5713,18.9,348.26,2,2
5714,57.9,187.16,0,0
5715,94.2,797.38,3,3
5716,71.6,579.66,1,1
5717,70.0,535.28,1,1
5718,59.7,182.61,0,0
5719,12.7,219.99,0,2
5720,100.0,586.56,1,3
5721,44.5,390.48,2,2
5722,48.8,418.91,2,2
5723,69.2,299.47,1,1
5724,47.8,435.75,2,2
5725,21.0,505.7,2,2
5726,66.2,846.45,3,3
5727,69.1,694.9,3,3
5728,24.0,277.72,0,2
5729,74.9,574.49,1,1
5730,43.3,230.37,0,0
5731,28.3,468.05,2,2
5732,64.8,405.33,1,1
5733,68.2,568.18,1,1
5734,32.0,401.69,2,2
5735,39.0,408.66,2,2
5736,84.0,512.0,1,1
5737,51.4,601.95,2,1
5738,27.5,482.08,2,2
5739,47.8,562.25,2,2
5740,98.8,770.32,3,3
5741,71.9,732.11,3,3
5742,84.7,705.55,3,3
5743,60.6,169.56,0,0
5744,36.1,99.88,0,0
5745,67.4,259.85,0,0
5746,65.5,358.09,1,1
5747,80.6,453.58,1,1
5748,31.7,463.5,2,2
5749,85.8,610.42,3,3
5750,62.2,515.6,1,1
5751,81.4,509.01,1,1
5752,68.1,588.19,3,1
5753,54.0,446.61,2,1
5754,11.9,314.0,0,2
5755,88.6,716.16,3,3
5756,100.0,686.43,3,3
5757,37.8,180.87,0,0
5758,14.8,450.92,2,2
5759,27.1,238.35,0,0
5760,94.9,686.01,3,3
5761,85.5,733.5,3,3
5762,61.3,612.11,3,3
5763,50.7,307.62,0,0
5764,21.3,89.49,0,0
5765,50.1,357.41,2,2
5766,26.5,185.46,0,0
5767,90.1,667.75,3,3
5768,26.9,210.49,0,0
5769,39.9,172.35,0,0
5770,47.9,133.73,0,0
5771,53.2,775.67,3,3
5772,52.0,529.8,2,1
5773,47.6,159.31,0,0
5774,100.0,563.45,1,3
5775,46.7,134.43,0,0
5776,73.4,442.24,1,1
5777,100.0,507.94,1,1
5778,85.8,531.75,1,1
5779,89.7,626.38,3,3
5780,86.3,889.94,3,3
5781,68.4,633.25,3,3
5782,83.8,824.42,3,3
5783,68.3,755.17,3,3
5784,50.0,281.66,0,0
5785,64.3,298.42,0,0
5786,42.6,343.55,2,2
5787,25.0,272.96,0,2
5788,36.8,258.79,0,0
5789,39.9,380.73,2,2
5790,90.9,582.4,1,3
5791,83.8,575.4,1,1
5792,63.4,591.85,3,1
5793,41.6,241.19,0,0
5794,1.2,509.49,2,2
5795,31.8,206.99,0,0
5796,63.2,661.63,3,3
5797,71.7,490.22,1,1
5798,26.2,359.62,2,2
5799,21.6,225.09,0,2
5800,39.2,320.11,0,2
5801,32.5,231.73,0,0
5802,73.1,670.92,3,3
5803,100.0,533.6,1,1
5804,45.9,376.62,2,2
5805,40.0,346.48,2,2
5806,59.0,727.1,3,3
5807,21.9,134.01,0,0
5808,42.0,259.82,0,0
5809,71.6,309.66,1,1
5810,70.8,179.78,0,0
5811,100.0,566.25,1,3
5812,57.4,78.61,0,0
5813,43.7,170.99,0,0
5814,39.9,118.44,0,0
5815,100.0,707.46,3,3
5816,63.1,449.61,1,1
5817,28.6,267.18,0,2
5818,47.6,616.19,2,1
5819,45.7,363.6,2,2
5820,65.2,624.46,3,3
5821,66.9,711.09,3,3
5822,97.7,696.14,3,3
5823,33.1,348.64,2,2
5824,44.7,147.7,0,0
5825,100.0,504.47,1,1
5826,72.9,363.97,1,1
5827,44.6,206.38,0,0
5828,49.1,478.31,2,2
5829,71.0,298.06,1,1
5830,85.2,825.18,3,3
5831,26.9,135.63,0,0
5832,6.2,160.01,0,2
5833,81.5,700.1,3,3
5834,33.1,282.07,0,2
5835,95.8,746.08,3,3
5836,74.1,429.27,1,1
5837,84.7,847.95,3,3
5838,82.3,510.71,1,1
5839,59.9,480.46,2,1
5840,39.6,332.25,2,2
5841,27.1,90.34,0,0
5842,50.3,332.46,2,0
5843,49.9,69.67,0,0
5844,29.6,352.77,2,2
5845,73.7,480.77,1,1
5846,100.0,589.64,1,3
5847,85.2,538.63,1,1
5848,38.6,146.6,0,0
5849,86.1,571.25,1,1
5850,100.0,552.0,1,1
5851,73.1,522.59,1,1
5852,58.0,407.99,2,1
5853,80.8,535.35,1,1
5854,49.1,647.18,2,3
5855,43.9,347.25,2,2
5856,0.0,316.63,0,2
5857,35.7,167.16,0,0
5858,47.7,486.77,2,2
5859,65.2,54.33,0,0
5860,85.3,777.19,3,3
5861,88.5,528.94,1,1
5862,35.4,279.21,0,0
5863,83.6,458.69,1,1
5864,52.3,706.47,3,3
5865,46.5,275.9,0,0
5866,97.9,514.56,1,1
5867,29.6,314.71,0,2
5868,30.0,390.63,2,2
5869,63.5,204.88,0,0
5870,83.8,622.0,3,3
5871,87.1,458.7,1,1
5872,19.6,157.75,0,0
5873,45.1,245.8,0,0
5874,79.6,536.77,1,1
5875,73.4,591.3,3,1
5876,100.0,625.93,3,3
5877,77.8,608.9,3,3
5878,55.8,144.62,0,0
5879,23.6,130.81,0,0
5880,100.0,633.51,3,3
5881,84.8,770.59,3,3
5882,79.0,691.03,3,3
5883,44.2,222.58,0,0
5884,100.0,840.85,3,3
5885,23.8,306.38,0,2
5886,17.1,533.83,2,2
5887,78.8,457.04,1,1
5888,40.3,416.77,2,2
5889,84.7,682.0,3,3
5890,81.3,682.37,3,3
5891,35.7,256.82,0,0
5892,62.3,430.97,1,1
5893,49.5,258.13,0,0
5894,49.5,315.08,0,0
5895,81.2,632.76,3,3
5896,56.8,630.75,3,3
5897,79.3,316.72,1,1
5898,63.9,618.5,3,3
5899,95.4,523.3,1,1
5900,92.3,733.57,3,3
5901,54.7,363.7,2,0
5902,72.9,465.27,1,1
5903,28.5,338.05,2,2
5904,0.0,282.55,0,2
5905,77.8,708.57,3,3
5906,28.2,448.72,2,2
5907,33.2,309.82,0,2
5908,26.7,213.54,0,0
5909,24.3,203.1,0,0
5910,79.2,425.16,1,1
5911,53.4,395.92,2,2
5912,70.1,576.48,1,1
5913,54.3,613.13,3,1
5914,68.1,254.58,0,0
5915,50.2,172.66,0,0
5916,93.7,311.95,1,1
5917,66.7,223.81,0,0
5918,34.5,490.13,2,2
5919,40.5,270.09,0,0
5920,85.2,399.54,1,1
5921,80.7,545.13,1,1
5922,60.1,637.25,3,3
5923,77.5,609.88,3,3
5924,66.4,677.48,3,3
5925,90.5,622.48,3,3
5926,74.3,311.69,1,1
5927,29.3,249.33,0,0
5928,14.4,528.74,2,2
5929,67.0,529.71,1,1
5930,17.6,64.42,0,0
5931,36.2,278.94,0,0
5932,88.2,685.75,3,3
5933,86.7,514.03,1,1
5934,92.0,450.82,1,1
5935,100.0,633.18,3,3
5936,100.0,868.5,3,3
5937,0.0,242.15,0,2
5938,48.1,250.09,0,0
5939,36.7,388.65,2,2
5940,51.9,422.19,2,2
5941,74.5,655.69,3,3
5942,81.0,613.82,3,3
5943,83.3,504.86,1,1
5944,45.6,213.54,0,0
5945,56.2,287.78,0,0
5946,87.6,468.82,1,1
5947,34.3,79.5,0,0
5948,10.7,345.7,2,2
5949,27.8,201.39,0,0
5950,100.0,463.87,1,1
5951,37.9,217.35,0,0
5952,84.2,502.17,1,1
5953,8.3,122.49,0,0
5954,80.7,735.03,3,3
5955,64.4,598.88,3,1
5956,81.3,573.76,1,1
5957,57.8,275.3,0,0
5958,99.6,768.19,3,3
5959,28.4,188.24,0,0
5960,22.4,365.1,2,2
5961,30.2,200.34,0,0
5962,52.9,268.31,0,0
5963,100.0,677.6,3,3
5964,59.7,318.28,2,0
5965,53.0,311.48,0,0
5966,47.9,286.89,0,0
5967,100.0,643.47,3,3
5968,40.4,211.37,0,0
5969,59.2,364.22,2,1
5970,61.1,628.46,3,3
5971,100.0,581.85,1,3
5972,45.2,433.98,2,2
5973,75.7,715.74,3,3
5974,54.0,316.67,0,0
5975,60.9,775.63,3,3
5976,28.8,139.03,0,0
5977,27.9,525.83,2,2
5978,69.3,500.32,1,1
5979,40.0,252.97,0,0
5980,25.9,169.63,0,0
5981,81.3,540.93,1,1
5982,60.7,856.06,3,3
5983,54.6,206.6,0,0
5984,88.4,771.54,3,3
5985,45.7,254.57,0,0
5986,61.3,313.6,0,0
5987,91.8,564.64,1,1
5988,41.0,547.22,2,2
5989,55.9,282.3,0,0
5990,53.6,337.09,2,0
5991,77.2,605.08,3,3
5992,78.6,613.83,3,3
5993,77.6,687.06,3,3
5994,39.3,216.08,0,0
5995,50.2,324.04,2,0
5996,52.2,489.28,2,1
5997,48.1,399.89,2,2
5998,59.3,169.38,0,0
5999,60.3,345.61,2,0
6000,85.4,539.74,1,1
6001,91.2,580.52,1,3
6002,39.8,579.41,2,2
6003,73.8,591.69,3,1
6004,36.6,139.47,0,0
6005,73.6,539.34,1,1
6006,66.3,713.75,3,3
6007,69.0,305.7,1,1
6008,35.8,362.05,2,2
6009,81.6,733.78,3,3
6010,25.0,269.45,0,2
6011,74.0,323.33,1,1
6012,100.0,811.4,3,3
6013,85.9,557.73,1,1
6014,30.6,10.0,0,0
6015,91.9,472.73,1,1
6016,73.5,295.96,1,1
6017,0.0,291.14,0,2
6018,22.4,364.69,2,2
6019,77.5,626.59,3,3
6020,31.5,221.44,0,0
6021,11.7,124.87,0,0
6022,51.6,661.25,3,3
6023,55.8,330.98,2,0
6024,75.5,536.88,1,1
6025,22.1,429.48,2,2
6026,0.0,281.96,0,2
6027,53.9,786.36,3,3
6028,17.8,144.71,0,0
6029,40.1,414.03,2,2
6030,81.5,529.72,1,1
6031,64.6,472.18,1,1
6032,63.6,598.05,3,1
6033,90.9,533.66,1,1
6034,68.9,593.81,3,1
6035,62.6,465.22,1,1
6036,100.0,541.49,1,1
6037,99.1,691.6,3,3
6038,60.1,788.07,3,3
6039,84.3,677.12,3,3
6040,99.3,530.86,1,1
6041,70.3,458.59,1,1
6042,88.9,277.69,1,1
6043,81.2,596.81,3,3
6044,34.4,218.42,0,0
6045,19.0,309.14,0,2
6046,50.6,265.65,0,0
6047,100.0,666.43,3,3
6048,40.4,340.97,2,2
6049,74.1,516.11,1,1
6050,30.3,353.38,2,2
6051,56.5,330.39,2,0
6052,58.0,240.08,0,0
6053,31.9,201.5,0,0
6054,47.5,131.74,0,0
6055,43.7,312.31,0,0
6056,33.6,321.1,0,2
6057,49.4,416.95,2,2
6058,16.7,348.3,2,2
6059,76.1,442.53,1,1
6060,70.4,568.1,1,1
6061,72.6,348.99,1,1
6062,60.0,561.04,1,1
6063,83.9,723.91,3,3
6064,19.0,450.56,2,2
6065,35.9,355.92,2,2
6066,87.5,660.14,3,3
6067,54.7,569.78,2,1
6068,45.2,298.92,0,0
6069,60.5,453.58,2,1
6070,77.1,721.77,3,3
6071,26.0,56.42,0,0
6072,51.4,424.84,2,2
6073,100.0,681.36,3,3
6074,67.2,680.09,3,3
6075,26.3,435.78,2,2
6076,90.1,557.22,1,1
6077,64.1,330.88,1,1
6078,53.4,115.03,0,0
6079,80.1,657.81,3,3
6080,61.0,382.52,2,1
6081,39.1,253.57,0,0
6082,24.6,347.52,2,2
6083,100.0,548.1,1,1
6084,40.6,91.93,0,0
6085,85.0,446.1,1,1
6086,23.7,257.77,0,2
6087,51.6,746.45,3,3
6088,100.0,629.47,3,3
6089,47.7,225.21,0,0
6090,65.6,410.91,1,1
6091,55.7,487.15,2,1
6092,83.1,862.72,3,3
6093,87.9,445.57,1,1
6094,67.0,793.73,3,3
6095,63.7,416.89,1,1
6096,77.7,635.65,3,3
6097,80.2,550.06,1,1
6098,12.2,20.22,0,0
6099,94.6,651.24,3,3
6100,99.2,612.25,3,3
6101,60.1,173.8,0,0
6102,57.1,213.87,0,0
6103,44.5,384.51,2,2
6104,80.8,710.65,3,3
6105,35.3,507.32,2,2
6106,49.9,276.7,0,0
6107,100.0,536.63,1,1
6108,85.9,747.8,3,3
6109,88.3,516.25,1,1
6110,55.0,46.69,0,0
6111,72.9,672.82,3,3
6112,42.8,234.77,0,0
6113,36.8,316.6,0,2
6114,84.3,672.5,3,3
6115,66.1,472.74,1,1
6116,64.2,206.2,0,0
6117,63.7,651.21,3,3
6118,61.1,258.61,0,0
6119,100.0,676.83,3,3
6120,56.4,387.1,2,1
6121,24.0,273.57,0,2
6122,79.0,808.72,3,3
6123,100.0,726.79,3,3
6124,79.6,589.55,3,3
6125,53.2,768.44,3,3
6126,76.3,598.03,3,3
6127,60.4,573.87,1,1
6128,86.7,433.73,1,1
6129,100.0,658.07,3,3
6130,78.4,336.84,1,1
6131,30.2,185.26,0,0
6132,38.4,358.61,2,2
6133,56.5,370.13,2,0
6134,85.5,692.99,3,3
6135,48.5,303.59,0,0
6136,56.6,108.53,0,0
6137,91.5,148.81,1,1
6138,48.4,472.06,2,2
6139,79.6,716.75,3,3
6140,32.1,304.67,0,2
6141,75.2,170.31,0,0
6142,73.3,710.34,3,3
6143,72.5,356.85,1,1
6144,64.5,501.47,1,1
6145,100.0,471.79,1,1
6146,78.7,632.22,3,3
6147,100.0,781.61,3,3
6148,71.5,517.22,1,1
6149,100.0,673.24,3,3
6150,72.5,799.54,3,3
6151,56.6,324.65,2,0
6152,25.7,15.37,0,0
6153,52.7,383.28,2,2
6154,92.7,518.28,1,1
6155,44.9,374.1,2,2
6156,44.3,93.07,0,0
6157,61.8,597.71,3,1
6158,84.1,780.65,3,3
6159,76.6,457.06,1,1
6160,61.9,731.26,3,3
6161,63.0,585.08,3,1
6162,60.3,666.19,3,3
6163,96.9,421.89,1,1
6164,21.1,569.91,2,2
6165,53.3,158.66,0,0
6166,74.8,764.12,3,3
6167,46.1,458.78,2,2
6168,47.7,461.58,2,2
6169,87.6,570.2,1,1
6170,86.0,610.61,3,3
6171,36.8,299.97,0,2
6172,34.5,434.46,2,2
6173,73.8,585.35,3,1
6174,37.8,309.5,0,2
6175,28.8,406.75,2,2
6176,42.9,351.26,2,2
6177,51.0,603.55,2,1
6178,38.8,214.6,0,0
6179,51.9,265.4,0,0
6180,43.2,258.41,0,0
6181,47.7,373.74,2,2
6182,100.0,755.71,3,3
6183,56.6,236.74,0,0
6184,33.0,405.44,2,2
6185,40.7,215.98,0,0
6186,87.7,669.03,3,3
6187,100.0,575.16,1,3
6188,72.8,451.47,1,1
6189,79.3,500.86,1,1
6190,27.6,389.23,2,2
6191,58.4,348.96,2,0
6192,47.0,186.58,0,0
6193,97.3,461.42,1,1
6194,90.4,585.26,1,3
6195,26.9,104.52,0,0
6196,57.8,536.92,2,1
6197,100.0,426.66,1,1
6198,84.6,491.86,1,1
6199,74.8,168.99,0,0
6200,30.3,110.39,0,0
6201,30.3,205.84,0,0
6202,57.8,313.5,0,0
6203,87.8,546.62,1,1
6204,44.7,329.09,2,2
6205,95.3,736.19,3,3
6206,48.0,433.46,2,2
6207,53.7,524.24,2,1
6208,51.3,69.28,0,0
6209,36.8,201.42,0,0
6210,84.2,698.73,3,3
6211,72.7,839.35,3,3
6212,68.9,734.21,3,3
6213,31.5,223.64,0,0
6214,38.5,421.57,2,2
6215,77.5,490.86,1,1
6216,3.0,319.65,0,2
6217,100.0,553.0,1,1
6218,79.4,604.15,3,3
6219,28.1,471.02,2,2
6220,95.1,718.69,3,3
6221,6.5,392.61,2,2
6222,92.4,744.6,3,3
6223,100.0,463.24,1,1
6224,39.5,234.07,0,0
6225,88.4,525.83,1,1
6226,66.2,253.98,0,0
6227,25.9,125.14,0,0
6228,44.0,328.68,2,2
6229,96.8,506.73,1,1
6230,46.7,481.4,2,2
6231,61.9,616.34,3,3
6232,49.8,273.68,0,0
6233,56.2,383.74,2,1
6234,36.2,399.77,2,2
6235,70.1,600.94,3,3
6236,59.4,309.64,0,0
6237,88.0,726.75,3,3
6238,43.1,265.65,0,0
6239,45.7,379.48,2,2
6240,39.5,605.12,2,2
6241,47.0,434.34,2,2
6242,31.1,236.92,0,0
6243,92.8,467.89,1,1
6244,42.5,201.51,0,0
6245,22.8,111.04,0,0
6246,81.5,654.0,3,3
6247,34.3,225.82,0,0
6248,30.0,298.66,0,2
6249,61.9,595.46,3,1
6250,54.6,429.6,2,1
6251,66.4,654.54,3,3
6252,43.0,475.24,2,2
6253,52.8,283.19,0,0
6254,81.9,767.2,3,3
6255,24.5,256.04,0,2
6256,59.3,423.64,2,1
6257,49.3,206.4,0,0
6258,79.0,386.48,1,1
6259,65.1,572.63,1,1
6260,66.3,526.9,1,1
6261,49.5,282.74,0,0
6262,80.9,457.87,1,1
6263,48.2,188.41,0,0
6264,68.9,525.59,1,1
6265,76.6,527.01,1,1
6266,24.0,135.84,0,0
6267,88.2,497.79,1,1
6268,97.3,807.51,3,3
6269,71.9,595.01,3,1
6270,54.6,769.32,3,3
6271,17.3,315.98,0,2
6272,47.6,249.99,0,0
6273,68.3,502.48,1,1
6274,67.5,428.79,1,1
6275,66.4,598.4,3,1
6276,44.2,390.82,2,2
6277,88.1,410.34,1,1
6278,69.6,816.63,3,3
6279,70.1,623.38,3,3
6280,75.2,355.2,1,1
6281,29.0,278.15,0,2
6282,12.8,140.0,0,0
6283,69.9,365.1,1,1
6284,100.0,704.56,3,3
6285,40.1,405.79,2,2
6286,37.9,119.8,0,0
6287,27.8,151.12,0,0
6288,51.3,314.89,0,0
6289,26.6,140.21,0,0
6290,79.9,586.87,1,3
6291,73.4,528.61,1,1
6292,20.4,373.57,2,2
6293,14.3,366.26,2,2
6294,81.8,596.57,3,3
6295,34.4,332.03,2,2
6296,100.0,767.92,3,3
6297,90.1,651.1,3,3
6298,41.7,349.07,2,2
6299,49.2,687.66,3,3
6300,18.1,353.67,2,2
6301,50.6,646.18,3,3
6302,31.7,252.09,0,0
6303,37.6,428.23,2,2
6304,20.5,188.9,0,0
6305,52.3,517.57,2,1
6306,58.9,779.47,3,3
6307,28.8,299.92,0,2
6308,20.8,180.6,0,0
6309,82.1,621.71,3,3
6310,24.7,407.42,2,2
6311,100.0,732.96,3,3
6312,10.9,176.86,0,2
6313,37.2,278.59,0,0
6314,29.3,197.71,0,0
6315,51.1,101.41,0,0
6316,38.0,362.08,2,2
6317,55.1,612.74,3,1
6318,54.0,198.97,0,0
6319,56.9,341.18,2,0
6320,78.8,596.23,3,3
6321,36.1,277.44,0,0
6322,92.6,795.93,3,3
6323,54.1,612.82,3,1
6324,100.0,459.94,1,1
6325,38.2,328.46,2,2
6326,26.5,307.63,0,2
6327,59.1,746.22,3,3
6328,46.9,81.97,0,0
6329,11.0,307.97,0,2
6330,100.0,522.62,1,1
6331,100.0,701.49,3,3
6332,56.5,511.34,2,1
6333,100.0,556.69,1,1
6334,51.8,431.74,2,2
6335,75.7,426.33,1,1
6336,82.2,429.64,1,1
6337,33.0,165.76,0,0
6338,98.3,508.34,1,1
6339,41.6,221.84,0,0
6340,25.2,117.63,0,0
6341,100.0,718.34,3,3
6342,100.0,579.54,1,3
6343,48.5,100.04,0,0
6344,65.4,447.11,1,1
6345,55.0,510.33,2,1
6346,87.3,641.13,3,3
6347,0.0,286.19,0,2
6348,36.4,352.43,2,2
6349,89.4,349.76,1,1
6350,55.6,524.35,2,1
6351,32.3,256.53,0,0
6352,74.3,397.07,1,1
6353,90.3,531.52,1,1
6354,69.5,449.65,1,1
6355,42.6,243.72,0,0
6356,80.6,652.01,3,3
6357,74.0,567.82,1,1
6358,90.0,520.45,1,1
6359,62.7,549.13,1,1
6360,43.1,253.5,0,0
6361,57.8,343.32,2,0
6362,78.6,634.83,3,3
6363,73.5,636.3,3,3
6364,68.1,747.94,3,3
6365,51.9,13.94,0,0
6366,87.1,423.19,1,1
6367,72.5,537.2,1,1
6368,85.6,638.14,3,3
6369,61.1,569.18,1,1
6370,92.9,557.1,1,1
6371,75.8,581.17,1,1
6372,54.1,272.01,0,0
6373,85.6,668.42,3,3
6374,100.0,660.33,3,3
6375,84.3,673.92,3,3
6376,80.4,484.76,1,1
6377,72.3,569.69,1,1
6378,93.7,540.86,1,1
6379,32.6,357.09,2,2
6380,48.0,325.77,2,0
6381,51.8,314.39,0,0
6382,32.1,514.5,2,2
6383,23.7,333.12,2,2
6384,48.4,371.35,2,2
6385,77.1,585.88,1,1
6386,34.4,10.0,0,0
6387,99.6,582.54,1,3
6388,100.0,766.52,3,3
6389,45.0,188.69,0,0
6390,76.5,803.8,3,3
6391,58.5,466.76,2,1
6392,60.4,113.33,0,0
6393,62.9,108.59,0,0
6394,100.0,586.58,1,3
6395,17.6,177.62,0,0
6396,17.6,577.95,2,2
6397,80.3,582.05,1,1
6398,82.4,754.32,3,3
6399,78.7,729.74,3,3
6400,97.2,739.32,3,3
6401,75.5,595.1,3,3
6402,23.3,287.79,0,2
6403,49.1,220.82,0,0
6404,80.4,722.84,3,3
6405,43.2,181.61,0,0
6406,26.6,451.31,2,2
6407,43.6,470.71,2,2
6408,100.0,709.98,3,3
6409,34.4,198.83,0,0
6410,92.3,604.12,3,3
6411,50.0,475.87,2,2
6412,34.8,22.22,0,0
6413,89.5,582.71,1,3
6414,89.5,593.95,3,3
6415,27.5,381.82,2,2
6416,39.5,280.76,0,0
6417,35.0,408.32,2,2
6418,60.8,262.63,0,0
6419,72.4,618.25,3,3
6420,20.0,154.17,0,0
6421,66.1,625.29,3,3
6422,38.0,237.18,0,0
6423,51.2,223.93,0,0
6424,69.4,449.94,1,1
6425,41.1,377.72,2,2
6426,51.9,566.88,2,1
6427,84.0,710.18,3,3
6428,84.1,501.6,1,1
6429,54.3,275.66,0,0
6430,70.5,257.08,1,0
6431,61.6,238.86,0,0
6432,99.6,471.17,1,1
6433,87.2,630.08,3,3
6434,100.0,588.07,1,3
6435,93.7,567.64,1,1
6436,51.6,280.61,0,0
6437,34.3,343.39,2,2
6438,80.2,482.45,1,1
6439,39.9,192.37,0,0
6440,77.7,555.74,1,1
6441,100.0,669.86,3,3
6442,54.8,732.96,3,3
6443,55.0,450.54,2,1
6444,57.4,311.18,0,0
6445,52.1,180.25,0,0
6446,64.5,436.83,1,1
6447,58.5,285.32,0,0
6448,37.8,259.02,0,0
6449,54.1,45.16,0,0
6450,20.8,376.46,2,2
6451,100.0,620.99,3,3
6452,51.9,232.21,0,0
6453,36.4,149.51,0,0
6454,43.1,309.59,0,0
6455,0.0,178.52,0,2
6456,31.5,281.73,0,2
6457,56.6,374.58,2,0
6458,75.9,605.46,3,3
6459,86.4,705.76,3,3
6460,70.0,722.77,3,3
6461,23.6,303.4,0,2
6462,45.0,319.67,0,0
6463,32.4,143.63,0,0
6464,57.0,521.49,2,1
6465,1.6,227.75,0,2
6466,92.7,661.86,3,3
6467,84.2,542.49,1,1
6468,100.0,722.75,3,3
6469,41.5,290.46,0,0
6470,57.7,219.92,0,0
6471,68.5,618.12,3,3
6472,72.8,446.11,1,1
6473,36.5,76.26,0,0
6474,13.6,300.8,0,2
6475,42.3,196.35,0,0
6476,40.9,229.5,0,0
6477,36.6,372.98,2,2
6478,80.2,571.92,1,1
6479,84.6,753.32,3,3
6480,50.8,128.9,0,0
6481,46.6,499.06,2,2
6482,78.7,597.17,3,3
6483,79.7,553.21,1,1
6484,91.4,612.97,3,3
6485,59.3,679.51,3,3
6486,87.2,619.46,3,3
6487,18.2,302.5,0,2
6488,35.6,258.85,0,0
6489,55.4,208.95,0,0
6490,5.4,327.9,0,2
6491,93.9,554.45,1,1
6492,8.3,102.67,0,0
6493,27.4,335.78,2,2
6494,31.0,93.04,0,0
6495,0.0,497.62,2,2
6496,39.4,428.43,2,2
6497,28.7,186.85,0,0
6498,45.2,456.49,2,2
6499,77.3,622.78,3,3
6500,25.6,380.39,2,2
6501,100.0,656.1,3,3
6502,85.8,885.61,3,3
6503,60.4,86.84,0,0
6504,37.8,199.13,0,0
6505,89.6,534.83,1,1
6506,63.2,456.8,1,1
6507,22.3,279.1,0,2
6508,45.3,338.08,2,2
6509,48.4,698.32,3,3
6510,72.4,617.98,3,3
6511,11.5,372.66,2,2
6512,41.0,423.54,2,2
6513,49.8,126.62,0,0
6514,55.7,541.89,2,1
6515,65.3,365.04,1,1
6516,14.1,319.28,0,2
6517,31.1,480.54,2,2
6518,10.0,188.58,0,2
6519,32.8,219.54,0,0
6520,62.0,750.61,3,3
6521,85.4,700.8,3,3
6522,70.3,565.1,1,1
6523,55.7,354.79,2,0
6524,95.6,620.2,3,3
6525,26.7,356.59,2,2
6526,94.6,662.55,3,3
6527,97.4,631.76,3,3
6528,95.5,559.45,1,1
6529,35.2,239.36,0,0
6530,84.0,542.19,1,1
6531,54.6,229.36,0,0
6532,53.6,511.11,2,1
6533,50.8,435.71,2,2
6534,57.2,363.92,2,0
6535,94.9,390.28,1,1
6536,3.4,99.06,0,0
6537,36.5,409.07,2,2
6538,73.7,714.32,3,3
6539,78.9,650.49,3,3
6540,66.2,375.21,1,1
6541,48.2,347.05,2,2
6542,49.5,243.3,0,0
6543,76.1,711.08,3,3
6544,60.9,309.24,0,0
6545,17.1,233.27,0,2
6546,46.8,382.7,2,2
6547,49.8,201.53,0,0
6548,37.2,255.06,0,0
6549,71.1,786.18,3,3
6550,75.1,574.86,1,1
6551,83.3,636.86,3,3
6552,74.9,623.69,3,3
6553,73.4,624.94,3,3
6554,22.1,471.0,2,2
6555,62.5,450.23,1,1
6556,56.7,195.62,0,0
6557,6.0,464.13,2,2
6558,68.0,563.81,1,1
6559,62.4,178.29,0,0
6560,62.1,428.49,1,1
6561,74.8,530.74,1,1
6562,76.6,441.24,1,1
6563,79.7,850.53,3,3
6564,26.0,363.66,2,2
6565,34.2,253.32,0,0
6566,57.0,745.06,3,3
6567,99.9,620.09,3,3
6568,49.6,222.16,0,0
6569,91.0,468.3,1,1
6570,55.4,307.2,0,0
