account_id,industry,seats,tenure_months,health_score,contacted_support,churned
6399,Media,8,17,74.5,0,0
6400,SaaS,235,6,41.6,1,0
6401,Finance,254,34,52.7,0,1
6402,Health,42,7,68.9,0,1
6403,Media,335,16,70.6,0,1
6404,Media,227,26,37.7,1,1
6405,Media,320,5,51.9,1,1
6406,Media,70,39,45.7,0,1
6407,SaaS,360,45,67.7,0,0
6408,SaaS,295,43,73.3,0,0
6409,Media,215,21,38.9,1,1
6410,Finance,97,23,54.4,1,0
6411,Finance,28,36,33.8,1,0
6412,Retail,354,26,30.5,1,1
6413,SaaS,95,18,47.3,1,0
6414,Retail,43,17,55.0,0,0
6415,Finance,189,47,63.4,1,0
6416,Finance,289,17,28.1,0,0
6417,Finance,9,29,76.0,0,0
6418,Finance,364,39,40.7,1,0
6419,Media,304,42,65.4,0,1
6420,Finance,101,6,58.9,1,1
6421,Retail,96,44,46.4,1,1
6422,Finance,321,41,63.0,0,0
6423,Finance,73,29,18.6,1,0
6424,SaaS,124,13,15.2,1,1
6425,SaaS,293,43,61.7,0,1
6426,Media,298,47,54.5,0,0
6427,Finance,315,5,30.9,1,1
6428,Finance,144,22,26.9,1,1
6429,Retail,233,2,31.8,1,1
6430,Finance,392,4,37.9,1,0
6431,Health,395,35,44.2,1,1
6432,Media,228,26,71.1,0,0
6433,SaaS,135,32,93.4,0,0
6434,SaaS,219,2,26.8,1,0
6435,Health,6,12,83.8,1,0
6436,Health,169,41,60.7,0,0
6437,SaaS,252,44,59.7,0,0
6438,Health,35,18,43.7,1,1
6439,Health,81,4,23.3,1,0
6440,Retail,201,40,29.6,0,1
6441,Health,296,2,27.1,1,1
6442,Retail,20,40,92.6,0,0
6443,SaaS,71,30,46.4,0,0
6444,Finance,321,11,36.0,1,0
6445,SaaS,22,29,68.3,0,0
6446,SaaS,364,40,41.0,0,1
6447,Finance,123,46,63.2,0,1
6448,Health,144,38,45.6,1,1
6449,Media,358,6,57.3,0,1
6450,SaaS,362,1,90.9,0,0
6451,SaaS,272,23,51.8,1,0
6452,Retail,12,43,46.9,1,0
6453,Media,111,16,75.5,0,0
6454,Media,334,30,50.3,1,1
6455,Retail,181,44,73.4,0,0
6456,SaaS,294,25,67.8,0,0
6457,Finance,70,3,50.5,1,0
6458,Retail,134,21,40.9,0,0
6459,Finance,235,27,74.1,1,0
6460,Health,230,15,62.7,1,1
6461,Retail,90,32,72.9,0,0
6462,Health,168,16,25.9,1,0
6463,Health,368,25,38.0,1,0
6464,Media,357,16,18.2,1,1
6465,Retail,271,22,69.9,1,1
6466,Media,233,9,32.5,1,0
6467,Retail,104,5,76.2,0,0
6468,SaaS,41,1,80.3,0,1
6469,Finance,284,38,20.2,1,1
6470,SaaS,136,19,68.6,0,0
6471,Retail,104,25,74.8,0,0
6472,Health,57,44,47.0,0,1
6473,Finance,128,4,12.5,1,1
6474,Retail,84,24,65.5,1,0
6475,Retail,240,36,20.7,1,0
6476,Finance,264,25,40.2,1,0
6477,SaaS,43,18,52.3,1,0
6478,Finance,391,22,84.6,0,0
6479,Media,109,36,39.1,1,1
6480,Media,268,41,45.4,1,1
6481,Media,22,44,39.7,1,0
6482,Retail,15,47,51.6,0,0
6483,Health,48,4,84.3,0,0
6484,Retail,160,18,50.8,0,0
6485,Health,242,17,58.6,0,0
6486,Finance,270,4,40.1,0,1
6487,Health,132,3,34.8,1,1
6488,Health,386,19,68.1,0,0
6489,Retail,113,47,72.2,0,0
6490,Health,346,26,42.2,0,0
6491,Health,134,12,85.3,0,0
6492,Finance,220,10,90.5,0,0
6493,SaaS,44,22,62.4,0,1
6494,Finance,192,45,73.9,0,0
6495,Media,110,40,33.2,1,1
6496,Media,380,26,23.5,1,1
6497,Retail,386,23,14.3,0,1
6498,Media,146,41,62.0,0,0
6499,SaaS,338,15,24.0,1,1
6500,Finance,182,36,36.6,1,1
6501,SaaS,229,33,54.2,1,1
6502,SaaS,11,9,40.9,0,1
6503,Finance,47,12,23.0,0,0
6504,Media,88,17,57.7,1,0
6505,Finance,105,28,45.2,1,0
6506,Health,170,11,76.9,0,0
6507,Retail,171,22,18.4,1,1
6508,SaaS,22,1,54.7,1,1
6509,Health,325,6,66.1,0,1
6510,Media,377,18,37.3,0,1
6511,Health,145,3,57.3,0,0
6512,Media,91,1,56.2,0,0
6513,Health,145,2,35.1,0,1
6514,Media,228,37,84.5,0,0
6515,Retail,144,31,46.8,1,0
6516,Retail,314,23,30.7,1,1
6517,Media,120,47,22.4,1,1
6518,Retail,43,31,36.0,1,1
6519,Finance,69,14,63.8,0,0
6520,SaaS,375,12,59.0,1,0
6521,Finance,244,33,59.5,1,0
6522,Media,325,36,93.3,0,0
6523,Finance,141,22,38.1,1,1
6524,Finance,115,33,88.2,0,0
6525,Finance,65,1,56.4,0,0
6526,Retail,109,34,71.9,1,0
6527,Finance,359,2,30.8,1,1
6528,Media,236,32,45.8,1,1
6529,Health,65,18,51.7,0,0
6530,Finance,236,15,55.0,0,1
6531,Media,292,38,62.5,0,0
6532,Finance,100,16,58.6,0,0
6533,Media,282,32,23.5,1,1
6534,Retail,13,19,85.6,0,0
6535,Finance,126,6,12.2,1,1
6536,SaaS,345,46,69.1,1,0
6537,Finance,194,11,78.8,0,0
6538,SaaS,102,23,16.1,1,1
6539,Health,60,22,33.8,1,1
6540,Health,103,35,77.4,0,0
6541,SaaS,169,19,43.8,0,1
6542,Media,24,30,62.4,0,0
6543,Finance,307,10,14.3,1,1
6544,SaaS,292,1,59.2,1,0
6545,Retail,228,23,75.0,0,1
6546,Finance,351,20,18.2,1,1
6547,SaaS,99,22,51.9,0,1
6548,Health,82,14,10.4,1,1
6549,Media,329,39,29.4,0,0
6550,Media,60,22,94.4,1,0
6551,Media,245,15,64.4,0,1
6552,Media,193,40,48.5,1,0
6553,SaaS,148,12,46.0,1,0
6554,Finance,325,30,78.4,1,0
6555,Health,269,22,40.9,1,0
6556,SaaS,229,42,66.1,0,1
6557,SaaS,207,8,26.3,1,1
6558,SaaS,16,43,49.8,0,0
6559,Finance,256,4,49.7,1,1
6560,SaaS,373,31,79.2,0,0
6561,Finance,350,39,51.2,0,1
6562,Retail,81,41,38.2,1,1
6563,SaaS,90,45,66.1,0,1
6564,Health,385,27,37.8,1,0
6565,Media,352,29,57.7,1,0
6566,Finance,314,29,69.3,0,0
6567,Media,284,44,33.7,1,0
6568,Finance,54,40,36.9,1,1
6569,SaaS,72,28,53.3,0,0
6570,Retail,88,46,83.7,0,0
6571,Media,370,30,49.9,1,0
6572,Retail,65,18,57.0,0,0
6573,Health,262,20,54.7,0,0
6574,Media,6,18,24.2,1,1
6575,SaaS,341,15,68.8,1,0
6576,Retail,231,16,67.9,1,0
6577,Finance,179,19,84.5,0,0
6578,Health,267,38,23.8,0,0
6579,Retail,259,45,78.8,0,0
6580,Health,210,2,36.0,1,1
6581,Finance,3,40,21.9,1,1
6582,Media,199,38,27.8,1,1
6583,Health,339,18,23.1,1,1
6584,Media,147,17,78.6,0,0
6585,Finance,122,20,44.5,0,1
6586,Retail,52,31,35.1,1,1
6587,Media,166,39,17.0,1,1
6588,SaaS,197,23,55.8,1,0
6589,Health,371,36,58.4,0,0
6590,Finance,398,11,57.9,0,1
6591,Health,305,39,80.3,0,1
6592,Media,156,17,78.3,0,0
6593,Finance,163,47,13.5,1,1
6594,Retail,243,44,26.1,1,1
6595,Retail,133,47,35.8,0,0
6596,SaaS,107,7,67.5,1,1
6597,Retail,240,2,65.3,1,1
6598,Retail,84,31,76.8,0,0
6599,Health,377,11,78.5,0,0
6600,SaaS,375,32,76.1,0,0
6601,Media,137,2,90.3,0,0
6602,Media,142,34,53.0,1,0
6603,Finance,166,27,21.2,1,1
6604,Media,301,27,73.8,0,0
6605,Media,108,47,76.4,0,0
6606,Media,206,25,21.7,1,1
6607,Finance,255,38,32.3,1,1
6608,Finance,109,1,36.8,1,1
6609,Health,32,3,83.2,0,0
6610,Retail,191,9,42.9,0,0
6611,Health,130,47,84.4,0,0
6612,Health,108,32,79.4,0,0
6613,SaaS,193,38,92.9,0,0
6614,SaaS,19,20,28.6,1,1
6615,SaaS,399,36,55.6,0,0
6616,Media,49,34,59.8,0,1
6617,Retail,393,4,64.6,1,0
6618,Health,112,11,38.8,1,1
6619,Health,353,5,78.4,0,0
6620,Retail,51,11,45.3,0,1
6621,Health,61,20,67.9,0,0
6622,SaaS,306,24,31.4,1,0
6623,Health,143,38,31.2,1,0
6624,SaaS,277,29,88.5,0,0
6625,Finance,76,6,80.7,0,0
6626,Health,360,39,64.3,0,0
6627,SaaS,218,2,58.4,1,1
6628,SaaS,80,20,59.9,1,1
6629,SaaS,80,26,62.2,0,0
6630,SaaS,88,27,56.8,1,0
6631,Health,96,21,62.5,0,1
6632,Health,216,41,39.0,1,0
6633,Finance,329,27,12.8,1,1
6634,Finance,148,7,12.1,1,1
6635,Media,12,25,41.5,1,0
6636,SaaS,153,31,86.9,0,0
6637,Finance,18,9,52.3,0,0
6638,Health,45,5,28.5,1,0
6639,Health,125,28,62.9,0,0
6640,Health,28,9,17.9,1,1
6641,Retail,187,5,61.0,1,0
6642,Retail,328,47,31.8,1,1
6643,SaaS,356,30,62.7,0,0
6644,Finance,356,2,38.8,1,0
6645,Health,101,36,23.1,1,1
6646,Media,58,12,18.3,1,1
6647,Health,115,46,54.1,0,1
6648,Finance,53,1,34.0,1,1
6649,Finance,38,33,86.0,0,0
6650,Finance,40,35,71.9,1,0
6651,Retail,243,29,38.8,1,1
6652,Retail,114,6,63.2,0,1
6653,SaaS,99,34,54.7,1,0
6654,Media,205,4,69.9,0,0
6655,Retail,207,32,72.2,1,0
6656,Retail,359,26,36.3,0,0
6657,Finance,167,16,51.9,0,1
6658,Media,23,36,65.3,1,0
6659,Retail,102,6,17.1,0,1
6660,Retail,121,38,52.3,0,0
6661,Health,300,26,39.8,1,1
6662,Media,312,34,73.3,0,0
6663,Finance,222,43,96.1,0,0
6664,Finance,354,22,47.7,1,1
6665,SaaS,188,34,37.1,1,0
6666,Retail,220,3,60.2,0,0
6667,Retail,54,45,54.6,1,0
6668,SaaS,215,36,45.7,1,0
6669,SaaS,226,29,69.4,0,0
6670,Retail,112,17,54.8,1,1
6671,Retail,90,45,58.3,0,0
6672,Finance,27,33,65.0,0,1
6673,Finance,290,13,46.8,1,1
6674,Retail,210,8,19.8,1,0
6675,SaaS,204,3,62.2,1,0
6676,Finance,348,11,33.8,1,0
6677,Retail,328,15,75.3,0,0
6678,Health,250,46,11.0,1,1
6679,Retail,112,15,88.8,0,0
6680,Media,340,37,63.1,0,1
6681,SaaS,220,28,40.1,0,1
6682,Media,236,36,32.1,1,1
6683,Retail,304,31,39.9,1,1
6684,Health,135,33,14.6,1,1
6685,Retail,144,24,25.3,1,1
6686,Media,167,4,84.6,0,0
6687,Retail,98,6,48.4,1,0
6688,Health,185,21,64.6,1,0
6689,SaaS,160,13,26.1,0,1
6690,SaaS,43,31,73.4,0,0
6691,Finance,338,10,69.6,0,0
6692,Media,295,15,79.3,0,0
6693,Finance,97,13,94.1,0,0
6694,Media,162,34,75.2,0,0
6695,Finance,61,22,18.7,1,1
6696,Health,187,46,40.0,1,1
6697,Retail,336,35,44.7,1,1
6698,Finance,163,33,25.6,1,1
6699,Retail,325,16,36.9,1,1
6700,Retail,38,25,45.8,1,0
6701,Finance,390,35,83.0,0,1
6702,Finance,39,15,86.2,0,0
6703,Finance,69,37,5.5,1,1
6704,Retail,338,4,85.3,0,0
6705,Media,127,20,37.6,1,0
6706,Health,181,28,42.2,0,0
6707,SaaS,14,12,88.6,0,0
6708,Media,345,30,35.3,1,0
6709,SaaS,282,13,35.1,0,1
6710,SaaS,75,30,28.8,1,0
6711,Media,117,27,79.2,1,0
6712,Health,212,24,88.9,0,0
6713,Retail,3,35,93.1,0,0
6714,SaaS,266,38,54.6,0,1
6715,Retail,262,4,11.9,1,1
6716,SaaS,356,20,81.5,0,0
6717,Media,30,10,48.3,1,0
6718,Finance,201,20,3.3,1,1
6719,Retail,137,15,26.6,0,1
6720,Media,176,21,19.2,1,1
6721,Media,334,19,35.1,1,1
6722,Media,44,18,68.8,1,0
6723,Retail,133,47,70.5,0,0
6724,SaaS,210,41,41.1,1,1
6725,Retail,354,15,53.8,1,0
6726,Retail,21,1,81.6,0,0
6727,Finance,72,41,50.4,0,1
6728,Health,142,17,44.5,1,0
6729,Finance,281,37,96.0,0,0
6730,Retail,299,20,49.9,1,0
6731,Media,365,20,49.1,1,1
6732,Retail,50,35,40.9,1,1
6733,SaaS,189,10,65.2,0,0
6734,SaaS,322,34,80.0,0,0
6735,Finance,233,32,72.4,0,0
6736,Health,373,11,40.7,1,1
6737,Retail,214,4,15.0,1,1
6738,SaaS,27,36,72.2,0,0
6739,SaaS,22,21,42.9,1,1
6740,Finance,19,32,68.0,0,0
6741,Retail,150,37,43.1,1,1
6742,Finance,221,22,66.0,1,1
6743,Media,301,21,34.6,0,0
6744,Health,57,11,35.0,1,1
6745,Finance,48,22,62.9,0,0
6746,Finance,314,36,9.0,1,1
6747,Retail,202,34,73.1,1,0
6748,Retail,130,5,66.2,0,0
6749,SaaS,192,45,62.1,0,0
6750,Health,42,40,42.9,1,1
6751,SaaS,217,21,71.6,1,0
6752,Media,260,42,85.5,0,0
6753,Finance,188,6,43.7,1,0
6754,Finance,74,8,44.5,0,1
6755,Finance,231,45,19.9,0,0
6756,SaaS,237,47,54.8,1,1
6757,Media,270,3,29.0,1,0
6758,Retail,197,35,16.1,0,1
6759,Media,137,2,48.8,0,1
6760,Finance,224,30,59.5,0,0
6761,Health,357,38,21.2,1,1
6762,Finance,395,11,10.4,1,0
6763,Health,138,17,38.2,1,0
6764,Health,32,1,76.0,0,0
6765,SaaS,192,37,64.3,1,0
6766,SaaS,306,20,17.6,1,1
6767,Finance,144,44,85.8,0,1
6768,Retail,69,46,41.3,1,1
6769,Finance,265,44,42.3,1,1
6770,Health,318,6,69.4,0,1
6771,Finance,116,44,11.9,1,1
6772,Retail,132,15,77.3,0,1
6773,Health,395,33,56.5,0,0
6774,Retail,246,30,75.9,0,0
6775,Health,311,37,61.7,0,1
6776,Media,360,20,61.8,1,0
6777,Health,96,32,43.3,1,1
6778,SaaS,212,31,17.3,1,1
6779,SaaS,11,21,60.1,1,0
6780,Media,273,37,21.3,1,1
6781,SaaS,110,15,70.5,0,0
6782,Finance,15,34,73.7,0,0
6783,Retail,355,36,46.2,0,1
6784,SaaS,35,35,66.3,0,0
6785,Health,57,18,74.4,1,0
6786,Finance,112,38,55.5,1,0
6787,Media,40,24,48.1,0,1
6788,SaaS,88,16,25.4,1,1
6789,Health,52,47,72.9,1,1
6790,Health,251,3,80.4,0,0
6791,Media,312,21,40.4,1,0
6792,Health,137,20,70.1,0,0
6793,Retail,239,32,82.7,0,0
6794,Health,382,4,16.0,1,1
6795,Finance,221,4,26.8,1,1
6796,Finance,202,25,67.5,0,1
6797,Health,316,17,76.4,0,0
6798,Finance,107,20,38.5,1,1
6799,Retail,158,25,19.2,1,1
6800,SaaS,355,23,47.9,1,0
6801,SaaS,296,13,29.8,0,1
6802,Media,118,19,8.8,1,0
6803,SaaS,393,24,41.3,1,0
6804,SaaS,250,16,61.5,1,0
6805,SaaS,383,15,34.7,1,1
6806,Health,356,40,61.6,0,0
6807,Media,184,19,46.6,1,1
6808,Health,293,1,52.4,0,1
6809,SaaS,53,3,65.6,0,0
6810,SaaS,79,17,58.7,1,1
6811,Retail,195,20,59.9,0,0
6812,SaaS,261,1,71.9,1,0
6813,Media,219,10,23.8,1,1
6814,Health,316,14,71.3,0,0
6815,SaaS,28,19,83.1,1,0
6816,Media,83,22,28.4,1,1
6817,Health,197,43,43.3,0,0
6818,Health,214,8,75.2,0,0
6819,Media,385,10,46.3,1,1
6820,Retail,161,39,78.8,0,0
6821,Health,295,18,39.0,1,0
6822,Health,45,13,55.7,1,0
6823,SaaS,77,37,66.5,0,0
6824,SaaS,238,12,72.1,0,1
6825,Finance,171,25,61.2,1,0
6826,Health,230,47,47.1,0,1
6827,Media,174,3,60.7,1,0
6828,Media,301,30,70.0,1,0
6829,Finance,29,43,44.0,1,1
6830,Retail,247,7,84.7,0,1
6831,Health,252,5,75.0,0,0
6832,Health,306,43,76.6,0,0
6833,Media,379,4,25.2,1,0
6834,SaaS,280,33,30.7,1,1
6835,SaaS,329,46,77.5,0,1
6836,Finance,267,20,21.3,1,1
6837,SaaS,265,43,56.5,0,1
6838,Health,290,32,21.6,1,0
6839,Finance,86,11,70.3,0,0
6840,Health,188,18,78.7,0,0
6841,SaaS,9,47,47.5,1,0
6842,Finance,240,6,34.7,1,1
6843,Finance,142,32,26.0,1,1
6844,Health,148,5,12.4,1,1
6845,SaaS,236,14,74.0,0,0
6846,Retail,318,1,32.6,1,0
6847,Media,41,18,81.9,0,0
6848,Health,240,8,42.9,0,1
6849,Media,353,21,67.5,0,0
6850,Finance,143,45,52.7,0,1
6851,Health,288,42,19.1,1,1
6852,Finance,366,16,27.4,1,1
6853,Health,127,10,82.1,0,0
6854,Finance,395,27,35.2,1,1
6855,Health,99,44,50.5,0,0
6856,Retail,336,21,45.4,1,1
6857,Media,318,14,63.4,1,0
6858,Retail,186,27,17.0,1,1
6859,Health,208,23,31.3,1,1
6860,Health,87,36,35.0,1,1
6861,Retail,27,19,50.8,1,0
6862,Finance,354,11,32.0,1,1
6863,Health,398,37,68.5,0,0
6864,SaaS,34,21,36.0,1,1
6865,Media,120,2,10.6,1,0
6866,Media,373,3,67.3,0,0
6867,Finance,150,24,53.6,0,1
6868,Retail,377,12,35.0,1,1
6869,Finance,132,46,21.3,1,1
6870,Retail,232,27,40.8,1,1
6871,SaaS,120,18,79.1,0,0
6872,Media,53,14,48.9,1,0
6873,Retail,80,21,69.9,0,0
6874,Finance,94,45,54.8,0,1
6875,Health,95,25,25.8,1,1
6876,Health,280,44,77.1,0,0
6877,SaaS,291,40,34.5,1,1
6878,Health,95,32,37.7,0,0
6879,Finance,392,8,14.2,1,1
6880,Media,324,41,75.3,0,0
6881,Media,200,4,60.3,0,1
6882,Retail,103,31,73.7,0,1
6883,Health,53,29,70.0,1,1
6884,Media,104,18,58.8,0,0
6885,Finance,281,41,31.4,0,1
6886,Retail,289,2,43.7,0,1
6887,Media,79,24,39.6,0,1
6888,Retail,363,40,88.4,0,0
6889,SaaS,21,14,66.3,0,0
6890,Finance,332,12,82.7,0,0
6891,Finance,64,38,32.3,1,1
6892,Media,104,34,17.1,1,1
6893,Finance,252,46,47.9,0,0
6894,Media,358,32,21.9,1,0
6895,Retail,347,5,12.1,1,1
6896,Media,223,1,91.0,0,0
6897,SaaS,16,41,49.6,0,0
6898,Media,375,11,40.3,1,1
6899,Media,165,24,32.2,1,1
6900,Retail,390,33,72.2,0,0
6901,SaaS,330,9,73.7,0,0
6902,Finance,84,42,77.8,0,0
6903,Retail,387,37,54.7,1,0
6904,Retail,119,26,54.1,1,1
6905,SaaS,375,28,57.5,0,0
6906,Health,137,47,44.7,0,0
6907,Media,281,13,71.6,0,1
6908,Retail,267,9,81.7,0,0
6909,Retail,399,38,54.5,0,1
6910,Finance,345,28,78.8,1,0
6911,Health,296,14,23.0,0,1
6912,Retail,362,16,51.4,0,1
6913,Health,128,23,24.3,1,1
6914,Health,127,26,67.5,0,0
6915,Media,332,28,59.8,0,1
6916,SaaS,204,28,23.4,0,1
6917,SaaS,64,42,35.2,1,1
6918,SaaS,139,8,47.5,1,0
6919,Finance,44,9,20.4,1,1
6920,Finance,212,40,14.2,1,1
6921,Retail,340,11,82.6,0,0
6922,Health,86,24,63.5,1,0
6923,Retail,18,9,27.8,1,1
6924,SaaS,48,22,61.3,1,1
6925,Finance,88,45,36.8,0,1
6926,Finance,308,31,27.1,1,1
6927,SaaS,237,22,72.8,1,0
6928,Health,222,47,72.8,0,0
6929,SaaS,135,26,83.1,1,0
6930,Retail,148,21,62.5,0,1
6931,Finance,63,16,86.6,1,0
6932,Health,53,2,60.0,1,0
6933,Finance,135,34,66.7,0,0
6934,Media,42,13,52.8,0,0
6935,Health,55,44,76.9,0,0
6936,Retail,399,19,59.5,1,0
6937,Media,51,46,42.1,1,0
6938,Health,320,43,18.1,1,1
6939,Health,291,16,83.7,0,0
6940,SaaS,101,24,39.1,1,1
6941,Media,375,2,32.9,1,1
6942,Retail,352,4,29.5,0,1
6943,Finance,270,8,60.3,0,1
6944,Finance,209,28,60.0,0,0
6945,Retail,163,44,46.3,0,0
6946,Retail,172,14,77.8,0,0
6947,Media,359,6,87.1,0,0
6948,Retail,290,26,31.9,1,1
6949,Health,181,19,18.7,1,1
6950,SaaS,352,22,47.0,1,1
6951,Media,12,3,51.5,0,0
6952,SaaS,262,39,53.3,0,1
6953,Retail,66,22,44.4,1,0
6954,Retail,278,32,22.0,1,1
6955,Finance,363,37,53.2,1,0
6956,SaaS,281,7,22.0,1,1
6957,SaaS,236,41,28.6,1,1
6958,Finance,307,13,23.5,1,1
6959,Retail,76,28,54.1,0,1
6960,SaaS,280,20,49.5,0,1
6961,SaaS,268,20,70.4,0,0
6962,Finance,220,10,36.6,1,1
6963,Health,174,16,50.0,1,0
6964,SaaS,302,13,73.2,0,0
6965,Finance,235,42,44.4,0,0
6966,SaaS,42,39,65.9,1,0
6967,Retail,321,43,58.7,0,0
6968,SaaS,192,20,36.0,1,1
6969,Health,175,19,86.3,0,0
6970,Media,376,32,48.8,1,1
6971,Media,43,6,19.9,1,1
6972,SaaS,210,36,55.0,1,1
6973,SaaS,236,10,92.8,0,0
6974,SaaS,151,42,72.0,0,0
6975,Retail,356,36,31.1,1,1
6976,Finance,281,5,87.9,0,0
6977,SaaS,21,23,51.5,0,1
6978,Health,265,25,6.3,1,1
6979,Finance,254,30,74.3,0,0
6980,Retail,62,29,18.3,1,1
6981,Retail,9,18,59.4,1,1
6982,Media,357,12,46.4,1,1
6983,Retail,7,47,19.9,0,1
6984,Media,241,44,44.3,0,0
6985,Finance,353,21,82.5,0,0
6986,Media,200,4,46.3,0,1
6987,Health,138,38,14.5,1,1
6988,SaaS,86,10,29.8,1,1
6989,Health,177,20,34.1,1,1
6990,Finance,152,4,57.7,0,1
6991,SaaS,345,34,66.8,0,0
6992,Finance,281,38,42.0,1,1
6993,Retail,236,39,67.2,0,0
6994,Media,151,34,43.7,0,0
6995,Retail,157,47,29.1,1,0
6996,Finance,88,2,42.2,0,1
6997,SaaS,378,40,38.4,1,1
6998,Retail,105,8,14.4,1,1
6999,Finance,195,27,50.1,0,0
7000,Finance,199,1,55.7,0,1
7001,Media,372,2,89.0,0,0
7002,SaaS,163,13,61.1,1,0
7003,Health,331,39,42.7,0,0
7004,Health,389,3,67.9,0,1
7005,Health,210,14,40.0,1,1
7006,Finance,15,4,23.9,1,1
7007,Retail,206,31,53.3,0,0
7008,Media,304,28,71.1,0,0
7009,Retail,315,30,76.4,0,0
7010,Finance,232,20,39.6,0,1
7011,SaaS,399,36,62.0,0,0
7012,Finance,211,31,52.2,1,0
7013,Health,161,27,42.2,0,0
7014,Health,191,21,51.6,1,0
7015,SaaS,180,6,60.6,0,1
7016,Health,308,42,80.9,0,0
7017,Media,161,47,32.6,1,1
7018,SaaS,131,44,69.2,0,0
7019,Finance,147,44,60.3,1,0
7020,SaaS,116,1,55.2,1,1
7021,Media,179,2,37.4,1,1
7022,Finance,225,23,5.7,1,1
7023,Media,182,28,53.2,0,1
7024,Retail,375,14,53.4,0,1
7025,Health,28,38,75.1,1,1
7026,Health,86,21,35.4,1,1
7027,Media,24,32,44.6,0,1
7028,Finance,204,15,67.6,1,0
7029,SaaS,224,20,57.8,0,0
7030,Finance,325,39,66.3,0,1
7031,Health,115,26,40.2,1,1
7032,Retail,212,27,71.9,0,0
7033,SaaS,109,6,72.5,1,0
7034,Media,240,27,45.2,1,0
7035,Retail,218,12,33.5,1,1
7036,Finance,195,8,9.1,1,1
7037,SaaS,355,35,82.8,0,0
7038,Media,378,47,44.9,1,0
7039,SaaS,4,13,52.9,0,0
7040,Health,208,11,8.4,1,1
7041,Health,347,40,60.6,0,0
7042,SaaS,268,19,50.7,1,0
7043,SaaS,24,28,37.1,1,1
7044,Media,301,14,53.7,0,0
7045,Media,299,39,51.4,0,1
7046,Retail,26,17,66.5,0,0
7047,Media,247,36,42.0,1,0
7048,Retail,4,44,94.0,0,0
7049,Media,85,37,38.8,0,1
7050,Health,92,8,81.6,0,0
7051,SaaS,207,28,50.6,1,0
7052,SaaS,352,44,76.7,0,1
7053,Media,272,38,69.5,0,1
7054,SaaS,288,29,45.8,0,0
7055,SaaS,267,35,17.3,1,1
7056,SaaS,150,23,36.0,1,1
7057,Media,293,22,39.2,1,1
7058,Health,373,27,75.0,0,0
7059,Finance,161,22,57.7,1,1
7060,SaaS,202,9,28.6,1,1
7061,Health,188,19,57.0,1,0
7062,Retail,23,12,53.5,0,1
7063,Health,98,24,43.1,1,1
7064,Media,318,3,64.6,0,0
7065,Media,360,47,68.3,0,1
7066,Media,137,41,38.2,1,1
7067,Retail,57,38,77.7,0,0
7068,SaaS,51,44,68.6,0,0
7069,SaaS,361,18,62.5,1,1
7070,Retail,378,28,70.0,0,0
7071,Retail,388,10,57.0,1,1
7072,Health,185,5,16.4,1,1
7073,Media,247,27,35.3,0,1
7074,Retail,76,34,78.3,0,1
7075,Retail,126,28,20.1,1,0
7076,Finance,139,32,29.4,1,1
7077,Media,4,23,73.9,0,0
7078,Finance,51,15,42.2,0,0
7079,Finance,366,11,32.2,1,1
7080,Media,171,36,14.9,1,1
7081,SaaS,293,43,62.3,0,0
7082,Retail,161,8,21.5,1,1
7083,Health,28,44,70.2,0,0
7084,Retail,137,17,85.9,0,0
7085,Finance,138,8,34.5,1,0
7086,Finance,383,41,29.7,1,1
7087,SaaS,210,29,11.1,1,1
7088,Finance,278,8,49.3,0,0
7089,Media,305,21,31.9,1,1
7090,Health,109,12,88.6,0,0
7091,SaaS,280,32,41.0,0,1
7092,Health,54,1,26.4,0,1
7093,Retail,268,36,40.5,1,1
7094,SaaS,91,3,63.5,0,0
7095,Media,117,42,72.8,0,0
7096,Retail,49,45,49.8,0,1
7097,Health,144,45,53.2,0,1
7098,Finance,114,6,71.6,1,1
7099,Media,116,38,66.3,0,0
7100,SaaS,145,21,60.5,0,0
7101,Finance,53,2,23.2,1,1
7102,Retail,306,23,90.4,1,1
7103,Media,106,25,71.7,1,0
7104,SaaS,207,17,19.6,1,1
7105,Health,369,22,42.5,0,1
7106,Health,63,17,79.9,0,0
7107,SaaS,158,15,9.6,1,1
7108,Finance,279,26,79.5,0,0
7109,Finance,63,46,40.8,0,1
7110,Finance,46,24,36.0,0,1
7111,Finance,168,4,75.5,0,0
7112,Health,125,23,39.0,0,1
7113,SaaS,241,31,29.9,1,1
7114,Finance,157,14,68.3,1,0
7115,Finance,240,1,64.7,0,0
7116,Health,297,33,66.7,1,0
7117,SaaS,128,21,56.0,1,0
7118,Finance,344,14,81.9,0,0
7119,Health,388,43,83.9,0,0
7120,Media,280,42,69.7,0,1
7121,Retail,28,22,77.5,0,0
7122,Finance,356,44,41.9,0,1
7123,Finance,380,9,76.2,0,1
7124,Health,363,3,76.9,0,0
7125,Media,213,1,60.8,1,0
7126,Finance,392,19,28.6,0,1
7127,Retail,47,9,59.7,0,1
7128,Retail,386,15,37.6,1,1
7129,Health,24,29,81.9,0,0
7130,Media,160,13,33.0,1,1
7131,Health,29,47,77.1,0,1
7132,Media,46,28,83.0,0,0
7133,Finance,119,18,70.3,0,1
7134,Media,338,16,86.6,0,0
7135,SaaS,148,42,66.3,0,1
7136,Health,259,39,75.9,0,0
7137,Health,210,17,60.1,0,0
7138,Media,154,4,18.4,1,1
7139,Media,191,6,71.0,1,0
7140,Retail,91,15,55.3,0,1
