customer_id,segment,signup_channel,engagement_score,tenure_months,referred_friend,ltv_usd
6455,consumer,paid,18.5,6,0,136.61
6456,consumer,paid,63.5,12,0,666.54
6457,consumer,organic,27.9,8,0,176.89
6458,prosumer,partner,63.3,21,0,1150.98
6459,consumer,organic,30.0,10,0,224.41
6460,consumer,partner,56.7,10,0,528.17
6461,consumer,organic,46.4,21,0,880.03
6462,consumer,paid,63.1,21,1,1249.7
6463,prosumer,paid,45.4,10,0,504.29
6464,prosumer,paid,24.6,8,0,137.69
6465,consumer,paid,46.3,15,0,679.71
6466,prosumer,paid,43.9,13,0,520.82
6467,consumer,paid,50.4,8,0,379.57
6468,prosumer,partner,49.9,11,0,528.77
6469,consumer,organic,66.0,26,0,1566.17
6470,consumer,paid,66.2,16,0,974.84
6471,prosumer,paid,75.8,21,0,1546.2
6472,prosumer,partner,62.2,13,0,834.11
6473,consumer,organic,52.0,17,0,807.75
6474,consumer,partner,41.1,12,0,487.04
6475,consumer,organic,38.2,5,0,155.95
6476,consumer,paid,76.8,27,0,1812.88
6477,smb,partner,44.3,19,0,758.67
6478,smb,paid,38.0,10,0,446.38
6479,smb,paid,17.2,6,0,95.54
6480,consumer,paid,68.1,21,1,1276.2
6481,smb,partner,22.1,6,0,141.19
6482,consumer,paid,27.2,13,0,374.79
6483,prosumer,partner,39.7,14,0,492.02
6484,prosumer,organic,45.5,8,0,268.2
6485,smb,paid,46.0,16,0,676.42
6486,prosumer,paid,43.3,16,0,626.64
6487,consumer,partner,78.1,20,0,1451.2
6488,consumer,paid,33.0,5,0,159.41
6489,prosumer,partner,40.6,12,0,479.02
6490,prosumer,paid,64.5,22,0,1274.96
6491,prosumer,organic,39.6,16,1,659.9
6492,consumer,partner,32.7,12,0,347.4
6493,consumer,paid,65.2,24,0,1516.18
6494,consumer,paid,29.7,10,0,257.45
6495,prosumer,organic,37.7,14,0,626.67
6496,prosumer,partner,75.1,19,0,1349.07
6497,consumer,paid,27.1,11,0,340.66
6498,smb,partner,62.9,13,0,778.56
6499,consumer,organic,55.3,16,0,768.32
6500,consumer,organic,19.7,7,0,72.8
6501,consumer,partner,42.4,11,0,480.02
6502,prosumer,paid,77.9,21,0,1454.64
6503,prosumer,organic,68.7,12,1,847.52
6504,prosumer,organic,30.6,8,0,251.99
6505,prosumer,partner,9.3,3,0,47.2
6506,consumer,organic,53.1,12,1,575.13
6507,consumer,paid,24.5,17,0,450.76
6508,consumer,partner,81.7,20,1,1524.89
6509,consumer,partner,33.6,10,0,333.17
6510,consumer,organic,91.5,25,0,2013.13
6511,prosumer,paid,30.0,9,0,254.47
6512,consumer,paid,52.0,15,0,737.63
6513,smb,partner,16.9,8,0,193.97
6514,consumer,partner,51.2,24,1,1226.36
6515,prosumer,organic,44.2,12,0,579.21
6516,prosumer,organic,30.0,8,0,187.02
6517,consumer,partner,42.1,9,0,268.27
6518,consumer,partner,49.6,21,0,857.83
6519,smb,partner,30.3,13,0,454.61
6520,prosumer,paid,47.1,8,0,412.45
6521,consumer,paid,82.5,20,1,1590.68
6522,consumer,paid,25.6,7,0,212.42
6523,prosumer,paid,44.9,16,0,739.95
6524,consumer,partner,52.2,19,0,974.48
6525,prosumer,paid,61.1,17,0,1006.24
6526,consumer,organic,71.5,20,1,1427.16
6527,consumer,paid,64.0,24,0,1375.01
6528,consumer,partner,56.5,16,0,852.13
6529,consumer,organic,68.0,16,1,1154.97
6530,consumer,organic,43.1,12,1,490.37
6531,prosumer,paid,71.1,15,0,980.12
6532,smb,partner,24.0,7,0,200.74
6533,consumer,paid,73.0,23,1,1563.57
6534,consumer,partner,56.8,16,1,871.14
6535,prosumer,organic,37.8,6,1,238.89
6536,consumer,organic,67.7,10,0,680.99
6537,smb,partner,38.6,12,0,477.33
6538,consumer,organic,65.5,12,0,762.01
6539,consumer,paid,51.4,13,0,617.93
6540,prosumer,paid,84.8,24,0,1779.48
6541,consumer,partner,64.0,19,0,1093.98
6542,prosumer,partner,47.7,16,0,681.37
6543,consumer,partner,48.4,22,0,986.82
6544,consumer,paid,61.5,20,1,1185.97
6545,consumer,organic,10.8,3,0,92.01
6546,prosumer,paid,56.3,20,0,1055.2
6547,consumer,paid,67.8,14,0,885.96
6548,consumer,paid,24.9,5,0,59.91
6549,prosumer,partner,57.8,16,0,860.47
6550,prosumer,organic,49.6,20,0,928.27
6551,consumer,organic,56.0,15,1,870.45
6552,consumer,partner,19.9,10,0,196.97
6553,consumer,paid,74.5,18,1,1339.7
6554,prosumer,paid,49.0,12,0,439.75
6555,consumer,partner,77.6,15,0,1048.69
6556,smb,paid,64.0,21,0,1275.3
6557,smb,paid,47.2,12,1,540.98
6558,prosumer,partner,7.9,4,0,117.58
6559,prosumer,organic,51.6,12,0,515.61
6560,prosumer,organic,80.0,33,0,2391.94
6561,smb,organic,57.5,16,1,816.59
6562,prosumer,paid,50.4,18,0,792.84
6563,prosumer,organic,45.8,11,0,437.65
6564,prosumer,paid,34.9,13,1,536.08
6565,prosumer,paid,42.9,13,0,621.92
6566,prosumer,organic,87.5,19,0,1497.54
6567,prosumer,paid,51.3,16,0,792.4
6568,consumer,organic,29.1,9,0,238.48
6569,consumer,organic,33.4,3,0,113.13
6570,consumer,paid,69.5,25,0,1511.59
6571,consumer,organic,30.0,8,0,316.21
6572,consumer,paid,7.6,3,0,10.84
6573,consumer,partner,12.9,8,0,35.42
6574,smb,paid,37.4,15,0,574.06
6575,prosumer,partner,94.0,30,0,2535.02
6576,prosumer,paid,25.3,14,0,350.23
6577,prosumer,organic,81.5,25,0,1836.23
6578,consumer,paid,65.8,16,0,938.89
6579,prosumer,paid,50.2,12,0,452.24
6580,prosumer,paid,48.0,10,0,512.1
6581,smb,partner,19.3,8,0,248.52
6582,prosumer,organic,67.3,21,0,1207.3
6583,consumer,paid,45.3,12,0,503.78
6584,consumer,partner,61.1,15,0,887.92
6585,consumer,organic,41.5,19,0,707.08
6586,consumer,organic,18.8,6,0,54.41
6587,smb,partner,37.1,8,0,279.64
6588,prosumer,organic,40.4,10,0,534.56
6589,prosumer,partner,64.6,16,0,940.43
6590,consumer,organic,6.5,2,0,140.95
6591,consumer,partner,62.5,18,0,987.37
6592,smb,paid,86.3,31,0,2527.39
6593,consumer,organic,35.7,14,0,345.98
6594,consumer,paid,50.5,12,0,532.09
6595,consumer,partner,14.5,5,0,128.65
6596,smb,organic,40.9,12,0,422.36
6597,prosumer,organic,62.6,15,0,943.19
6598,consumer,paid,44.9,21,0,997.86
6599,consumer,organic,44.6,19,0,759.76
6600,consumer,paid,53.9,24,0,1208.72
6601,consumer,paid,36.6,8,0,242.05
6602,consumer,organic,17.5,7,0,74.74
6603,consumer,organic,59.1,21,0,1173.99
6604,consumer,paid,72.7,14,1,968.97
6605,consumer,partner,69.3,31,1,2027.73
6606,prosumer,partner,81.3,19,0,1285.34
6607,consumer,partner,18.7,7,0,168.6
6608,consumer,paid,36.5,12,1,404.62
6609,consumer,organic,45.3,16,0,713.6
6610,consumer,partner,11.3,4,0,47.47
6611,prosumer,partner,27.4,6,0,200.76
6612,prosumer,organic,37.2,10,0,373.2
6613,consumer,organic,51.1,16,0,781.2
6614,consumer,paid,60.3,20,0,1106.91
6615,prosumer,paid,56.8,7,0,261.47
6616,consumer,organic,77.8,22,0,1582.64
6617,consumer,paid,10.0,6,0,227.7
6618,prosumer,paid,51.2,16,1,695.33
6619,consumer,organic,49.2,14,0,810.17
6620,smb,partner,67.1,11,0,576.67
6621,consumer,paid,39.4,12,0,399.25
6622,consumer,organic,22.5,5,0,159.19
6623,consumer,partner,64.6,24,0,1488.69
6624,consumer,partner,33.1,8,0,185.82
6625,consumer,partner,73.3,22,0,1601.24
6626,consumer,organic,69.0,12,0,765.39
6627,smb,organic,21.6,4,0,148.17
6628,smb,organic,30.0,13,0,279.67
6629,prosumer,paid,49.3,19,0,866.49
6630,consumer,paid,29.1,4,0,105.25
6631,smb,paid,63.7,24,0,1299.94
6632,prosumer,organic,68.9,14,0,843.65
6633,consumer,paid,56.3,20,0,977.23
6634,consumer,partner,71.7,29,0,1882.59
6635,consumer,paid,53.4,14,0,607.5
6636,consumer,partner,72.7,17,1,1114.9
6637,prosumer,paid,11.8,10,0,87.98
6638,prosumer,partner,81.7,20,1,1605.63
6639,consumer,partner,56.3,11,0,618.41
6640,consumer,organic,28.7,16,0,421.27
6641,consumer,partner,75.6,16,1,1190.65
6642,consumer,partner,80.1,16,0,1171.96
6643,consumer,organic,18.0,7,0,242.84
6644,consumer,paid,30.5,12,0,492.46
6645,prosumer,paid,62.4,12,0,707.45
6646,prosumer,partner,39.2,12,0,245.63
6647,consumer,partner,59.4,14,0,830.13
6648,consumer,paid,36.3,9,0,278.79
6649,consumer,organic,41.6,10,0,402.73
6650,prosumer,partner,23.6,13,0,246.92
6651,consumer,organic,41.1,11,0,430.02
6652,consumer,paid,19.7,8,0,190.08
6653,prosumer,organic,88.7,20,0,1635.97
6654,smb,paid,9.1,7,0,46.11
6655,prosumer,paid,14.3,6,1,205.67
6656,smb,partner,18.6,9,0,193.36
6657,consumer,partner,48.3,15,0,759.86
6658,prosumer,partner,56.9,16,0,820.1
6659,consumer,organic,22.7,6,0,186.9
6660,prosumer,partner,61.3,12,0,773.5
6661,consumer,partner,42.5,17,0,694.24
6662,consumer,partner,73.0,18,0,1167.39
6663,smb,organic,47.9,17,0,792.25
6664,smb,organic,29.6,8,0,196.62
6665,consumer,partner,45.4,11,0,516.01
6666,prosumer,partner,38.2,13,0,538.67
6667,consumer,organic,54.0,14,0,601.08
6668,smb,partner,69.1,16,0,1075.2
6669,consumer,paid,65.4,17,0,1087.59
6670,prosumer,paid,57.6,22,0,1155.62
6671,consumer,organic,70.9,21,0,1391.98
6672,consumer,partner,40.3,6,0,206.99
6673,consumer,paid,75.2,12,0,821.19
6674,consumer,partner,41.0,11,0,469.53
6675,prosumer,paid,54.9,12,0,570.82
6676,prosumer,partner,75.9,27,0,1962.06
6677,consumer,organic,62.1,21,0,1200.76
6678,consumer,paid,20.1,7,0,130.05
6679,consumer,paid,8.8,7,0,4.4
6680,consumer,partner,78.2,19,0,1399.28
6681,consumer,partner,45.8,13,0,586.27
6682,consumer,organic,56.6,14,0,807.97
6683,prosumer,organic,36.2,11,0,316.8
6684,smb,paid,11.0,4,0,121.28
6685,consumer,partner,64.4,14,0,933.39
6686,smb,organic,63.3,18,0,1151.04
6687,smb,partner,66.5,12,0,839.13
6688,consumer,organic,76.4,22,1,1571.62
6689,consumer,paid,30.3,12,0,305.01
6690,consumer,partner,63.8,25,0,1500.7
6691,consumer,paid,82.6,24,0,1732.65
6692,consumer,partner,66.3,24,1,1452.29
6693,consumer,partner,95.4,25,0,2196.98
6694,consumer,paid,65.1,16,0,902.38
6695,consumer,paid,29.4,7,0,214.48
6696,smb,organic,75.8,14,1,1103.91
6697,consumer,partner,43.4,5,0,132.79
6698,consumer,partner,76.5,19,0,1255.61
6699,consumer,partner,36.3,16,0,598.78
6700,consumer,partner,67.5,20,0,1281.26
6701,prosumer,partner,54.8,17,0,845.48
6702,smb,partner,75.3,23,1,1667.45
6703,smb,organic,81.2,25,0,1838.3
6704,consumer,organic,24.4,8,0,167.57
6705,prosumer,partner,56.5,16,0,1083.13
6706,smb,paid,47.0,9,0,410.65
6707,consumer,organic,30.4,7,0,238.39
6708,consumer,paid,10.8,3,0,0.0
6709,consumer,partner,39.0,7,1,264.61
6710,consumer,organic,62.4,14,1,883.13
6711,prosumer,partner,69.4,23,0,1524.08
6712,prosumer,partner,36.8,13,0,430.98
6713,consumer,organic,56.7,15,0,789.43
6714,consumer,paid,46.5,13,0,649.85
6715,consumer,organic,50.8,18,0,878.46
6716,consumer,paid,87.2,22,1,1710.62
6717,smb,paid,62.2,13,0,730.12
6718,prosumer,partner,40.8,14,0,577.11
6719,prosumer,paid,25.6,6,0,277.21
6720,consumer,partner,73.3,22,0,1411.97
6721,consumer,organic,17.9,7,0,214.23
6722,consumer,partner,49.3,13,0,520.45
6723,prosumer,partner,90.5,36,1,3006.43
6724,prosumer,organic,45.1,15,1,670.35
6725,consumer,organic,54.5,14,0,765.25
6726,prosumer,partner,25.3,4,0,154.16
6727,consumer,organic,44.4,7,0,255.12
6728,smb,organic,25.6,7,0,227.39
6729,consumer,partner,80.3,21,0,1463.98
6730,consumer,partner,33.9,10,0,340.79
6731,consumer,partner,57.9,13,0,713.46
6732,consumer,partner,74.0,22,1,1537.46
6733,prosumer,organic,47.8,20,0,768.41
6734,consumer,organic,49.2,12,0,598.25
6735,consumer,organic,51.2,12,0,603.34
6736,consumer,paid,38.6,16,0,622.5
6737,consumer,organic,25.9,9,0,287.56
6738,consumer,organic,47.8,11,0,525.34
6739,consumer,paid,29.9,8,0,181.7
6740,prosumer,paid,34.2,15,0,599.94
6741,consumer,organic,52.4,13,0,733.33
6742,consumer,partner,68.6,17,0,1102.41
6743,consumer,partner,55.7,12,0,694.69
6744,consumer,partner,76.0,27,1,1942.16
6745,consumer,partner,35.0,7,0,267.56
6746,consumer,partner,83.8,26,0,1894.88
6747,prosumer,partner,18.1,9,0,236.93
6748,consumer,partner,34.0,8,0,304.22
6749,consumer,organic,19.3,4,0,171.14
6750,smb,paid,64.8,23,1,1328.91
6751,prosumer,organic,25.3,6,0,102.09
6752,prosumer,paid,68.2,16,0,982.28
6753,consumer,paid,42.6,11,0,456.44
6754,consumer,partner,20.1,8,0,167.54
6755,prosumer,partner,12.8,10,0,162.47
6756,smb,organic,57.3,17,0,736.38
6757,consumer,paid,67.1,21,0,1314.6
6758,consumer,organic,35.2,13,0,429.86
6759,smb,partner,81.0,18,0,1303.22
6760,smb,partner,27.1,13,0,362.5
6761,smb,paid,49.7,18,0,835.31
6762,prosumer,paid,47.8,10,0,488.54
6763,prosumer,partner,83.3,27,0,2020.01
6764,consumer,partner,53.7,17,0,918.64
6765,prosumer,paid,7.8,3,0,21.85
6766,consumer,partner,27.9,10,0,222.44
6767,consumer,organic,82.9,22,1,1864.56
6768,prosumer,paid,76.5,27,0,1849.6
6769,prosumer,paid,24.6,14,0,327.02
6770,consumer,partner,20.1,8,0,129.04
6771,consumer,partner,50.8,9,0,404.69
6772,consumer,organic,32.5,11,0,319.97
6773,consumer,organic,64.6,19,0,1115.46
6774,prosumer,paid,46.6,12,0,523.78
6775,consumer,partner,47.1,12,0,587.16
6776,consumer,paid,52.5,16,0,816.68
6777,consumer,organic,16.8,6,0,0.0
6778,consumer,organic,45.5,5,0,255.49
6779,consumer,organic,70.8,13,0,815.57
6780,smb,paid,30.0,6,0,326.21
6781,prosumer,organic,34.7,9,0,303.75
6782,consumer,paid,59.1,15,0,769.69
6783,consumer,partner,42.1,19,0,662.41
6784,prosumer,partner,30.1,6,1,300.5
6785,consumer,partner,69.8,23,0,1443.83
6786,prosumer,paid,79.8,22,0,1646.64
6787,consumer,partner,23.9,9,0,292.28
6788,consumer,partner,72.6,17,0,1080.27
6789,prosumer,partner,53.3,11,0,635.69
6790,smb,partner,67.7,17,0,1055.76
6791,consumer,organic,67.3,16,0,959.88
6792,consumer,paid,32.4,9,0,297.77
6793,consumer,organic,64.3,8,0,476.56
6794,prosumer,partner,52.2,16,0,798.91
6795,consumer,organic,75.2,31,0,2022.56
6796,prosumer,partner,80.5,28,1,2141.7
6797,consumer,paid,66.1,18,0,1079.16
6798,prosumer,partner,80.3,25,0,1875.6
6799,consumer,organic,95.7,33,1,2816.3
6800,smb,paid,53.0,20,0,1071.61
6801,consumer,organic,37.5,11,0,383.95
6802,consumer,organic,38.4,12,0,527.09
6803,consumer,organic,67.7,14,0,988.88
6804,consumer,organic,69.7,26,0,1689.58
6805,consumer,organic,57.1,15,0,704.25
6806,consumer,paid,69.6,17,0,1159.36
6807,consumer,paid,21.2,6,0,243.36
6808,prosumer,paid,44.9,14,0,659.15
6809,consumer,paid,15.3,5,0,141.55
6810,smb,partner,59.0,18,0,1043.13
6811,consumer,paid,58.4,18,1,962.77
6812,consumer,paid,31.4,9,0,178.38
6813,smb,partner,31.0,9,0,293.97
6814,consumer,paid,19.7,2,0,36.55
6815,consumer,paid,53.8,10,0,509.13
6816,consumer,paid,16.2,10,0,151.67
6817,consumer,paid,63.6,18,0,1109.63
6818,smb,paid,28.4,8,0,249.34
6819,prosumer,paid,63.5,14,0,902.63
6820,consumer,paid,81.0,18,0,1192.96
6821,consumer,paid,27.9,10,0,246.0
6822,consumer,organic,40.7,14,0,493.08
6823,consumer,organic,59.8,7,1,369.19
6824,consumer,partner,52.1,19,0,957.46
6825,smb,partner,39.6,14,1,590.39
6826,consumer,partner,45.2,15,0,569.31
6827,prosumer,paid,60.1,19,0,1125.67
6828,smb,partner,37.1,13,0,565.15
6829,consumer,partner,66.2,21,0,1354.29
6830,consumer,paid,40.1,15,0,624.94
6831,consumer,organic,47.7,13,0,560.38
6832,smb,paid,58.8,19,0,922.27
6833,smb,organic,32.0,14,0,479.24
6834,consumer,paid,66.7,15,1,1018.96
6835,prosumer,paid,48.8,16,0,830.69
6836,prosumer,paid,84.2,29,0,2185.6
6837,consumer,organic,67.4,17,1,1024.61
6838,consumer,organic,44.5,8,0,424.12
6839,consumer,partner,83.7,27,0,2042.55
6840,consumer,partner,17.6,9,0,128.6
6841,prosumer,partner,37.6,10,0,321.73
6842,consumer,organic,66.0,20,0,1274.14
6843,consumer,organic,62.0,16,0,956.12
6844,consumer,organic,43.1,10,0,368.57
6845,consumer,partner,48.5,15,0,728.96
6846,consumer,paid,7.4,5,0,13.47
6847,prosumer,paid,22.3,7,0,140.82
6848,prosumer,partner,55.2,17,0,909.34
6849,consumer,organic,40.7,13,0,570.81
6850,consumer,partner,43.0,10,0,429.19
6851,smb,partner,79.8,35,1,2518.7
6852,consumer,paid,33.6,12,0,441.66
6853,consumer,paid,66.3,22,0,1303.0
6854,smb,paid,37.8,9,0,349.8
6855,consumer,organic,59.1,17,0,921.62
6856,consumer,organic,55.0,18,0,961.45
6857,prosumer,organic,57.7,19,0,1023.38
6858,prosumer,partner,72.6,23,1,1638.09
6859,prosumer,partner,38.8,9,0,429.23
6860,consumer,partner,23.8,4,0,15.75
6861,prosumer,partner,61.0,18,0,994.68
6862,prosumer,organic,29.0,14,0,354.47
6863,smb,organic,49.1,16,0,747.78
6864,consumer,paid,60.9,11,1,755.4
6865,consumer,organic,94.7,27,1,2401.26
6866,consumer,partner,94.4,24,1,2101.4
6867,consumer,organic,26.8,6,0,229.95
6868,prosumer,organic,46.6,16,0,685.38
6869,prosumer,partner,10.5,5,0,84.21
6870,consumer,partner,86.7,22,0,1732.32
6871,consumer,partner,52.0,19,0,933.1
6872,consumer,partner,16.1,4,0,0.0
6873,prosumer,paid,60.8,18,0,938.31
6874,consumer,organic,33.4,9,0,248.07
6875,consumer,paid,14.3,4,0,31.89
6876,consumer,partner,6.3,1,0,12.49
6877,smb,organic,1.9,2,0,22.07
6878,consumer,organic,49.2,17,0,786.84
6879,prosumer,partner,20.3,8,0,175.46
6880,consumer,organic,22.0,8,0,213.9
6881,smb,organic,40.5,15,0,578.83
6882,consumer,organic,40.2,14,0,653.03
6883,smb,paid,74.2,28,0,1853.88
6884,consumer,partner,6.0,5,0,0.0
6885,consumer,partner,42.4,12,0,475.11
6886,consumer,paid,47.1,12,0,542.54
6887,consumer,paid,25.4,9,0,228.42
6888,consumer,organic,43.4,12,0,534.62
6889,prosumer,paid,50.4,21,0,1057.95
6890,consumer,partner,76.3,23,0,1812.79
6891,consumer,paid,62.3,21,0,1234.29
6892,consumer,paid,67.8,19,1,1245.17
6893,smb,organic,25.2,4,0,114.68
6894,prosumer,paid,48.6,22,0,902.52
6895,consumer,paid,55.8,25,0,1282.99
6896,prosumer,organic,26.6,13,0,317.48
6897,consumer,partner,55.4,20,0,903.42
6898,smb,paid,88.3,13,1,998.28
6899,consumer,paid,19.3,4,0,57.64
6900,consumer,paid,21.3,9,0,188.21
6901,consumer,organic,50.6,14,0,698.06
6902,consumer,partner,81.6,24,0,1809.15
6903,prosumer,paid,34.1,25,0,853.96
6904,smb,paid,39.4,9,0,272.63
6905,consumer,organic,49.5,13,0,555.47
6906,consumer,paid,87.4,26,1,2125.56
6907,consumer,organic,25.2,10,0,291.45
6908,consumer,paid,57.6,19,0,1038.26
6909,prosumer,organic,17.8,6,0,161.72
6910,consumer,organic,28.6,14,0,389.81
6911,consumer,organic,30.7,10,0,301.82
6912,smb,partner,14.0,6,0,27.54
6913,prosumer,partner,67.0,14,0,967.54
6914,consumer,partner,22.2,3,0,98.08
6915,consumer,paid,21.4,12,0,191.66
6916,consumer,paid,62.3,10,0,543.49
6917,consumer,organic,75.1,23,1,1739.52
6918,prosumer,paid,43.0,9,1,364.2
6919,consumer,paid,82.3,34,0,2649.97
6920,smb,partner,15.6,9,0,97.05
6921,consumer,organic,32.3,3,0,90.93
6922,consumer,partner,44.5,16,0,704.51
6923,smb,paid,85.6,22,1,1769.77
6924,prosumer,partner,14.5,5,0,90.56
6925,smb,organic,75.1,15,0,955.59
6926,consumer,organic,22.3,8,0,124.18
6927,consumer,paid,38.5,11,0,393.27
6928,prosumer,paid,41.6,11,0,451.02
6929,prosumer,partner,39.5,10,0,275.07
6930,consumer,paid,58.7,9,0,462.24
6931,smb,paid,39.7,15,0,665.21
6932,consumer,organic,39.2,8,0,388.47
6933,consumer,organic,74.5,17,0,1116.19
6934,consumer,paid,43.1,9,0,210.44
6935,consumer,partner,32.3,11,0,368.67
6936,prosumer,paid,75.1,10,0,687.68
6937,consumer,organic,45.0,18,0,742.35
6938,prosumer,paid,30.5,9,0,315.6
6939,smb,paid,53.9,17,0,824.38
6940,consumer,paid,57.3,22,0,1139.27
6941,smb,organic,5.1,3,0,178.45
6942,consumer,partner,84.9,22,0,1788.91
6943,prosumer,organic,56.2,18,0,994.28
6944,consumer,paid,56.9,24,0,1230.84
6945,consumer,paid,82.2,24,0,1743.65
6946,smb,paid,25.0,11,0,216.83
6947,prosumer,paid,55.7,16,0,820.1
6948,smb,organic,50.0,19,0,866.66
6949,consumer,partner,44.4,18,0,777.58
6950,consumer,partner,78.4,27,0,1878.84
6951,prosumer,paid,69.3,32,1,2025.68
6952,smb,organic,49.8,22,0,1016.15
6953,consumer,paid,84.9,24,0,1889.01
6954,prosumer,paid,66.8,23,0,1384.04
6955,prosumer,partner,47.1,12,1,593.29
6956,consumer,paid,51.7,13,0,707.6
6957,prosumer,organic,14.4,5,0,76.7
6958,consumer,paid,37.3,9,0,291.09
6959,prosumer,partner,63.3,20,0,1150.16
6960,consumer,partner,49.6,15,0,663.68
6961,smb,organic,39.0,7,0,279.59
6962,consumer,paid,51.4,12,1,642.38
6963,prosumer,paid,20.1,4,0,118.28
6964,consumer,partner,41.3,8,0,416.28
6965,smb,paid,45.1,8,0,344.12
6966,consumer,paid,54.2,17,0,842.3
6967,consumer,organic,81.4,16,0,1270.82
6968,smb,partner,25.7,8,0,214.88
6969,consumer,organic,60.7,18,0,935.53
6970,consumer,paid,5.6,3,0,100.54
6971,prosumer,paid,76.4,18,1,1266.01
6972,smb,organic,76.0,20,0,1326.85
6973,prosumer,paid,42.8,14,0,573.68
6974,smb,paid,26.9,7,0,228.62
6975,prosumer,paid,13.1,3,0,0.0
6976,consumer,paid,14.4,5,0,104.64
6977,consumer,paid,46.2,14,0,600.41
6978,consumer,paid,66.4,23,1,1326.68
6979,prosumer,organic,47.5,21,0,945.46
6980,consumer,paid,29.9,10,0,252.31
6981,consumer,organic,30.4,7,0,165.03
6982,consumer,organic,24.4,7,0,77.64
6983,consumer,paid,64.9,12,0,693.6
6984,consumer,organic,39.0,6,0,274.83
6985,consumer,paid,38.5,12,0,498.29
6986,consumer,organic,21.6,10,0,291.68
6987,consumer,organic,26.9,9,0,209.94
6988,consumer,partner,86.1,22,0,1815.36
6989,prosumer,paid,63.1,17,0,1018.26
6990,consumer,partner,22.5,6,0,224.26
6991,prosumer,paid,61.3,13,0,723.22
6992,smb,partner,50.4,19,0,882.2
6993,consumer,organic,37.2,13,0,405.27
6994,prosumer,partner,60.3,11,0,652.36
6995,prosumer,partner,45.9,16,1,807.35
6996,smb,partner,72.6,18,0,1124.79
6997,prosumer,paid,27.3,9,0,241.03
6998,prosumer,paid,24.9,13,0,351.0
6999,smb,paid,35.2,9,0,272.43
7000,consumer,partner,62.0,25,0,1404.53
7001,consumer,paid,72.4,25,0,1720.11
7002,consumer,partner,47.9,14,0,626.34
7003,prosumer,organic,66.1,19,0,1142.27
7004,consumer,paid,24.6,12,0,160.35
7005,prosumer,paid,57.6,20,0,1088.69
7006,consumer,paid,28.1,14,0,408.5
7007,consumer,organic,52.4,17,0,936.46
7008,consumer,paid,33.5,15,0,519.35
7009,consumer,paid,76.0,30,0,2063.79
7010,consumer,paid,25.7,6,0,171.22
7011,prosumer,paid,42.7,9,0,299.32
7012,consumer,partner,48.2,11,0,497.28
7013,prosumer,paid,31.9,8,0,245.05
7014,prosumer,paid,84.0,25,0,1938.28
7015,consumer,organic,87.5,18,1,1443.35
7016,consumer,organic,45.6,17,1,828.64
7017,consumer,paid,38.8,12,0,405.9
7018,prosumer,paid,67.4,21,0,1318.9
7019,consumer,organic,82.9,18,0,1342.45
7020,consumer,paid,48.4,19,0,896.21
7021,prosumer,partner,77.7,17,0,1270.72
7022,consumer,partner,81.9,29,0,2193.57
7023,smb,organic,34.2,14,0,431.47
7024,consumer,paid,50.9,10,0,584.84
7025,consumer,partner,83.4,28,1,2133.11
7026,consumer,organic,57.9,19,0,972.39
7027,consumer,paid,36.1,14,0,470.4
7028,smb,organic,49.7,13,0,508.03
7029,consumer,organic,51.9,11,0,635.27
7030,smb,partner,9.7,4,0,110.87
7031,prosumer,organic,8.8,5,0,145.21
7032,consumer,paid,59.2,12,0,590.08
7033,consumer,partner,32.3,9,0,270.12
7034,consumer,paid,22.7,6,0,218.37
7035,consumer,organic,59.9,14,0,787.74
7036,consumer,partner,37.5,9,0,350.09
7037,consumer,paid,48.9,18,0,773.88
7038,prosumer,paid,49.7,22,0,1115.58
7039,consumer,partner,25.0,5,0,196.02
7040,consumer,partner,35.1,12,0,446.82
7041,prosumer,organic,47.5,9,0,474.45
7042,consumer,partner,54.2,13,0,689.66
7043,prosumer,partner,35.3,11,0,452.04
7044,consumer,paid,44.2,17,0,715.4
7045,consumer,organic,34.0,12,0,465.95
7046,prosumer,paid,54.4,17,0,794.56
7047,consumer,partner,37.8,10,0,430.56
7048,consumer,partner,42.2,11,0,570.03
7049,prosumer,paid,8.9,4,0,63.41
7050,smb,partner,51.8,15,0,693.03
7051,consumer,organic,43.5,18,0,702.68
7052,smb,paid,79.2,16,0,1120.94
7053,consumer,organic,40.7,10,0,489.52
7054,consumer,partner,32.6,13,0,489.98
7055,consumer,partner,64.2,22,0,1363.73
7056,consumer,paid,42.5,13,0,480.07
7057,smb,paid,32.0,11,0,361.16
7058,smb,organic,56.6,20,0,984.45
7059,consumer,paid,63.8,21,0,1229.55
7060,consumer,organic,16.2,4,0,121.61
7061,smb,organic,72.1,26,0,1669.17
7062,consumer,organic,40.0,12,0,415.62
7063,prosumer,partner,54.7,17,1,833.44
7064,consumer,partner,33.2,9,0,331.03
7065,smb,paid,44.6,15,0,560.51
7066,consumer,paid,41.4,12,0,427.44
7067,consumer,partner,32.0,13,0,409.82
7068,consumer,organic,69.9,13,0,824.35
7069,consumer,partner,28.9,10,0,313.36
7070,prosumer,organic,21.1,5,0,121.82
7071,consumer,organic,42.2,8,0,288.13
7072,consumer,paid,47.4,13,0,583.54
7073,consumer,paid,51.7,12,0,580.65
7074,prosumer,paid,60.9,18,0,979.3
7075,smb,partner,59.0,27,0,1488.46
7076,prosumer,partner,71.4,17,0,1100.65
7077,consumer,partner,34.4,6,0,233.2
