rep_id,region,tenure_months,q1_sales_k,coached,q2_sales_k
6808,LATAM,26,57.5,0,71.1
6809,LATAM,48,59.6,0,53.9
6810,EMEA,35,52.0,0,37.9
6811,APAC,54,57.6,0,70.5
6812,EMEA,38,75.6,0,55.2
6813,NA,36,41.9,1,46.5
6814,APAC,32,37.5,1,47.5
6815,EMEA,17,26.4,1,35.8
6816,LATAM,24,47.1,0,52.1
6817,LATAM,34,55.1,0,23.6
6818,LATAM,21,66.6,0,38.8
6819,LATAM,54,35.5,1,36.8
6820,NA,10,48.1,0,37.8
6821,NA,44,77.2,0,75.6
6822,NA,55,69.9,0,44.8
6823,LATAM,4,32.5,1,20.2
6824,LATAM,8,52.2,1,32.0
6825,LATAM,47,25.1,1,13.5
6826,EMEA,58,51.2,1,39.6
6827,NA,5,60.4,0,59.0
6828,EMEA,53,66.2,0,66.5
6829,NA,59,48.2,0,64.8
6830,EMEA,28,36.4,1,39.9
6831,EMEA,40,41.6,0,44.1
6832,APAC,59,92.0,0,86.4
6833,LATAM,4,65.0,0,65.8
6834,NA,55,59.0,1,79.6
6835,APAC,54,45.5,0,22.1
6836,LATAM,58,18.0,1,28.3
6837,EMEA,53,33.6,0,54.3
6838,LATAM,37,74.6,0,64.2
6839,NA,44,23.4,1,32.9
6840,LATAM,39,46.1,0,32.9
6841,LATAM,32,30.1,1,34.3
6842,NA,8,74.8,0,66.3
6843,LATAM,56,39.6,0,53.3
6844,EMEA,35,48.7,0,54.1
6845,NA,48,76.1,0,47.6
6846,APAC,23,76.0,0,57.1
6847,LATAM,57,45.5,0,77.4
6848,LATAM,29,35.5,1,24.9
6849,NA,9,49.1,0,61.2
6850,LATAM,32,54.7,1,34.6
6851,LATAM,16,39.7,1,53.9
6852,EMEA,20,74.1,0,70.3
6853,APAC,55,75.9,0,91.7
6854,APAC,37,58.6,0,47.5
6855,NA,3,41.2,0,56.1
6856,LATAM,32,27.4,1,39.1
6857,APAC,11,67.3,0,37.8
6858,EMEA,14,33.0,1,45.7
6859,APAC,18,50.1,0,54.3
6860,LATAM,11,41.0,0,58.0
6861,LATAM,51,45.1,1,52.3
6862,EMEA,59,46.5,1,20.9
6863,NA,58,66.6,0,63.5
6864,APAC,31,41.1,1,43.4
6865,EMEA,4,53.5,0,47.0
6866,APAC,33,54.7,0,30.2
6867,NA,33,62.3,0,62.8
6868,APAC,45,40.4,1,37.5
6869,APAC,23,52.9,0,55.8
6870,APAC,56,28.4,1,52.1
6871,APAC,39,44.2,0,75.5
6872,EMEA,58,61.2,0,38.1
6873,LATAM,28,66.3,0,38.9
6874,APAC,2,49.1,0,68.1
6875,APAC,32,64.2,0,70.0
6876,EMEA,55,57.5,0,63.7
6877,LATAM,36,49.2,1,64.6
6878,APAC,12,32.3,1,44.9
6879,LATAM,22,37.8,1,51.9
6880,LATAM,35,26.2,1,34.7
6881,APAC,11,54.1,0,59.6
6882,APAC,4,56.3,1,37.0
6883,APAC,4,69.7,0,54.3
6884,EMEA,48,50.2,0,61.0
6885,NA,17,56.8,0,46.6
6886,LATAM,10,31.8,1,15.9
6887,LATAM,42,51.8,0,48.4
6888,EMEA,49,75.3,0,54.2
6889,NA,45,46.6,1,48.6
6890,APAC,58,29.5,1,7.4
6891,APAC,59,76.6,0,81.7
6892,NA,25,58.6,0,34.0
6893,NA,52,50.7,0,59.1
6894,NA,58,57.2,0,44.8
6895,NA,3,52.0,0,30.7
6896,NA,48,37.2,0,42.4
6897,LATAM,6,59.2,0,31.0
6898,NA,28,24.8,1,40.2
6899,LATAM,28,68.7,0,59.2
6900,NA,36,0.8,1,14.1
6901,LATAM,52,62.6,0,57.4
6902,APAC,29,39.6,0,40.8
6903,EMEA,33,71.7,0,59.8
6904,APAC,26,26.4,1,28.5
6905,NA,54,46.9,0,30.6
6906,EMEA,11,52.4,0,23.9
6907,NA,18,79.7,0,73.6
6908,EMEA,38,59.2,0,63.1
6909,NA,25,57.2,0,77.0
6910,LATAM,23,84.4,0,30.5
6911,EMEA,57,31.5,1,65.5
6912,APAC,3,46.9,1,49.7
6913,APAC,10,55.9,0,59.0
6914,LATAM,27,68.7,0,63.6
6915,LATAM,8,40.8,0,44.6
6916,APAC,45,51.4,0,63.5
6917,NA,31,52.1,0,29.8
6918,APAC,31,56.3,0,61.6
6919,NA,11,46.5,1,46.0
6920,APAC,13,74.2,0,58.8
6921,APAC,4,65.1,0,56.6
6922,NA,21,50.6,0,58.5
6923,NA,5,68.4,0,82.4
6924,APAC,17,38.3,0,34.4
6925,EMEA,5,76.2,0,66.9
6926,NA,19,51.1,1,64.0
6927,EMEA,31,35.4,1,19.3
6928,LATAM,42,39.6,1,51.8
6929,EMEA,45,44.8,0,29.4
6930,NA,19,37.5,1,47.7
6931,APAC,41,34.1,1,56.2
6932,LATAM,17,49.2,0,41.9
6933,NA,12,50.6,1,44.4
6934,NA,5,62.2,0,41.7
6935,APAC,23,45.4,1,56.3
6936,EMEA,21,22.4,1,23.9
6937,LATAM,26,51.1,0,56.7
6938,LATAM,49,11.5,1,11.5
6939,EMEA,38,52.4,0,45.6
6940,APAC,48,38.3,1,29.3
6941,LATAM,9,30.3,1,31.2
6942,NA,40,27.5,1,26.4
6943,NA,41,38.9,1,40.2
6944,EMEA,56,54.2,0,72.0
6945,APAC,57,28.9,1,42.6
6946,EMEA,23,43.6,1,35.9
6947,EMEA,43,63.5,0,54.8
6948,LATAM,44,63.0,0,58.6
6949,NA,47,63.1,0,65.2
6950,NA,3,73.2,0,63.9
6951,NA,23,36.2,0,40.7
6952,EMEA,38,71.1,0,62.3
6953,APAC,15,62.3,0,69.0
6954,APAC,16,33.5,0,55.5
6955,LATAM,52,37.7,1,38.6
6956,EMEA,57,55.2,0,36.6
6957,APAC,30,44.0,0,67.1
6958,LATAM,6,34.2,1,65.0
6959,EMEA,18,67.5,0,71.6
6960,APAC,41,34.5,1,31.4
6961,EMEA,45,51.4,0,60.7
6962,LATAM,54,43.5,0,39.2
6963,LATAM,18,28.6,1,31.0
6964,NA,33,28.8,1,46.8
6965,LATAM,8,54.4,1,42.8
6966,EMEA,51,67.8,0,44.3
6967,APAC,37,55.7,0,63.3
6968,EMEA,49,19.6,1,47.6
6969,APAC,33,70.1,0,58.9
6970,EMEA,50,58.3,0,37.9
6971,EMEA,15,52.1,0,63.8
6972,NA,40,37.7,1,37.6
6973,LATAM,17,73.8,0,59.3
6974,LATAM,48,68.4,0,80.0
6975,EMEA,18,50.5,0,45.2
6976,EMEA,58,50.5,0,50.1
6977,NA,26,42.4,0,42.0
6978,NA,47,26.2,1,32.2
6979,NA,2,58.8,0,46.6
6980,NA,2,61.0,0,52.2
6981,NA,35,77.3,0,60.0
6982,EMEA,22,38.6,1,66.2
6983,NA,22,62.0,0,70.1
6984,LATAM,6,57.8,0,37.4
6985,EMEA,21,63.2,0,37.0
6986,EMEA,33,90.5,0,77.2
6987,APAC,23,43.7,0,35.5
6988,LATAM,55,74.1,0,55.3
6989,EMEA,54,53.0,0,50.3
6990,EMEA,31,67.8,0,54.4
6991,EMEA,3,54.9,0,74.0
6992,APAC,43,55.2,0,71.1
6993,LATAM,56,36.7,1,53.5
6994,EMEA,45,54.7,0,41.7
6995,APAC,7,60.2,1,62.6
6996,APAC,21,35.2,1,25.0
6997,NA,12,45.9,1,46.3
6998,NA,56,59.9,0,46.2
6999,NA,50,75.4,0,75.7
7000,APAC,9,73.3,0,72.8
7001,NA,56,53.4,0,38.3
7002,NA,38,46.7,0,45.0
7003,NA,58,55.8,0,55.6
7004,LATAM,38,37.2,0,38.2
7005,EMEA,59,85.2,0,98.6
7006,LATAM,47,46.4,0,49.9
7007,EMEA,57,19.5,1,40.1
7008,NA,32,41.1,1,27.9
7009,APAC,56,39.2,1,34.3
7010,EMEA,12,36.1,1,27.4
7011,NA,26,53.0,0,43.1
7012,EMEA,36,62.7,0,36.3
7013,EMEA,47,41.5,0,41.2
7014,NA,49,55.1,0,64.5
7015,NA,32,65.7,0,48.5
7016,LATAM,11,67.5,0,43.2
7017,NA,33,39.9,1,41.2
7018,EMEA,16,62.2,0,72.9
7019,EMEA,36,64.1,0,60.1
7020,NA,21,38.0,0,43.4
7021,EMEA,56,55.9,0,49.4
7022,NA,51,37.9,0,38.9
7023,APAC,3,57.1,0,50.4
7024,APAC,8,57.4,0,70.5
7025,LATAM,14,50.5,0,36.6
7026,LATAM,7,54.7,0,60.9
7027,LATAM,23,64.8,0,62.0
7028,NA,34,71.3,0,64.2
7029,NA,26,69.6,0,40.5
7030,NA,33,53.7,0,55.3
7031,EMEA,53,64.0,0,69.2
7032,APAC,41,72.6,0,62.0
7033,EMEA,51,43.3,1,39.5
7034,LATAM,25,47.1,1,33.2
7035,EMEA,49,53.3,0,40.7
7036,EMEA,19,49.1,0,63.6
7037,NA,30,48.9,0,18.8
7038,NA,19,44.6,1,64.4
7039,EMEA,28,35.8,1,34.8
7040,LATAM,30,63.3,0,72.6
7041,LATAM,14,58.8,0,57.5
7042,NA,56,60.2,0,69.9
7043,APAC,9,33.3,1,22.4
7044,LATAM,34,63.8,1,66.6
7045,APAC,44,66.7,0,42.6
7046,NA,37,43.2,1,66.5
7047,LATAM,43,69.5,0,51.8
7048,EMEA,40,24.6,1,35.3
7049,LATAM,35,53.2,0,70.5
7050,NA,21,44.6,0,35.3
7051,APAC,32,58.8,0,47.3
7052,EMEA,48,49.9,0,46.5
7053,LATAM,56,62.8,0,88.2
7054,EMEA,56,31.4,1,16.0
7055,EMEA,6,58.7,0,83.3
7056,EMEA,43,28.7,1,27.7
7057,APAC,18,51.5,0,39.6
7058,APAC,17,46.7,0,41.9
7059,NA,36,53.6,0,36.6
7060,LATAM,11,46.1,0,62.4
7061,EMEA,42,9.4,1,19.7
7062,NA,32,59.2,0,67.7
7063,LATAM,56,52.0,0,43.6
7064,APAC,34,60.7,0,59.5
7065,LATAM,33,16.5,1,25.0
7066,EMEA,52,24.4,1,51.7
7067,EMEA,40,43.9,1,45.2
7068,EMEA,18,68.2,0,68.5
7069,APAC,35,50.6,0,33.0
7070,LATAM,49,57.2,0,76.4
7071,LATAM,32,48.9,0,50.2
7072,EMEA,48,96.7,0,91.9
7073,NA,59,64.0,0,70.3
7074,LATAM,34,59.5,0,78.1
7075,EMEA,30,66.2,0,49.0
7076,APAC,36,37.3,1,41.7
7077,EMEA,3,44.4,0,56.4
7078,EMEA,51,63.8,0,44.0
7079,EMEA,59,45.8,0,26.9
7080,NA,47,39.4,1,24.3
7081,EMEA,26,66.9,0,44.0
7082,APAC,22,37.6,0,50.8
7083,APAC,27,49.3,0,65.7
7084,NA,33,17.1,1,27.8
7085,APAC,19,62.9,1,51.1
7086,NA,12,43.9,0,23.8
7087,NA,34,58.8,0,37.9
7088,LATAM,33,63.9,0,25.4
7089,NA,2,66.9,0,78.1
7090,APAC,41,66.1,0,64.2
7091,EMEA,39,45.2,0,51.8
7092,NA,58,58.1,0,69.7
7093,EMEA,2,46.5,0,73.9
7094,NA,15,39.1,1,58.7
7095,LATAM,3,38.4,1,40.3
7096,NA,25,90.4,0,50.1
7097,NA,38,73.7,0,71.2
7098,LATAM,24,54.1,0,64.7
7099,EMEA,14,45.5,1,39.1
7100,NA,44,61.1,0,48.1
7101,LATAM,47,62.1,0,54.1
7102,APAC,32,58.4,0,39.4
7103,EMEA,22,66.5,0,47.2
7104,EMEA,54,55.8,0,68.4
7105,LATAM,38,33.4,1,22.6
7106,APAC,13,57.2,0,36.5
7107,APAC,30,58.4,0,73.0
7108,EMEA,57,44.8,0,53.1
7109,NA,23,79.4,0,66.9
7110,LATAM,13,47.5,0,28.7
7111,LATAM,57,54.6,0,36.9
7112,EMEA,27,26.6,1,32.4
7113,EMEA,32,47.6,0,35.1
7114,APAC,44,84.7,0,62.2
7115,EMEA,43,29.8,1,45.6
7116,NA,4,82.1,0,90.3
7117,APAC,26,60.9,0,73.3
7118,APAC,11,64.2,0,51.1
7119,LATAM,45,63.1,0,69.3
7120,LATAM,25,67.6,0,54.3
7121,EMEA,43,63.9,0,89.6
7122,APAC,49,37.4,1,39.7
7123,APAC,19,37.3,0,29.6
7124,NA,31,42.8,0,54.8
7125,EMEA,12,26.4,1,39.5
7126,APAC,32,51.5,0,32.4
7127,EMEA,32,44.9,0,39.3
7128,APAC,48,58.3,0,50.8
7129,EMEA,43,49.8,0,52.3
7130,NA,49,23.7,1,52.2
7131,LATAM,17,28.4,1,41.3
7132,NA,58,60.7,0,29.6
7133,EMEA,59,62.5,0,58.5
7134,APAC,36,66.1,0,55.2
7135,APAC,26,36.4,1,56.0
7136,NA,47,53.7,0,38.8
7137,APAC,53,59.3,0,69.9
7138,EMEA,40,37.2,1,50.5
7139,LATAM,46,69.2,0,70.4
7140,EMEA,51,63.3,0,79.4
7141,APAC,56,37.0,1,34.6
7142,LATAM,50,43.3,0,41.0
7143,EMEA,41,30.4,1,25.6
7144,EMEA,45,39.3,1,15.9
7145,LATAM,57,61.2,0,40.8
7146,NA,3,55.3,0,57.1
7147,EMEA,9,44.7,0,25.5
7148,NA,41,43.2,0,47.2
7149,EMEA,32,49.6,1,65.1
7150,NA,24,64.4,0,52.4
7151,NA,19,84.1,0,58.3
7152,LATAM,59,56.9,0,46.7
7153,APAC,17,46.2,1,46.0
7154,LATAM,40,49.6,0,48.4
7155,LATAM,33,59.6,0,49.3
7156,EMEA,16,28.4,1,46.6
7157,EMEA,44,57.8,1,32.5
7158,NA,17,26.3,1,33.4
7159,APAC,46,29.8,1,34.9
7160,APAC,25,51.0,0,30.3
7161,LATAM,59,61.0,0,39.4
7162,NA,32,31.7,1,61.4
7163,LATAM,31,48.0,1,54.3
7164,NA,52,38.6,1,53.9
7165,LATAM,10,51.8,0,53.5
7166,NA,26,39.0,0,32.2
7167,LATAM,42,35.3,0,44.9
7168,NA,13,49.3,0,59.6
7169,NA,28,34.6,1,39.8
7170,LATAM,57,60.8,0,67.6
7171,EMEA,38,63.1,0,76.9
7172,APAC,21,60.8,0,54.6
7173,APAC,54,33.4,1,52.2
7174,EMEA,52,34.1,1,36.8
7175,APAC,44,54.3,0,73.4
7176,NA,15,78.7,0,57.2
7177,LATAM,54,64.6,0,59.8
7178,NA,26,59.9,0,48.7
7179,LATAM,17,40.7,1,34.5
7180,APAC,24,56.4,0,56.7
7181,APAC,11,33.3,1,21.3
7182,NA,33,83.0,0,67.4
7183,LATAM,39,31.4,1,44.1
7184,EMEA,50,1.4,1,36.9
7185,LATAM,29,50.7,0,68.0
7186,EMEA,2,64.7,0,51.2
7187,NA,23,69.0,0,67.4
7188,APAC,19,50.6,0,59.1
7189,NA,52,24.1,1,39.6
7190,NA,37,24.9,1,41.5
7191,EMEA,29,37.0,0,32.2
7192,NA,51,52.8,1,39.0
7193,APAC,54,34.8,1,58.5
7194,EMEA,45,47.2,1,39.9
7195,LATAM,42,48.2,0,52.9
7196,APAC,23,55.8,0,59.4
7197,LATAM,56,55.1,0,42.1
7198,LATAM,43,21.6,1,37.0
7199,NA,44,51.5,0,84.8
7200,LATAM,25,44.0,0,48.0
7201,LATAM,37,31.1,1,41.5
7202,APAC,29,59.0,0,46.2
7203,EMEA,29,53.8,0,76.7
7204,LATAM,17,43.7,1,48.1
7205,EMEA,15,53.2,0,45.8
7206,EMEA,47,66.8,0,61.5
7207,NA,44,45.2,1,44.0
7208,LATAM,37,53.1,1,57.3
7209,APAC,3,40.6,1,42.8
7210,EMEA,9,51.7,0,55.9
7211,NA,55,60.6,0,45.2
7212,LATAM,42,52.3,0,55.0
7213,EMEA,52,47.8,0,61.1
7214,EMEA,42,22.4,1,19.8
7215,APAC,7,50.7,0,84.9
7216,NA,40,44.3,1,56.4
7217,LATAM,50,13.3,1,46.9
7218,EMEA,4,54.2,0,53.0
7219,NA,21,31.6,0,14.7
7220,LATAM,45,49.8,0,58.1
7221,LATAM,3,25.2,1,34.3
7222,NA,43,57.2,0,46.4
7223,LATAM,18,57.7,0,62.6
7224,NA,26,58.5,0,54.2
7225,EMEA,54,61.7,0,56.7
7226,APAC,59,48.4,0,33.6
7227,APAC,54,60.7,0,54.8
7228,APAC,18,54.9,0,32.7
7229,LATAM,44,34.1,1,43.8
7230,LATAM,36,44.1,0,64.6
7231,LATAM,19,26.1,1,54.4
7232,APAC,52,55.9,1,41.1
7233,EMEA,49,63.1,0,47.3
7234,EMEA,11,52.3,0,50.5
7235,NA,59,80.6,0,68.0
7236,EMEA,40,64.6,0,72.9
7237,APAC,10,69.4,0,70.1
7238,NA,50,38.4,1,26.1
7239,NA,54,39.7,0,23.8
7240,LATAM,12,54.3,0,50.7
7241,LATAM,59,39.8,1,55.4
7242,APAC,30,32.1,1,34.1
7243,LATAM,49,55.9,0,55.5
7244,NA,18,63.2,0,67.2
7245,APAC,53,39.3,1,45.5
7246,NA,40,57.8,0,42.3
7247,EMEA,16,29.1,1,48.0
7248,NA,5,45.3,1,51.3
7249,EMEA,53,46.0,0,43.6
7250,NA,32,60.4,0,71.8
7251,NA,7,55.5,0,50.2
7252,APAC,27,64.6,0,48.4
7253,EMEA,18,69.5,0,52.6
7254,EMEA,37,61.2,0,57.9
7255,APAC,49,55.7,0,46.9
7256,APAC,8,53.2,0,33.9
7257,LATAM,41,81.2,0,70.7
7258,LATAM,58,26.6,1,35.3
7259,NA,54,41.6,0,35.1
7260,LATAM,2,65.3,0,56.6
7261,EMEA,56,50.9,1,57.4
7262,NA,41,45.6,0,24.3
7263,LATAM,22,22.7,1,15.5
7264,LATAM,12,46.5,0,37.4
7265,APAC,54,19.4,1,18.0
7266,EMEA,58,50.5,0,21.3
7267,EMEA,55,43.8,0,56.5
7268,LATAM,20,46.8,1,56.8
7269,APAC,59,26.5,1,27.4
7270,NA,51,34.2,1,47.7
7271,LATAM,7,31.1,0,13.1
7272,LATAM,21,37.1,1,29.8
7273,LATAM,38,11.2,1,54.6
7274,LATAM,5,51.3,0,84.0
7275,EMEA,10,29.0,1,56.2
7276,LATAM,34,62.9,0,56.1
7277,LATAM,45,37.3,1,39.4
7278,EMEA,31,15.0,1,48.6
7279,EMEA,35,50.2,0,36.2
7280,EMEA,24,56.1,0,55.5
7281,LATAM,52,56.3,0,53.6
7282,APAC,32,42.6,0,41.3
7283,LATAM,43,71.5,0,52.8
7284,LATAM,18,43.6,1,62.9
7285,APAC,27,46.0,0,24.8
7286,APAC,20,55.0,0,34.4
7287,NA,24,53.5,0,52.3
7288,APAC,15,47.1,1,50.1
7289,NA,27,38.7,1,36.6
7290,EMEA,23,41.3,0,54.2
7291,EMEA,39,37.5,1,51.4
7292,LATAM,19,49.9,0,38.9
7293,NA,47,28.2,1,20.0
7294,NA,14,52.6,1,48.8
7295,LATAM,12,48.8,0,40.6
7296,LATAM,31,49.5,0,67.3
7297,NA,10,43.3,0,42.4
7298,LATAM,32,39.9,0,28.8
7299,EMEA,33,66.4,0,70.1
7300,EMEA,18,57.3,0,42.1
7301,NA,16,55.4,0,57.7
7302,NA,53,65.9,0,54.1
7303,NA,57,59.4,0,55.4
7304,APAC,4,71.0,0,52.1
7305,LATAM,11,44.5,0,40.5
7306,NA,7,40.7,1,43.6
7307,EMEA,20,71.6,0,41.8
7308,NA,44,48.6,1,44.8
7309,EMEA,22,47.3,0,44.2
7310,EMEA,23,52.3,0,47.2
7311,APAC,26,91.6,0,61.7
7312,LATAM,7,54.0,0,39.6
7313,EMEA,53,55.8,0,65.4
7314,EMEA,49,59.2,0,52.0
7315,APAC,54,49.4,0,52.3
7316,LATAM,23,56.6,0,52.9
7317,EMEA,24,49.5,1,25.2
7318,APAC,54,45.2,0,41.3
7319,APAC,26,39.2,0,30.4
7320,LATAM,9,44.1,0,44.9
7321,NA,17,55.4,0,46.2
7322,APAC,20,35.8,1,40.5
7323,LATAM,55,38.2,1,35.3
7324,APAC,21,43.7,1,58.1
7325,EMEA,6,69.3,0,75.9
7326,EMEA,36,70.8,0,68.2
7327,APAC,21,27.5,1,41.4
7328,APAC,42,30.6,1,58.2
7329,APAC,6,47.9,0,52.9
7330,EMEA,14,67.5,0,55.8
7331,APAC,8,49.0,0,48.6
7332,LATAM,25,53.0,0,83.5
7333,LATAM,45,50.5,0,37.8
7334,EMEA,2,36.7,0,37.8
7335,APAC,26,20.6,0,29.7
7336,NA,4,45.6,1,59.4
7337,LATAM,22,43.7,1,54.6
7338,EMEA,36,48.8,1,36.2
7339,NA,57,68.3,0,53.5
7340,EMEA,48,32.1,1,35.7
7341,LATAM,7,49.7,1,46.1
7342,LATAM,47,53.8,0,50.2
7343,APAC,15,55.1,0,52.0
7344,APAC,20,51.3,0,42.0
7345,LATAM,17,52.8,0,51.5
7346,NA,17,40.4,1,51.2
7347,LATAM,21,53.0,0,36.1
7348,APAC,17,23.1,1,34.4
7349,APAC,6,88.7,0,41.0
7350,LATAM,29,39.8,1,56.6
7351,APAC,46,76.9,0,89.4
7352,EMEA,17,72.0,0,74.2
7353,NA,51,62.3,0,46.8
7354,EMEA,16,38.7,0,56.8
7355,LATAM,11,50.2,0,47.3
7356,EMEA,28,39.3,1,46.9
7357,EMEA,35,33.6,1,43.6
7358,APAC,55,50.2,0,54.9
7359,EMEA,57,18.2,1,11.4
7360,EMEA,9,67.1,0,45.5
7361,APAC,39,40.6,1,49.1
7362,NA,24,67.9,0,43.3
7363,NA,46,63.7,0,67.6
7364,LATAM,6,31.7,1,34.6
7365,NA,49,37.0,1,30.8
7366,EMEA,38,41.1,0,53.4
7367,LATAM,19,22.2,1,0.6
7368,LATAM,24,32.7,1,60.3
7369,EMEA,30,41.4,1,37.9
7370,APAC,2,44.9,0,48.6
7371,LATAM,2,70.1,0,51.4
7372,NA,56,49.5,0,41.2
7373,LATAM,52,79.3,0,59.7
7374,NA,26,50.3,0,68.0
7375,APAC,20,34.9,1,28.4
7376,NA,13,51.2,0,66.7
7377,EMEA,52,32.2,0,50.3
7378,LATAM,9,45.9,0,32.4
7379,NA,29,52.1,1,60.2
7380,NA,34,54.9,1,60.2
7381,LATAM,16,76.2,0,60.3
7382,EMEA,58,21.4,1,29.3
7383,LATAM,9,62.3,0,70.5
7384,EMEA,30,34.9,1,58.9
7385,NA,48,82.1,0,56.7
7386,APAC,19,42.7,0,52.3
7387,APAC,21,43.4,1,42.7
7388,NA,17,45.5,0,25.8
7389,APAC,8,69.0,0,62.2
7390,LATAM,10,39.6,0,69.3
7391,NA,37,48.9,0,53.6
7392,EMEA,11,39.4,1,61.6
7393,LATAM,5,46.6,1,54.3
7394,EMEA,58,43.3,1,25.4
7395,APAC,49,60.0,0,61.0
7396,EMEA,6,29.1,1,39.6
7397,LATAM,27,13.3,1,7.8
7398,APAC,9,41.9,1,40.7
7399,LATAM,43,28.9,0,40.8
7400,LATAM,49,47.8,0,49.3
7401,LATAM,58,42.8,1,42.7
7402,LATAM,24,51.6,0,48.7
7403,EMEA,12,42.9,1,51.2
7404,LATAM,10,63.4,0,39.0
7405,EMEA,54,8.1,1,12.7
7406,NA,41,75.4,0,71.2
7407,EMEA,59,62.2,0,61.3
7408,NA,47,55.3,0,36.5
7409,EMEA,47,35.5,1,44.0
7410,LATAM,7,48.9,0,42.6
7411,APAC,6,51.6,0,45.5
7412,APAC,53,52.3,0,78.8
7413,NA,35,17.7,1,23.9
7414,APAC,29,22.3,1,72.6
7415,EMEA,19,53.6,0,43.9
7416,LATAM,10,69.1,0,84.4
7417,APAC,19,58.4,0,51.3
7418,APAC,45,63.8,0,61.6
7419,EMEA,6,26.5,1,30.1
7420,LATAM,57,46.7,0,30.3
7421,NA,2,46.1,0,44.9
7422,EMEA,7,71.9,0,42.0
7423,APAC,50,58.6,1,66.1
7424,EMEA,6,80.4,0,81.9
7425,NA,56,70.3,0,50.7
7426,LATAM,59,61.9,0,56.1
7427,NA,22,54.6,0,27.8
7428,EMEA,37,30.0,1,21.5
7429,LATAM,52,54.6,0,41.9
7430,APAC,12,48.4,1,37.3
7431,NA,17,14.7,1,49.1
7432,APAC,9,43.8,1,62.5
7433,EMEA,14,39.2,1,42.8
7434,LATAM,43,50.0,1,71.9
7435,APAC,5,59.1,0,59.2
7436,LATAM,40,29.2,1,37.8
7437,NA,6,29.1,1,54.6
7438,APAC,33,70.1,0,69.4
7439,EMEA,11,71.5,0,62.5
7440,NA,47,28.7,1,28.8
7441,APAC,34,73.2,0,81.3
7442,APAC,14,74.0,0,58.6
7443,EMEA,8,78.9,0,51.4
7444,EMEA,49,29.2,1,34.8
7445,LATAM,18,79.0,0,77.2
7446,NA,3,18.3,1,15.6
7447,EMEA,26,44.4,0,66.5
7448,LATAM,55,64.6,0,54.4
7449,APAC,26,75.9,0,57.6
7450,APAC,40,74.5,0,60.0
7451,NA,31,56.9,0,65.1
7452,APAC,45,63.4,0,73.3
7453,LATAM,7,36.1,1,59.3
7454,NA,54,60.1,0,61.3
7455,LATAM,37,48.7,0,38.4
7456,EMEA,42,32.3,1,39.3
7457,EMEA,25,47.8,0,49.7
7458,EMEA,2,71.0,0,57.9
7459,EMEA,54,32.3,1,42.8
7460,LATAM,8,34.2,1,44.0
7461,EMEA,45,52.9,0,52.3
7462,LATAM,14,36.3,0,39.8
7463,LATAM,34,20.0,1,16.4
7464,APAC,28,39.6,0,28.4
7465,EMEA,56,50.8,0,55.0
7466,APAC,12,58.2,0,51.3
7467,APAC,38,57.7,0,63.3
7468,APAC,48,20.9,1,24.8
7469,LATAM,21,33.1,1,28.7
7470,LATAM,43,46.8,1,63.7
7471,LATAM,22,35.1,1,59.7
7472,EMEA,11,49.0,0,64.1
7473,APAC,55,72.4,0,54.5
7474,LATAM,56,26.2,1,37.2
7475,NA,45,67.9,0,67.4
7476,APAC,14,53.4,0,56.1
7477,NA,4,35.3,0,63.7
7478,LATAM,41,52.9,0,40.7
7479,LATAM,43,50.8,0,43.5
7480,APAC,27,64.2,0,58.3
7481,NA,34,32.9,1,22.5
7482,EMEA,2,54.2,0,50.2
7483,EMEA,28,48.7,0,21.7
7484,EMEA,54,64.9,0,77.9
7485,LATAM,38,24.6,0,50.0
7486,LATAM,55,60.4,1,49.7
7487,EMEA,14,67.0,0,70.0
7488,LATAM,36,50.3,0,54.7
7489,NA,21,61.5,0,49.3
7490,NA,22,37.4,0,33.4
7491,NA,16,37.2,1,63.1
7492,EMEA,22,57.9,0,80.8
7493,APAC,58,35.0,0,50.3
7494,LATAM,56,45.5,0,31.5
7495,NA,14,80.6,0,67.3
7496,LATAM,38,38.0,0,79.1
7497,NA,43,66.3,0,71.9
7498,EMEA,18,51.5,0,45.0
7499,NA,46,36.9,1,60.1
7500,APAC,14,59.2,0,67.3
7501,LATAM,19,88.6,0,82.0
7502,NA,51,59.9,0,40.9
7503,NA,50,54.8,0,69.1
7504,APAC,6,54.3,0,47.6
7505,NA,15,51.4,0,40.6
7506,APAC,20,45.2,1,49.3
7507,LATAM,7,45.9,0,51.1
7508,EMEA,5,50.5,0,39.2
7509,LATAM,21,38.1,1,58.1
7510,APAC,19,53.2,0,61.6
7511,EMEA,16,69.8,0,98.1
7512,LATAM,56,49.3,0,57.7
7513,LATAM,30,37.4,1,66.7
7514,EMEA,56,9.1,1,12.3
7515,NA,17,36.7,1,30.0
7516,EMEA,44,40.3,1,62.6
7517,APAC,20,42.9,1,45.1
7518,LATAM,55,51.6,0,64.1
7519,APAC,37,50.5,0,41.9
7520,APAC,37,47.2,0,41.0
7521,LATAM,9,49.5,0,40.1
7522,APAC,20,50.6,0,35.1
7523,APAC,45,29.9,1,52.3
7524,LATAM,57,59.3,0,48.4
7525,EMEA,15,71.0,0,61.4
7526,EMEA,58,68.0,0,29.8
7527,EMEA,40,49.5,0,67.4
7528,NA,44,38.6,1,34.4
7529,LATAM,52,52.4,0,55.6
7530,LATAM,37,22.7,1,12.1
7531,EMEA,18,48.8,1,50.3
