auction_id,period,arm,profit_per_auction
6219,pre,fixed_rule,7.2
6220,post,fixed_rule,5.66
6221,pre,fixed_rule,7.4
6222,pre,learned_bidder,12.32
6223,pre,fixed_rule,7.37
6224,pre,learned_bidder,6.1
6225,pre,learned_bidder,7.38
6226,post,learned_bidder,5.29
6227,post,learned_bidder,2.23
6228,post,fixed_rule,7.31
6229,pre,learned_bidder,12.37
6230,post,fixed_rule,9.33
6231,pre,learned_bidder,9.47
6232,pre,fixed_rule,-0.59
6233,post,learned_bidder,2.51
6234,pre,fixed_rule,1.64
6235,pre,fixed_rule,8.83
6236,post,learned_bidder,3.71
6237,post,learned_bidder,7.47
6238,pre,learned_bidder,10.34
6239,pre,fixed_rule,11.58
6240,post,fixed_rule,3.02
6241,pre,learned_bidder,13.9
6242,post,fixed_rule,6.59
6243,post,learned_bidder,8.15
6244,pre,fixed_rule,5.57
6245,pre,learned_bidder,8.14
6246,pre,fixed_rule,-0.46
6247,pre,fixed_rule,5.98
6248,pre,learned_bidder,8.69
6249,post,learned_bidder,7.03
6250,post,learned_bidder,5.12
6251,pre,fixed_rule,7.96
6252,post,learned_bidder,0.1
6253,post,fixed_rule,3.62
6254,post,fixed_rule,0.86
6255,post,fixed_rule,6.32
6256,pre,fixed_rule,7.25
6257,pre,learned_bidder,12.23
6258,pre,learned_bidder,11.73
6259,post,fixed_rule,2.17
6260,pre,fixed_rule,12.5
6261,pre,learned_bidder,7.74
6262,post,fixed_rule,2.88
6263,pre,learned_bidder,12.12
6264,post,fixed_rule,2.19
6265,pre,learned_bidder,9.44
6266,post,learned_bidder,5.62
6267,post,learned_bidder,3.08
6268,pre,fixed_rule,1.31
6269,post,learned_bidder,5.75
6270,pre,learned_bidder,10.3
6271,pre,fixed_rule,5.44
6272,post,learned_bidder,9.99
6273,post,learned_bidder,2.96
6274,post,learned_bidder,-5.53
6275,pre,fixed_rule,10.23
6276,pre,learned_bidder,9.59
6277,pre,fixed_rule,11.88
6278,pre,fixed_rule,5.82
6279,pre,learned_bidder,15.85
6280,pre,learned_bidder,16.7
6281,post,fixed_rule,2.78
6282,pre,learned_bidder,18.79
6283,pre,learned_bidder,7.7
6284,pre,learned_bidder,13.78
6285,post,learned_bidder,4.81
6286,pre,fixed_rule,7.37
6287,pre,learned_bidder,11.92
6288,post,fixed_rule,8.06
6289,pre,learned_bidder,14.76
6290,post,learned_bidder,0.49
6291,post,fixed_rule,5.89
6292,pre,fixed_rule,6.94
6293,pre,learned_bidder,7.74
6294,pre,fixed_rule,9.07
6295,pre,learned_bidder,10.92
6296,pre,learned_bidder,10.34
6297,post,learned_bidder,5.68
6298,pre,fixed_rule,12.53
6299,pre,fixed_rule,12.47
6300,pre,fixed_rule,9.91
6301,post,fixed_rule,9.4
6302,pre,learned_bidder,8.57
6303,pre,fixed_rule,6.49
6304,pre,fixed_rule,7.07
6305,pre,fixed_rule,13.2
6306,pre,learned_bidder,12.51
6307,post,learned_bidder,2.69
6308,post,learned_bidder,2.55
6309,post,learned_bidder,4.77
6310,pre,learned_bidder,20.31
6311,post,fixed_rule,3.19
6312,post,fixed_rule,3.88
6313,post,learned_bidder,2.45
6314,pre,fixed_rule,5.57
6315,pre,learned_bidder,5.8
6316,post,learned_bidder,4.3
6317,post,learned_bidder,-0.47
6318,pre,learned_bidder,10.0
6319,pre,fixed_rule,6.6
6320,post,learned_bidder,-3.11
6321,post,learned_bidder,2.74
6322,pre,learned_bidder,12.05
6323,pre,fixed_rule,10.18
6324,pre,learned_bidder,11.88
6325,pre,fixed_rule,6.13
6326,post,learned_bidder,10.51
6327,pre,fixed_rule,-1.91
6328,pre,learned_bidder,4.33
6329,pre,learned_bidder,8.61
6330,pre,learned_bidder,10.8
6331,pre,fixed_rule,9.69
6332,pre,learned_bidder,12.28
6333,post,learned_bidder,1.44
6334,pre,fixed_rule,7.74
6335,pre,learned_bidder,14.43
6336,pre,learned_bidder,10.35
6337,post,learned_bidder,2.4
6338,pre,learned_bidder,12.93
6339,pre,learned_bidder,10.09
6340,post,fixed_rule,7.29
6341,post,learned_bidder,3.86
6342,pre,fixed_rule,3.99
6343,pre,learned_bidder,10.39
6344,pre,learned_bidder,2.68
6345,pre,fixed_rule,2.66
6346,pre,fixed_rule,7.9
6347,pre,learned_bidder,16.67
6348,pre,learned_bidder,14.24
6349,pre,learned_bidder,4.62
6350,post,fixed_rule,3.21
6351,pre,learned_bidder,5.83
6352,pre,learned_bidder,8.4
6353,pre,fixed_rule,8.71
6354,post,learned_bidder,8.31
6355,pre,fixed_rule,1.08
6356,pre,fixed_rule,16.08
6357,post,fixed_rule,4.92
6358,pre,learned_bidder,11.38
6359,pre,learned_bidder,6.41
6360,post,learned_bidder,5.39
6361,pre,fixed_rule,1.9
6362,post,fixed_rule,5.87
6363,post,fixed_rule,8.03
6364,post,learned_bidder,6.29
6365,pre,fixed_rule,7.42
6366,pre,learned_bidder,13.23
6367,pre,learned_bidder,12.72
6368,pre,learned_bidder,13.38
6369,pre,learned_bidder,15.49
6370,pre,learned_bidder,6.93
6371,pre,learned_bidder,17.23
6372,pre,fixed_rule,10.3
6373,post,learned_bidder,1.06
6374,pre,learned_bidder,17.42
6375,post,fixed_rule,1.03
6376,pre,learned_bidder,5.91
6377,post,fixed_rule,3.41
6378,post,learned_bidder,0.48
6379,post,learned_bidder,1.64
6380,pre,fixed_rule,5.56
6381,pre,learned_bidder,11.0
6382,pre,fixed_rule,7.42
6383,pre,fixed_rule,2.74
6384,post,learned_bidder,10.89
6385,pre,fixed_rule,4.53
6386,post,fixed_rule,10.36
6387,pre,learned_bidder,9.73
6388,pre,fixed_rule,8.51
6389,pre,fixed_rule,6.15
6390,post,learned_bidder,1.86
6391,post,fixed_rule,4.54
6392,post,fixed_rule,8.11
6393,pre,learned_bidder,10.48
6394,pre,fixed_rule,7.67
6395,pre,fixed_rule,11.27
6396,pre,fixed_rule,11.24
6397,post,fixed_rule,7.49
6398,post,fixed_rule,-2.37
6399,pre,learned_bidder,13.06
6400,post,learned_bidder,0.46
6401,pre,learned_bidder,14.52
6402,post,fixed_rule,2.48
6403,pre,learned_bidder,7.66
6404,pre,fixed_rule,4.07
6405,pre,fixed_rule,3.59
6406,post,learned_bidder,8.88
6407,pre,learned_bidder,7.76
6408,pre,learned_bidder,20.34
6409,pre,fixed_rule,10.65
6410,pre,fixed_rule,7.95
6411,pre,learned_bidder,13.7
6412,post,fixed_rule,4.04
6413,pre,fixed_rule,9.28
6414,post,learned_bidder,-0.15
6415,post,learned_bidder,4.83
6416,post,fixed_rule,6.95
6417,post,learned_bidder,1.41
6418,pre,fixed_rule,2.9
6419,pre,learned_bidder,12.43
6420,post,fixed_rule,3.7
6421,pre,fixed_rule,5.99
6422,post,fixed_rule,12.77
6423,pre,learned_bidder,11.95
6424,post,fixed_rule,5.56
6425,pre,learned_bidder,5.73
6426,pre,learned_bidder,13.61
6427,post,fixed_rule,9.46
6428,post,fixed_rule,3.26
6429,pre,fixed_rule,9.1
6430,pre,learned_bidder,15.11
6431,pre,fixed_rule,8.29
6432,pre,learned_bidder,2.79
6433,pre,learned_bidder,15.66
6434,pre,fixed_rule,3.75
6435,post,learned_bidder,1.87
6436,post,learned_bidder,3.65
6437,pre,fixed_rule,7.17
6438,pre,fixed_rule,2.37
6439,pre,learned_bidder,3.57
6440,pre,fixed_rule,5.5
6441,pre,fixed_rule,12.05
6442,pre,learned_bidder,9.38
6443,pre,learned_bidder,7.95
6444,post,fixed_rule,-3.03
6445,pre,learned_bidder,15.01
6446,pre,learned_bidder,6.42
6447,post,learned_bidder,2.8
6448,pre,fixed_rule,5.64
6449,pre,fixed_rule,7.21
6450,post,learned_bidder,11.38
6451,pre,learned_bidder,8.21
6452,pre,fixed_rule,2.46
6453,pre,learned_bidder,8.62
6454,pre,learned_bidder,6.34
6455,pre,learned_bidder,11.95
6456,pre,learned_bidder,13.38
6457,pre,learned_bidder,14.2
6458,pre,fixed_rule,5.29
6459,post,fixed_rule,3.06
6460,post,learned_bidder,11.3
6461,post,fixed_rule,0.32
6462,pre,fixed_rule,7.39
6463,pre,learned_bidder,15.84
6464,post,learned_bidder,-4.15
6465,post,fixed_rule,-1.52
6466,pre,fixed_rule,4.2
6467,post,learned_bidder,-0.13
6468,pre,learned_bidder,9.11
6469,pre,learned_bidder,20.85
6470,post,learned_bidder,5.8
6471,pre,fixed_rule,3.39
6472,pre,learned_bidder,10.87
6473,post,learned_bidder,9.03
6474,pre,learned_bidder,14.04
6475,pre,fixed_rule,4.41
6476,pre,fixed_rule,9.06
6477,post,learned_bidder,-2.06
6478,post,learned_bidder,2.46
6479,post,fixed_rule,6.66
6480,post,learned_bidder,8.96
6481,pre,fixed_rule,-0.23
6482,pre,fixed_rule,6.97
6483,post,learned_bidder,0.36
6484,post,learned_bidder,5.64
6485,pre,fixed_rule,9.94
6486,pre,learned_bidder,7.58
6487,pre,learned_bidder,8.52
6488,pre,fixed_rule,6.67
6489,pre,fixed_rule,6.92
6490,pre,learned_bidder,15.11
6491,pre,learned_bidder,14.72
6492,pre,fixed_rule,5.52
6493,post,fixed_rule,-0.16
6494,pre,fixed_rule,8.39
6495,pre,learned_bidder,13.78
6496,pre,learned_bidder,9.62
6497,post,fixed_rule,5.58
6498,pre,learned_bidder,9.83
6499,pre,fixed_rule,10.39
6500,post,learned_bidder,10.7
6501,post,fixed_rule,3.86
6502,pre,learned_bidder,10.29
6503,post,learned_bidder,6.77
6504,post,learned_bidder,6.94
6505,post,learned_bidder,6.39
6506,pre,fixed_rule,7.25
6507,post,fixed_rule,0.83
6508,pre,fixed_rule,13.17
6509,post,fixed_rule,5.28
6510,pre,learned_bidder,10.23
6511,pre,fixed_rule,14.11
6512,post,learned_bidder,4.43
6513,post,learned_bidder,3.06
6514,pre,fixed_rule,5.57
6515,pre,learned_bidder,9.7
6516,post,learned_bidder,4.87
6517,pre,learned_bidder,14.84
6518,post,learned_bidder,7.59
6519,pre,learned_bidder,9.59
6520,pre,fixed_rule,8.59
6521,pre,learned_bidder,13.92
6522,pre,learned_bidder,12.47
6523,pre,fixed_rule,-2.44
6524,pre,learned_bidder,6.07
6525,pre,learned_bidder,8.85
6526,post,learned_bidder,-0.72
6527,post,learned_bidder,6.33
6528,post,fixed_rule,-5.18
6529,pre,learned_bidder,12.06
6530,pre,learned_bidder,7.48
6531,pre,learned_bidder,7.43
6532,pre,learned_bidder,9.53
6533,pre,fixed_rule,7.9
6534,post,fixed_rule,8.18
6535,pre,learned_bidder,11.55
6536,pre,learned_bidder,9.67
6537,pre,fixed_rule,2.94
6538,post,fixed_rule,7.99
6539,pre,learned_bidder,5.1
6540,pre,learned_bidder,9.94
6541,pre,learned_bidder,8.24
6542,post,fixed_rule,6.64
6543,post,fixed_rule,3.71
6544,pre,fixed_rule,5.05
6545,pre,learned_bidder,13.86
6546,pre,fixed_rule,13.61
6547,pre,fixed_rule,8.33
6548,pre,fixed_rule,13.12
6549,pre,fixed_rule,6.12
6550,post,learned_bidder,1.68
6551,pre,fixed_rule,8.87
6552,pre,fixed_rule,6.27
6553,pre,learned_bidder,9.26
6554,pre,learned_bidder,12.69
6555,pre,fixed_rule,10.31
6556,post,fixed_rule,-0.7
6557,pre,learned_bidder,7.41
6558,pre,fixed_rule,11.67
6559,pre,learned_bidder,10.61
6560,post,learned_bidder,3.16
6561,pre,fixed_rule,7.91
6562,pre,fixed_rule,3.53
6563,pre,learned_bidder,16.77
6564,pre,fixed_rule,14.78
6565,pre,fixed_rule,5.9
6566,pre,fixed_rule,5.61
6567,pre,learned_bidder,10.91
6568,post,learned_bidder,0.42
6569,pre,fixed_rule,5.24
6570,pre,fixed_rule,14.61
6571,pre,learned_bidder,19.79
6572,pre,fixed_rule,5.27
6573,post,fixed_rule,1.38
6574,pre,learned_bidder,7.89
6575,pre,fixed_rule,4.09
6576,pre,fixed_rule,4.45
6577,pre,fixed_rule,1.41
6578,pre,fixed_rule,-1.41
6579,post,fixed_rule,1.21
6580,post,learned_bidder,6.14
6581,post,learned_bidder,-3.01
6582,pre,fixed_rule,8.02
6583,pre,learned_bidder,17.75
6584,pre,fixed_rule,6.18
6585,pre,fixed_rule,3.49
6586,pre,learned_bidder,13.66
6587,pre,learned_bidder,10.79
6588,post,learned_bidder,8.46
6589,post,fixed_rule,1.59
6590,pre,fixed_rule,3.81
6591,post,fixed_rule,4.05
6592,pre,learned_bidder,8.19
6593,pre,fixed_rule,12.91
6594,post,learned_bidder,7.91
6595,post,fixed_rule,4.71
6596,post,fixed_rule,7.79
6597,pre,fixed_rule,14.02
6598,post,learned_bidder,6.33
6599,pre,learned_bidder,8.81
6600,pre,learned_bidder,15.72
6601,post,fixed_rule,9.85
6602,pre,learned_bidder,15.42
6603,pre,learned_bidder,11.75
6604,pre,learned_bidder,12.44
6605,post,learned_bidder,0.86
6606,post,fixed_rule,-0.56
6607,pre,learned_bidder,7.51
6608,pre,learned_bidder,8.76
6609,pre,learned_bidder,8.71
6610,pre,learned_bidder,19.51
6611,pre,learned_bidder,15.77
6612,post,fixed_rule,6.03
6613,post,learned_bidder,10.59
6614,pre,learned_bidder,9.21
6615,post,fixed_rule,3.48
6616,pre,learned_bidder,19.44
6617,post,fixed_rule,11.52
6618,pre,fixed_rule,9.03
6619,pre,fixed_rule,7.89
6620,post,learned_bidder,5.02
6621,pre,learned_bidder,5.92
6622,pre,fixed_rule,7.46
6623,pre,learned_bidder,9.4
6624,pre,fixed_rule,0.82
6625,post,fixed_rule,1.17
6626,post,fixed_rule,2.41
6627,pre,learned_bidder,10.77
6628,pre,learned_bidder,6.94
6629,pre,fixed_rule,6.34
6630,post,learned_bidder,4.39
6631,post,fixed_rule,7.21
6632,post,fixed_rule,6.52
6633,pre,learned_bidder,13.64
6634,pre,fixed_rule,-0.65
6635,pre,fixed_rule,7.78
6636,post,fixed_rule,-4.49
6637,post,learned_bidder,8.49
6638,post,fixed_rule,2.06
6639,pre,learned_bidder,12.01
6640,pre,fixed_rule,3.51
6641,post,fixed_rule,9.34
6642,post,learned_bidder,-0.43
6643,pre,fixed_rule,5.67
6644,pre,fixed_rule,9.46
6645,post,learned_bidder,5.78
6646,pre,learned_bidder,11.87
6647,post,fixed_rule,10.16
6648,pre,learned_bidder,11.51
6649,pre,fixed_rule,8.59
6650,post,learned_bidder,2.22
6651,post,learned_bidder,3.19
6652,post,learned_bidder,1.89
6653,post,fixed_rule,-0.86
6654,post,learned_bidder,-1.98
6655,pre,fixed_rule,10.72
6656,pre,learned_bidder,4.43
6657,pre,learned_bidder,15.45
6658,pre,learned_bidder,11.48
6659,post,fixed_rule,3.67
6660,pre,fixed_rule,4.28
6661,pre,learned_bidder,11.09
6662,pre,learned_bidder,15.47
6663,post,learned_bidder,0.18
6664,post,fixed_rule,5.48
6665,pre,learned_bidder,11.87
6666,pre,fixed_rule,3.33
6667,post,fixed_rule,2.93
6668,pre,learned_bidder,9.58
6669,pre,fixed_rule,-0.43
6670,post,fixed_rule,12.76
6671,pre,learned_bidder,7.65
6672,pre,learned_bidder,13.69
6673,pre,learned_bidder,9.83
6674,pre,fixed_rule,5.88
6675,pre,fixed_rule,4.66
6676,pre,fixed_rule,1.3
6677,pre,fixed_rule,5.19
6678,pre,fixed_rule,5.18
6679,post,fixed_rule,7.66
6680,pre,learned_bidder,15.46
6681,pre,fixed_rule,16.41
6682,pre,fixed_rule,12.62
6683,pre,learned_bidder,12.38
6684,pre,learned_bidder,19.18
6685,pre,learned_bidder,2.61
6686,pre,fixed_rule,-1.07
6687,post,fixed_rule,10.55
6688,pre,fixed_rule,4.17
6689,post,learned_bidder,9.96
6690,post,learned_bidder,7.72
6691,pre,fixed_rule,7.23
6692,post,learned_bidder,9.91
6693,pre,fixed_rule,0.24
6694,pre,learned_bidder,17.49
6695,post,fixed_rule,8.35
6696,post,fixed_rule,8.12
6697,post,learned_bidder,5.88
6698,pre,learned_bidder,11.4
6699,post,learned_bidder,13.53
6700,pre,learned_bidder,13.42
6701,pre,fixed_rule,10.33
6702,post,learned_bidder,1.85
6703,pre,fixed_rule,8.49
6704,post,learned_bidder,2.75
6705,pre,learned_bidder,10.97
6706,post,learned_bidder,12.27
6707,pre,learned_bidder,16.47
6708,pre,fixed_rule,14.08
6709,post,fixed_rule,4.6
6710,pre,fixed_rule,6.72
6711,post,fixed_rule,8.21
6712,post,learned_bidder,4.87
6713,pre,fixed_rule,6.87
6714,pre,fixed_rule,13.23
6715,pre,fixed_rule,11.1
6716,pre,learned_bidder,16.94
6717,pre,fixed_rule,7.02
6718,pre,learned_bidder,7.59
6719,pre,fixed_rule,12.34
6720,post,fixed_rule,5.33
6721,pre,fixed_rule,1.07
6722,post,fixed_rule,8.01
6723,pre,fixed_rule,3.25
6724,pre,learned_bidder,8.2
6725,pre,learned_bidder,9.96
6726,pre,fixed_rule,8.09
6727,pre,fixed_rule,7.81
6728,pre,learned_bidder,14.3
6729,post,fixed_rule,8.88
6730,pre,learned_bidder,12.02
6731,post,learned_bidder,8.68
6732,pre,fixed_rule,6.79
6733,pre,learned_bidder,19.02
6734,pre,fixed_rule,8.73
6735,pre,learned_bidder,4.13
6736,pre,fixed_rule,8.05
6737,pre,learned_bidder,10.3
6738,pre,learned_bidder,15.38
6739,pre,learned_bidder,8.56
6740,pre,fixed_rule,16.37
6741,post,fixed_rule,7.79
6742,pre,learned_bidder,20.09
6743,pre,learned_bidder,15.49
6744,pre,learned_bidder,10.42
6745,post,learned_bidder,2.65
6746,pre,fixed_rule,3.96
6747,post,learned_bidder,1.36
6748,pre,learned_bidder,12.29
6749,post,fixed_rule,0.97
6750,pre,learned_bidder,13.23
6751,pre,fixed_rule,2.37
6752,pre,learned_bidder,12.96
6753,post,learned_bidder,2.18
6754,pre,fixed_rule,5.66
6755,pre,learned_bidder,12.28
6756,pre,learned_bidder,8.86
6757,post,learned_bidder,3.93
6758,pre,fixed_rule,11.39
6759,pre,fixed_rule,3.33
6760,post,fixed_rule,3.41
6761,pre,fixed_rule,7.53
6762,post,learned_bidder,1.08
6763,pre,fixed_rule,12.43
6764,pre,learned_bidder,15.58
6765,pre,learned_bidder,11.94
6766,pre,fixed_rule,7.95
6767,pre,learned_bidder,11.46
6768,post,learned_bidder,6.52
6769,post,learned_bidder,10.52
6770,pre,fixed_rule,8.81
6771,pre,learned_bidder,6.1
6772,pre,learned_bidder,10.88
6773,pre,learned_bidder,8.38
6774,pre,learned_bidder,11.21
6775,pre,learned_bidder,16.92
6776,pre,fixed_rule,12.9
6777,post,fixed_rule,5.94
6778,pre,learned_bidder,17.63
6779,pre,learned_bidder,13.55
6780,pre,learned_bidder,13.45
6781,post,fixed_rule,8.58
6782,post,fixed_rule,8.98
6783,pre,fixed_rule,9.7
6784,post,learned_bidder,10.21
6785,pre,fixed_rule,-0.76
6786,post,learned_bidder,12.98
6787,post,learned_bidder,3.97
6788,pre,fixed_rule,6.32
6789,post,learned_bidder,9.13
6790,pre,fixed_rule,-4.17
6791,pre,learned_bidder,13.98
6792,post,learned_bidder,6.07
6793,pre,fixed_rule,5.58
6794,pre,fixed_rule,-2.81
6795,pre,learned_bidder,12.75
6796,pre,fixed_rule,0.04
6797,pre,fixed_rule,10.89
6798,pre,fixed_rule,-1.08
6799,pre,learned_bidder,7.15
6800,pre,learned_bidder,13.0
6801,pre,learned_bidder,6.92
6802,post,fixed_rule,3.68
6803,post,fixed_rule,-2.06
6804,pre,fixed_rule,7.11
6805,pre,fixed_rule,7.69
6806,pre,learned_bidder,14.5
6807,post,learned_bidder,-0.05
6808,post,learned_bidder,0.0
6809,pre,learned_bidder,9.29
6810,post,fixed_rule,1.43
6811,pre,learned_bidder,13.15
6812,post,fixed_rule,2.99
6813,post,fixed_rule,6.54
6814,pre,learned_bidder,13.85
6815,pre,fixed_rule,9.81
6816,post,fixed_rule,-3.2
6817,pre,learned_bidder,18.88
6818,post,learned_bidder,4.09
6819,pre,learned_bidder,18.85
6820,pre,learned_bidder,7.46
6821,pre,learned_bidder,10.45
6822,pre,learned_bidder,3.95
6823,post,learned_bidder,3.34
6824,pre,learned_bidder,8.64
6825,post,learned_bidder,-1.32
6826,pre,learned_bidder,3.09
6827,pre,learned_bidder,9.93
6828,pre,learned_bidder,6.03
6829,post,learned_bidder,8.77
6830,pre,learned_bidder,12.65
6831,post,learned_bidder,-4.47
6832,pre,fixed_rule,8.55
6833,pre,fixed_rule,7.33
6834,pre,learned_bidder,3.9
6835,pre,fixed_rule,9.2
6836,pre,learned_bidder,10.63
6837,post,fixed_rule,8.46
6838,pre,learned_bidder,6.47
6839,pre,learned_bidder,16.61
6840,pre,learned_bidder,12.35
6841,pre,learned_bidder,19.99
6842,pre,learned_bidder,10.31
6843,pre,learned_bidder,15.86
6844,pre,learned_bidder,15.0
6845,pre,learned_bidder,18.65
6846,pre,learned_bidder,13.04
6847,pre,fixed_rule,7.77
6848,post,learned_bidder,15.22
6849,pre,fixed_rule,-2.56
6850,post,fixed_rule,-1.28
6851,post,fixed_rule,10.39
6852,pre,fixed_rule,6.99
6853,post,learned_bidder,5.99
6854,post,learned_bidder,4.68
6855,post,learned_bidder,13.99
6856,pre,learned_bidder,18.43
6857,post,fixed_rule,-1.76
6858,pre,fixed_rule,1.14
6859,pre,learned_bidder,15.92
6860,pre,learned_bidder,13.91
6861,post,fixed_rule,7.19
6862,post,learned_bidder,-3.61
6863,post,learned_bidder,-1.12
6864,pre,learned_bidder,11.42
6865,pre,learned_bidder,14.03
6866,post,learned_bidder,6.44
6867,post,fixed_rule,13.57
6868,post,fixed_rule,5.93
6869,pre,learned_bidder,10.56
6870,pre,learned_bidder,17.34
6871,pre,learned_bidder,13.87
6872,post,learned_bidder,3.14
6873,pre,learned_bidder,10.28
6874,post,fixed_rule,11.57
6875,post,learned_bidder,3.0
6876,pre,fixed_rule,0.92
6877,pre,learned_bidder,10.19
6878,pre,fixed_rule,13.81
6879,post,learned_bidder,6.91
6880,post,learned_bidder,0.97
6881,pre,fixed_rule,0.51
6882,pre,fixed_rule,8.59
6883,post,fixed_rule,6.88
6884,pre,learned_bidder,13.84
6885,pre,fixed_rule,7.97
6886,post,fixed_rule,3.44
6887,post,fixed_rule,4.27
6888,post,fixed_rule,4.35
6889,post,fixed_rule,0.79
6890,post,learned_bidder,5.21
6891,post,learned_bidder,-0.52
6892,pre,fixed_rule,2.85
6893,pre,fixed_rule,1.65
6894,post,fixed_rule,6.31
6895,pre,learned_bidder,11.97
6896,pre,fixed_rule,0.96
6897,pre,fixed_rule,3.83
6898,post,fixed_rule,-3.63
6899,post,learned_bidder,1.62
6900,post,learned_bidder,7.39
6901,pre,learned_bidder,10.44
6902,pre,learned_bidder,15.23
6903,pre,fixed_rule,3.28
6904,pre,fixed_rule,7.3
6905,pre,fixed_rule,4.25
6906,pre,fixed_rule,13.26
6907,post,learned_bidder,2.6
6908,pre,fixed_rule,5.18
6909,pre,learned_bidder,12.37
6910,pre,learned_bidder,10.98
6911,post,fixed_rule,5.43
6912,pre,fixed_rule,2.69
6913,pre,fixed_rule,9.3
6914,pre,learned_bidder,12.33
6915,pre,learned_bidder,9.6
6916,pre,fixed_rule,4.96
6917,pre,learned_bidder,13.59
6918,post,learned_bidder,11.79
6919,pre,fixed_rule,3.35
6920,pre,learned_bidder,5.77
6921,post,fixed_rule,-6.28
6922,pre,learned_bidder,6.16
6923,pre,fixed_rule,4.45
6924,post,learned_bidder,4.81
6925,pre,fixed_rule,6.99
6926,pre,fixed_rule,9.72
6927,pre,learned_bidder,12.05
6928,post,learned_bidder,11.31
6929,post,fixed_rule,3.04
6930,pre,fixed_rule,-2.8
6931,pre,fixed_rule,4.8
6932,pre,learned_bidder,5.42
6933,post,learned_bidder,-5.37
6934,post,fixed_rule,7.77
6935,pre,learned_bidder,10.35
6936,post,learned_bidder,4.63
6937,pre,learned_bidder,10.6
6938,pre,fixed_rule,2.08
6939,post,fixed_rule,2.91
6940,pre,learned_bidder,17.26
6941,post,fixed_rule,7.32
6942,post,learned_bidder,3.13
6943,post,fixed_rule,5.34
6944,post,fixed_rule,8.6
6945,post,fixed_rule,11.28
6946,pre,learned_bidder,18.17
6947,pre,fixed_rule,11.12
6948,pre,learned_bidder,14.36
6949,pre,fixed_rule,13.37
6950,pre,fixed_rule,2.51
6951,post,learned_bidder,1.63
6952,post,fixed_rule,3.1
6953,pre,fixed_rule,-0.8
6954,pre,learned_bidder,15.81
6955,pre,learned_bidder,14.73
6956,pre,learned_bidder,9.49
6957,post,learned_bidder,2.1
6958,pre,fixed_rule,3.5
6959,pre,fixed_rule,3.75
6960,pre,learned_bidder,12.13
6961,post,fixed_rule,9.38
6962,pre,fixed_rule,-1.42
6963,post,fixed_rule,9.28
6964,pre,fixed_rule,6.01
6965,post,fixed_rule,2.22
6966,pre,fixed_rule,8.23
6967,post,fixed_rule,8.85
6968,pre,fixed_rule,10.07
6969,post,fixed_rule,4.63
6970,pre,learned_bidder,10.19
6971,post,learned_bidder,3.24
6972,post,learned_bidder,6.04
6973,pre,fixed_rule,4.07
6974,pre,learned_bidder,12.05
6975,post,learned_bidder,1.77
6976,post,fixed_rule,2.8
6977,pre,learned_bidder,12.72
6978,pre,fixed_rule,8.67
6979,pre,fixed_rule,-0.32
6980,post,fixed_rule,-0.45
6981,pre,fixed_rule,13.83
6982,post,learned_bidder,4.38
6983,post,learned_bidder,3.01
6984,pre,fixed_rule,7.77
6985,post,learned_bidder,-0.86
6986,post,learned_bidder,0.87
6987,pre,learned_bidder,6.84
6988,pre,fixed_rule,2.94
6989,pre,learned_bidder,9.57
6990,pre,learned_bidder,9.0
6991,post,fixed_rule,9.63
6992,post,fixed_rule,5.18
6993,post,learned_bidder,0.03
6994,post,fixed_rule,6.37
6995,post,fixed_rule,3.33
6996,pre,learned_bidder,13.11
6997,post,fixed_rule,10.34
6998,post,fixed_rule,-3.51
6999,pre,learned_bidder,11.36
7000,pre,learned_bidder,21.37
7001,pre,fixed_rule,9.87
7002,post,learned_bidder,-0.34
7003,pre,learned_bidder,14.27
7004,pre,learned_bidder,11.33
7005,post,learned_bidder,-0.52
7006,pre,fixed_rule,5.75
7007,pre,learned_bidder,16.19
7008,post,fixed_rule,5.74
7009,pre,fixed_rule,6.81
7010,pre,learned_bidder,5.35
7011,pre,fixed_rule,4.18
7012,post,learned_bidder,-0.13
7013,pre,learned_bidder,13.13
7014,post,learned_bidder,2.75
7015,post,fixed_rule,2.67
7016,pre,learned_bidder,12.3
7017,pre,learned_bidder,7.71
7018,pre,fixed_rule,3.55
7019,post,fixed_rule,5.28
7020,post,fixed_rule,1.38
7021,post,learned_bidder,4.77
7022,post,learned_bidder,2.86
7023,post,learned_bidder,3.5
7024,pre,learned_bidder,12.3
7025,post,fixed_rule,-0.09
7026,post,fixed_rule,6.48
7027,post,learned_bidder,7.82
7028,pre,fixed_rule,8.34
7029,pre,fixed_rule,0.53
7030,pre,fixed_rule,11.77
7031,post,fixed_rule,-1.93
7032,pre,fixed_rule,11.27
7033,post,learned_bidder,0.15
7034,post,fixed_rule,7.92
7035,pre,fixed_rule,9.88
7036,pre,learned_bidder,13.94
7037,pre,learned_bidder,12.34
7038,post,fixed_rule,-2.16
7039,pre,learned_bidder,14.51
7040,post,fixed_rule,2.04
7041,pre,learned_bidder,8.81
7042,pre,learned_bidder,13.48
7043,post,fixed_rule,4.57
7044,post,fixed_rule,10.42
7045,pre,learned_bidder,11.91
7046,pre,fixed_rule,11.43
7047,post,fixed_rule,5.39
7048,post,fixed_rule,7.38
7049,pre,fixed_rule,7.96
7050,pre,fixed_rule,12.51
7051,pre,learned_bidder,9.38
7052,pre,learned_bidder,8.43
7053,pre,fixed_rule,7.63
7054,pre,learned_bidder,10.96
7055,pre,fixed_rule,10.18
