user_id,signup_source,plan,setup_actions_first_hour,completed_checklist,retained_30d
5666,paid,free,2,0,0
5667,organic,free,4,0,0
5668,referral,free,2,0,0
5669,paid,free,9,1,0
5670,referral,free,5,0,1
5671,paid,free,8,0,0
5672,referral,free,4,1,1
5673,organic,free,14,1,1
5674,paid,free,5,0,0
5675,paid,free,11,1,1
5676,referral,free,4,0,0
5677,organic,pro,4,0,0
5678,paid,free,5,0,0
5679,paid,free,5,0,1
5680,organic,free,5,1,0
5681,referral,pro,5,0,1
5682,organic,free,6,0,1
5683,organic,free,12,1,1
5684,paid,pro,7,1,1
5685,organic,free,11,1,1
5686,organic,free,6,0,0
5687,organic,free,6,1,0
5688,organic,free,4,0,0
5689,paid,pro,7,1,0
5690,referral,free,8,1,1
5691,paid,free,7,0,0
5692,organic,free,7,1,0
5693,paid,pro,6,0,0
5694,referral,free,10,1,0
5695,paid,free,6,1,1
5696,organic,pro,6,0,1
5697,organic,free,5,1,0
5698,referral,free,8,1,0
5699,referral,free,3,0,0
5700,organic,free,8,1,0
5701,referral,free,3,1,0
5702,organic,pro,8,1,1
5703,organic,free,4,0,1
5704,paid,free,2,0,0
5705,paid,pro,7,0,0
5706,organic,free,7,0,0
5707,referral,free,7,0,1
5708,referral,free,4,0,0
5709,organic,pro,9,0,0
5710,paid,free,7,0,0
5711,paid,pro,9,1,0
5712,paid,free,10,1,0
5713,referral,pro,7,1,1
5714,paid,free,5,0,1
5715,organic,free,5,0,0
5716,organic,free,7,0,0
5717,referral,free,7,1,1
5718,referral,free,5,0,1
5719,organic,free,6,0,0
5720,organic,free,6,0,0
5721,paid,free,4,0,0
5722,organic,free,8,0,1
5723,organic,free,7,1,1
5724,referral,free,4,0,0
5725,referral,free,6,0,1
5726,referral,free,10,1,1
5727,paid,free,4,0,0
5728,organic,pro,5,0,0
5729,referral,pro,4,1,0
5730,organic,free,7,0,0
5731,organic,free,9,1,1
5732,referral,free,5,0,0
5733,paid,free,7,0,0
5734,referral,free,6,0,0
5735,organic,pro,9,1,0
5736,referral,pro,8,1,1
5737,paid,free,3,0,0
5738,paid,free,5,1,1
5739,referral,free,8,1,1
5740,organic,free,3,1,0
5741,paid,free,4,0,0
5742,paid,free,7,0,1
5743,paid,free,11,1,1
5744,referral,pro,6,1,1
5745,paid,free,7,1,0
5746,organic,free,3,0,1
5747,organic,pro,8,1,0
5748,referral,free,5,0,1
5749,referral,free,1,0,0
5750,referral,free,6,0,1
5751,organic,free,3,0,0
5752,organic,free,11,1,1
5753,paid,pro,5,1,0
5754,paid,free,6,0,0
5755,organic,free,3,0,0
5756,paid,free,11,1,1
5757,organic,free,4,0,0
5758,paid,pro,5,1,1
5759,organic,free,3,0,0
5760,organic,free,9,1,1
5761,organic,free,3,0,0
5762,referral,free,4,1,0
5763,paid,pro,3,0,1
5764,referral,free,6,0,0
5765,paid,free,6,0,0
5766,organic,free,6,1,1
5767,organic,free,6,1,0
5768,paid,free,4,0,0
5769,organic,free,5,1,0
5770,paid,free,3,0,0
5771,referral,pro,5,1,1
5772,referral,free,4,0,0
5773,organic,free,3,1,0
5774,paid,free,3,1,0
5775,organic,pro,3,0,0
5776,organic,free,6,0,0
5777,paid,free,4,0,0
5778,paid,free,8,0,0
5779,paid,free,2,0,0
5780,organic,free,4,0,0
5781,referral,free,6,0,1
5782,referral,pro,5,0,0
5783,paid,free,12,1,1
5784,referral,pro,7,1,0
5785,organic,free,4,0,0
5786,paid,free,4,0,0
5787,referral,free,9,1,1
5788,referral,free,4,0,0
5789,referral,pro,7,1,1
5790,paid,free,5,0,0
5791,referral,pro,5,1,1
5792,paid,free,2,0,0
5793,organic,free,6,0,1
5794,organic,free,9,0,1
5795,paid,free,8,1,1
5796,paid,free,7,1,1
5797,paid,pro,3,0,0
5798,referral,free,8,0,0
5799,paid,free,5,0,0
5800,organic,free,9,1,0
5801,organic,free,2,1,0
5802,paid,pro,8,1,1
5803,paid,free,10,1,1
5804,paid,free,7,0,0
5805,paid,free,5,1,1
5806,paid,pro,8,1,0
5807,paid,free,10,1,0
5808,referral,pro,7,0,1
5809,organic,free,5,0,1
5810,paid,free,9,1,0
5811,paid,pro,7,0,1
5812,organic,pro,15,1,1
5813,paid,free,3,0,0
5814,paid,free,9,1,1
5815,paid,pro,5,1,0
5816,paid,free,8,1,0
5817,organic,free,6,1,0
5818,organic,free,6,0,0
5819,organic,free,8,0,1
5820,organic,free,6,1,0
5821,paid,free,9,1,0
5822,referral,free,7,1,1
5823,paid,free,4,1,0
5824,organic,pro,6,1,1
5825,organic,free,2,0,0
5826,organic,pro,10,1,1
5827,paid,free,8,1,0
5828,organic,free,4,0,0
5829,paid,free,6,0,0
5830,paid,free,2,0,0
5831,paid,free,11,1,1
5832,organic,free,5,0,0
5833,organic,free,6,1,0
5834,paid,free,5,1,1
5835,paid,free,5,0,0
5836,organic,pro,4,1,0
5837,referral,free,7,0,0
5838,paid,free,6,0,0
5839,paid,free,1,0,0
5840,organic,free,5,1,0
5841,organic,free,4,0,1
5842,organic,free,4,0,0
5843,organic,free,3,0,1
5844,paid,free,7,0,1
5845,paid,free,4,0,0
5846,referral,free,9,0,1
5847,referral,pro,6,0,1
5848,organic,free,3,0,0
5849,organic,free,13,1,1
5850,paid,free,3,0,0
5851,referral,free,5,0,0
5852,referral,free,5,0,0
5853,organic,free,5,0,0
5854,organic,free,8,1,0
5855,organic,free,5,0,1
5856,referral,free,5,1,0
5857,paid,free,6,1,0
5858,paid,free,6,1,0
5859,paid,free,2,0,0
5860,organic,free,4,0,0
5861,paid,pro,9,1,1
5862,organic,pro,5,0,0
5863,paid,free,2,0,0
5864,paid,free,4,0,0
5865,paid,pro,6,1,1
5866,organic,free,1,0,0
5867,referral,free,5,0,0
5868,paid,free,3,0,0
5869,organic,free,3,0,0
5870,organic,free,8,0,1
5871,paid,pro,17,1,1
5872,organic,pro,2,0,0
5873,organic,free,3,0,0
5874,organic,free,7,1,0
5875,organic,free,8,1,1
5876,paid,free,8,1,1
5877,paid,free,5,0,1
5878,organic,pro,9,0,1
5879,paid,free,2,0,0
5880,organic,free,4,1,1
5881,organic,free,6,1,0
5882,organic,free,4,0,0
5883,paid,free,3,0,0
5884,referral,free,6,0,0
5885,paid,free,7,1,1
5886,organic,free,10,1,1
5887,organic,pro,7,1,0
5888,organic,free,2,1,0
5889,referral,pro,7,1,0
5890,organic,free,7,0,1
5891,referral,free,6,1,0
5892,paid,free,5,1,0
5893,paid,pro,12,1,1
5894,referral,free,2,0,0
5895,organic,free,4,0,0
5896,paid,pro,4,0,1
5897,organic,pro,8,0,1
5898,referral,free,5,1,1
5899,paid,free,8,0,0
5900,organic,free,5,0,0
5901,referral,free,9,1,1
5902,organic,free,13,1,1
5903,organic,pro,2,0,0
5904,paid,free,8,1,1
5905,paid,free,7,1,0
5906,referral,free,10,0,1
5907,paid,free,6,0,1
5908,paid,free,4,0,1
5909,organic,free,2,0,0
5910,organic,pro,8,1,0
5911,referral,free,7,0,0
5912,organic,free,8,1,1
5913,paid,free,7,1,0
5914,organic,pro,8,0,1
5915,organic,free,8,1,1
5916,paid,free,8,1,0
5917,paid,free,6,0,0
5918,paid,free,5,0,0
5919,referral,free,7,0,1
5920,organic,free,7,0,1
5921,paid,free,5,1,0
5922,organic,pro,7,0,1
5923,paid,pro,6,1,1
5924,organic,free,7,1,1
5925,paid,pro,4,0,0
5926,organic,free,0,0,0
5927,referral,free,5,0,1
5928,referral,pro,4,1,0
5929,referral,free,4,1,0
5930,organic,free,7,0,1
5931,referral,free,5,0,1
5932,organic,free,13,1,1
5933,organic,free,11,1,1
5934,organic,pro,5,0,0
5935,organic,free,3,0,0
5936,paid,free,4,0,0
5937,organic,free,7,1,0
5938,organic,free,6,0,0
5939,paid,free,9,0,1
5940,referral,free,2,0,0
5941,paid,free,6,1,1
5942,paid,free,3,0,1
5943,organic,free,5,0,0
5944,referral,free,7,1,0
5945,organic,free,3,0,0
5946,organic,pro,6,1,1
5947,organic,free,13,1,1
5948,paid,free,2,0,0
5949,organic,free,4,0,0
5950,paid,pro,3,0,0
5951,organic,pro,9,1,1
5952,paid,free,3,0,0
5953,paid,free,10,1,1
5954,organic,free,4,1,0
5955,organic,pro,5,1,0
5956,paid,free,9,1,1
5957,paid,free,4,0,1
5958,organic,pro,9,1,1
5959,paid,free,6,1,1
5960,organic,free,6,0,0
5961,organic,free,7,0,1
5962,organic,pro,6,0,0
5963,paid,free,4,0,1
5964,organic,pro,6,1,0
5965,paid,free,5,1,1
5966,organic,free,10,1,1
5967,paid,pro,6,0,1
5968,organic,free,6,1,1
5969,paid,free,6,0,1
5970,paid,free,6,0,0
5971,organic,pro,5,1,0
5972,organic,free,5,0,0
5973,paid,free,4,0,1
5974,referral,pro,7,1,1
5975,referral,pro,7,0,1
5976,organic,pro,7,1,0
5977,paid,free,3,0,0
5978,organic,pro,5,0,0
5979,organic,pro,7,0,1
5980,paid,free,8,1,0
5981,paid,pro,4,0,0
5982,paid,free,6,1,0
5983,referral,pro,3,0,0
5984,organic,free,7,0,0
5985,paid,free,4,0,0
5986,organic,free,3,0,0
5987,organic,free,9,1,1
5988,organic,free,6,0,0
5989,referral,free,4,0,0
5990,paid,pro,5,0,0
5991,organic,free,5,1,0
5992,paid,free,9,1,1
5993,referral,free,9,1,1
5994,referral,free,5,0,0
5995,paid,free,8,1,1
5996,organic,free,8,1,0
5997,paid,free,5,0,0
5998,referral,free,6,1,0
5999,referral,pro,10,1,1
6000,referral,free,7,0,1
6001,paid,free,4,0,0
6002,organic,free,5,1,1
6003,paid,pro,4,0,1
6004,organic,free,5,0,0
6005,organic,pro,5,1,1
6006,paid,free,5,0,1
6007,paid,pro,3,0,0
6008,referral,free,5,0,1
6009,paid,free,10,1,1
6010,referral,free,6,0,1
6011,paid,free,9,1,1
6012,paid,pro,8,0,1
6013,organic,free,5,1,0
6014,paid,free,7,0,0
6015,organic,free,1,0,0
6016,organic,free,7,1,0
6017,organic,pro,2,0,0
6018,referral,free,3,0,0
6019,paid,free,7,0,0
6020,referral,free,3,1,0
6021,referral,pro,5,1,1
6022,referral,pro,6,0,1
6023,organic,free,5,0,1
6024,referral,free,3,0,0
6025,referral,pro,6,0,1
6026,referral,pro,9,1,1
6027,organic,free,5,0,0
6028,organic,free,4,0,1
6029,referral,free,3,0,0
6030,organic,free,5,0,0
6031,organic,free,4,1,0
6032,paid,pro,4,0,0
6033,organic,free,3,0,0
6034,organic,pro,4,0,1
6035,referral,free,2,0,0
6036,referral,free,10,0,0
6037,referral,free,8,0,0
6038,organic,free,4,0,0
6039,organic,pro,7,1,1
6040,organic,free,7,0,0
6041,paid,free,7,1,1
6042,organic,pro,6,0,1
6043,paid,free,6,0,1
6044,referral,free,8,1,0
6045,paid,pro,5,1,0
6046,organic,free,10,1,1
6047,organic,free,5,0,0
6048,organic,free,3,0,0
6049,organic,free,7,0,1
6050,paid,free,4,1,0
6051,organic,pro,7,0,1
6052,paid,free,6,0,0
6053,referral,pro,4,0,0
6054,organic,free,10,1,1
6055,organic,free,7,1,1
6056,organic,free,5,0,0
6057,organic,free,7,0,1
6058,paid,free,4,0,0
6059,referral,pro,6,1,0
6060,referral,pro,7,0,0
6061,paid,free,10,1,1
6062,organic,free,6,1,1
6063,organic,pro,6,0,1
6064,organic,free,4,0,0
6065,organic,free,4,0,1
6066,referral,free,3,1,0
6067,paid,free,1,0,0
6068,organic,free,3,0,0
6069,organic,pro,7,1,0
6070,organic,free,10,1,0
6071,referral,free,3,0,0
6072,organic,pro,5,1,0
6073,organic,free,6,1,0
6074,organic,free,8,1,1
6075,referral,free,7,1,0
6076,paid,pro,12,1,1
6077,paid,free,6,0,0
6078,organic,free,6,0,0
6079,organic,free,6,0,0
6080,referral,pro,8,1,1
6081,organic,pro,6,0,0
6082,organic,free,4,0,1
6083,paid,pro,4,0,0
6084,organic,free,10,1,0
6085,organic,pro,4,0,0
6086,referral,free,3,0,0
6087,paid,free,4,0,1
6088,organic,pro,9,0,1
6089,organic,free,7,1,1
6090,paid,free,8,1,1
6091,organic,free,4,1,0
6092,organic,free,4,0,1
6093,paid,free,8,1,0
6094,paid,free,3,0,0
6095,referral,free,6,1,0
6096,organic,free,2,0,0
6097,organic,free,10,0,1
6098,paid,free,8,0,1
6099,paid,free,8,1,1
6100,organic,free,9,1,0
6101,paid,free,7,1,1
6102,organic,free,8,0,1
6103,referral,free,9,1,1
6104,referral,free,7,0,0
6105,organic,free,4,0,0
6106,referral,free,7,1,1
6107,referral,free,5,1,0
6108,organic,free,9,1,1
6109,organic,free,7,0,0
6110,paid,pro,6,0,1
6111,organic,free,12,1,0
6112,organic,pro,4,0,1
6113,organic,free,8,1,0
6114,referral,free,5,1,0
6115,organic,free,5,0,0
6116,paid,free,7,0,1
6117,organic,free,8,1,1
6118,organic,free,6,0,0
6119,referral,free,7,0,0
6120,organic,free,7,0,0
6121,organic,free,4,0,1
6122,organic,free,5,0,1
6123,paid,free,5,0,0
6124,organic,free,8,0,1
6125,organic,free,6,0,0
6126,organic,free,6,1,1
6127,organic,free,7,0,1
6128,organic,free,6,1,0
6129,paid,pro,4,1,0
6130,organic,free,5,1,0
6131,organic,free,7,1,0
6132,paid,free,11,1,1
6133,paid,free,9,0,1
6134,organic,free,10,1,1
6135,organic,pro,5,0,1
6136,organic,free,9,0,1
6137,referral,free,5,0,1
6138,organic,pro,4,0,0
6139,organic,free,9,1,1
6140,organic,free,3,0,0
6141,organic,free,7,0,0
6142,organic,free,3,0,1
6143,organic,pro,7,1,1
6144,paid,free,6,0,0
6145,paid,free,2,0,0
6146,paid,free,2,0,0
6147,paid,pro,5,0,0
6148,organic,pro,4,0,0
6149,referral,pro,6,0,0
6150,paid,pro,12,1,1
6151,referral,free,4,0,1
6152,paid,free,5,0,1
6153,organic,free,4,0,0
6154,organic,free,7,1,1
6155,organic,free,8,1,1
6156,organic,free,4,0,0
6157,paid,free,3,0,0
6158,organic,free,6,0,0
6159,organic,pro,6,0,1
6160,referral,free,12,1,1
6161,paid,free,9,1,1
6162,paid,free,9,1,1
6163,organic,pro,5,0,0
6164,paid,free,3,0,0
6165,referral,free,6,0,0
6166,paid,free,7,0,0
6167,paid,pro,9,1,1
6168,paid,free,5,1,0
6169,organic,pro,11,1,1
6170,paid,free,7,0,1
6171,referral,free,8,0,1
6172,organic,free,6,0,0
6173,organic,pro,6,0,1
6174,organic,pro,4,0,0
6175,organic,free,4,0,0
6176,referral,free,4,0,1
6177,paid,free,3,0,0
6178,organic,free,9,1,1
6179,organic,pro,3,0,0
6180,organic,pro,6,1,0
6181,organic,free,11,1,1
6182,paid,free,7,0,1
6183,referral,free,9,0,1
6184,paid,pro,3,0,0
6185,organic,free,11,1,1
6186,paid,free,9,1,1
6187,paid,free,5,0,0
6188,organic,free,4,0,0
6189,paid,free,6,0,0
6190,paid,pro,4,0,0
6191,referral,pro,9,1,0
6192,organic,free,3,0,0
6193,organic,free,10,1,1
6194,paid,free,2,0,0
6195,organic,free,6,0,0
6196,organic,free,4,0,0
6197,paid,free,7,0,1
6198,organic,free,9,1,0
6199,paid,pro,7,1,1
6200,referral,free,9,0,0
6201,paid,pro,5,0,1
6202,paid,free,8,1,1
6203,paid,free,4,0,0
6204,organic,free,8,1,1
6205,organic,free,6,1,1
6206,paid,free,4,0,0
6207,organic,pro,9,1,1
6208,organic,pro,3,0,0
6209,organic,free,10,1,1
6210,referral,free,4,0,0
6211,organic,free,3,0,0
6212,paid,free,3,0,0
6213,organic,free,5,1,0
6214,paid,free,7,0,0
6215,organic,pro,4,0,0
6216,organic,pro,3,1,0
6217,paid,free,5,1,0
6218,paid,free,7,1,1
6219,organic,free,6,1,0
6220,organic,free,3,0,0
6221,organic,free,10,1,1
6222,organic,free,3,0,0
6223,paid,free,4,0,1
6224,organic,pro,10,1,1
6225,paid,free,4,0,0
6226,organic,free,5,0,0
6227,paid,free,7,1,0
6228,organic,free,4,0,1
6229,paid,free,3,0,0
6230,organic,free,9,1,1
6231,referral,free,7,1,0
6232,paid,free,8,1,1
6233,referral,free,5,0,0
6234,organic,free,9,1,1
6235,organic,free,4,0,0
6236,organic,free,1,0,0
6237,organic,free,5,0,0
6238,paid,free,5,1,1
6239,referral,free,5,0,0
6240,paid,free,5,0,1
6241,paid,free,5,0,0
6242,organic,free,3,0,0
6243,organic,free,4,0,0
6244,paid,free,2,0,1
6245,organic,free,4,1,0
6246,organic,free,6,0,1
6247,referral,free,4,0,1
6248,referral,free,8,0,0
6249,paid,pro,6,1,0
6250,organic,free,9,1,1
6251,referral,free,4,0,0
6252,organic,free,7,0,0
6253,organic,free,2,0,0
6254,organic,free,7,0,1
6255,referral,pro,4,0,1
6256,referral,free,8,1,1
6257,paid,free,6,0,1
6258,organic,free,6,1,1
6259,paid,free,6,0,0
6260,organic,free,8,1,1
6261,referral,free,7,0,1
6262,organic,free,6,0,1
6263,organic,free,2,0,0
6264,paid,free,9,0,1
6265,paid,free,7,1,0
6266,referral,free,6,0,0
6267,organic,free,3,1,0
6268,referral,free,7,1,1
6269,organic,free,12,1,1
6270,organic,free,2,0,0
6271,paid,free,6,1,1
6272,organic,pro,5,1,0
6273,paid,free,8,1,0
6274,organic,free,6,0,0
6275,organic,free,4,0,0
6276,paid,free,3,0,0
6277,organic,free,7,1,1
6278,paid,free,6,0,0
6279,paid,free,7,0,1
6280,organic,free,9,0,0
6281,paid,free,3,0,0
6282,organic,free,8,1,1
6283,organic,pro,8,0,1
6284,organic,free,6,0,0
6285,referral,free,5,0,0
6286,paid,free,8,0,1
6287,paid,free,7,1,1
6288,referral,pro,2,0,0
6289,organic,free,10,1,0
6290,referral,pro,3,0,0
6291,paid,free,6,1,0
6292,referral,free,9,1,1
6293,referral,pro,7,1,0
6294,referral,free,4,0,0
6295,organic,pro,5,0,0
6296,paid,pro,8,1,1
6297,referral,free,4,0,0
6298,paid,free,7,1,1
6299,organic,pro,5,0,0
6300,referral,free,9,1,0
6301,organic,free,7,1,0
6302,paid,free,5,0,0
6303,paid,free,7,0,1
6304,organic,free,7,0,1
6305,paid,free,2,0,1
6306,organic,free,10,1,0
6307,paid,free,9,1,1
6308,referral,free,8,1,0
6309,organic,free,9,1,1
6310,paid,free,7,1,0
6311,organic,free,5,1,0
6312,referral,free,3,0,0
6313,referral,free,4,0,0
6314,organic,free,10,1,1
6315,paid,free,6,0,1
6316,paid,free,6,0,0
6317,paid,free,4,0,0
6318,paid,pro,7,1,1
6319,paid,free,5,1,1
6320,paid,free,8,1,1
6321,organic,pro,3,0,0
6322,organic,free,6,1,0
6323,referral,pro,6,1,0
6324,organic,free,7,0,1
6325,paid,free,5,1,1
6326,organic,free,5,1,0
6327,referral,free,3,1,1
6328,paid,free,8,1,1
6329,organic,free,5,0,0
6330,organic,free,8,0,0
6331,organic,free,6,0,1
6332,referral,free,6,1,0
6333,paid,free,2,1,0
6334,paid,pro,8,1,1
6335,paid,free,6,0,1
6336,organic,free,7,1,1
6337,organic,free,8,1,0
6338,organic,free,5,0,0
6339,organic,pro,8,1,1
6340,paid,free,8,1,0
6341,referral,free,3,1,1
6342,referral,free,11,1,1
6343,referral,free,6,1,0
6344,paid,free,11,1,1
6345,organic,free,2,1,0
6346,paid,free,2,0,0
6347,referral,free,11,1,1
6348,paid,free,6,0,1
6349,paid,free,3,0,0
6350,paid,free,6,0,0
6351,paid,free,4,0,1
6352,referral,free,3,0,0
6353,paid,free,7,1,1
6354,organic,free,6,1,0
6355,organic,free,10,1,1
6356,paid,free,9,1,1
6357,organic,free,7,1,0
6358,referral,free,4,0,0
6359,paid,free,6,0,0
6360,paid,free,3,0,0
6361,organic,free,3,0,0
6362,paid,free,5,0,0
6363,paid,free,6,1,1
6364,organic,free,7,1,0
6365,referral,free,8,0,1
6366,organic,free,11,1,1
6367,organic,pro,1,0,0
6368,organic,free,7,0,1
6369,paid,free,8,0,1
6370,paid,free,6,1,0
6371,referral,free,9,1,1
6372,organic,free,6,0,1
6373,referral,pro,6,0,0
6374,paid,free,10,1,1
6375,organic,free,5,0,1
6376,organic,free,6,0,1
6377,organic,free,7,0,1
6378,referral,free,4,1,0
6379,organic,pro,7,1,1
6380,paid,pro,10,1,1
6381,paid,free,2,0,0
6382,referral,free,8,1,1
6383,paid,free,4,0,0
6384,paid,free,6,1,1
6385,organic,free,6,1,0
6386,referral,free,5,0,0
6387,organic,pro,5,1,0
6388,organic,free,7,1,1
6389,referral,pro,5,0,0
6390,organic,pro,7,1,1
6391,organic,free,6,1,1
6392,paid,free,3,0,0
6393,organic,free,7,0,0
6394,organic,pro,5,1,0
6395,paid,free,5,0,0
6396,paid,pro,6,1,0
6397,paid,free,6,1,1
6398,organic,free,5,0,0
6399,paid,pro,6,0,1
6400,referral,free,8,1,0
6401,organic,free,10,1,1
6402,organic,free,6,1,0
6403,organic,free,8,0,0
6404,paid,free,6,1,0
6405,organic,free,3,1,0
6406,paid,free,6,1,1
6407,referral,free,2,0,0
6408,organic,free,4,0,0
6409,paid,free,7,0,1
6410,organic,free,5,0,0
6411,organic,pro,6,1,1
6412,paid,free,7,0,1
6413,organic,pro,6,0,0
6414,referral,free,6,0,1
6415,paid,free,4,1,0
6416,organic,free,9,1,1
6417,organic,free,8,1,1
6418,organic,free,7,1,0
6419,referral,free,3,0,0
6420,paid,free,8,1,1
6421,organic,pro,6,0,1
6422,paid,free,7,0,1
6423,paid,free,8,0,0
6424,paid,free,4,0,0
6425,organic,free,8,1,1
6426,organic,free,3,0,0
6427,organic,pro,7,0,1
6428,organic,pro,7,0,1
6429,paid,free,9,1,0
6430,organic,free,4,0,0
6431,organic,free,6,1,0
6432,organic,free,7,1,1
6433,organic,free,6,0,1
6434,referral,free,5,0,0
6435,paid,pro,5,0,0
6436,organic,free,5,0,0
6437,paid,free,3,0,0
6438,organic,pro,7,1,1
6439,referral,free,14,1,1
6440,paid,free,5,0,0
6441,paid,pro,8,1,0
6442,referral,free,3,1,0
6443,referral,free,7,0,1
6444,referral,free,6,1,1
6445,organic,pro,8,0,1
6446,organic,free,6,1,0
6447,paid,free,7,0,0
6448,paid,free,11,0,1
6449,paid,free,6,1,0
6450,paid,free,7,1,1
6451,organic,free,12,1,1
6452,organic,pro,4,0,0
6453,paid,free,6,1,0
6454,organic,pro,3,0,0
6455,paid,pro,9,1,1
6456,paid,pro,3,0,0
6457,paid,free,5,1,0
6458,paid,free,4,0,0
6459,paid,pro,5,0,1
6460,paid,free,2,0,0
6461,organic,free,6,1,0
6462,paid,free,4,0,0
6463,paid,free,5,1,1
6464,organic,free,3,0,1
6465,paid,free,2,0,0
6466,referral,free,6,0,1
6467,organic,free,2,0,0
6468,paid,free,8,1,1
6469,referral,pro,7,1,0
6470,referral,free,7,0,1
6471,organic,free,3,1,1
6472,paid,free,6,1,1
6473,referral,pro,3,0,1
6474,paid,free,5,1,0
6475,organic,free,5,0,0
6476,organic,free,6,0,0
6477,paid,pro,9,1,1
6478,organic,free,3,0,0
6479,organic,free,5,0,0
6480,organic,free,3,1,0
6481,paid,free,6,0,1
6482,paid,free,4,0,0
6483,referral,free,3,0,0
6484,paid,free,4,0,0
6485,referral,free,6,0,1
6486,referral,free,5,0,0
6487,organic,pro,3,0,1
6488,paid,free,13,1,1
6489,organic,free,4,1,0
6490,referral,free,8,1,1
6491,organic,free,4,0,0
6492,paid,pro,8,0,1
6493,referral,free,6,0,0
6494,organic,pro,6,1,0
6495,referral,free,6,0,0
6496,organic,free,3,0,0
6497,organic,free,4,1,1
6498,paid,free,6,0,0
6499,organic,pro,5,0,0
6500,paid,free,4,0,0
6501,referral,free,7,0,0
6502,organic,free,7,0,0
6503,paid,free,2,0,0
6504,referral,free,1,0,0
6505,paid,free,7,0,1
6506,organic,free,6,0,0
6507,referral,free,4,0,0
6508,organic,free,4,0,0
6509,paid,free,5,1,1
6510,paid,pro,7,0,1
6511,paid,free,4,0,0
6512,organic,free,6,0,0
6513,organic,pro,3,0,0
6514,paid,free,6,0,1
6515,organic,free,8,0,0
6516,paid,free,9,1,1
6517,paid,free,13,1,1
6518,paid,pro,7,1,1
6519,organic,free,9,1,1
6520,organic,free,8,0,0
6521,referral,free,5,1,0
6522,organic,free,2,0,1
6523,organic,pro,6,1,0
6524,organic,free,6,1,0
6525,organic,free,5,0,1
6526,referral,free,10,1,1
6527,organic,free,3,0,0
6528,organic,free,7,1,1
6529,paid,free,8,1,1
6530,organic,free,7,1,1
6531,organic,pro,6,1,0
6532,referral,pro,4,0,0
6533,paid,free,9,1,1
6534,organic,pro,6,0,1
6535,organic,free,5,0,0
6536,organic,free,6,0,0
6537,organic,free,4,1,1
6538,paid,pro,3,0,0
6539,paid,free,14,1,1
6540,paid,free,3,0,0
6541,referral,free,6,1,0
6542,organic,free,10,1,1
6543,referral,free,7,1,0
6544,paid,free,10,1,1
6545,organic,pro,6,1,1
6546,referral,free,4,0,0
6547,organic,free,7,0,1
6548,paid,pro,6,0,1
6549,paid,free,6,0,0
6550,organic,free,9,1,1
6551,referral,free,6,0,0
6552,organic,free,8,1,0
6553,referral,free,6,1,1
6554,organic,free,3,0,0
6555,organic,pro,11,1,1
6556,organic,pro,6,1,0
6557,referral,free,6,1,1
6558,organic,free,5,0,1
6559,referral,free,9,1,1
6560,organic,free,4,0,0
6561,paid,free,4,0,0
6562,organic,free,3,0,1
6563,organic,free,11,1,1
6564,referral,free,6,1,1
6565,organic,free,6,1,0
6566,paid,free,6,0,0
6567,paid,free,6,1,1
6568,paid,free,4,0,1
6569,paid,pro,11,1,1
6570,referral,free,5,1,0
6571,paid,free,7,0,1
6572,paid,free,4,0,0
6573,paid,free,4,0,0
6574,paid,free,4,1,0
6575,organic,free,4,0,0
6576,paid,free,5,1,0
6577,organic,free,4,0,1
6578,paid,free,6,0,0
6579,referral,pro,6,1,0
6580,referral,free,5,0,0
6581,referral,free,8,1,1
6582,paid,free,7,0,0
6583,paid,free,8,1,0
6584,organic,pro,6,1,1
6585,paid,free,8,1,1
6586,organic,free,7,0,0
6587,organic,free,13,1,1
6588,referral,free,8,1,1
6589,referral,free,6,0,1
6590,paid,free,4,0,0
6591,organic,free,8,0,1
6592,paid,free,6,1,1
6593,organic,free,7,1,1
6594,referral,free,4,0,0
6595,referral,free,3,0,0
6596,organic,free,6,0,0
6597,organic,free,3,0,0
6598,organic,free,8,1,0
6599,organic,free,8,0,0
6600,organic,free,6,1,1
6601,organic,pro,9,1,1
6602,organic,free,4,1,0
6603,organic,free,4,0,1
6604,organic,free,10,0,1
6605,paid,free,5,0,0
6606,organic,free,3,0,0
6607,referral,free,8,1,1
6608,organic,free,5,0,0
6609,organic,pro,6,1,1
6610,organic,pro,9,1,1
6611,paid,free,11,1,1
6612,organic,free,7,1,1
6613,paid,free,4,0,0
6614,organic,pro,5,0,1
6615,referral,free,9,1,1
6616,organic,free,5,0,0
6617,organic,free,5,1,0
6618,referral,free,3,0,0
6619,organic,free,2,0,0
6620,organic,pro,4,0,0
6621,referral,free,3,0,0
6622,organic,pro,7,1,1
6623,organic,free,12,1,1
6624,organic,free,6,1,1
6625,organic,free,7,1,0
6626,referral,free,6,0,1
6627,paid,free,10,1,1
6628,paid,free,7,1,0
6629,organic,free,3,1,0
6630,paid,pro,7,1,1
6631,paid,free,10,1,1
6632,organic,free,9,1,1
6633,referral,free,7,0,1
6634,paid,free,7,0,0
6635,paid,pro,5,1,0
6636,organic,free,7,0,0
6637,organic,free,7,1,1
6638,paid,pro,5,0,0
6639,paid,free,5,0,0
6640,organic,pro,4,0,0
6641,organic,free,6,0,0
6642,referral,free,3,0,0
6643,organic,free,2,0,0
6644,organic,free,5,0,1
6645,paid,free,5,0,0
6646,organic,free,10,1,1
6647,organic,free,8,1,1
6648,organic,pro,6,1,1
