query_id,team,query_type,bytes_scanned_gb,table_count,scheduled_hour,migrated,runtime_sec
4929,product,etl,10.44,3,23,0,37.55
4930,finance,adhoc,6.44,2,10,1,38.95
4931,finance,ml_features,4.27,2,7,1,11.77
4932,growth,dashboard,0.74,6,17,1,5.97
4933,platform,adhoc,13.53,6,23,1,52.79
4934,platform,dashboard,3.63,7,0,1,28.09
4935,growth,etl,1.32,5,3,1,8.93
4936,platform,dashboard,0.97,2,3,0,4.36
4937,platform,dashboard,2.67,5,5,0,21.37
4938,growth,etl,0.32,2,9,1,2.26
4939,ml,dashboard,4.35,3,15,0,26.45
4940,growth,dashboard,0.71,3,2,1,4.08
4941,platform,dashboard,3.03,2,22,1,18.29
4942,product,adhoc,1.13,3,14,1,3.66
4943,ml,dashboard,1.51,5,15,1,11.04
4944,finance,dashboard,0.88,4,6,1,8.29
4945,finance,adhoc,1.69,3,4,1,5.62
4946,platform,ml_features,16.09,5,6,0,50.29
4947,product,etl,9.24,3,10,1,42.35
4948,product,dashboard,2.97,5,16,1,23.5
4949,product,etl,1.96,4,10,1,12.35
4950,product,etl,5.1,5,12,1,25.74
4951,growth,adhoc,6.98,3,3,1,25.68
4952,growth,adhoc,0.81,3,5,1,3.77
4953,growth,dashboard,1.85,2,15,1,8.53
4954,growth,adhoc,0.27,4,5,1,1.23
4955,platform,adhoc,6.93,5,12,0,65.16
4956,finance,dashboard,19.52,6,7,0,83.95
4957,finance,dashboard,2.2,4,19,0,8.65
4958,growth,dashboard,0.19,4,7,1,1.69
4959,platform,adhoc,3.93,4,5,1,9.36
4960,growth,dashboard,0.74,5,22,1,3.12
4961,growth,adhoc,0.97,11,4,1,8.38
4962,platform,etl,4.01,3,17,0,21.09
4963,growth,dashboard,2.66,4,14,1,16.95
4964,platform,dashboard,1.18,5,6,1,5.1
4965,finance,dashboard,0.99,3,18,1,5.37
4966,platform,dashboard,2.31,1,22,1,8.49
4967,growth,etl,1.28,4,7,1,5.27
4968,finance,adhoc,0.59,6,21,1,2.85
4969,finance,etl,1.4,4,4,1,10.3
4970,product,ml_features,2.93,3,20,1,9.46
4971,platform,dashboard,1.66,4,10,1,9.23
4972,growth,adhoc,0.43,4,17,1,2.45
4973,product,adhoc,5.98,3,7,0,21.04
4974,growth,adhoc,0.1,4,18,1,0.63
4975,platform,dashboard,1.23,5,7,1,4.81
4976,ml,dashboard,1.02,6,11,1,6.7
4977,growth,adhoc,2.37,4,0,1,10.04
4978,growth,adhoc,3.74,3,7,0,17.59
4979,platform,dashboard,6.95,4,8,1,45.98
4980,platform,dashboard,0.92,1,12,1,5.26
4981,product,adhoc,3.84,5,9,1,18.78
4982,finance,adhoc,2.5,5,18,1,8.19
4983,platform,adhoc,0.31,2,17,1,1.51
4984,finance,dashboard,16.29,4,9,0,115.74
4985,ml,dashboard,0.41,4,2,1,2.94
4986,platform,etl,3.19,4,7,0,16.51
4987,platform,adhoc,3.09,4,3,1,15.67
4988,platform,dashboard,2.73,2,3,1,8.14
4989,ml,adhoc,1.17,3,20,1,6.15
4990,growth,dashboard,5.0,4,18,0,25.73
4991,ml,adhoc,0.36,3,2,1,2.73
4992,growth,dashboard,1.87,3,15,0,10.73
4993,finance,adhoc,1.08,2,12,1,4.94
4994,finance,ml_features,0.96,6,13,1,7.52
4995,growth,dashboard,3.23,4,21,1,12.68
4996,finance,dashboard,6.59,6,7,1,33.94
4997,product,dashboard,1.38,4,10,1,8.45
4998,growth,dashboard,4.75,4,13,1,30.72
4999,finance,ml_features,2.13,9,23,1,10.62
5000,finance,ml_features,0.75,3,1,1,5.7
5001,product,dashboard,1.52,4,4,1,8.25
5002,product,etl,1.45,4,3,0,7.86
5003,product,dashboard,0.94,2,15,1,6.91
5004,platform,adhoc,3.23,4,7,0,18.37
5005,product,adhoc,2.61,1,23,0,12.65
5006,growth,dashboard,0.35,3,2,1,2.26
5007,product,adhoc,0.33,4,17,1,2.98
5008,finance,adhoc,3.21,3,0,0,13.6
5009,growth,dashboard,0.82,4,19,1,5.13
5010,platform,ml_features,2.81,3,5,0,11.29
5011,growth,dashboard,4.75,2,23,0,15.6
5012,ml,dashboard,0.5,3,21,1,2.41
5013,growth,ml_features,0.43,5,1,1,1.76
5014,product,dashboard,12.7,1,0,0,30.32
5015,finance,dashboard,2.96,4,8,0,13.21
5016,ml,dashboard,1.27,5,19,1,4.56
5017,platform,dashboard,0.72,3,23,1,3.38
5018,growth,dashboard,1.15,4,13,1,8.88
5019,growth,dashboard,0.54,2,23,1,2.54
5020,product,adhoc,5.32,2,1,0,18.96
5021,growth,adhoc,0.86,9,11,1,7.28
5022,growth,etl,6.71,4,10,0,18.2
5023,ml,etl,1.3,1,18,1,6.86
5024,product,dashboard,0.64,4,15,1,5.21
5025,growth,ml_features,1.26,4,10,1,9.84
5026,finance,etl,0.11,3,1,1,0.67
5027,growth,etl,1.76,5,17,1,15.85
5028,platform,adhoc,1.67,4,2,1,8.6
5029,growth,dashboard,4.99,3,23,0,26.86
5030,finance,dashboard,0.25,3,2,1,1.4
5031,growth,etl,7.23,3,2,1,38.04
5032,ml,adhoc,4.97,2,18,1,19.57
5033,growth,etl,7.98,2,5,0,32.26
5034,product,adhoc,1.9,3,2,1,8.56
5035,finance,dashboard,6.14,5,14,0,25.27
5036,platform,dashboard,0.4,6,15,1,4.87
5037,growth,ml_features,4.41,3,12,1,19.54
5038,platform,dashboard,0.86,4,7,1,3.4
5039,ml,adhoc,0.33,2,1,1,1.47
5040,growth,ml_features,0.58,5,14,1,5.22
5041,growth,dashboard,2.03,2,3,1,12.72
5042,ml,dashboard,0.81,2,0,1,3.1
5043,finance,adhoc,3.05,6,22,1,17.04
5044,platform,etl,0.28,4,12,1,1.92
5045,platform,adhoc,0.19,4,20,1,0.71
5046,finance,dashboard,9.11,5,19,1,43.44
5047,growth,dashboard,5.44,5,2,1,18.09
5048,finance,dashboard,0.63,2,18,1,4.56
5049,product,dashboard,2.01,3,2,1,10.26
5050,finance,dashboard,6.18,4,12,1,26.95
5051,product,etl,3.19,3,12,1,17.73
5052,product,dashboard,2.37,3,5,0,13.82
5053,platform,etl,6.72,3,10,1,19.87
5054,growth,etl,0.9,7,18,1,7.58
5055,finance,adhoc,2.08,2,16,0,12.98
5056,growth,adhoc,1.97,5,13,1,11.46
5057,growth,dashboard,1.49,5,3,1,11.6
5058,finance,adhoc,1.31,7,6,1,8.33
5059,ml,dashboard,2.18,5,3,1,18.83
5060,finance,dashboard,2.09,4,22,1,14.17
5061,growth,adhoc,0.64,2,5,1,5.04
5062,product,dashboard,4.86,6,12,0,36.39
5063,product,dashboard,0.69,3,5,1,4.83
5064,finance,adhoc,1.58,5,21,1,7.73
5065,finance,adhoc,1.46,3,9,1,14.13
5066,finance,dashboard,2.99,3,10,1,11.68
5067,growth,dashboard,0.2,2,23,1,1.87
5068,finance,dashboard,5.37,5,10,1,27.42
5069,growth,adhoc,0.96,5,13,1,4.69
5070,product,adhoc,7.71,4,8,0,37.88
5071,platform,dashboard,1.19,3,16,1,6.88
5072,growth,adhoc,1.91,3,9,1,12.32
5073,growth,ml_features,16.53,4,10,0,123.89
5074,platform,adhoc,1.48,3,8,1,5.18
5075,product,adhoc,7.87,4,16,0,59.57
5076,product,adhoc,2.1,5,18,1,15.51
5077,platform,etl,3.18,2,18,1,18.91
5078,product,ml_features,2.17,4,6,1,6.51
5079,product,dashboard,5.12,6,0,1,27.09
5080,finance,dashboard,0.95,3,5,1,6.28
5081,ml,dashboard,0.68,7,12,1,9.22
5082,product,etl,1.0,3,21,1,3.37
5083,growth,dashboard,2.25,2,17,1,10.53
5084,product,etl,1.58,2,23,1,13.82
5085,growth,dashboard,4.4,3,12,1,12.72
5086,product,adhoc,8.46,5,12,0,61.26
5087,growth,dashboard,0.69,10,1,1,5.95
5088,product,adhoc,0.9,2,3,1,3.64
5089,finance,dashboard,0.41,2,12,0,2.65
5090,product,adhoc,18.79,3,2,0,124.31
5091,product,adhoc,2.82,7,6,0,20.78
5092,growth,dashboard,3.41,1,14,1,14.82
5093,finance,adhoc,0.46,5,11,1,2.93
5094,finance,etl,2.01,1,18,1,12.31
5095,product,etl,3.53,5,15,1,18.63
5096,ml,adhoc,1.52,2,17,0,7.14
5097,finance,adhoc,6.58,4,10,0,33.13
5098,product,etl,25.61,4,21,0,101.47
5099,ml,adhoc,0.71,3,5,1,3.57
5100,product,ml_features,0.65,8,9,1,8.95
5101,finance,etl,0.77,5,12,1,6.76
5102,finance,dashboard,11.78,5,22,0,46.25
5103,platform,dashboard,6.34,3,9,0,38.94
5104,finance,adhoc,1.73,7,16,0,12.44
5105,growth,adhoc,2.1,4,8,1,9.53
5106,product,adhoc,0.82,3,17,1,5.15
5107,growth,ml_features,5.36,3,15,1,22.51
5108,product,adhoc,1.33,6,15,1,12.32
5109,ml,dashboard,1.51,6,7,1,11.06
5110,ml,adhoc,3.93,6,1,1,14.97
5111,product,dashboard,1.64,5,13,1,15.98
5112,platform,adhoc,1.56,3,21,1,8.24
5113,platform,etl,2.04,6,16,1,7.85
5114,ml,dashboard,4.83,3,6,1,20.0
5115,platform,etl,12.32,3,9,1,59.92
5116,platform,etl,3.83,4,2,0,15.05
5117,growth,dashboard,4.87,5,5,1,39.11
5118,growth,etl,1.62,7,21,1,7.58
5119,growth,etl,0.92,5,16,1,7.3
5120,product,adhoc,4.13,3,6,1,13.9
5121,ml,dashboard,2.43,2,10,1,10.31
5122,ml,dashboard,0.42,2,23,1,2.29
5123,platform,adhoc,1.4,5,10,1,7.39
5124,platform,dashboard,1.84,2,20,0,7.79
5125,product,dashboard,1.15,9,4,1,6.75
5126,finance,ml_features,10.28,2,15,1,27.63
5127,product,adhoc,3.41,3,9,1,15.8
5128,growth,adhoc,9.12,5,21,0,66.78
5129,platform,ml_features,2.69,2,20,1,9.34
5130,product,dashboard,2.2,2,19,0,9.73
5131,growth,dashboard,0.72,4,12,0,5.39
5132,product,adhoc,2.04,5,15,1,19.3
5133,product,dashboard,2.04,2,11,0,12.64
5134,platform,dashboard,0.45,3,14,1,2.44
5135,platform,etl,1.11,4,13,0,4.96
5136,growth,dashboard,1.41,5,17,1,7.2
5137,platform,adhoc,3.17,1,6,1,12.04
5138,growth,adhoc,3.35,5,4,0,12.58
5139,finance,adhoc,1.06,1,2,1,6.41
5140,finance,dashboard,3.37,7,15,1,19.76
5141,platform,dashboard,1.65,4,9,1,13.72
5142,ml,etl,0.09,6,1,1,0.69
5143,growth,etl,1.18,6,19,1,5.52
5144,product,adhoc,6.6,5,20,0,23.57
5145,platform,dashboard,0.32,4,9,1,2.76
5146,ml,adhoc,2.28,4,16,1,17.74
5147,growth,dashboard,11.52,5,5,1,49.7
5148,growth,dashboard,0.87,4,2,1,3.44
5149,finance,dashboard,2.02,8,9,1,15.1
5150,ml,dashboard,0.48,5,23,1,2.85
5151,finance,dashboard,12.06,2,20,0,24.42
5152,product,dashboard,1.84,4,23,1,8.89
5153,ml,etl,2.12,5,4,1,13.15
5154,finance,adhoc,8.93,6,13,0,75.83
5155,product,dashboard,4.17,7,6,1,25.92
5156,ml,dashboard,0.77,3,0,1,2.65
5157,finance,etl,0.99,3,11,1,4.81
5158,growth,dashboard,3.47,1,20,0,17.34
5159,finance,dashboard,1.01,1,5,1,3.32
5160,product,adhoc,0.2,4,21,1,1.55
5161,growth,adhoc,1.9,3,12,1,9.21
5162,growth,etl,0.4,4,3,1,2.37
5163,growth,dashboard,11.92,5,20,1,34.59
5164,product,dashboard,2.45,4,11,0,16.27
5165,platform,dashboard,0.74,3,6,1,3.44
5166,product,adhoc,0.93,4,22,1,7.67
5167,platform,dashboard,0.25,9,5,1,1.94
5168,ml,dashboard,0.6,3,20,1,5.76
5169,product,dashboard,6.16,3,0,0,28.56
5170,product,ml_features,23.45,7,22,0,94.88
5171,growth,dashboard,4.48,7,20,0,20.53
5172,finance,dashboard,1.82,2,17,1,9.01
5173,growth,etl,1.25,4,16,1,6.94
5174,product,adhoc,0.7,3,6,1,3.65
5175,ml,adhoc,19.41,5,1,0,70.82
5176,finance,adhoc,1.64,2,17,1,12.81
5177,growth,dashboard,20.64,3,22,0,84.44
5178,platform,etl,9.33,4,10,1,54.8
5179,ml,dashboard,0.3,5,17,1,3.28
5180,platform,ml_features,0.97,7,16,1,6.72
5181,growth,dashboard,0.96,3,4,1,3.5
5182,product,adhoc,1.84,3,11,0,12.15
5183,finance,adhoc,1.88,4,22,1,9.01
5184,product,dashboard,54.37,3,20,0,154.67
5185,product,dashboard,0.62,6,11,1,8.7
5186,platform,etl,2.59,3,14,1,15.74
5187,growth,dashboard,3.97,6,2,0,16.04
5188,ml,ml_features,2.01,4,9,1,12.44
5189,growth,dashboard,2.27,2,23,1,10.49
5190,growth,adhoc,0.64,4,6,1,3.01
5191,platform,adhoc,2.26,2,11,1,13.84
5192,finance,adhoc,3.53,2,17,0,13.58
5193,finance,adhoc,2.89,5,7,0,12.19
5194,finance,adhoc,3.77,9,21,1,20.27
5195,growth,adhoc,9.52,4,0,0,34.9
5196,growth,adhoc,5.64,3,22,1,22.12
5197,platform,adhoc,2.18,4,4,1,8.43
5198,growth,dashboard,0.55,5,21,1,3.7
5199,ml,dashboard,1.04,6,1,0,7.22
5200,platform,dashboard,1.58,7,0,1,4.14
5201,platform,adhoc,2.66,4,16,1,20.54
5202,platform,etl,1.19,2,14,1,7.46
5203,product,dashboard,0.72,5,15,1,4.92
5204,finance,adhoc,0.54,4,17,1,3.08
5205,ml,dashboard,0.33,5,11,1,3.15
5206,finance,adhoc,1.56,8,5,0,9.02
5207,growth,adhoc,0.4,4,16,1,2.64
5208,product,adhoc,0.67,5,7,1,3.67
5209,growth,adhoc,1.31,4,12,1,7.32
5210,product,etl,0.46,3,17,1,2.92
5211,ml,dashboard,3.06,3,13,1,10.3
5212,product,adhoc,4.55,3,22,1,19.88
5213,growth,dashboard,1.1,2,15,1,5.01
5214,growth,etl,1.25,2,4,1,5.41
5215,finance,etl,3.64,4,0,1,13.89
5216,growth,dashboard,0.92,4,17,1,5.93
5217,product,dashboard,0.85,4,21,1,4.37
5218,platform,adhoc,7.51,4,10,1,31.98
5219,product,ml_features,5.33,1,16,0,24.95
5220,product,dashboard,3.9,2,7,1,18.42
5221,finance,adhoc,5.57,2,3,0,23.48
5222,growth,dashboard,0.23,5,7,1,2.08
5223,product,adhoc,8.93,1,21,1,38.28
5224,finance,adhoc,3.1,4,19,0,13.32
5225,finance,dashboard,6.12,5,16,1,47.56
5226,product,etl,3.08,3,1,1,11.63
5227,finance,dashboard,2.13,6,0,1,8.13
5228,growth,etl,1.49,3,17,1,8.94
5229,finance,dashboard,3.02,3,0,1,14.54
5230,finance,adhoc,1.43,4,6,1,11.62
5231,product,dashboard,5.23,4,7,1,26.5
5232,growth,adhoc,0.35,3,7,1,2.79
5233,platform,dashboard,1.11,3,9,1,9.03
5234,finance,adhoc,19.09,3,17,0,69.57
5235,growth,dashboard,1.01,7,6,1,7.23
5236,growth,dashboard,1.55,2,11,0,7.67
5237,ml,etl,0.76,4,11,1,5.21
5238,product,adhoc,2.91,4,1,1,13.22
5239,platform,adhoc,0.9,3,10,1,6.0
5240,platform,adhoc,1.64,3,18,0,15.02
5241,finance,dashboard,5.12,5,0,1,31.23
5242,product,etl,0.93,3,10,1,5.68
5243,product,dashboard,4.79,1,18,1,18.53
5244,platform,ml_features,4.98,5,9,0,39.22
5245,finance,etl,6.43,6,17,1,37.28
5246,ml,dashboard,2.35,3,13,1,17.38
5247,product,dashboard,71.19,4,16,0,145.91
5248,platform,adhoc,6.42,1,16,1,26.21
5249,growth,etl,2.88,9,8,1,24.01
5250,finance,dashboard,0.77,3,22,1,2.92
5251,growth,dashboard,1.81,1,14,1,6.12
5252,ml,dashboard,9.67,2,1,0,24.3
5253,growth,etl,13.2,7,21,0,63.16
5254,product,adhoc,10.24,7,16,0,50.79
5255,growth,dashboard,4.78,3,0,1,20.63
5256,growth,adhoc,0.51,1,3,1,3.15
5257,finance,etl,3.44,2,0,0,12.29
5258,platform,ml_features,0.51,3,0,1,3.18
5259,growth,dashboard,0.39,8,19,1,3.06
5260,platform,dashboard,2.62,3,19,1,6.77
5261,platform,dashboard,3.58,3,7,0,12.47
5262,ml,adhoc,5.44,4,22,1,25.2
5263,product,dashboard,3.48,3,0,1,16.58
5264,product,dashboard,3.61,3,7,0,11.26
5265,product,etl,0.68,3,16,0,4.57
5266,growth,adhoc,1.79,9,11,1,8.28
5267,product,dashboard,0.38,2,2,1,2.03
5268,platform,dashboard,0.22,4,14,1,2.05
5269,growth,dashboard,4.55,2,9,0,15.1
5270,growth,dashboard,0.88,1,14,1,3.73
5271,product,dashboard,5.26,4,11,1,18.75
5272,platform,dashboard,6.82,4,20,0,30.47
5273,finance,dashboard,1.02,4,15,1,7.89
5274,platform,etl,3.85,6,8,1,28.13
5275,finance,etl,0.97,2,1,1,3.1
5276,finance,dashboard,0.26,3,14,1,1.9
5277,ml,adhoc,2.31,5,15,1,17.78
5278,finance,dashboard,1.2,3,2,1,6.2
5279,product,etl,1.24,2,22,1,3.95
5280,ml,etl,17.69,7,19,0,74.88
5281,growth,adhoc,0.38,3,4,1,2.79
5282,growth,adhoc,3.07,6,15,1,18.81
5283,ml,dashboard,0.67,3,19,1,4.16
5284,product,dashboard,5.47,4,14,0,37.34
5285,ml,adhoc,2.8,5,2,1,9.4
5286,platform,dashboard,3.06,5,1,1,11.72
5287,product,adhoc,0.71,2,4,1,2.91
5288,finance,adhoc,0.87,9,1,1,6.12
5289,finance,dashboard,5.58,3,13,1,25.5
5290,growth,adhoc,14.12,4,2,0,67.61
5291,finance,etl,3.42,1,0,0,11.16
5292,platform,adhoc,0.75,3,5,1,5.6
5293,ml,adhoc,2.92,3,18,0,23.23
5294,ml,etl,29.08,4,10,1,140.47
5295,ml,dashboard,2.25,5,1,1,16.99
5296,growth,adhoc,10.05,7,10,0,56.6
5297,product,dashboard,0.89,4,11,1,4.0
5298,growth,dashboard,1.92,3,3,0,6.77
5299,product,ml_features,3.98,5,20,0,20.54
5300,ml,dashboard,3.12,5,10,1,16.23
5301,platform,dashboard,0.87,4,1,1,3.88
5302,platform,dashboard,0.83,7,12,1,8.01
5303,finance,ml_features,5.97,7,17,1,33.85
5304,product,etl,7.47,5,2,0,24.03
5305,finance,dashboard,10.63,4,20,1,29.05
5306,product,adhoc,14.65,3,2,1,62.07
5307,finance,dashboard,2.34,4,2,1,7.53
5308,platform,adhoc,1.43,4,17,1,6.23
5309,finance,adhoc,8.9,2,6,1,39.8
5310,product,dashboard,4.41,2,23,0,21.55
5311,platform,adhoc,0.68,6,9,1,7.51
5312,finance,etl,0.65,5,4,1,4.75
5313,product,dashboard,3.46,3,16,1,20.14
5314,platform,dashboard,1.66,1,11,1,8.76
5315,ml,ml_features,1.96,5,19,1,10.54
5316,growth,dashboard,6.55,1,4,0,30.83
5317,product,adhoc,4.64,4,21,1,15.55
5318,finance,adhoc,8.7,4,1,1,30.83
5319,finance,dashboard,0.24,3,22,1,1.12
5320,growth,dashboard,2.66,4,4,1,12.72
5321,product,dashboard,4.32,4,5,1,21.57
5322,finance,dashboard,0.38,4,8,1,2.6
5323,product,adhoc,0.98,5,12,1,5.2
5324,finance,etl,0.8,1,13,1,5.86
5325,growth,dashboard,2.06,7,23,1,9.92
5326,platform,adhoc,12.07,4,12,1,49.78
5327,growth,dashboard,18.63,4,23,1,80.34
5328,growth,dashboard,0.82,4,10,1,5.5
5329,growth,adhoc,3.59,5,2,1,15.59
5330,finance,dashboard,3.72,4,8,0,32.64
5331,finance,adhoc,3.08,5,20,1,15.7
5332,platform,dashboard,3.12,5,9,0,19.62
5333,product,adhoc,2.81,5,13,1,15.37
5334,growth,etl,12.89,8,0,0,57.85
5335,growth,dashboard,6.77,3,9,0,33.85
5336,platform,ml_features,0.63,1,5,1,2.44
5337,growth,dashboard,4.83,3,19,0,16.7
5338,growth,dashboard,5.37,2,4,1,17.55
5339,growth,dashboard,2.85,5,2,0,17.55
5340,platform,etl,6.99,3,13,1,40.62
5341,product,adhoc,2.48,2,7,0,7.03
5342,finance,ml_features,2.51,2,10,1,13.36
5343,growth,adhoc,2.3,2,13,1,11.05
5344,platform,dashboard,0.22,1,5,1,2.29
5345,growth,etl,1.84,3,2,0,8.47
5346,finance,ml_features,0.97,6,3,1,4.34
5347,platform,etl,0.55,7,22,1,4.58
5348,growth,adhoc,9.75,4,16,1,53.36
5349,finance,etl,3.51,7,11,1,21.07
5350,product,dashboard,1.95,5,21,1,10.98
5351,product,etl,1.08,1,4,1,6.2
5352,finance,ml_features,2.79,3,6,0,17.74
5353,finance,adhoc,5.99,5,3,1,29.28
5354,finance,dashboard,0.81,6,14,1,5.14
5355,finance,dashboard,2.0,3,22,0,7.02
5356,finance,ml_features,5.23,4,3,0,19.74
5357,growth,etl,0.24,6,23,1,2.24
5358,finance,adhoc,1.89,2,5,1,9.18
5359,finance,ml_features,1.26,6,21,1,4.56
5360,finance,adhoc,1.74,3,4,1,4.84
5361,product,etl,1.16,4,1,1,3.12
5362,product,dashboard,2.34,3,13,1,13.95
5363,ml,dashboard,16.71,6,19,0,64.39
5364,product,adhoc,1.41,3,1,1,6.04
5365,product,dashboard,2.78,3,19,0,12.63
5366,growth,dashboard,18.07,3,11,0,68.9
5367,platform,etl,1.1,3,18,1,5.7
5368,product,dashboard,14.82,3,21,0,75.83
5369,platform,adhoc,2.03,2,0,0,11.31
5370,ml,dashboard,14.3,10,3,0,99.12
5371,growth,etl,4.6,5,4,0,32.6
5372,ml,dashboard,2.82,3,14,1,19.22
5373,product,adhoc,1.87,6,14,1,9.57
5374,product,adhoc,1.01,3,1,1,5.77
5375,finance,dashboard,2.19,5,5,1,6.86
5376,finance,dashboard,5.4,2,13,0,21.33
5377,platform,dashboard,1.98,4,9,1,14.61
5378,growth,dashboard,1.42,4,19,1,6.05
5379,product,dashboard,1.53,1,17,1,8.58
5380,growth,dashboard,6.0,2,4,1,32.1
5381,growth,adhoc,7.75,7,1,1,35.2
5382,product,dashboard,0.97,3,9,1,5.5
5383,platform,dashboard,0.97,4,14,1,5.82
5384,platform,dashboard,3.06,6,9,1,16.96
5385,product,adhoc,10.81,5,6,1,37.51
5386,product,adhoc,7.1,7,20,1,32.24
5387,ml,adhoc,0.51,3,10,1,3.72
5388,product,adhoc,1.51,3,1,1,6.56
5389,product,adhoc,0.72,4,0,1,3.71
5390,platform,dashboard,1.5,1,7,1,6.3
5391,platform,dashboard,11.76,2,11,0,37.76
5392,platform,adhoc,0.42,6,2,1,2.69
5393,product,dashboard,0.34,3,14,1,2.85
5394,product,etl,0.81,4,15,1,4.0
5395,product,adhoc,2.76,4,6,1,14.08
5396,product,adhoc,3.99,7,12,1,29.66
5397,product,adhoc,3.26,6,19,0,27.58
5398,growth,etl,7.34,2,12,0,36.53
5399,growth,dashboard,0.29,6,3,1,1.71
5400,finance,dashboard,7.44,5,4,1,30.25
5401,growth,etl,1.43,3,11,0,7.8
5402,finance,adhoc,4.5,7,8,0,23.38
5403,growth,dashboard,0.47,4,20,1,1.99
5404,growth,dashboard,2.02,3,20,1,8.82
5405,platform,dashboard,2.61,2,19,1,14.45
5406,product,etl,7.18,5,14,0,54.95
5407,platform,dashboard,0.35,5,14,1,3.3
5408,growth,dashboard,2.08,2,20,1,7.12
5409,finance,dashboard,0.61,4,11,1,4.8
5410,growth,ml_features,3.51,1,15,1,14.87
5411,growth,adhoc,4.73,5,6,0,21.06
5412,growth,adhoc,8.3,3,13,1,49.14
5413,product,etl,1.12,2,7,1,4.74
5414,growth,dashboard,5.58,4,21,0,22.52
5415,platform,etl,9.0,3,12,1,44.02
5416,product,adhoc,0.33,2,12,1,1.58
5417,growth,adhoc,3.95,3,16,1,18.58
5418,platform,etl,5.78,4,17,1,39.22
5419,product,ml_features,1.51,6,22,1,12.2
5420,finance,dashboard,0.53,6,2,1,2.77
5421,product,dashboard,5.68,4,21,1,18.01
5422,product,etl,0.54,4,4,1,2.69
5423,product,dashboard,1.66,1,23,1,2.99
5424,ml,adhoc,1.93,6,10,0,21.1
5425,finance,dashboard,4.42,5,23,1,23.57
5426,finance,etl,1.01,2,8,1,3.57
5427,platform,adhoc,0.95,6,4,1,4.03
5428,product,ml_features,2.25,3,5,1,9.89
5429,ml,adhoc,6.09,4,2,0,29.05
5430,platform,ml_features,24.93,6,7,1,152.66
5431,product,adhoc,0.38,6,15,1,2.81
5432,product,adhoc,2.85,7,16,1,19.81
5433,finance,adhoc,0.61,4,22,1,3.07
5434,growth,adhoc,6.18,4,15,0,31.42
5435,finance,adhoc,0.72,5,21,1,6.76
5436,finance,dashboard,0.96,4,2,1,10.08
5437,product,dashboard,1.05,3,10,1,7.51
5438,product,adhoc,1.85,4,23,1,6.37
5439,ml,dashboard,2.87,4,8,1,16.26
5440,growth,adhoc,3.43,5,16,1,19.62
5441,finance,dashboard,2.0,2,20,0,9.79
5442,finance,dashboard,0.47,4,5,1,2.67
5443,product,adhoc,4.48,8,10,1,25.34
5444,growth,dashboard,1.9,4,2,1,10.34
5445,finance,ml_features,7.23,2,4,1,21.77
5446,product,ml_features,0.92,2,21,1,4.06
5447,finance,adhoc,0.35,3,2,1,2.05
5448,product,dashboard,1.94,7,8,0,12.96
5449,growth,dashboard,8.38,4,15,1,27.1
5450,finance,etl,2.4,1,5,1,10.14
5451,ml,dashboard,1.62,4,4,1,7.07
5452,growth,ml_features,0.77,2,6,1,4.27
5453,growth,ml_features,13.92,5,23,0,98.84
5454,ml,dashboard,0.65,3,6,1,2.77
5455,growth,adhoc,0.91,5,3,1,5.07
5456,finance,adhoc,3.77,7,18,1,21.65
5457,finance,adhoc,0.26,3,11,1,1.68
5458,product,dashboard,8.18,3,15,0,29.31
5459,product,adhoc,4.0,2,19,0,17.03
5460,product,dashboard,5.41,4,8,0,19.05
5461,ml,etl,3.72,7,1,1,29.08
5462,finance,adhoc,1.69,8,7,0,12.28
5463,finance,adhoc,0.63,7,7,0,3.37
5464,ml,etl,1.73,5,22,1,9.74
5465,growth,adhoc,0.69,5,12,1,5.1
5466,ml,adhoc,3.44,4,15,0,15.04
5467,ml,dashboard,4.89,8,8,0,27.69
5468,ml,adhoc,10.22,2,17,0,47.05
5469,growth,dashboard,3.03,5,1,1,24.49
5470,product,ml_features,5.57,6,7,1,19.37
5471,platform,dashboard,1.45,7,9,1,11.53
5472,finance,dashboard,1.19,3,23,1,4.28
5473,product,etl,3.39,6,20,1,15.33
5474,growth,dashboard,1.32,6,17,1,7.13
5475,growth,etl,2.71,6,5,1,19.86
5476,platform,dashboard,0.63,6,5,0,5.99
5477,ml,dashboard,0.76,3,21,1,5.18
5478,growth,adhoc,4.05,4,22,0,16.02
5479,growth,adhoc,5.34,3,12,0,22.11
5480,product,ml_features,0.68,3,9,1,4.37
5481,growth,dashboard,4.21,2,13,1,30.76
5482,product,dashboard,1.12,6,1,1,8.38
5483,product,dashboard,2.05,4,9,1,21.82
5484,finance,dashboard,9.57,6,9,1,45.56
5485,platform,adhoc,4.9,3,11,1,23.25
5486,growth,dashboard,4.83,6,19,1,27.02
5487,finance,adhoc,16.44,7,19,1,66.84
5488,platform,etl,0.93,4,10,1,5.94
5489,growth,dashboard,0.68,4,18,1,3.58
5490,finance,adhoc,0.91,4,12,1,4.76
5491,product,dashboard,1.52,3,23,1,12.56
5492,growth,etl,0.15,3,11,1,1.05
5493,finance,dashboard,1.6,2,0,1,9.16
5494,platform,adhoc,1.11,4,22,1,3.78
5495,growth,dashboard,4.77,4,13,1,24.51
5496,finance,dashboard,2.97,3,1,0,10.44
5497,growth,dashboard,1.04,8,15,1,7.98
5498,product,dashboard,3.85,2,6,0,20.05
5499,finance,etl,4.46,7,1,1,20.81
