session_id,customer_ltv_score,arm,propensity,revenue_per_session
6549,68.9,standard_price,0.3657,57.46
6550,90.6,standard_price,0.1784,92.27
6551,55.1,standard_price,0.5176,56.32
6552,70.9,standard_price,0.3451,59.1
6553,21.0,standard_price,0.8327,5.61
6554,50.6,standard_price,0.5678,36.51
6555,53.8,aggressive_discount,0.4678,49.52
6556,30.7,aggressive_discount,0.2371,18.01
6557,35.5,standard_price,0.7216,27.92
6558,63.0,aggressive_discount,0.5708,53.46
6559,60.3,aggressive_discount,0.5408,44.4
6560,71.4,standard_price,0.3401,63.52
6561,61.4,standard_price,0.447,58.04
6562,64.7,aggressive_discount,0.5894,47.88
6563,65.2,standard_price,0.4052,56.9
6564,80.9,aggressive_discount,0.7485,71.78
6565,77.2,aggressive_discount,0.7159,71.03
6566,61.2,aggressive_discount,0.5508,53.35
6567,31.9,standard_price,0.753,28.2
6568,39.7,standard_price,0.6821,36.75
6569,71.0,aggressive_discount,0.6559,58.65
6570,36.8,aggressive_discount,0.2903,14.17
6571,50.2,aggressive_discount,0.4278,40.71
6572,48.6,standard_price,0.5898,46.38
6573,35.6,standard_price,0.7207,20.02
6574,70.1,aggressive_discount,0.6467,67.88
6575,51.1,standard_price,0.5623,42.47
6576,55.2,standard_price,0.5165,47.01
6577,40.3,standard_price,0.6762,27.19
6578,55.0,standard_price,0.5187,36.11
6579,38.3,aggressive_discount,0.3044,26.85
6580,24.3,standard_price,0.811,9.63
6581,41.6,aggressive_discount,0.3367,20.02
6582,61.9,standard_price,0.4414,44.06
6583,78.1,aggressive_discount,0.724,57.06
6584,19.8,aggressive_discount,0.1599,0.0
6585,16.9,standard_price,0.8569,8.89
6586,35.6,standard_price,0.7207,18.27
6587,49.9,aggressive_discount,0.4245,38.98
6588,52.7,aggressive_discount,0.4555,35.78
6589,28.2,aggressive_discount,0.2174,17.34
6590,52.8,standard_price,0.5434,33.33
6591,6.1,standard_price,0.9068,5.38
6592,55.5,aggressive_discount,0.4869,39.67
6593,73.5,aggressive_discount,0.6808,47.26
6594,15.4,standard_price,0.8649,0.0
6595,39.0,standard_price,0.6889,23.92
6596,37.8,standard_price,0.7004,18.79
6597,76.7,standard_price,0.2887,63.4
6598,53.2,aggressive_discount,0.4611,52.01
6599,32.1,standard_price,0.7513,22.27
6600,54.0,aggressive_discount,0.47,47.51
6601,71.0,aggressive_discount,0.6559,54.5
6602,55.3,aggressive_discount,0.4846,43.02
6603,31.0,standard_price,0.7604,22.8
6604,62.4,standard_price,0.4359,48.17
6605,63.5,standard_price,0.4237,59.37
6606,46.7,standard_price,0.6103,32.85
6607,43.3,standard_price,0.646,35.3
6608,71.2,aggressive_discount,0.6579,58.34
6609,35.9,aggressive_discount,0.282,18.57
6610,58.4,aggressive_discount,0.5195,49.27
6611,49.8,aggressive_discount,0.4234,25.38
6612,47.9,standard_price,0.5974,27.02
6613,79.5,standard_price,0.2636,81.63
6614,59.3,standard_price,0.4704,54.14
6615,62.7,standard_price,0.4325,45.05
6616,59.1,standard_price,0.4727,49.51
6617,38.8,standard_price,0.6908,20.44
6618,52.1,standard_price,0.5512,45.21
6619,74.3,aggressive_discount,0.6886,66.53
6620,47.9,standard_price,0.5974,40.0
6621,46.9,standard_price,0.6081,39.31
6622,33.8,standard_price,0.7367,19.93
6623,9.1,standard_price,0.8948,0.0
6624,24.6,standard_price,0.8089,8.62
6625,44.8,standard_price,0.6304,38.3
6626,67.2,aggressive_discount,0.6163,48.21
6627,69.2,standard_price,0.3626,64.26
6628,60.9,aggressive_discount,0.5475,64.73
6629,40.2,standard_price,0.6772,22.52
6630,12.9,standard_price,0.8776,3.98
6631,48.9,standard_price,0.5865,49.11
6632,39.6,standard_price,0.6831,26.92
6633,19.8,standard_price,0.8401,0.0
6634,45.4,standard_price,0.6241,26.75
6635,78.5,aggressive_discount,0.7276,81.73
6636,50.0,standard_price,0.5744,35.64
6637,46.2,aggressive_discount,0.3844,35.97
6638,72.7,aggressive_discount,0.6729,67.93
6639,60.7,standard_price,0.4547,41.45
6640,22.9,standard_price,0.8205,13.68
6641,28.7,aggressive_discount,0.2212,14.16
6642,70.1,aggressive_discount,0.6467,50.58
6643,19.7,standard_price,0.8407,16.44
6644,58.8,aggressive_discount,0.524,47.11
6645,45.9,standard_price,0.6188,33.02
6646,49.9,aggressive_discount,0.4245,46.16
6647,71.9,standard_price,0.335,77.11
6648,44.1,standard_price,0.6377,40.29
6649,62.2,aggressive_discount,0.5619,36.77
6650,27.2,standard_price,0.7902,8.3
6651,35.5,standard_price,0.7216,31.85
6652,76.0,standard_price,0.2953,72.21
6653,40.1,standard_price,0.6782,23.95
6654,90.2,aggressive_discount,0.8189,88.23
6655,37.1,standard_price,0.7069,28.12
6656,4.2,standard_price,0.9138,0.0
6657,22.3,standard_price,0.8244,0.0
6658,38.4,standard_price,0.6947,19.7
6659,48.9,standard_price,0.5865,30.59
6660,7.6,standard_price,0.901,0.0
6661,58.5,aggressive_discount,0.5206,65.88
6662,48.0,aggressive_discount,0.4037,40.69
6663,38.7,standard_price,0.6918,16.26
6664,86.7,aggressive_discount,0.7944,86.4
6665,52.6,standard_price,0.5456,45.85
6666,49.1,aggressive_discount,0.4157,36.36
6667,7.4,standard_price,0.9018,0.0
6668,88.7,aggressive_discount,0.8087,83.36
6669,40.9,standard_price,0.6703,26.32
6670,58.4,standard_price,0.4805,37.62
6671,47.0,standard_price,0.6071,37.42
6672,45.7,standard_price,0.6209,33.71
6673,59.8,standard_price,0.4648,44.56
6674,22.6,standard_price,0.8224,1.48
6675,79.2,aggressive_discount,0.7338,65.46
6676,63.8,aggressive_discount,0.5796,64.57
6677,54.1,standard_price,0.5288,41.68
6678,81.7,aggressive_discount,0.7552,62.35
6679,27.1,standard_price,0.7909,6.85
6680,48.3,standard_price,0.593,37.41
6681,70.6,standard_price,0.3482,58.31
6682,63.3,aggressive_discount,0.5741,43.15
6683,64.6,aggressive_discount,0.5883,50.72
6684,23.4,standard_price,0.8171,9.61
6685,12.8,aggressive_discount,0.122,0.0
6686,57.8,standard_price,0.4873,53.68
6687,50.2,aggressive_discount,0.4278,42.09
6688,36.2,standard_price,0.7152,26.85
6689,66.5,aggressive_discount,0.6089,63.03
6690,39.4,standard_price,0.685,22.19
6691,51.5,standard_price,0.5579,53.64
6692,60.2,standard_price,0.4603,56.07
6693,80.0,aggressive_discount,0.7408,68.99
6694,67.2,aggressive_discount,0.6163,54.38
6695,62.4,standard_price,0.4359,63.88
6696,43.2,standard_price,0.647,47.03
6697,71.3,standard_price,0.3411,59.37
6698,1.8,standard_price,0.9219,0.0
6699,27.7,aggressive_discount,0.2136,9.99
6700,49.1,aggressive_discount,0.4157,39.65
6701,55.4,aggressive_discount,0.4858,40.55
6702,38.6,standard_price,0.6927,15.17
6703,76.9,aggressive_discount,0.7131,63.12
6704,56.7,aggressive_discount,0.5004,32.45
6705,60.8,standard_price,0.4536,40.05
6706,48.9,standard_price,0.5865,41.71
6707,88.3,aggressive_discount,0.8059,70.04
6708,68.0,aggressive_discount,0.6248,70.5
6709,55.7,standard_price,0.5109,51.96
6710,100.0,standard_price,0.1246,102.74
6711,41.6,standard_price,0.6633,18.65
6712,58.1,standard_price,0.4839,41.5
6713,34.0,aggressive_discount,0.265,23.8
6714,20.0,standard_price,0.8389,8.29
6715,44.4,standard_price,0.6346,19.26
6716,65.9,aggressive_discount,0.6024,39.21
6717,16.1,standard_price,0.8612,0.0
6718,59.7,aggressive_discount,0.5341,48.23
6719,28.9,standard_price,0.7772,15.51
6720,57.7,aggressive_discount,0.5116,56.92
6721,24.4,aggressive_discount,0.1897,12.25
6722,59.8,standard_price,0.4648,56.97
6723,9.9,standard_price,0.8913,0.0
6724,64.9,standard_price,0.4084,63.0
6725,48.5,standard_price,0.5909,29.21
6726,27.6,standard_price,0.7872,12.6
6727,38.0,aggressive_discount,0.3015,23.77
6728,61.9,aggressive_discount,0.5586,48.48
6729,50.4,aggressive_discount,0.43,33.32
6730,20.0,standard_price,0.8389,11.47
6731,51.6,aggressive_discount,0.4432,41.87
6732,36.0,aggressive_discount,0.2829,10.4
6733,26.3,standard_price,0.7968,7.9
6734,60.9,standard_price,0.4525,52.63
6735,56.6,aggressive_discount,0.4993,39.58
6736,3.5,standard_price,0.9163,0.0
6737,84.7,aggressive_discount,0.7793,83.0
6738,61.6,standard_price,0.4447,57.32
6739,52.6,standard_price,0.5456,51.54
6740,28.0,standard_price,0.7841,7.11
6741,48.1,aggressive_discount,0.4048,42.18
6742,43.9,standard_price,0.6398,33.53
6743,69.1,aggressive_discount,0.6363,69.35
6744,75.4,standard_price,0.3009,60.14
6745,79.2,aggressive_discount,0.7338,80.09
6746,81.2,aggressive_discount,0.751,72.36
6747,57.3,standard_price,0.4929,36.36
6748,50.3,standard_price,0.5711,25.97
6749,34.4,standard_price,0.7315,22.16
6750,33.5,standard_price,0.7393,23.28
6751,10.8,aggressive_discount,0.1126,0.0
6752,40.6,aggressive_discount,0.3267,26.85
6753,38.6,standard_price,0.6927,25.45
6754,32.5,standard_price,0.7479,30.97
6755,26.7,standard_price,0.7939,16.08
6756,52.8,standard_price,0.5434,33.56
6757,61.4,aggressive_discount,0.553,56.04
6758,60.4,aggressive_discount,0.5419,53.23
6759,77.2,aggressive_discount,0.7159,68.5
6760,14.6,aggressive_discount,0.1309,6.05
6761,73.9,aggressive_discount,0.6847,71.99
6762,72.0,standard_price,0.334,69.22
6763,52.5,standard_price,0.5467,33.25
6764,40.9,standard_price,0.6703,28.9
6765,9.1,aggressive_discount,0.1052,0.0
6766,52.9,standard_price,0.5423,46.55
6767,57.8,aggressive_discount,0.5127,37.12
6768,36.1,aggressive_discount,0.2838,32.38
6769,50.9,aggressive_discount,0.4355,42.31
6770,48.9,standard_price,0.5865,27.92
6771,35.1,standard_price,0.7252,24.89
6772,91.5,aggressive_discount,0.8274,76.94
6773,0.0,standard_price,0.9276,0.0
6774,22.1,standard_price,0.8257,9.74
6775,68.7,aggressive_discount,0.6322,50.67
6776,60.2,aggressive_discount,0.5397,50.94
6777,33.0,standard_price,0.7436,7.44
6778,97.3,aggressive_discount,0.8616,82.45
6779,27.8,standard_price,0.7857,12.18
6780,54.6,standard_price,0.5232,45.96
6781,31.7,aggressive_discount,0.2454,24.94
6782,44.5,standard_price,0.6336,49.29
6783,55.2,aggressive_discount,0.4835,60.72
6784,35.4,standard_price,0.7225,11.49
6785,46.3,standard_price,0.6146,40.09
6786,55.3,aggressive_discount,0.4846,41.09
6787,63.9,aggressive_discount,0.5807,55.1
6788,37.0,standard_price,0.7079,13.18
6789,49.0,standard_price,0.5854,37.69
6790,84.5,aggressive_discount,0.7777,81.17
6791,96.0,aggressive_discount,0.8545,75.72
6792,2.4,standard_price,0.92,0.0
6793,36.4,standard_price,0.7134,29.84
6794,55.1,standard_price,0.5176,56.32
6795,55.0,aggressive_discount,0.4813,35.85
6796,11.5,standard_price,0.8842,3.67
6797,33.5,standard_price,0.7393,16.14
6798,64.3,aggressive_discount,0.585,53.05
6799,100.0,standard_price,0.1246,83.49
6800,71.5,aggressive_discount,0.6609,47.33
6801,69.8,standard_price,0.3564,58.64
6802,38.4,standard_price,0.6947,28.61
6803,31.4,standard_price,0.7571,23.45
6804,53.3,standard_price,0.5378,49.53
6805,80.4,aggressive_discount,0.7442,67.78
6806,28.5,standard_price,0.7803,16.38
6807,42.6,aggressive_discount,0.3468,19.69
6808,40.3,standard_price,0.6762,37.02
6809,45.5,standard_price,0.623,43.81
6810,59.2,aggressive_discount,0.5285,41.06
6811,50.8,standard_price,0.5656,59.86
6812,30.0,standard_price,0.7685,22.46
6813,34.5,standard_price,0.7306,9.52
6814,46.7,standard_price,0.6103,23.1
6815,39.2,standard_price,0.687,29.17
6816,60.0,aggressive_discount,0.5374,67.9
6817,70.3,aggressive_discount,0.6487,66.52
6818,98.2,aggressive_discount,0.8663,93.69
6819,60.0,standard_price,0.4626,61.06
6820,18.2,aggressive_discount,0.1505,0.0
6821,71.9,standard_price,0.335,58.54
6822,26.3,standard_price,0.7968,0.0
6823,37.3,aggressive_discount,0.2949,28.74
6824,66.2,standard_price,0.3944,49.34
6825,45.6,aggressive_discount,0.378,33.98
6826,41.8,standard_price,0.6613,29.73
6827,5.7,standard_price,0.9083,10.09
6828,40.2,aggressive_discount,0.3228,30.57
6829,41.0,standard_price,0.6693,36.98
6830,35.4,aggressive_discount,0.2775,15.66
6831,42.2,standard_price,0.6572,22.24
6832,26.3,standard_price,0.7968,3.98
6833,21.7,standard_price,0.8283,10.48
6834,34.8,aggressive_discount,0.2721,11.58
6835,59.3,aggressive_discount,0.5296,34.83
6836,8.0,aggressive_discount,0.1007,0.0
6837,62.3,aggressive_discount,0.563,56.68
6838,61.6,aggressive_discount,0.5553,49.03
6839,73.6,standard_price,0.3182,83.4
6840,38.3,standard_price,0.6956,29.32
6841,49.0,aggressive_discount,0.4146,59.78
6842,74.1,aggressive_discount,0.6866,61.87
6843,33.0,standard_price,0.7436,18.84
6844,16.1,standard_price,0.8612,10.58
6845,49.7,standard_price,0.5777,39.55
6846,40.0,aggressive_discount,0.3208,26.16
6847,52.7,standard_price,0.5445,55.61
6848,30.5,standard_price,0.7645,13.76
6849,39.7,aggressive_discount,0.3179,49.52
6850,57.3,aggressive_discount,0.5071,52.43
6851,51.7,aggressive_discount,0.4444,38.69
6852,47.1,standard_price,0.606,30.19
6853,5.4,aggressive_discount,0.0905,0.0
6854,29.7,standard_price,0.7709,17.09
6855,26.0,standard_price,0.799,8.0
6856,100.0,aggressive_discount,0.8754,90.94
6857,44.5,aggressive_discount,0.3664,11.21
6858,35.5,standard_price,0.7216,32.38
6859,58.8,aggressive_discount,0.524,61.64
6860,16.3,standard_price,0.8601,0.0
6861,55.7,aggressive_discount,0.4891,37.3
6862,76.9,standard_price,0.2869,63.55
6863,69.4,aggressive_discount,0.6395,72.54
6864,35.9,aggressive_discount,0.282,19.86
6865,86.3,aggressive_discount,0.7914,89.61
6866,84.3,aggressive_discount,0.7762,72.6
6867,10.6,standard_price,0.8883,0.0
6868,50.0,aggressive_discount,0.4256,41.62
6869,38.4,standard_price,0.6947,21.14
6870,32.8,aggressive_discount,0.2546,20.99
6871,37.2,standard_price,0.706,19.03
6872,31.8,standard_price,0.7538,7.33
6873,74.7,aggressive_discount,0.6924,70.94
6874,51.5,aggressive_discount,0.4421,26.45
6875,52.7,aggressive_discount,0.4555,46.41
6876,78.3,standard_price,0.2742,80.21
6877,43.1,standard_price,0.6481,39.76
6878,54.6,aggressive_discount,0.4768,41.34
6879,30.5,standard_price,0.7645,22.9
6880,55.0,aggressive_discount,0.4813,43.34
6881,93.9,aggressive_discount,0.8423,95.95
6882,61.4,aggressive_discount,0.553,36.11
6883,39.2,aggressive_discount,0.313,16.67
6884,40.7,standard_price,0.6723,37.39
6885,45.3,aggressive_discount,0.3748,24.69
6886,64.2,standard_price,0.4161,49.65
6887,35.6,standard_price,0.7207,18.5
6888,53.6,standard_price,0.5344,49.38
6889,50.2,standard_price,0.5722,34.41
6890,69.6,aggressive_discount,0.6415,48.21
6891,40.9,standard_price,0.6703,36.82
6892,82.8,standard_price,0.2358,68.73
6893,60.2,standard_price,0.4603,29.39
6894,29.3,standard_price,0.7741,16.83
6895,27.6,standard_price,0.7872,13.84
6896,35.2,standard_price,0.7243,30.4
6897,37.1,aggressive_discount,0.2931,21.23
6898,31.9,standard_price,0.753,9.26
6899,68.4,aggressive_discount,0.629,55.2
6900,66.2,standard_price,0.3944,52.65
6901,47.1,aggressive_discount,0.394,30.76
6902,57.6,standard_price,0.4895,68.12
6903,50.0,aggressive_discount,0.4256,29.55
6904,68.6,aggressive_discount,0.6311,47.6
6905,49.6,aggressive_discount,0.4212,29.49
6906,31.3,standard_price,0.758,21.77
6907,72.1,aggressive_discount,0.667,67.39
6908,54.9,aggressive_discount,0.4801,40.32
6909,70.5,aggressive_discount,0.6508,56.02
6910,21.0,standard_price,0.8327,0.0
6911,62.9,aggressive_discount,0.5697,55.48
6912,78.5,aggressive_discount,0.7276,67.34
6913,30.2,standard_price,0.7669,8.58
6914,53.1,aggressive_discount,0.46,36.39
6915,39.1,standard_price,0.6879,32.79
6916,79.4,aggressive_discount,0.7356,69.55
6917,26.1,standard_price,0.7983,22.45
6918,30.1,standard_price,0.7677,12.97
6919,55.3,aggressive_discount,0.4846,61.96
6920,30.4,aggressive_discount,0.2347,15.25
6921,35.9,standard_price,0.718,22.91
6922,73.8,aggressive_discount,0.6837,65.09
6923,18.0,standard_price,0.8507,4.13
6924,41.8,standard_price,0.6613,21.56
6925,87.7,aggressive_discount,0.8016,82.61
6926,71.3,standard_price,0.3411,72.98
6927,22.6,aggressive_discount,0.1776,1.78
6928,57.4,aggressive_discount,0.5082,49.92
6929,59.0,standard_price,0.4738,49.07
6930,69.3,standard_price,0.3616,62.26
6931,54.8,aggressive_discount,0.479,62.2
6932,46.1,aggressive_discount,0.3833,43.97
6933,43.9,standard_price,0.6398,25.43
6934,67.9,aggressive_discount,0.6238,59.29
6935,23.4,standard_price,0.8171,3.14
6936,58.4,aggressive_discount,0.5195,54.68
6937,5.8,standard_price,0.908,0.0
6938,33.7,aggressive_discount,0.2624,9.26
6939,52.5,aggressive_discount,0.4533,45.62
6940,78.5,aggressive_discount,0.7276,63.21
6941,18.0,standard_price,0.8507,10.36
6942,50.5,standard_price,0.5689,53.53
6943,52.7,standard_price,0.5445,37.4
6944,53.0,standard_price,0.5412,38.83
6945,43.6,standard_price,0.6429,35.18
6946,71.6,aggressive_discount,0.662,77.56
6947,38.0,aggressive_discount,0.3015,24.65
6948,63.6,aggressive_discount,0.5774,42.94
6949,42.5,standard_price,0.6542,26.55
6950,42.0,standard_price,0.6593,22.99
6951,67.4,standard_price,0.3815,44.26
6952,56.9,standard_price,0.4974,50.65
6953,47.1,aggressive_discount,0.394,21.72
6954,70.7,aggressive_discount,0.6528,67.78
6955,52.4,aggressive_discount,0.4521,46.62
6956,30.0,standard_price,0.7685,21.13
6957,29.8,standard_price,0.7701,13.88
6958,45.5,standard_price,0.623,22.65
6959,60.5,standard_price,0.457,55.26
6960,19.1,standard_price,0.8443,13.24
6961,47.5,aggressive_discount,0.3983,43.41
6962,50.6,aggressive_discount,0.4322,33.55
6963,47.9,standard_price,0.5974,34.33
6964,73.9,aggressive_discount,0.6847,58.41
6965,27.5,standard_price,0.7879,12.43
6966,81.4,standard_price,0.2473,68.48
6967,62.4,aggressive_discount,0.5641,42.03
6968,55.0,aggressive_discount,0.4813,44.99
6969,73.5,aggressive_discount,0.6808,59.34
6970,36.3,standard_price,0.7143,23.09
6971,39.0,aggressive_discount,0.3111,20.73
6972,43.2,standard_price,0.647,40.85
6973,18.7,standard_price,0.8466,24.19
6974,43.5,standard_price,0.6439,28.47
6975,39.9,aggressive_discount,0.3198,36.11
6976,35.7,standard_price,0.7198,12.65
6977,14.6,aggressive_discount,0.1309,0.0
6978,38.6,standard_price,0.6927,32.0
6979,38.8,standard_price,0.6908,24.66
6980,40.8,standard_price,0.6713,24.69
6981,47.5,aggressive_discount,0.3983,39.17
6982,35.5,standard_price,0.7216,12.45
6983,42.4,standard_price,0.6552,30.51
6984,49.6,aggressive_discount,0.4212,27.91
6985,57.4,standard_price,0.4918,59.5
6986,79.8,aggressive_discount,0.739,69.19
6987,64.4,standard_price,0.4139,64.99
6988,70.8,aggressive_discount,0.6538,53.88
6989,76.7,standard_price,0.2887,71.28
6990,41.4,aggressive_discount,0.3347,28.63
6991,27.7,standard_price,0.7864,14.11
6992,28.0,standard_price,0.7841,18.11
6993,61.4,standard_price,0.447,51.23
6994,60.8,standard_price,0.4536,45.45
6995,77.3,aggressive_discount,0.7168,76.95
6996,50.6,standard_price,0.5678,37.22
6997,18.7,standard_price,0.8466,0.0
6998,57.9,standard_price,0.4861,57.8
6999,51.2,standard_price,0.5612,33.31
7000,56.4,aggressive_discount,0.497,42.09
7001,55.0,standard_price,0.5187,32.49
7002,45.8,aggressive_discount,0.3801,29.04
7003,63.6,aggressive_discount,0.5774,53.33
7004,49.6,standard_price,0.5788,40.73
7005,60.4,standard_price,0.4581,36.21
7006,36.3,aggressive_discount,0.2857,15.71
7007,18.9,standard_price,0.8455,5.3
7008,67.9,aggressive_discount,0.6238,59.68
7009,20.0,standard_price,0.8389,19.14
7010,66.5,standard_price,0.3911,59.41
7011,33.1,standard_price,0.7428,12.93
7012,49.0,aggressive_discount,0.4146,35.7
7013,20.7,standard_price,0.8346,8.27
7014,18.7,standard_price,0.8466,14.09
7015,45.8,standard_price,0.6199,38.96
7016,51.1,standard_price,0.5623,52.27
7017,14.0,standard_price,0.8721,12.79
7018,41.3,standard_price,0.6663,30.37
7019,27.5,standard_price,0.7879,12.28
7020,0.0,standard_price,0.9276,0.0
7021,32.7,standard_price,0.7462,24.64
7022,43.8,standard_price,0.6408,27.62
7023,55.4,standard_price,0.5142,41.99
7024,30.0,standard_price,0.7685,13.64
7025,33.3,standard_price,0.7411,17.81
7026,67.8,standard_price,0.3773,64.61
7027,85.5,aggressive_discount,0.7854,63.82
7028,14.1,standard_price,0.8716,1.36
7029,62.2,aggressive_discount,0.5619,64.36
7030,53.2,standard_price,0.5389,49.29
7031,68.2,standard_price,0.3731,64.5
7032,38.3,aggressive_discount,0.3044,29.7
7033,59.4,aggressive_discount,0.5307,58.09
7034,40.7,standard_price,0.6723,28.83
7035,47.7,standard_price,0.5995,33.03
7036,50.0,aggressive_discount,0.4256,33.48
7037,50.1,standard_price,0.5733,35.66
7038,40.6,standard_price,0.6733,39.86
7039,24.0,standard_price,0.8131,17.48
7040,66.9,standard_price,0.3869,57.29
7041,75.7,aggressive_discount,0.7019,64.32
7042,25.4,standard_price,0.8033,4.57
7043,24.0,standard_price,0.8131,12.94
7044,87.5,aggressive_discount,0.8002,83.89
7045,23.9,aggressive_discount,0.1863,17.73
7046,54.3,standard_price,0.5266,46.81
7047,23.1,standard_price,0.8191,12.22
7048,79.2,standard_price,0.2662,77.38
7049,56.1,standard_price,0.5064,44.08
7050,23.4,standard_price,0.8171,4.34
7051,76.9,standard_price,0.2869,62.4
7052,82.4,aggressive_discount,0.761,71.62
7053,53.9,standard_price,0.5311,38.54
7054,73.1,standard_price,0.3231,82.36
7055,49.5,standard_price,0.5799,46.72
7056,39.6,aggressive_discount,0.3169,39.63
7057,33.9,standard_price,0.7358,13.14
7058,43.3,aggressive_discount,0.354,31.92
7059,92.4,aggressive_discount,0.8331,88.18
7060,48.4,standard_price,0.5919,42.54
7061,92.9,standard_price,0.1638,91.8
7062,0.0,standard_price,0.9276,0.0
7063,41.7,aggressive_discount,0.3377,34.33
7064,0.0,standard_price,0.9276,0.0
7065,27.2,aggressive_discount,0.2098,13.76
7066,76.9,aggressive_discount,0.7131,70.3
7067,56.8,standard_price,0.4985,43.07
7068,51.7,aggressive_discount,0.4444,40.16
7069,52.8,aggressive_discount,0.4566,43.03
7070,38.6,standard_price,0.6927,25.59
7071,27.4,aggressive_discount,0.2113,0.0
7072,77.9,aggressive_discount,0.7222,57.7
7073,52.9,standard_price,0.5423,32.55
7074,16.2,standard_price,0.8607,4.1
7075,31.0,standard_price,0.7604,17.22
7076,30.0,standard_price,0.7685,6.75
7077,64.5,aggressive_discount,0.5872,33.14
7078,61.1,standard_price,0.4503,44.41
7079,54.7,aggressive_discount,0.4779,55.43
7080,46.2,standard_price,0.6156,33.77
7081,33.7,standard_price,0.7376,27.95
7082,33.2,standard_price,0.7419,22.74
7083,45.8,standard_price,0.6199,37.83
7084,58.0,aggressive_discount,0.515,45.49
7085,47.7,aggressive_discount,0.4005,44.26
7086,51.3,standard_price,0.5601,42.09
7087,36.3,aggressive_discount,0.2857,18.12
7088,59.4,aggressive_discount,0.5307,65.74
7089,65.3,aggressive_discount,0.5959,61.07
7090,20.3,standard_price,0.8371,14.83
7091,60.9,aggressive_discount,0.5475,61.97
7092,64.3,standard_price,0.415,46.93
7093,10.8,standard_price,0.8874,0.0
7094,16.0,standard_price,0.8618,9.8
7095,64.0,aggressive_discount,0.5818,63.5
7096,55.6,aggressive_discount,0.488,44.19
7097,64.8,standard_price,0.4095,68.08
7098,57.4,standard_price,0.4918,54.32
7099,36.3,standard_price,0.7143,34.19
7100,37.2,standard_price,0.706,29.93
7101,22.7,aggressive_discount,0.1782,11.66
7102,52.4,aggressive_discount,0.4521,41.64
7103,46.5,aggressive_discount,0.3876,24.85
7104,77.1,standard_price,0.2851,61.5
7105,22.2,standard_price,0.8251,10.31
7106,60.6,standard_price,0.4559,59.33
7107,71.9,aggressive_discount,0.665,68.92
7108,39.9,aggressive_discount,0.3198,26.45
7109,42.3,standard_price,0.6562,35.52
7110,32.5,standard_price,0.7479,11.19
7111,31.9,standard_price,0.753,20.0
7112,54.0,standard_price,0.53,43.97
7113,0.0,standard_price,0.9276,0.0
7114,13.0,standard_price,0.8771,0.0
7115,92.5,aggressive_discount,0.8338,80.43
7116,31.6,standard_price,0.7555,25.13
7117,32.9,aggressive_discount,0.2555,28.03
7118,29.0,aggressive_discount,0.2236,13.91
7119,72.7,aggressive_discount,0.6729,64.52
7120,43.9,standard_price,0.6398,33.13
7121,70.4,aggressive_discount,0.6498,57.99
7122,73.1,standard_price,0.3231,73.37
7123,5.2,standard_price,0.9102,4.25
7124,51.5,standard_price,0.5579,43.3
7125,41.9,standard_price,0.6603,42.6
7126,32.6,aggressive_discount,0.2529,14.68
7127,53.4,standard_price,0.5367,38.52
7128,48.5,aggressive_discount,0.4091,48.33
7129,60.3,aggressive_discount,0.5408,39.05
7130,8.2,standard_price,0.8985,0.0
7131,55.8,aggressive_discount,0.4903,46.47
7132,66.1,aggressive_discount,0.6046,58.61
7133,49.6,aggressive_discount,0.4212,28.88
7134,29.5,standard_price,0.7725,10.3
7135,51.2,standard_price,0.5612,49.38
7136,62.4,standard_price,0.4359,60.46
7137,77.1,aggressive_discount,0.7149,66.17
7138,30.2,standard_price,0.7669,16.63
7139,46.8,standard_price,0.6092,30.55
7140,45.1,standard_price,0.6273,29.5
7141,39.7,standard_price,0.6821,27.9
7142,40.1,standard_price,0.6782,33.88
7143,61.5,aggressive_discount,0.5542,36.15
7144,87.0,standard_price,0.2034,86.94
7145,36.6,standard_price,0.7116,26.92
7146,51.4,aggressive_discount,0.441,37.63
7147,49.1,aggressive_discount,0.4157,35.8
7148,44.9,aggressive_discount,0.3706,22.78
7149,11.7,standard_price,0.8832,9.53
7150,26.9,standard_price,0.7924,30.16
7151,46.3,standard_price,0.6146,39.3
7152,63.8,standard_price,0.4204,59.58
7153,65.2,standard_price,0.4052,62.13
7154,40.0,aggressive_discount,0.3208,31.75
7155,93.5,aggressive_discount,0.8399,81.3
7156,37.7,standard_price,0.7013,28.77
7157,66.3,aggressive_discount,0.6067,64.18
7158,32.2,aggressive_discount,0.2496,6.01
7159,49.6,aggressive_discount,0.4212,45.77
7160,37.8,aggressive_discount,0.2996,28.64
7161,65.5,aggressive_discount,0.5981,52.14
7162,58.7,standard_price,0.4771,50.99
7163,42.5,standard_price,0.6542,41.64
7164,77.4,standard_price,0.2823,70.46
7165,60.1,aggressive_discount,0.5385,54.96
7166,50.6,standard_price,0.5678,52.57
7167,81.1,aggressive_discount,0.7502,74.95
7168,43.2,standard_price,0.647,41.97
7169,86.7,standard_price,0.2056,91.34
7170,26.1,standard_price,0.7983,0.0
7171,53.1,standard_price,0.54,40.12
7172,72.7,aggressive_discount,0.6729,59.11
7173,26.3,standard_price,0.7968,23.08
7174,73.7,standard_price,0.3172,71.3
7175,13.9,standard_price,0.8726,0.0
7176,60.3,standard_price,0.4592,52.42
7177,62.0,standard_price,0.4403,58.58
7178,60.4,aggressive_discount,0.5419,35.45
7179,46.9,aggressive_discount,0.3919,25.11
