session_id,user_engagement_score,arm,propensity,clicked
5245,33.9,variant_b,0.2642,0
5246,62.1,variant_a,0.4392,0
5247,37.6,variant_b,0.2978,0
5248,47.1,variant_a,0.606,1
5249,72.7,variant_a,0.3271,1
5250,75.5,variant_b,0.7,0
5251,64.3,variant_b,0.585,0
5252,55.3,variant_b,0.4846,0
5253,36.9,variant_a,0.7088,0
5254,57.6,variant_b,0.5105,1
5255,50.9,variant_a,0.5645,0
5256,56.3,variant_b,0.4959,0
5257,26.7,variant_b,0.2061,0
5258,20.3,variant_a,0.8371,0
5259,77.5,variant_b,0.7186,0
5260,67.3,variant_a,0.3826,1
5261,57.7,variant_a,0.4884,1
5262,48.8,variant_b,0.4124,0
5263,80.1,variant_b,0.7416,0
5264,17.4,variant_a,0.8541,0
5265,36.3,variant_b,0.2857,0
5266,20.3,variant_a,0.8371,0
5267,54.9,variant_b,0.4801,1
5268,27.2,variant_a,0.7902,0
5269,81.0,variant_b,0.7493,1
5270,67.8,variant_a,0.3773,1
5271,56.7,variant_b,0.5004,0
5272,71.8,variant_b,0.664,0
5273,47.6,variant_b,0.3994,0
5274,87.2,variant_b,0.798,1
5275,23.9,variant_a,0.8137,0
5276,32.1,variant_b,0.2487,0
5277,42.0,variant_b,0.3407,0
5278,77.9,variant_b,0.7222,1
5279,61.6,variant_a,0.4447,1
5280,59.5,variant_b,0.5318,0
5281,68.4,variant_b,0.629,0
5282,7.4,variant_a,0.9018,0
5283,65.8,variant_b,0.6013,0
5284,54.1,variant_b,0.4712,0
5285,50.4,variant_b,0.43,1
5286,28.1,variant_a,0.7834,1
5287,38.8,variant_a,0.6908,0
5288,0.0,variant_a,0.9276,0
5289,45.2,variant_a,0.6262,0
5290,27.1,variant_a,0.7909,0
5291,45.3,variant_b,0.3748,0
5292,29.6,variant_a,0.7717,0
5293,39.1,variant_a,0.6879,0
5294,42.5,variant_b,0.3458,0
5295,34.2,variant_a,0.7332,0
5296,64.1,variant_a,0.4171,0
5297,7.7,variant_a,0.9006,0
5298,48.6,variant_a,0.5898,1
5299,67.6,variant_a,0.3794,0
5300,51.4,variant_a,0.559,1
5301,83.0,variant_b,0.7658,0
5302,76.9,variant_b,0.7131,1
5303,44.2,variant_b,0.3633,0
5304,62.8,variant_a,0.4314,1
5305,56.4,variant_a,0.503,1
5306,50.1,variant_b,0.4267,0
5307,82.0,variant_b,0.7577,0
5308,49.1,variant_a,0.5843,0
5309,66.1,variant_b,0.6046,1
5310,58.0,variant_b,0.515,0
5311,66.5,variant_a,0.3911,1
5312,65.1,variant_b,0.5938,1
5313,34.9,variant_a,0.727,0
5314,58.9,variant_b,0.5251,1
5315,63.5,variant_a,0.4237,1
5316,80.0,variant_b,0.7408,1
5317,44.8,variant_a,0.6304,1
5318,83.4,variant_b,0.7691,1
5319,48.2,variant_a,0.5941,0
5320,35.9,variant_a,0.718,0
5321,100.0,variant_b,0.8754,1
5322,33.0,variant_b,0.2564,1
5323,45.6,variant_b,0.378,0
5324,33.3,variant_b,0.2589,0
5325,89.2,variant_b,0.8121,1
5326,92.1,variant_b,0.8312,1
5327,79.2,variant_b,0.7338,0
5328,61.9,variant_a,0.4414,1
5329,48.4,variant_b,0.4081,1
5330,47.2,variant_b,0.3951,0
5331,70.1,variant_a,0.3533,1
5332,38.7,variant_a,0.6918,0
5333,45.9,variant_a,0.6188,1
5334,47.6,variant_b,0.3994,1
5335,24.8,variant_a,0.8075,0
5336,66.2,variant_b,0.6056,1
5337,36.0,variant_a,0.7171,0
5338,55.3,variant_b,0.4846,1
5339,42.7,variant_a,0.6521,0
5340,38.1,variant_a,0.6975,0
5341,38.6,variant_a,0.6927,0
5342,20.8,variant_a,0.834,0
5343,43.5,variant_b,0.3561,1
5344,28.2,variant_a,0.7826,0
5345,44.5,variant_a,0.6336,0
5346,26.2,variant_a,0.7975,0
5347,52.2,variant_a,0.5501,0
5348,70.7,variant_b,0.6528,1
5349,91.6,variant_b,0.8281,1
5350,70.3,variant_b,0.6487,1
5351,37.4,variant_a,0.7041,0
5352,48.7,variant_a,0.5887,0
5353,24.0,variant_a,0.8131,0
5354,20.8,variant_a,0.834,0
5355,44.4,variant_b,0.3654,0
5356,32.8,variant_a,0.7454,0
5357,44.6,variant_a,0.6325,0
5358,67.1,variant_a,0.3847,1
5359,72.4,variant_b,0.67,1
5360,40.5,variant_b,0.3257,0
5361,23.6,variant_b,0.1842,0
5362,35.6,variant_a,0.7207,0
5363,72.3,variant_a,0.331,1
5364,37.1,variant_a,0.7069,0
5365,38.2,variant_a,0.6966,1
5366,35.4,variant_a,0.7225,0
5367,75.3,variant_b,0.6981,0
5368,87.8,variant_b,0.8023,0
5369,52.8,variant_a,0.5434,0
5370,14.5,variant_a,0.8696,0
5371,43.5,variant_b,0.3561,1
5372,86.0,variant_b,0.7892,1
5373,16.0,variant_a,0.8618,0
5374,25.6,variant_a,0.8019,0
5375,57.5,variant_a,0.4906,0
5376,47.8,variant_a,0.5984,0
5377,69.8,variant_a,0.3564,1
5378,42.8,variant_a,0.6511,0
5379,68.1,variant_a,0.3741,0
5380,45.4,variant_a,0.6241,0
5381,53.2,variant_b,0.4611,1
5382,79.5,variant_a,0.2636,1
5383,34.0,variant_a,0.735,0
5384,52.1,variant_a,0.5512,1
5385,57.8,variant_a,0.4873,1
5386,64.9,variant_b,0.5916,1
5387,30.4,variant_a,0.7653,0
5388,37.0,variant_a,0.7079,0
5389,36.1,variant_a,0.7162,0
5390,59.6,variant_a,0.467,0
5391,65.1,variant_b,0.5938,0
5392,31.1,variant_b,0.2404,0
5393,63.4,variant_a,0.4248,1
5394,25.5,variant_a,0.8026,1
5395,100.0,variant_b,0.8754,1
5396,34.1,variant_a,0.7341,1
5397,31.3,variant_b,0.242,0
5398,41.5,variant_b,0.3357,0
5399,50.7,variant_b,0.4333,0
5400,34.7,variant_a,0.7288,0
5401,62.8,variant_b,0.5686,0
5402,59.6,variant_a,0.467,0
5403,51.8,variant_b,0.4455,1
5404,88.2,variant_b,0.8052,1
5405,41.2,variant_a,0.6673,0
5406,34.3,variant_a,0.7323,1
5407,60.1,variant_a,0.4615,1
5408,25.3,variant_b,0.196,0
5409,84.9,variant_b,0.7808,1
5410,9.7,variant_a,0.8922,0
5411,19.3,variant_b,0.1569,0
5412,49.7,variant_b,0.4223,1
5413,46.6,variant_a,0.6114,1
5414,43.4,variant_b,0.355,0
5415,32.4,variant_a,0.7488,0
5416,79.7,variant_a,0.2618,1
5417,41.8,variant_a,0.6613,0
5418,53.8,variant_b,0.4678,1
5419,23.0,variant_a,0.8198,0
5420,33.9,variant_a,0.7358,0
5421,60.6,variant_a,0.4559,0
5422,63.4,variant_b,0.5752,1
5423,62.2,variant_a,0.4381,0
5424,58.1,variant_a,0.4839,1
5425,63.7,variant_b,0.5785,0
5426,10.3,variant_a,0.8896,0
5427,55.7,variant_b,0.4891,0
5428,70.6,variant_a,0.3482,1
5429,48.2,variant_b,0.4059,0
5430,76.3,variant_b,0.7075,1
5431,29.0,variant_a,0.7764,1
5432,35.8,variant_b,0.2811,1
5433,41.9,variant_a,0.6603,0
5434,53.0,variant_a,0.5412,1
5435,35.3,variant_a,0.7234,0
5436,6.4,variant_a,0.9057,0
5437,43.6,variant_b,0.3571,0
5438,49.1,variant_b,0.4157,0
5439,68.3,variant_a,0.372,1
5440,33.2,variant_a,0.7419,0
5441,77.0,variant_a,0.286,1
5442,57.5,variant_b,0.5094,0
5443,4.7,variant_a,0.912,0
5444,28.0,variant_a,0.7841,0
5445,27.7,variant_a,0.7864,0
5446,48.4,variant_b,0.4081,1
5447,74.9,variant_a,0.3057,1
5448,66.9,variant_b,0.6131,1
5449,68.9,variant_b,0.6343,1
5450,38.9,variant_a,0.6899,0
5451,48.1,variant_b,0.4048,0
5452,53.7,variant_b,0.4667,1
5453,18.3,variant_b,0.151,0
5454,19.3,variant_a,0.8431,0
5455,37.1,variant_a,0.7069,0
5456,75.3,variant_b,0.6981,0
5457,44.4,variant_a,0.6346,1
5458,69.4,variant_b,0.6395,1
5459,87.5,variant_b,0.8002,1
5460,73.5,variant_a,0.3192,0
5461,48.0,variant_a,0.5963,0
5462,44.3,variant_a,0.6356,0
5463,74.9,variant_b,0.6943,1
5464,32.7,variant_a,0.7462,0
5465,45.6,variant_a,0.622,0
5466,6.1,variant_a,0.9068,0
5467,36.2,variant_a,0.7152,0
5468,50.3,variant_a,0.5711,0
5469,29.1,variant_a,0.7757,0
5470,47.5,variant_b,0.3983,1
5471,53.1,variant_b,0.46,1
5472,53.1,variant_a,0.54,1
5473,53.2,variant_b,0.4611,0
5474,37.2,variant_a,0.706,0
5475,81.6,variant_b,0.7544,1
5476,58.9,variant_b,0.5251,0
5477,44.5,variant_b,0.3664,1
5478,71.0,variant_b,0.6559,1
5479,27.9,variant_a,0.7849,0
5480,76.3,variant_a,0.2925,1
5481,22.6,variant_a,0.8224,1
5482,61.5,variant_a,0.4458,0
5483,27.7,variant_a,0.7864,0
5484,34.3,variant_a,0.7323,0
5485,37.4,variant_b,0.2959,0
5486,56.6,variant_b,0.4993,0
5487,48.9,variant_a,0.5865,0
5488,41.1,variant_a,0.6683,0
5489,20.2,variant_a,0.8377,0
5490,69.7,variant_b,0.6426,1
5491,47.5,variant_a,0.6017,0
5492,55.7,variant_b,0.4891,0
5493,66.3,variant_a,0.3933,1
5494,56.2,variant_b,0.4948,1
5495,65.2,variant_a,0.4052,1
5496,82.5,variant_b,0.7618,1
5497,43.2,variant_b,0.353,0
5498,62.4,variant_b,0.5641,0
5499,71.4,variant_b,0.6599,1
5500,43.0,variant_a,0.6491,0
5501,22.5,variant_a,0.8231,0
5502,67.3,variant_b,0.6174,1
5503,31.9,variant_a,0.753,0
5504,63.5,variant_a,0.4237,0
5505,48.3,variant_a,0.593,0
5506,26.2,variant_a,0.7975,0
5507,36.4,variant_a,0.7134,1
5508,50.4,variant_a,0.57,0
5509,55.6,variant_b,0.488,1
5510,40.9,variant_a,0.6703,0
5511,54.0,variant_a,0.53,1
5512,6.3,variant_a,0.9061,0
5513,59.8,variant_b,0.5352,1
5514,36.4,variant_a,0.7134,1
5515,51.0,variant_b,0.4366,0
5516,78.4,variant_b,0.7267,1
5517,57.0,variant_a,0.4963,1
5518,59.2,variant_b,0.5285,1
5519,5.9,variant_a,0.9076,0
5520,53.5,variant_b,0.4644,1
5521,54.5,variant_a,0.5244,1
5522,43.9,variant_a,0.6398,0
5523,26.0,variant_a,0.799,0
5524,77.3,variant_a,0.2832,1
5525,24.6,variant_b,0.1911,0
5526,32.8,variant_a,0.7454,0
5527,87.8,variant_a,0.1977,1
5528,22.9,variant_a,0.8205,0
5529,59.8,variant_b,0.5352,1
5530,66.5,variant_b,0.6089,1
5531,16.3,variant_a,0.8601,1
5532,94.1,variant_b,0.8435,1
5533,64.9,variant_b,0.5916,1
5534,43.6,variant_a,0.6429,1
5535,55.9,variant_b,0.4914,1
5536,61.9,variant_a,0.4414,0
5537,25.4,variant_a,0.8033,0
5538,73.6,variant_b,0.6818,0
5539,86.3,variant_b,0.7914,1
5540,32.7,variant_a,0.7462,1
5541,45.6,variant_b,0.378,0
5542,44.8,variant_b,0.3696,0
5543,22.6,variant_a,0.8224,0
5544,78.8,variant_b,0.7303,1
5545,40.6,variant_a,0.6733,0
5546,45.3,variant_a,0.6252,0
5547,51.1,variant_a,0.5623,1
5548,43.3,variant_a,0.646,0
5549,17.4,variant_a,0.8541,0
5550,73.8,variant_a,0.3163,1
5551,0.0,variant_a,0.9276,0
5552,60.6,variant_b,0.5441,1
5553,82.0,variant_a,0.2423,1
5554,68.1,variant_b,0.6259,0
5555,100.0,variant_a,0.1246,1
5556,58.8,variant_a,0.476,1
5557,38.6,variant_b,0.3073,1
5558,46.1,variant_b,0.3833,0
5559,23.6,variant_a,0.8158,0
5560,43.2,variant_b,0.353,0
5561,58.5,variant_a,0.4794,1
5562,45.0,variant_a,0.6283,0
5563,49.2,variant_a,0.5832,1
5564,81.4,variant_b,0.7527,0
5565,47.8,variant_a,0.5984,0
5566,59.5,variant_b,0.5318,1
5567,82.7,variant_b,0.7634,1
5568,37.6,variant_b,0.2978,0
5569,63.9,variant_b,0.5807,0
5570,53.6,variant_a,0.5344,1
5571,75.0,variant_b,0.6953,1
5572,38.7,variant_a,0.6918,0
5573,16.8,variant_b,0.1426,0
5574,46.5,variant_b,0.3876,0
5575,35.9,variant_a,0.718,0
5576,61.2,variant_b,0.5508,1
5577,49.3,variant_b,0.4179,1
5578,63.4,variant_b,0.5752,1
5579,39.3,variant_a,0.686,1
5580,44.0,variant_a,0.6388,0
5581,95.7,variant_b,0.8528,1
5582,18.5,variant_a,0.8478,0
5583,14.4,variant_a,0.8701,0
5584,36.0,variant_b,0.2829,0
5585,56.5,variant_b,0.4981,1
5586,80.6,variant_a,0.2541,1
5587,30.5,variant_a,0.7645,0
5588,42.4,variant_a,0.6552,1
5589,50.0,variant_a,0.5744,1
5590,45.9,variant_a,0.6188,0
5591,21.0,variant_a,0.8327,0
5592,33.1,variant_a,0.7428,0
5593,79.5,variant_b,0.7364,1
5594,54.9,variant_b,0.4801,1
5595,58.0,variant_a,0.485,0
5596,57.9,variant_b,0.5139,0
5597,70.8,variant_b,0.6538,1
5598,82.4,variant_b,0.761,1
5599,47.0,variant_a,0.6071,1
5600,88.7,variant_b,0.8087,0
5601,61.4,variant_b,0.553,1
5602,38.6,variant_b,0.3073,0
5603,75.1,variant_b,0.6962,1
5604,64.4,variant_b,0.5861,0
5605,24.8,variant_a,0.8075,0
5606,29.2,variant_a,0.7749,0
5607,43.2,variant_a,0.647,0
5608,56.7,variant_a,0.4996,0
5609,59.5,variant_a,0.4682,0
5610,14.2,variant_a,0.8711,0
5611,67.7,variant_b,0.6216,1
5612,55.4,variant_b,0.4858,0
5613,30.7,variant_b,0.2371,0
5614,22.0,variant_a,0.8264,0
5615,52.7,variant_a,0.5445,0
5616,41.5,variant_b,0.3357,0
5617,63.3,variant_b,0.5741,1
5618,76.7,variant_b,0.7113,0
5619,41.0,variant_b,0.3307,0
5620,35.9,variant_b,0.282,0
5621,60.0,variant_a,0.4626,0
5622,69.4,variant_b,0.6395,1
5623,28.0,variant_a,0.7841,0
5624,86.4,variant_b,0.7922,1
5625,44.0,variant_a,0.6388,0
5626,20.9,variant_a,0.8333,0
5627,61.9,variant_b,0.5586,1
5628,58.8,variant_a,0.476,1
5629,26.0,variant_a,0.799,0
5630,91.8,variant_a,0.1707,1
5631,44.3,variant_b,0.3644,0
5632,37.8,variant_a,0.7004,0
5633,45.1,variant_a,0.6273,1
5634,28.3,variant_a,0.7819,0
5635,38.3,variant_a,0.6956,1
5636,31.7,variant_a,0.7546,0
5637,32.8,variant_a,0.7454,0
5638,48.1,variant_a,0.5952,1
5639,66.4,variant_b,0.6078,1
5640,56.5,variant_b,0.4981,1
5641,87.1,variant_a,0.2027,1
5642,34.7,variant_a,0.7288,0
5643,66.2,variant_b,0.6056,0
5644,80.2,variant_a,0.2575,1
5645,53.9,variant_a,0.5311,0
5646,53.3,variant_a,0.5378,0
5647,71.2,variant_b,0.6579,0
5648,62.3,variant_b,0.563,0
5649,27.9,variant_a,0.7849,0
5650,73.2,variant_b,0.6779,1
5651,65.5,variant_a,0.4019,0
5652,49.6,variant_b,0.4212,0
5653,38.9,variant_a,0.6899,0
5654,66.1,variant_a,0.3954,1
5655,68.8,variant_b,0.6332,1
5656,55.6,variant_b,0.488,0
5657,21.0,variant_a,0.8327,0
5658,26.2,variant_a,0.7975,0
5659,46.0,variant_b,0.3823,0
5660,68.9,variant_a,0.3657,1
5661,40.7,variant_a,0.6723,0
5662,13.9,variant_b,0.1274,0
5663,72.1,variant_b,0.667,1
5664,46.0,variant_a,0.6177,0
5665,62.9,variant_b,0.5697,0
5666,22.8,variant_a,0.8211,0
5667,34.1,variant_b,0.2659,0
5668,48.0,variant_a,0.5963,0
5669,75.8,variant_b,0.7029,1
5670,64.7,variant_a,0.4106,1
5671,66.3,variant_b,0.6067,1
5672,35.8,variant_a,0.7189,0
5673,69.3,variant_a,0.3616,1
5674,68.1,variant_b,0.6259,0
5675,59.8,variant_b,0.5352,0
5676,52.4,variant_b,0.4521,0
5677,37.7,variant_a,0.7013,1
5678,7.9,variant_a,0.8998,0
5679,25.9,variant_a,0.7997,0
5680,32.3,variant_b,0.2504,1
5681,34.5,variant_b,0.2694,0
5682,44.4,variant_a,0.6346,0
5683,51.3,variant_b,0.4399,0
5684,59.7,variant_b,0.5341,1
5685,48.5,variant_b,0.4091,0
5686,29.7,variant_b,0.2291,0
5687,42.4,variant_b,0.3448,0
5688,27.0,variant_a,0.7917,0
5689,59.1,variant_a,0.4727,1
5690,82.2,variant_b,0.7593,1
5691,42.0,variant_a,0.6593,0
5692,34.8,variant_b,0.2721,0
5693,89.9,variant_b,0.8169,1
5694,43.1,variant_a,0.6481,0
5695,24.7,variant_a,0.8082,0
5696,66.7,variant_b,0.611,1
5697,20.4,variant_a,0.8364,0
5698,54.5,variant_b,0.4756,1
5699,27.4,variant_a,0.7887,0
5700,31.7,variant_b,0.2454,0
5701,33.6,variant_b,0.2615,0
5702,28.9,variant_a,0.7772,0
5703,42.7,variant_b,0.3479,0
5704,59.3,variant_a,0.4704,0
5705,52.4,variant_b,0.4521,1
5706,66.4,variant_b,0.6078,1
5707,47.9,variant_a,0.5974,1
5708,42.8,variant_a,0.6511,0
5709,23.5,variant_a,0.8165,0
5710,47.6,variant_a,0.6006,1
5711,60.3,variant_a,0.4592,0
5712,94.4,variant_b,0.8453,1
5713,68.8,variant_b,0.6332,0
5714,45.1,variant_a,0.6273,1
5715,17.7,variant_a,0.8524,0
5716,21.0,variant_a,0.8327,0
5717,93.3,variant_b,0.8387,1
5718,71.2,variant_b,0.6579,1
5719,20.1,variant_a,0.8383,0
5720,44.0,variant_b,0.3612,0
5721,35.5,variant_a,0.7216,0
5722,21.6,variant_a,0.8289,1
5723,72.7,variant_b,0.6729,1
5724,29.3,variant_b,0.2259,1
5725,40.1,variant_a,0.6782,0
5726,30.4,variant_a,0.7653,0
5727,56.2,variant_b,0.4948,0
5728,74.3,variant_b,0.6886,1
5729,42.7,variant_a,0.6521,0
5730,57.5,variant_b,0.5094,1
5731,73.9,variant_a,0.3153,0
5732,54.2,variant_b,0.4723,0
5733,40.7,variant_a,0.6723,0
5734,67.3,variant_a,0.3826,1
5735,48.2,variant_b,0.4059,0
5736,77.4,variant_b,0.7177,1
5737,46.1,variant_a,0.6167,0
5738,58.9,variant_a,0.4749,1
5739,37.8,variant_a,0.7004,1
5740,60.6,variant_b,0.5441,1
5741,3.6,variant_a,0.9159,0
5742,27.0,variant_a,0.7917,0
5743,50.9,variant_a,0.5645,1
5744,39.1,variant_a,0.6879,0
5745,54.6,variant_a,0.5232,0
5746,11.1,variant_a,0.886,0
5747,49.2,variant_a,0.5832,1
5748,28.3,variant_a,0.7819,0
5749,80.2,variant_a,0.2575,1
5750,46.5,variant_a,0.6124,0
5751,42.6,variant_b,0.3468,0
5752,44.1,variant_a,0.6377,1
5753,50.6,variant_a,0.5678,1
5754,38.8,variant_a,0.6908,0
5755,39.8,variant_a,0.6811,0
5756,41.2,variant_a,0.6673,1
5757,75.9,variant_b,0.7038,1
5758,81.3,variant_b,0.7518,1
5759,48.1,variant_b,0.4048,1
5760,30.5,variant_a,0.7645,0
5761,53.3,variant_a,0.5378,1
5762,20.7,variant_a,0.8346,0
5763,64.9,variant_b,0.5916,0
5764,83.8,variant_a,0.2278,0
5765,32.7,variant_a,0.7462,0
5766,69.9,variant_b,0.6446,1
5767,51.5,variant_a,0.5579,0
5768,1.1,variant_b,0.0758,0
5769,80.1,variant_b,0.7416,1
5770,46.5,variant_b,0.3876,1
5771,23.8,variant_a,0.8144,0
5772,66.7,variant_a,0.389,1
5773,31.2,variant_b,0.2412,0
5774,53.9,variant_b,0.4689,0
5775,27.0,variant_a,0.7917,0
5776,18.9,variant_a,0.8455,0
5777,73.7,variant_b,0.6828,1
5778,42.5,variant_a,0.6542,0
5779,27.5,variant_a,0.7879,1
5780,51.8,variant_a,0.5545,1
5781,53.1,variant_a,0.54,0
5782,88.8,variant_a,0.1906,1
5783,15.1,variant_a,0.8665,0
5784,30.1,variant_a,0.7677,0
5785,23.8,variant_a,0.8144,0
5786,47.2,variant_a,0.6049,0
5787,25.3,variant_b,0.196,0
5788,14.9,variant_b,0.1324,0
5789,63.1,variant_a,0.4281,0
5790,65.6,variant_a,0.4008,1
5791,43.5,variant_a,0.6439,0
5792,69.8,variant_a,0.3564,1
5793,70.8,variant_b,0.6538,1
5794,71.6,variant_a,0.338,1
5795,47.4,variant_b,0.3972,1
5796,64.2,variant_b,0.5839,1
5797,53.9,variant_a,0.5311,1
5798,35.7,variant_a,0.7198,0
5799,72.8,variant_a,0.3261,0
5800,60.9,variant_a,0.4525,1
5801,51.1,variant_a,0.5623,1
5802,73.0,variant_a,0.3241,0
5803,65.7,variant_b,0.6002,0
5804,16.8,variant_a,0.8574,0
5805,86.9,variant_b,0.7958,1
5806,59.6,variant_a,0.467,1
5807,31.2,variant_a,0.7588,0
5808,63.3,variant_b,0.5741,1
5809,74.7,variant_b,0.6924,1
5810,76.6,variant_b,0.7103,1
5811,49.3,variant_a,0.5821,1
5812,30.9,variant_a,0.7612,0
5813,65.5,variant_b,0.5981,0
5814,29.6,variant_a,0.7717,0
5815,88.9,variant_b,0.8101,1
5816,52.2,variant_a,0.5501,1
5817,51.8,variant_a,0.5545,0
5818,81.4,variant_a,0.2473,1
5819,55.0,variant_a,0.5187,0
5820,71.2,variant_a,0.3421,1
5821,69.4,variant_b,0.6395,1
5822,32.4,variant_a,0.7488,0
5823,31.0,variant_a,0.7604,0
5824,39.7,variant_a,0.6821,0
5825,41.9,variant_a,0.6603,0
5826,61.6,variant_b,0.5553,1
5827,36.9,variant_b,0.2912,1
5828,56.0,variant_a,0.5075,1
5829,33.2,variant_b,0.2581,0
5830,29.7,variant_a,0.7709,0
5831,43.4,variant_b,0.355,0
5832,29.9,variant_a,0.7693,0
5833,40.6,variant_a,0.6733,0
5834,71.5,variant_b,0.6609,0
5835,47.3,variant_a,0.6038,1
5836,49.8,variant_a,0.5766,0
5837,16.8,variant_a,0.8574,0
5838,68.1,variant_b,0.6259,1
5839,73.1,variant_a,0.3231,0
5840,40.2,variant_b,0.3228,0
5841,38.0,variant_b,0.3015,1
5842,23.7,variant_a,0.8151,0
5843,59.6,variant_a,0.467,1
5844,52.8,variant_b,0.4566,1
5845,89.0,variant_b,0.8108,1
5846,32.3,variant_a,0.7496,0
5847,80.9,variant_b,0.7485,1
5848,42.0,variant_a,0.6593,1
5849,57.9,variant_a,0.4861,0
5850,25.4,variant_a,0.8033,0
5851,65.3,variant_b,0.5959,1
5852,21.1,variant_b,0.1679,0
5853,62.1,variant_b,0.5608,1
5854,86.4,variant_b,0.7922,0
5855,45.7,variant_b,0.3791,0
5856,55.4,variant_a,0.5142,0
5857,56.2,variant_a,0.5052,1
5858,95.9,variant_b,0.8539,1
5859,62.6,variant_b,0.5664,1
5860,28.5,variant_b,0.2197,0
5861,40.0,variant_a,0.6792,0
5862,57.1,variant_b,0.5049,0
5863,54.8,variant_b,0.479,1
5864,98.8,variant_b,0.8694,1
5865,30.1,variant_a,0.7677,0
5866,0.5,variant_a,0.926,0
5867,96.1,variant_b,0.855,1
5868,29.7,variant_a,0.7709,0
5869,37.2,variant_b,0.294,0
5870,73.0,variant_b,0.6759,1
5871,7.0,variant_a,0.9033,0
5872,55.8,variant_b,0.4903,1
5873,83.9,variant_b,0.773,0
5874,31.7,variant_a,0.7546,0
5875,42.7,variant_a,0.6521,0
5876,47.5,variant_b,0.3983,1
5877,53.2,variant_b,0.4611,0
5878,36.0,variant_b,0.2829,0
5879,58.4,variant_a,0.4805,0
5880,42.9,variant_a,0.6501,0
5881,66.0,variant_b,0.6035,1
5882,41.0,variant_a,0.6693,0
5883,55.1,variant_b,0.4824,1
5884,39.9,variant_a,0.6802,0
5885,29.1,variant_a,0.7757,0
5886,29.2,variant_a,0.7749,0
5887,69.5,variant_b,0.6405,0
5888,67.1,variant_b,0.6153,1
5889,54.0,variant_a,0.53,1
5890,50.5,variant_a,0.5689,0
5891,51.8,variant_a,0.5545,0
5892,24.1,variant_a,0.8124,0
5893,82.7,variant_b,0.7634,1
5894,50.7,variant_a,0.5667,0
5895,35.6,variant_a,0.7207,0
5896,49.9,variant_b,0.4245,0
5897,40.6,variant_a,0.6733,0
5898,61.1,variant_b,0.5497,1
5899,68.3,variant_a,0.372,1
5900,64.6,variant_b,0.5883,1
5901,46.2,variant_a,0.6156,0
5902,23.9,variant_a,0.8137,0
5903,34.9,variant_a,0.727,0
5904,70.6,variant_b,0.6518,1
5905,72.9,variant_a,0.3251,1
5906,23.7,variant_b,0.1849,1
5907,77.7,variant_b,0.7204,0
5908,53.0,variant_b,0.4588,0
5909,85.4,variant_b,0.7847,1
5910,57.6,variant_a,0.4895,1
5911,15.5,variant_a,0.8644,0
5912,32.4,variant_b,0.2512,0
5913,39.7,variant_a,0.6821,0
5914,40.1,variant_a,0.6782,0
5915,70.6,variant_b,0.6518,1
5916,58.5,variant_b,0.5206,1
5917,33.3,variant_a,0.7411,0
5918,66.4,variant_a,0.3922,1
5919,19.8,variant_a,0.8401,0
5920,19.5,variant_a,0.8419,0
5921,51.0,variant_a,0.5634,0
5922,63.7,variant_b,0.5785,1
5923,51.8,variant_b,0.4455,0
5924,45.4,variant_b,0.3759,0
5925,44.3,variant_a,0.6356,0
5926,55.1,variant_a,0.5176,1
5927,72.1,variant_b,0.667,0
5928,63.8,variant_b,0.5796,0
5929,85.4,variant_b,0.7847,1
5930,38.2,variant_b,0.3034,0
5931,58.0,variant_b,0.515,1
5932,48.2,variant_b,0.4059,1
5933,42.0,variant_a,0.6593,0
5934,78.5,variant_b,0.7276,0
5935,53.2,variant_b,0.4611,1
5936,55.9,variant_b,0.4914,1
5937,45.0,variant_a,0.6283,0
5938,47.6,variant_b,0.3994,0
5939,33.9,variant_a,0.7358,0
5940,31.2,variant_a,0.7588,0
5941,16.0,variant_a,0.8618,0
5942,50.4,variant_a,0.57,1
5943,53.5,variant_a,0.5356,0
5944,49.6,variant_b,0.4212,0
5945,76.8,variant_b,0.7122,1
5946,58.9,variant_a,0.4749,0
5947,29.3,variant_a,0.7741,0
5948,64.6,variant_b,0.5883,1
5949,59.9,variant_b,0.5363,1
5950,32.9,variant_a,0.7445,0
5951,47.5,variant_a,0.6017,1
5952,55.1,variant_b,0.4824,0
5953,35.9,variant_a,0.718,0
5954,38.2,variant_b,0.3034,0
5955,18.7,variant_a,0.8466,0
5956,73.2,variant_b,0.6779,1
5957,69.5,variant_a,0.3595,1
5958,68.6,variant_b,0.6311,0
5959,35.4,variant_b,0.2775,0
5960,36.0,variant_a,0.7171,1
5961,32.6,variant_a,0.7471,0
5962,74.5,variant_b,0.6905,1
5963,65.1,variant_b,0.5938,0
5964,41.7,variant_a,0.6623,0
5965,27.8,variant_a,0.7857,1
5966,23.4,variant_b,0.1829,0
5967,68.4,variant_b,0.629,1
5968,42.0,variant_a,0.6593,0
5969,26.7,variant_a,0.7939,0
5970,100.0,variant_b,0.8754,1
5971,31.4,variant_a,0.7571,0
5972,27.6,variant_a,0.7872,0
5973,69.8,variant_b,0.6436,1
5974,37.8,variant_a,0.7004,0
5975,67.0,variant_a,0.3858,0
5976,55.7,variant_b,0.4891,1
5977,33.7,variant_b,0.2624,0
5978,51.0,variant_b,0.4366,0
5979,48.3,variant_b,0.407,1
5980,35.7,variant_a,0.7198,1
5981,50.2,variant_b,0.4278,0
5982,73.0,variant_a,0.3241,1
5983,76.8,variant_b,0.7122,1
