ticket_id,urgency_score,complexity_score,cluster_run1,cluster_run2
5709,65.2,73.6,0,3
5710,86.6,77.9,3,0
5711,62.8,96.1,0,0
5712,65.6,100.0,0,0
5713,98.6,76.4,3,0
5714,55.3,25.7,1,1
5715,8.5,20.2,2,2
5716,10.8,40.1,2,2
5717,86.7,88.2,0,0
5718,49.2,69.6,0,3
5719,86.7,66.0,3,0
5720,73.1,100.0,0,0
5721,45.1,39.5,1,2
5722,32.5,0.0,1,1
5723,93.4,98.9,0,0
5724,29.6,10.8,1,1
5725,81.6,79.1,3,0
5726,43.6,32.9,1,1
5727,68.3,72.1,0,3
5728,41.5,41.7,2,2
5729,14.4,15.9,2,1
5730,67.2,100.0,0,0
5731,63.2,91.8,0,0
5732,34.7,0.0,1,1
5733,7.2,3.5,2,1
5734,80.6,89.3,0,0
5735,92.1,95.9,0,0
5736,48.9,5.6,1,1
5737,65.8,74.4,0,3
5738,28.4,50.5,2,2
5739,85.1,63.9,3,3
5740,37.7,9.1,1,1
5741,38.9,54.7,2,2
5742,79.8,89.1,0,0
5743,42.9,11.2,1,1
5744,65.0,78.8,0,0
5745,84.5,93.7,0,0
5746,83.0,45.9,3,3
5747,56.5,48.9,1,3
5748,39.3,31.7,1,1
5749,39.9,22.0,1,1
5750,73.9,40.7,3,3
5751,48.0,47.8,2,2
5752,44.8,13.3,1,1
5753,82.4,90.2,0,0
5754,32.4,4.9,1,1
5755,18.4,13.2,2,1
5756,50.5,48.2,1,3
5757,75.2,19.6,1,3
5758,2.4,4.8,2,1
5759,48.4,23.7,1,1
5760,38.2,0.8,1,1
5761,71.2,85.8,0,0
5762,49.7,23.5,1,1
5763,75.3,57.2,3,3
5764,49.8,21.3,1,1
5765,76.6,93.4,0,0
5766,65.5,12.0,1,1
5767,76.3,83.4,0,0
5768,24.6,39.3,2,2
5769,56.5,27.4,1,1
5770,21.0,45.3,2,2
5771,37.6,56.8,2,2
5772,42.4,41.4,2,2
5773,36.9,23.7,1,1
5774,35.3,30.4,2,1
5775,57.7,66.4,0,3
5776,41.0,23.3,1,1
5777,55.2,21.5,1,1
5778,20.7,47.9,2,2
5779,56.4,18.9,1,1
5780,77.1,26.2,1,3
5781,66.6,88.8,0,0
5782,86.6,99.3,0,0
5783,17.5,11.7,2,1
5784,68.5,66.2,3,3
5785,89.7,63.1,3,0
5786,62.4,83.8,0,0
5787,52.6,17.5,1,1
5788,84.2,74.2,3,0
5789,36.0,36.3,2,2
5790,22.5,43.9,2,2
5791,46.0,50.0,2,2
5792,66.2,86.8,0,0
5793,73.4,99.0,0,0
5794,84.6,70.8,3,0
5795,22.3,15.6,2,1
5796,37.4,66.7,2,2
5797,98.9,78.0,3,0
5798,62.6,37.6,1,3
5799,34.0,73.4,2,2
5800,75.7,94.5,0,0
5801,40.8,16.2,1,1
5802,6.0,46.9,2,2
5803,58.1,15.3,1,1
5804,66.3,55.4,3,3
5805,87.4,75.1,3,0
5806,97.0,46.4,3,3
5807,39.9,52.9,2,2
5808,85.7,88.8,0,0
5809,44.0,13.7,1,1
5810,28.1,43.6,2,2
5811,7.8,50.1,2,2
5812,77.9,69.3,3,0
5813,1.3,22.6,2,2
5814,48.1,31.8,1,1
5815,88.1,96.9,0,0
5816,58.2,64.5,0,3
5817,18.3,31.0,2,2
5818,81.7,100.0,0,0
5819,82.2,86.8,0,0
5820,62.0,84.2,0,0
5821,81.1,85.4,0,0
5822,59.5,73.6,0,3
5823,48.4,31.6,1,1
5824,15.9,32.8,2,2
5825,40.6,30.9,1,1
5826,89.4,51.0,3,3
5827,58.7,36.7,1,3
5828,72.4,93.4,0,0
5829,33.1,23.0,1,1
5830,61.0,54.7,3,3
5831,37.7,13.0,1,1
5832,100.0,100.0,0,0
5833,36.4,21.3,1,1
5834,39.2,18.6,1,1
5835,22.9,30.8,2,2
5836,41.4,80.9,0,2
5837,73.9,100.0,0,0
5838,50.7,63.8,2,3
5839,72.7,32.2,1,3
5840,36.8,40.5,2,2
5841,43.3,66.3,2,2
5842,60.4,100.0,0,0
5843,32.2,52.5,2,2
5844,35.5,37.9,2,2
5845,54.3,51.4,1,3
5846,22.9,10.7,1,1
5847,68.8,76.2,0,0
5848,93.9,78.3,3,0
5849,53.1,38.3,1,1
5850,20.0,41.7,2,2
5851,55.7,39.2,1,3
5852,65.5,45.9,1,3
5853,54.4,63.8,0,3
5854,42.3,24.3,1,1
5855,78.4,74.7,3,0
5856,80.7,80.8,0,0
5857,82.6,98.6,0,0
5858,15.0,37.5,2,2
5859,83.6,100.0,0,0
5860,32.7,21.3,1,1
5861,81.0,88.2,0,0
5862,17.6,56.1,2,2
5863,66.3,91.2,0,0
5864,35.6,6.6,1,1
5865,24.5,49.4,2,2
5866,36.5,11.0,1,1
5867,74.2,100.0,0,0
5868,46.1,50.2,2,2
5869,40.9,44.0,2,2
5870,90.3,69.5,3,0
5871,83.6,43.3,3,3
5872,36.6,36.7,2,2
5873,35.6,60.8,2,2
5874,92.7,71.7,3,0
5875,83.3,86.2,0,0
5876,93.6,58.7,3,3
5877,66.9,100.0,0,0
5878,23.8,26.0,2,1
5879,70.1,100.0,0,0
5880,87.7,100.0,0,0
5881,43.0,33.0,1,1
5882,63.2,95.7,0,0
5883,24.3,30.0,2,2
5884,48.2,29.4,1,1
5885,94.5,100.0,0,0
5886,81.5,62.2,3,3
5887,45.0,93.2,0,0
5888,100.0,74.0,3,0
5889,27.0,14.2,1,1
5890,38.3,16.0,1,1
5891,69.5,45.4,3,3
5892,58.3,18.7,1,1
5893,82.3,58.8,3,3
5894,81.5,69.3,3,0
5895,58.4,55.6,1,3
5896,43.4,30.1,1,1
5897,63.1,32.3,1,3
5898,28.2,39.8,2,2
5899,49.9,53.3,2,3
5900,85.5,100.0,0,0
5901,79.6,97.5,0,0
5902,81.3,78.3,3,0
5903,67.6,100.0,0,0
5904,28.0,59.6,2,2
5905,84.4,69.2,3,0
5906,27.0,42.4,2,2
5907,87.9,43.7,3,3
5908,71.1,4.5,1,1
5909,93.1,56.2,3,3
5910,100.0,93.2,3,0
5911,77.1,100.0,0,0
5912,91.6,80.3,3,0
5913,87.0,61.2,3,3
5914,38.7,29.5,1,1
5915,57.1,48.1,1,3
5916,30.3,44.8,2,2
5917,59.1,52.2,1,3
5918,72.9,73.1,3,0
5919,94.2,83.8,3,0
5920,31.8,20.9,1,1
5921,84.9,65.0,3,3
5922,68.6,72.0,0,3
5923,34.1,12.0,1,1
5924,57.8,22.0,1,1
5925,56.1,79.5,0,3
5926,100.0,77.2,3,0
5927,67.2,90.6,0,0
5928,54.5,35.5,1,1
5929,41.4,43.6,2,2
5930,55.4,61.5,0,3
5931,100.0,87.2,3,0
5932,64.7,38.6,1,3
5933,89.9,61.6,3,3
5934,81.9,65.4,3,3
5935,20.7,33.8,2,2
5936,69.4,60.2,3,3
5937,29.6,22.3,2,1
5938,89.1,70.2,3,0
5939,87.2,49.3,3,3
5940,38.3,55.0,2,2
5941,72.7,70.6,3,3
5942,73.0,100.0,0,0
5943,39.4,44.6,2,2
5944,31.2,45.4,2,2
5945,11.4,54.7,2,2
5946,37.4,36.9,2,2
5947,33.2,11.5,1,1
5948,82.2,58.3,3,3
5949,73.1,100.0,0,0
5950,91.1,84.5,3,0
5951,87.7,78.7,3,0
5952,96.7,100.0,0,0
5953,56.2,84.6,0,0
5954,39.1,16.3,1,1
5955,100.0,56.6,3,3
5956,71.9,69.9,3,3
5957,70.1,33.9,1,3
5958,100.0,100.0,0,0
5959,85.1,90.3,0,0
5960,74.3,100.0,0,0
5961,57.4,67.6,0,3
5962,97.6,82.2,3,0
5963,83.4,100.0,0,0
5964,37.9,50.7,2,2
5965,77.4,24.7,1,3
5966,45.0,47.9,2,2
5967,57.9,56.5,3,3
5968,96.8,63.1,3,0
5969,38.4,9.2,1,1
5970,49.7,23.3,1,1
5971,62.6,27.0,1,1
5972,46.8,53.2,2,2
5973,63.1,66.0,0,3
5974,32.7,73.7,2,2
5975,5.8,31.4,2,2
5976,14.4,56.6,2,2
5977,42.8,26.0,1,1
5978,39.4,50.7,2,2
5979,11.4,13.7,2,1
5980,43.4,32.2,1,1
5981,71.0,100.0,0,0
5982,87.7,82.3,3,0
5983,83.4,51.8,3,3
5984,34.4,39.1,2,2
5985,44.1,0.0,1,1
5986,28.7,28.4,2,1
5987,12.7,89.9,2,2
5988,98.7,81.3,3,0
5989,40.7,61.3,2,2
5990,30.0,35.6,2,2
5991,56.3,100.0,0,0
5992,89.7,60.2,3,3
5993,55.8,13.6,1,1
5994,37.1,14.0,1,1
5995,69.2,20.0,1,1
5996,85.4,57.5,3,3
5997,39.1,14.8,1,1
5998,74.2,86.2,0,0
5999,95.0,61.6,3,0
6000,25.3,43.8,2,2
6001,69.5,76.6,0,0
6002,59.5,7.9,1,1
6003,100.0,86.0,3,0
6004,61.0,16.8,1,1
6005,95.0,100.0,0,0
6006,67.9,67.4,3,3
6007,39.0,34.9,2,2
6008,40.2,29.6,1,1
6009,67.1,77.7,0,0
6010,60.6,44.3,1,3
6011,85.5,85.0,0,0
6012,43.6,21.3,1,1
6013,37.8,12.7,1,1
6014,32.6,39.0,2,2
6015,30.5,25.6,2,1
6016,69.9,90.9,0,0
6017,52.2,29.1,1,1
6018,43.9,13.6,1,1
6019,57.9,39.0,1,3
6020,73.5,88.7,0,0
6021,70.8,84.5,0,0
6022,33.4,66.8,2,2
6023,32.6,33.3,2,2
6024,81.4,57.5,3,3
6025,91.1,75.3,3,0
6026,83.3,93.7,0,0
6027,21.6,35.0,2,2
6028,70.3,61.7,3,3
6029,24.1,27.3,2,2
6030,42.3,46.2,2,2
6031,85.6,70.7,3,0
6032,85.8,64.5,3,3
6033,27.8,35.5,2,2
6034,12.8,42.1,2,2
6035,79.4,36.0,3,3
6036,62.0,100.0,0,0
6037,38.9,31.2,1,1
6038,85.9,70.7,3,0
6039,44.2,0.8,1,1
6040,68.0,84.8,0,0
6041,39.4,94.4,0,0
6042,55.5,62.7,0,3
6043,73.7,12.9,1,1
6044,87.6,97.8,0,0
6045,27.9,12.2,1,1
6046,70.9,83.7,0,0
6047,84.6,58.7,3,3
6048,66.5,70.9,0,3
6049,37.1,0.0,1,1
6050,85.9,61.6,3,3
6051,45.5,100.0,0,0
6052,86.8,100.0,0,0
6053,21.0,31.3,2,2
6054,98.0,61.1,3,0
6055,84.2,77.1,3,0
6056,83.1,47.3,3,3
6057,52.6,37.7,1,1
6058,55.4,46.3,1,3
6059,38.7,44.5,2,2
6060,67.0,20.8,1,1
6061,89.5,80.4,3,0
6062,21.5,32.7,2,2
6063,48.8,28.8,1,1
6064,40.2,53.8,2,2
6065,81.6,45.0,3,3
6066,72.3,46.3,3,3
6067,62.7,66.7,0,3
6068,23.2,44.3,2,2
6069,60.7,35.8,1,3
6070,73.0,91.8,0,0
6071,72.6,88.4,0,0
6072,19.2,51.6,2,2
6073,55.7,59.9,0,3
6074,84.3,75.1,3,0
6075,92.9,70.3,3,0
6076,87.1,98.6,0,0
6077,42.7,39.4,2,2
6078,41.6,18.7,1,1
6079,22.6,24.1,2,1
6080,45.0,68.2,2,2
6081,46.4,62.3,2,2
6082,91.0,91.7,0,0
6083,39.1,50.8,2,2
6084,31.9,22.2,1,1
6085,82.0,89.3,0,0
6086,12.2,24.4,2,2
6087,89.2,90.4,0,0
6088,88.2,69.4,3,0
6089,45.0,27.4,1,1
6090,63.2,36.4,1,3
6091,81.2,100.0,0,0
6092,23.8,40.3,2,2
6093,66.1,86.8,0,0
6094,46.3,45.6,2,2
6095,31.3,23.3,2,1
6096,75.0,69.2,3,3
6097,58.4,15.5,1,1
6098,69.9,4.1,1,1
6099,56.3,5.3,1,1
6100,61.1,62.2,3,3
6101,19.0,19.6,2,1
6102,74.9,48.0,3,3
6103,47.4,45.6,2,2
6104,26.4,45.9,2,2
6105,16.2,54.9,2,2
6106,59.7,43.9,1,3
6107,59.1,87.8,0,0
6108,96.7,98.1,0,0
6109,88.0,100.0,0,0
6110,76.2,100.0,0,0
6111,29.6,88.5,2,2
6112,44.1,58.2,2,2
6113,90.8,100.0,0,0
6114,41.6,58.5,2,2
6115,53.3,46.9,1,3
6116,41.5,34.2,1,1
6117,88.9,90.9,0,0
6118,40.6,44.1,2,2
6119,50.1,91.8,0,0
6120,62.7,89.0,0,0
6121,84.3,100.0,0,0
6122,27.0,40.2,2,2
6123,42.6,19.0,1,1
6124,68.8,56.4,3,3
6125,78.4,100.0,0,0
6126,61.5,85.8,0,0
6127,80.9,92.3,0,0
6128,32.8,9.7,1,1
6129,56.2,54.0,1,3
6130,100.0,83.7,3,0
6131,72.3,86.0,0,0
6132,51.3,55.1,2,3
6133,89.5,74.3,3,0
6134,55.3,29.0,1,1
6135,82.7,100.0,0,0
6136,53.1,74.0,0,3
6137,45.0,48.7,2,2
6138,46.3,30.7,1,1
6139,50.9,71.3,0,3
6140,90.0,90.0,0,0
6141,64.2,74.7,0,3
6142,47.4,20.6,1,1
6143,100.0,86.5,3,0
6144,14.9,47.7,2,2
6145,81.2,85.9,0,0
6146,100.0,63.1,3,0
6147,44.4,52.6,2,2
6148,85.6,89.0,0,0
6149,97.5,92.6,3,0
6150,73.0,48.8,3,3
6151,47.5,36.2,1,1
6152,66.9,100.0,0,0
6153,93.9,87.2,3,0
6154,42.0,77.4,0,2
6155,62.0,76.4,0,3
6156,51.9,86.5,0,0
6157,85.0,96.4,0,0
6158,15.3,26.6,2,2
6159,43.3,42.1,2,2
6160,61.9,100.0,0,0
6161,47.3,28.8,1,1
6162,98.4,68.9,3,0
6163,78.8,100.0,0,0
6164,41.6,34.6,1,1
6165,53.7,93.3,0,0
6166,47.7,37.3,1,1
6167,68.2,0.0,1,1
6168,76.8,31.4,1,3
6169,45.3,77.2,0,3
6170,30.4,17.1,1,1
6171,65.5,16.3,1,1
6172,0.0,32.5,2,2
6173,15.3,45.1,2,2
6174,73.2,94.7,0,0
6175,75.9,64.0,3,3
6176,71.0,74.5,0,0
6177,67.6,64.9,3,3
6178,85.2,75.6,3,0
6179,34.5,24.4,1,1
6180,14.6,35.6,2,2
6181,49.8,62.7,2,3
6182,62.3,25.5,1,1
6183,28.8,16.9,1,1
6184,69.2,53.7,3,3
6185,35.2,48.7,2,2
6186,66.0,72.5,0,3
6187,37.9,0.0,1,1
6188,85.6,78.1,3,0
6189,33.2,38.6,2,2
6190,74.8,72.4,3,0
6191,58.0,12.5,1,1
6192,84.9,74.7,3,0
6193,38.0,47.8,2,2
6194,50.5,72.8,0,3
6195,30.9,22.8,2,1
6196,34.2,41.6,2,2
6197,30.6,37.8,2,2
6198,36.8,0.0,1,1
6199,31.7,8.4,1,1
6200,79.2,100.0,0,0
6201,73.2,44.6,3,3
6202,67.4,57.3,3,3
6203,76.4,67.3,3,3
6204,54.0,55.3,2,3
6205,77.5,83.7,0,0
6206,46.7,78.9,0,3
6207,92.1,100.0,0,0
6208,67.3,81.6,0,0
6209,91.7,88.3,3,0
6210,20.6,25.5,2,2
6211,50.2,53.9,2,3
6212,88.0,100.0,0,0
6213,69.2,54.3,3,3
6214,63.4,36.9,1,3
6215,33.2,5.6,1,1
6216,28.1,52.0,2,2
6217,26.6,46.7,2,2
6218,51.3,41.8,1,1
6219,62.2,15.6,1,1
6220,66.9,100.0,0,0
6221,49.9,44.7,1,2
6222,64.1,93.4,0,0
6223,48.5,25.1,1,1
6224,42.6,12.1,1,1
6225,25.7,18.0,2,1
6226,100.0,97.5,3,0
6227,38.5,37.4,2,2
6228,44.3,3.8,1,1
6229,71.5,49.0,3,3
6230,52.7,37.0,1,1
6231,22.1,7.6,1,1
6232,31.4,40.0,2,2
6233,53.0,14.9,1,1
6234,100.0,79.1,3,0
6235,70.3,93.6,0,0
6236,99.8,75.5,3,0
6237,82.7,100.0,0,0
6238,70.5,100.0,0,0
6239,46.4,26.5,1,1
6240,35.0,39.9,2,2
6241,76.9,72.3,3,0
6242,73.4,77.2,0,0
6243,76.0,59.0,3,3
6244,78.6,83.4,0,0
6245,83.4,76.0,3,0
6246,78.9,77.7,3,0
6247,10.9,24.7,2,2
6248,34.7,33.6,2,2
6249,36.8,35.8,2,2
6250,1.1,34.0,2,2
6251,27.1,27.8,2,1
6252,100.0,65.9,3,0
6253,58.3,74.5,0,3
6254,29.4,54.7,2,2
6255,76.9,26.5,1,3
6256,98.1,90.1,3,0
6257,79.3,78.4,3,0
6258,61.3,85.6,0,0
6259,78.6,59.8,3,3
6260,13.8,25.5,2,2
6261,59.7,38.1,1,3
6262,70.1,67.3,3,3
6263,71.4,81.4,0,0
6264,87.8,92.1,0,0
6265,100.0,75.5,3,0
6266,81.4,67.3,3,0
6267,27.6,16.8,1,1
6268,39.6,55.0,2,2
6269,30.4,37.0,2,2
6270,82.3,74.1,3,0
6271,64.6,59.7,3,3
6272,41.5,5.6,1,1
6273,76.2,100.0,0,0
6274,83.4,100.0,0,0
6275,47.7,65.6,2,3
6276,79.6,100.0,0,0
6277,81.7,80.0,3,0
6278,86.4,71.0,3,0
6279,82.8,62.5,3,3
6280,56.5,94.6,0,0
6281,18.1,18.4,2,1
6282,54.5,38.9,1,1
6283,82.2,93.1,0,0
6284,42.8,26.8,1,1
6285,40.3,36.7,2,2
6286,74.7,94.1,0,0
6287,75.1,37.4,3,3
6288,23.5,18.8,2,1
6289,68.8,84.4,0,0
6290,46.6,87.1,0,0
6291,45.2,15.1,1,1
6292,96.7,68.4,3,0
6293,69.3,100.0,0,0
6294,43.4,10.7,1,1
6295,47.3,41.4,1,2
6296,79.0,74.5,3,0
6297,35.4,100.0,0,0
6298,68.9,94.8,0,0
6299,71.2,100.0,0,0
6300,81.0,57.2,3,3
6301,80.2,63.1,3,3
6302,39.0,35.2,2,2
6303,49.1,0.0,1,1
6304,39.1,43.5,2,2
6305,43.6,36.5,1,1
6306,32.8,50.3,2,2
6307,57.6,22.2,1,1
6308,75.1,78.0,0,0
6309,23.3,33.6,2,2
6310,76.2,51.5,3,3
6311,41.1,23.4,1,1
6312,43.8,55.3,2,2
6313,60.4,28.8,1,1
6314,73.6,77.1,0,0
6315,80.5,67.4,3,3
6316,71.2,91.2,0,0
6317,53.2,38.5,1,1
6318,43.4,42.2,2,2
6319,48.3,23.3,1,1
6320,46.9,43.2,1,2
6321,70.6,63.0,3,3
6322,80.6,56.2,3,3
6323,61.6,5.2,1,1
6324,56.2,6.1,1,1
6325,37.1,51.0,2,2
6326,55.8,53.8,1,3
6327,70.8,94.3,0,0
6328,50.3,92.6,0,0
6329,81.8,100.0,0,0
6330,69.4,48.4,3,3
6331,59.0,68.0,0,3
6332,49.8,37.7,1,1
6333,65.9,44.6,1,3
6334,43.2,33.6,1,1
6335,100.0,90.2,3,0
6336,73.4,100.0,0,0
6337,39.3,15.2,1,1
6338,43.0,17.1,1,1
6339,24.3,37.1,2,2
6340,77.0,72.0,3,0
6341,82.8,66.1,3,3
6342,53.8,65.0,0,3
6343,36.8,28.9,1,1
6344,40.7,48.2,2,2
6345,65.6,73.3,0,3
6346,100.0,68.7,3,0
6347,24.5,32.3,2,2
6348,50.8,55.2,2,3
6349,70.5,66.1,3,3
6350,57.0,89.0,0,0
6351,96.7,66.1,3,0
6352,88.5,11.0,1,3
6353,75.1,95.1,0,0
6354,67.8,55.5,3,3
6355,99.7,63.7,3,0
6356,32.3,25.7,2,1
6357,27.3,34.1,2,2
6358,48.1,42.3,1,2
6359,56.2,20.3,1,1
6360,71.0,69.7,3,3
6361,95.2,68.5,3,0
6362,41.6,26.1,1,1
6363,25.0,43.5,2,2
6364,80.8,39.2,3,3
6365,90.5,82.1,3,0
6366,74.8,88.4,0,0
6367,54.3,82.2,0,0
6368,95.8,100.0,0,0
6369,59.7,100.0,0,0
6370,56.0,46.1,1,3
6371,23.7,47.2,2,2
6372,51.7,84.9,0,0
6373,80.7,83.9,0,0
6374,79.9,96.8,0,0
6375,68.5,72.4,0,3
6376,82.1,96.9,0,0
6377,92.0,63.3,3,0
6378,71.4,87.4,0,0
6379,19.5,29.6,2,2
6380,14.2,12.3,2,1
6381,93.5,51.3,3,3
6382,41.4,59.7,2,2
6383,83.7,97.8,0,0
6384,64.8,55.1,3,3
6385,99.7,77.3,3,0
6386,41.3,34.8,1,1
6387,30.3,44.8,2,2
6388,86.4,40.8,3,3
6389,48.7,21.6,1,1
6390,44.1,0.0,1,1
6391,51.8,70.8,0,3
6392,48.5,38.7,1,1
6393,75.0,100.0,0,0
6394,65.5,65.0,3,3
6395,75.1,100.0,0,0
6396,100.0,61.1,3,0
6397,38.1,76.8,2,2
6398,21.5,57.9,2,2
6399,22.4,55.1,2,2
6400,79.9,91.8,0,0
6401,35.6,58.0,2,2
6402,62.8,68.6,0,3
6403,46.8,36.9,1,1
6404,90.6,78.4,3,0
6405,13.9,48.6,2,2
6406,28.2,25.5,2,1
6407,50.7,37.5,1,1
6408,76.5,80.4,0,0
6409,44.1,41.7,2,2
6410,82.9,77.4,3,0
6411,38.5,3.4,1,1
6412,33.2,45.4,2,2
6413,85.6,100.0,0,0
6414,59.6,29.9,1,1
6415,92.1,92.5,0,0
6416,38.1,33.1,2,1
6417,81.0,45.7,3,3
6418,49.8,33.6,1,1
6419,85.2,90.9,0,0
6420,83.7,73.6,3,0
6421,49.9,16.8,1,1
6422,57.4,6.8,1,1
6423,60.6,41.1,1,3
6424,79.5,92.8,0,0
6425,82.4,62.4,3,3
6426,85.6,25.2,3,3
6427,18.6,17.5,2,1
6428,23.4,22.0,2,1
6429,89.0,63.1,3,0
6430,100.0,100.0,0,0
6431,37.7,25.8,1,1
6432,45.0,60.9,2,2
6433,21.2,40.4,2,2
6434,25.9,43.4,2,2
6435,49.7,99.9,0,0
6436,8.6,0.0,2,1
6437,95.0,74.2,3,0
6438,39.9,17.0,1,1
6439,39.0,29.6,1,1
6440,30.8,30.4,2,2
6441,50.4,100.0,0,0
6442,23.3,15.8,2,1
6443,79.1,75.8,3,0
6444,46.8,24.8,1,1
6445,44.0,77.8,0,2
6446,61.9,38.8,1,3
6447,32.8,17.5,1,1
6448,87.7,66.8,3,0
6449,21.9,43.9,2,2
6450,33.3,6.2,1,1
6451,12.5,18.5,2,1
6452,30.9,41.0,2,2
6453,92.8,61.1,3,0
6454,19.8,61.3,2,2
6455,40.1,53.3,2,2
6456,100.0,78.7,3,0
6457,48.7,37.3,1,1
6458,84.8,76.2,3,0
6459,87.7,85.0,3,0
6460,35.4,34.0,2,2
6461,45.2,34.3,1,1
6462,64.4,91.0,0,0
6463,40.1,3.1,1,1
6464,79.8,100.0,0,0
6465,51.9,32.2,1,1
6466,46.5,98.4,0,0
6467,83.9,100.0,0,0
6468,31.3,57.4,2,2
6469,50.4,32.3,1,1
6470,66.3,91.4,0,0
6471,67.7,66.9,3,3
6472,69.9,37.5,1,3
6473,75.6,83.2,0,0
6474,79.3,78.9,3,0
6475,50.2,31.7,1,1
6476,59.3,84.7,0,0
6477,36.2,30.9,2,1
6478,76.3,64.1,3,3
6479,81.0,100.0,0,0
6480,37.6,30.9,1,1
6481,27.9,51.3,2,2
6482,48.5,51.6,2,2
6483,48.4,64.8,2,3
6484,37.9,18.0,1,1
6485,53.4,47.1,1,3
6486,32.1,47.3,2,2
6487,57.9,82.5,0,0
6488,100.0,66.3,3,0
6489,48.7,74.0,0,3
6490,63.3,54.8,3,3
6491,92.4,73.6,3,0
6492,69.4,65.0,3,3
6493,72.4,47.5,3,3
6494,75.2,72.4,3,0
6495,87.1,100.0,0,0
6496,23.2,42.3,2,2
6497,85.9,100.0,0,0
6498,38.5,13.9,1,1
6499,44.2,0.0,1,1
6500,74.3,100.0,0,0
6501,58.1,71.3,0,3
6502,48.8,57.4,2,3
6503,59.9,52.9,1,3
6504,53.5,45.4,1,3
6505,88.1,69.9,3,0
6506,36.8,47.7,2,2
6507,30.7,54.8,2,2
6508,75.6,75.1,3,0
6509,41.9,53.8,2,2
6510,43.8,100.0,0,0
6511,31.0,47.9,2,2
6512,55.2,47.1,1,3
6513,97.3,100.0,0,0
6514,100.0,100.0,0,0
6515,43.1,29.4,1,1
6516,62.6,90.3,0,0
6517,23.6,20.9,2,1
6518,73.0,88.4,0,0
6519,95.1,100.0,0,0
6520,100.0,74.8,3,0
6521,30.0,38.2,2,2
6522,71.1,38.0,1,3
6523,100.0,82.9,3,0
6524,62.8,31.2,1,1
6525,72.1,73.5,0,0
6526,30.7,36.9,2,2
6527,39.4,39.5,2,2
6528,35.1,49.5,2,2
6529,24.0,90.3,2,2
6530,33.3,22.9,1,1
6531,58.5,90.3,0,0
6532,69.3,70.8,0,3
6533,47.4,25.4,1,1
6534,64.2,85.3,0,0
6535,76.2,61.3,3,3
6536,54.2,64.1,0,3
6537,23.7,36.4,2,2
6538,58.6,0.0,1,1
6539,86.1,67.3,3,0
6540,25.8,48.6,2,2
6541,49.1,51.0,2,2
6542,48.8,16.8,1,1
6543,41.4,44.3,2,2
6544,21.7,14.7,2,1
6545,67.1,57.1,3,3
6546,60.6,47.9,1,3
6547,100.0,58.8,3,0
6548,28.3,43.6,2,2
6549,44.0,39.6,1,2
6550,21.4,50.9,2,2
6551,34.9,36.6,2,2
6552,55.9,8.6,1,1
6553,14.2,28.2,2,2
6554,70.4,60.4,3,3
6555,28.3,30.9,2,2
6556,48.8,62.0,2,3
6557,56.9,39.6,1,3
6558,65.3,93.2,0,0
6559,83.1,93.5,0,0
6560,35.8,43.6,2,2
6561,37.1,53.3,2,2
6562,60.2,83.9,0,0
6563,22.8,16.1,2,1
6564,39.8,27.6,1,1
6565,77.4,71.4,3,0
6566,42.6,47.9,2,2
6567,18.7,67.0,2,2
6568,60.6,100.0,0,0
6569,94.8,46.6,3,3
6570,62.0,18.2,1,1
6571,35.1,20.0,1,1
6572,75.1,45.1,3,3
6573,30.1,12.0,1,1
6574,74.6,53.1,3,3
6575,100.0,86.3,3,0
6576,40.1,30.8,1,1
6577,58.3,88.1,0,0
6578,92.7,73.7,3,0
6579,67.0,75.1,0,0
6580,39.1,4.8,1,1
6581,43.7,56.8,2,2
6582,53.0,46.1,1,3
6583,100.0,75.0,3,0
6584,22.0,25.1,2,2
6585,68.2,70.7,0,3
6586,76.8,83.1,0,0
6587,77.6,59.1,3,3
6588,90.6,69.8,3,0
6589,35.2,35.1,2,2
6590,99.9,97.2,3,0
6591,65.9,65.4,3,3
6592,40.1,24.2,1,1
6593,62.7,20.6,1,1
6594,36.5,55.6,2,2
6595,74.7,64.3,3,3
6596,80.3,89.7,0,0
6597,36.0,53.4,2,2
6598,54.0,39.1,1,1
6599,43.1,4.7,1,1
6600,34.2,21.6,1,1
6601,40.9,32.3,1,1
6602,56.4,48.1,1,3
6603,43.3,31.6,1,1
6604,52.7,78.4,0,3
6605,94.1,77.0,3,0
6606,54.4,77.3,0,3
6607,79.2,68.6,3,0
6608,21.0,20.6,2,1
6609,66.3,46.6,3,3
6610,71.0,47.4,3,3
6611,75.2,96.6,0,0
6612,95.8,74.5,3,0
6613,75.7,65.6,3,3
6614,40.1,20.9,1,1
6615,88.3,76.2,3,0
6616,87.6,79.8,3,0
6617,27.6,17.9,2,1
6618,35.3,30.4,2,1
6619,26.3,25.7,2,1
6620,17.5,34.1,2,2
6621,62.9,22.0,1,1
6622,67.8,82.1,0,0
6623,44.8,32.4,1,1
6624,70.1,64.5,3,3
6625,29.9,22.6,2,1
6626,28.8,30.0,2,2
6627,42.1,37.8,2,2
6628,94.7,69.4,3,0
6629,75.8,67.9,3,3
6630,81.0,86.4,0,0
6631,51.1,10.7,1,1
6632,82.4,61.8,3,3
6633,81.3,98.1,0,0
6634,44.1,35.7,1,1
6635,42.8,53.2,2,2
6636,25.4,52.5,2,2
6637,62.6,70.5,0,3
6638,83.0,49.5,3,3
6639,18.0,31.0,2,2
