account_id,plan,active_days_per_week,features_used,seat_count,naive_cluster,honest_cluster
6223,starter,0.5,3.0,28.0,3,0
6224,starter,4.7,9.0,10.0,3,1
6225,starter,3.8,6.0,18.0,3,0
6226,team,6.0,10.0,20.0,3,1
6227,business,2.3,1.0,51.0,0,0
6228,team,4.2,10.0,87.0,0,1
6229,business,6.1,15.0,2.0,3,1
6230,team,6.4,8.0,9.0,3,1
6231,starter,2.3,5.0,60.0,0,0
6232,team,4.2,5.0,41.0,3,0
6233,team,3.8,10.0,14.0,3,1
6234,team,4.1,12.0,22.0,3,1
6235,business,1.3,0.0,15.0,3,0
6236,starter,0.6,4.0,9.0,3,0
6237,starter,5.2,12.0,11.0,3,1
6238,starter,5.7,9.0,7.0,3,1
6239,starter,1.6,4.0,5.0,3,0
6240,team,5.3,11.0,19.0,3,1
6241,team,2.0,4.0,12.0,3,0
6242,business,6.0,13.0,58.0,0,1
6243,starter,0.9,6.0,10.0,3,0
6244,team,0.9,3.0,2.0,3,0
6245,starter,2.8,4.0,31.0,3,0
6246,starter,1.3,5.0,7.0,3,0
6247,starter,4.4,15.0,31.0,3,1
6248,starter,1.9,3.0,19.0,3,0
6249,team,1.2,2.0,6.0,3,0
6250,team,5.3,10.0,6.0,3,1
6251,starter,1.5,3.0,50.0,0,0
6252,starter,5.8,7.0,6.0,3,1
6253,team,6.1,9.0,39.0,3,1
6254,business,4.4,13.0,62.0,0,1
6255,starter,0.4,8.0,10.0,3,0
6256,team,3.2,6.0,10.0,3,0
6257,starter,0.9,2.0,16.0,3,0
6258,starter,3.6,14.0,19.0,3,1
6259,business,0.0,4.0,21.0,3,0
6260,starter,1.6,2.0,5.0,3,0
6261,team,0.9,6.0,13.0,3,0
6262,starter,0.0,5.0,13.0,3,0
6263,business,4.2,13.0,42.0,0,1
6264,team,0.5,5.0,29.0,3,0
6265,starter,2.6,5.0,5.0,3,0
6266,starter,1.8,3.0,27.0,3,0
6267,starter,1.6,3.0,6.0,3,0
6268,team,0.3,2.0,6.0,3,0
6269,business,1.4,5.0,25.0,3,0
6270,starter,5.8,12.0,1.0,3,1
6271,business,1.7,5.0,12.0,3,0
6272,business,6.2,11.0,28.0,3,1
6273,starter,1.7,3.0,25.0,3,0
6274,starter,2.3,3.0,57.0,0,0
6275,starter,2.0,3.0,32.0,3,0
6276,business,4.6,11.0,23.0,3,1
6277,business,2.9,6.0,29.0,3,0
6278,business,1.9,4.0,17.0,3,0
6279,business,6.0,5.0,16.0,3,1
6280,team,0.5,2.0,24.0,3,0
6281,business,0.5,4.0,41.0,3,0
6282,team,1.4,4.0,155.0,2,0
6283,team,4.4,11.0,56.0,0,1
6284,team,2.2,3.0,41.0,3,0
6285,business,5.6,15.0,21.0,3,1
6286,starter,2.8,1.0,11.0,3,0
6287,starter,5.8,13.0,9.0,3,1
6288,starter,4.1,13.0,19.0,3,1
6289,team,6.1,13.0,71.0,0,1
6290,business,4.5,16.0,78.0,0,1
6291,team,0.9,1.0,23.0,3,0
6292,starter,1.6,2.0,7.0,3,0
6293,starter,5.2,12.0,39.0,3,1
6294,team,2.6,4.0,32.0,3,0
6295,team,7.0,13.0,25.0,3,1
6296,starter,5.6,10.0,81.0,0,1
6297,team,6.6,10.0,114.0,2,1
6298,starter,1.4,7.0,107.0,0,0
6299,starter,1.9,5.0,46.0,0,0
6300,business,4.7,13.0,305.0,1,2
6301,starter,4.8,13.0,29.0,3,1
6302,team,6.5,15.0,27.0,3,1
6303,team,5.6,11.0,29.0,3,1
6304,starter,5.6,12.0,8.0,3,1
6305,starter,4.4,8.0,41.0,3,1
6306,starter,6.9,11.0,60.0,0,1
6307,starter,1.4,4.0,15.0,3,0
6308,team,4.5,13.0,17.0,3,1
6309,starter,1.6,2.0,2.0,3,0
6310,starter,5.9,8.0,201.0,2,1
6311,starter,2.3,1.0,11.0,3,0
6312,team,6.7,7.0,36.0,3,1
6313,starter,4.1,9.0,94.0,0,1
6314,starter,1.2,3.0,19.0,3,0
6315,business,6.7,12.0,69.0,0,1
6316,team,7.0,15.0,63.0,0,1
6317,business,1.0,4.0,16.0,3,0
6318,starter,5.1,10.0,81.0,0,1
6319,business,3.6,12.0,123.0,2,1
6320,starter,0.8,2.0,30.0,3,0
6321,team,4.3,14.0,73.0,0,1
6322,starter,1.5,6.0,41.0,3,0
6323,starter,0.4,0.0,79.0,0,0
6324,team,6.1,11.0,34.0,3,1
6325,starter,1.5,8.0,16.0,3,0
6326,team,4.9,14.0,10.0,3,1
6327,team,2.5,3.0,18.0,3,0
6328,business,4.9,4.0,113.0,2,1
6329,team,0.3,5.0,72.0,0,0
6330,starter,5.2,12.0,16.0,3,1
6331,team,7.0,11.0,34.0,3,1
6332,starter,1.7,5.0,7.0,3,0
6333,team,5.7,12.0,15.0,3,1
6334,team,5.0,13.0,10.0,3,1
6335,team,1.4,3.0,3.0,3,0
6336,starter,5.7,11.0,7.0,3,1
6337,starter,2.5,12.0,9.0,3,1
6338,team,0.3,2.0,9.0,3,0
6339,team,1.0,1.0,50.0,0,0
6340,business,1.3,0.0,18.0,3,0
6341,starter,6.6,12.0,12.0,3,1
6342,team,7.0,9.0,58.0,0,1
6343,team,2.2,1.0,23.0,3,0
6344,starter,5.6,10.0,5.0,3,1
6345,starter,2.3,5.0,56.0,0,0
6346,team,6.7,6.0,22.0,3,1
6347,business,4.2,6.0,27.0,3,1
6348,starter,1.1,4.0,18.0,3,0
6349,team,5.3,11.0,15.0,3,1
6350,starter,5.5,14.0,38.0,3,1
6351,starter,3.3,10.0,26.0,3,1
6352,business,2.0,0.0,4.0,3,0
6353,business,0.0,4.0,54.0,0,0
6354,starter,6.0,12.0,45.0,0,1
6355,starter,2.4,4.0,4.0,3,0
6356,team,2.9,12.0,29.0,3,1
6357,starter,2.1,8.0,7.0,3,0
6358,starter,1.8,2.0,51.0,0,0
6359,team,4.6,12.0,6.0,3,1
6360,starter,2.5,3.0,82.0,0,0
6361,starter,3.6,0.0,7.0,3,0
6362,team,2.1,0.0,44.0,0,0
6363,starter,4.1,9.0,83.0,0,1
6364,business,3.7,10.0,249.0,1,2
6365,business,0.4,0.0,32.0,3,0
6366,team,0.6,6.0,29.0,3,0
6367,starter,2.7,3.0,42.0,0,0
6368,starter,5.5,9.0,117.0,2,1
6369,starter,1.6,1.0,33.0,3,0
6370,business,6.1,11.0,60.0,0,1
6371,business,5.2,10.0,518.0,4,2
6372,starter,1.6,1.0,90.0,0,0
6373,starter,4.3,8.0,34.0,3,1
6374,starter,1.0,3.0,108.0,2,0
6375,business,5.2,15.0,53.0,0,1
6376,starter,0.4,0.0,37.0,3,0
6377,team,6.8,10.0,45.0,0,1
6378,team,5.3,11.0,6.0,3,1
6379,team,4.6,9.0,37.0,3,1
6380,starter,6.2,16.0,35.0,3,1
6381,starter,0.5,3.0,99.0,0,0
6382,starter,2.6,0.0,113.0,2,0
6383,starter,5.3,12.0,6.0,3,1
6384,team,7.0,8.0,18.0,3,1
6385,team,4.6,13.0,17.0,3,1
6386,starter,4.8,11.0,40.0,3,1
6387,starter,0.7,6.0,18.0,3,0
6388,business,0.3,1.0,61.0,0,0
6389,starter,1.8,4.0,3.0,3,0
6390,starter,4.1,15.0,53.0,0,1
6391,team,5.5,10.0,48.0,0,1
6392,team,4.5,9.0,45.0,0,1
6393,starter,6.2,10.0,110.0,2,1
6394,starter,0.0,3.0,6.0,3,0
6395,team,2.0,2.0,7.0,3,0
6396,starter,1.6,4.0,17.0,3,0
6397,starter,1.6,5.0,48.0,0,0
6398,starter,1.0,1.0,54.0,0,0
6399,starter,3.3,0.0,11.0,3,0
6400,starter,1.2,1.0,24.0,3,0
6401,team,5.6,7.0,25.0,3,1
6402,business,4.9,9.0,6.0,3,1
6403,starter,4.8,10.0,126.0,2,1
6404,business,5.3,7.0,80.0,0,1
6405,team,2.3,3.0,67.0,0,0
6406,starter,4.1,11.0,8.0,3,1
6407,starter,4.7,7.0,25.0,3,1
6408,team,3.8,10.0,18.0,3,1
6409,team,5.6,7.0,59.0,0,1
6410,starter,4.3,12.0,5.0,3,1
6411,team,0.8,2.0,46.0,0,0
6412,starter,2.2,4.0,24.0,3,0
6413,business,1.6,6.0,85.0,0,0
6414,starter,5.6,12.0,16.0,3,1
6415,team,5.0,11.0,40.0,3,1
6416,starter,5.6,11.0,17.0,3,1
6417,team,1.7,2.0,3.0,3,0
6418,team,0.5,3.0,13.0,3,0
6419,starter,5.4,14.0,60.0,0,1
6420,starter,4.8,9.0,83.0,0,1
6421,starter,1.3,2.0,15.0,3,0
6422,starter,1.9,3.0,15.0,3,0
6423,team,1.0,3.0,19.0,3,0
6424,starter,4.1,12.0,33.0,3,1
6425,team,6.4,8.0,26.0,3,1
6426,starter,3.4,2.0,14.0,3,0
6427,team,4.8,10.0,42.0,0,1
6428,team,2.7,3.0,333.0,1,2
6429,starter,2.0,4.0,32.0,3,0
6430,starter,0.9,4.0,82.0,0,0
6431,starter,4.3,11.0,4.0,3,1
6432,starter,4.9,9.0,43.0,0,1
6433,business,4.8,8.0,13.0,3,1
6434,team,4.8,8.0,187.0,2,1
6435,starter,1.5,4.0,58.0,0,0
6436,business,0.5,6.0,90.0,0,0
6437,business,2.4,1.0,22.0,3,0
6438,team,4.1,8.0,47.0,0,1
6439,starter,0.5,2.0,3.0,3,0
6440,starter,2.5,3.0,24.0,3,0
6441,starter,5.9,9.0,8.0,3,1
6442,starter,6.6,10.0,66.0,0,1
6443,starter,5.3,12.0,22.0,3,1
6444,team,0.9,3.0,2.0,3,0
6445,starter,2.7,2.0,1.0,3,0
6446,starter,5.1,8.0,8.0,3,1
6447,starter,5.1,10.0,48.0,0,1
6448,business,0.7,5.0,38.0,3,0
6449,starter,5.6,7.0,5.0,3,1
6450,starter,2.8,14.0,12.0,3,1
6451,starter,2.1,3.0,93.0,0,0
6452,starter,0.0,6.0,28.0,3,0
6453,team,2.5,1.0,40.0,3,0
6454,team,0.0,1.0,42.0,0,0
6455,business,5.9,8.0,93.0,0,1
6456,starter,7.0,11.0,83.0,0,1
6457,team,1.3,3.0,453.0,1,2
6458,starter,4.0,10.0,12.0,3,1
6459,starter,7.0,11.0,22.0,3,1
6460,team,4.7,12.0,33.0,3,1
6461,business,4.1,9.0,15.0,3,1
6462,business,2.8,5.0,36.0,3,0
6463,starter,2.3,7.0,16.0,3,0
6464,starter,0.1,2.0,238.0,1,2
6465,starter,3.9,11.0,47.0,0,1
6466,team,0.9,2.0,21.0,3,0
6467,starter,3.2,11.0,58.0,0,1
6468,starter,6.0,7.0,6.0,3,1
6469,business,2.6,2.0,43.0,0,0
6470,starter,5.1,10.0,66.0,0,1
6471,starter,1.2,0.0,22.0,3,0
6472,business,3.6,12.0,3.0,3,1
6473,team,5.6,8.0,34.0,3,1
6474,starter,4.5,9.0,21.0,3,1
6475,starter,2.2,0.0,21.0,3,0
6476,business,6.2,11.0,82.0,0,1
6477,starter,1.6,1.0,20.0,3,0
6478,team,0.0,4.0,500.0,4,2
6479,team,4.2,12.0,62.0,0,1
6480,starter,6.5,10.0,70.0,0,1
6481,team,1.9,4.0,45.0,0,0
6482,team,6.6,14.0,292.0,1,2
6483,team,0.0,0.0,18.0,3,0
6484,starter,5.1,7.0,10.0,3,1
6485,starter,1.4,6.0,39.0,3,0
6486,starter,3.6,9.0,45.0,0,1
6487,starter,0.9,9.0,6.0,3,0
6488,starter,6.2,12.0,183.0,2,1
6489,starter,2.1,0.0,321.0,1,2
6490,starter,1.0,4.0,43.0,0,0
6491,team,5.5,10.0,80.0,0,1
6492,starter,2.8,3.0,9.0,3,0
6493,starter,4.1,12.0,7.0,3,1
6494,starter,5.5,9.0,20.0,3,1
6495,starter,6.2,10.0,77.0,0,1
6496,starter,0.9,3.0,7.0,3,0
6497,business,6.5,7.0,17.0,3,1
6498,team,1.5,2.0,79.0,0,0
6499,team,2.7,3.0,18.0,3,0
6500,starter,2.5,3.0,35.0,3,0
6501,starter,1.8,3.0,8.0,3,0
6502,team,4.9,11.0,103.0,0,1
6503,starter,0.9,0.0,55.0,0,0
6504,business,1.8,1.0,17.0,3,0
6505,starter,5.4,6.0,9.0,3,1
6506,starter,3.0,3.0,33.0,3,0
6507,starter,1.5,5.0,21.0,3,0
6508,starter,5.5,11.0,32.0,3,1
6509,starter,6.9,6.0,75.0,0,1
6510,team,5.5,10.0,48.0,0,1
6511,business,5.6,12.0,22.0,3,1
6512,starter,6.8,12.0,15.0,3,1
6513,team,1.7,4.0,75.0,0,0
6514,team,5.6,12.0,180.0,2,1
6515,team,5.9,8.0,12.0,3,1
6516,starter,5.1,11.0,95.0,0,1
6517,business,0.5,3.0,159.0,2,0
6518,starter,0.1,1.0,11.0,3,0
6519,business,5.0,9.0,9.0,3,1
6520,starter,2.7,2.0,16.0,3,0
6521,starter,6.2,15.0,105.0,0,1
6522,starter,3.2,5.0,6.0,3,0
6523,starter,6.1,11.0,49.0,0,1
6524,starter,4.5,11.0,17.0,3,1
6525,starter,3.7,7.0,98.0,0,1
6526,business,1.1,3.0,7.0,3,0
6527,starter,4.9,13.0,224.0,2,2
6528,starter,0.8,2.0,39.0,3,0
6529,team,6.1,12.0,43.0,0,1
6530,starter,4.4,14.0,37.0,3,1
6531,starter,5.8,10.0,306.0,1,2
6532,starter,6.0,7.0,6.0,3,1
6533,starter,0.0,3.0,80.0,0,0
6534,team,4.8,10.0,152.0,2,1
6535,business,6.4,17.0,9.0,3,1
6536,business,6.0,11.0,21.0,3,1
6537,starter,5.3,11.0,20.0,3,1
6538,team,0.5,5.0,17.0,3,0
6539,team,4.5,9.0,36.0,3,1
6540,team,5.3,10.0,471.0,4,2
6541,business,2.8,2.0,16.0,3,0
6542,business,5.7,10.0,11.0,3,1
6543,starter,5.1,12.0,263.0,1,2
6544,team,5.4,11.0,30.0,3,1
6545,starter,6.0,6.0,9.0,3,1
6546,team,0.0,5.0,95.0,0,0
6547,team,4.2,10.0,66.0,0,1
6548,team,5.2,12.0,29.0,3,1
6549,team,6.4,11.0,25.0,3,1
6550,team,6.3,12.0,40.0,3,1
6551,starter,0.8,6.0,36.0,3,0
6552,starter,1.6,2.0,23.0,3,0
6553,starter,0.8,2.0,197.0,2,0
6554,starter,4.8,12.0,10.0,3,1
6555,starter,5.3,11.0,20.0,3,1
6556,starter,4.8,15.0,15.0,3,1
6557,starter,1.0,2.0,30.0,3,0
6558,starter,4.0,10.0,14.0,3,1
6559,business,3.6,15.0,242.0,1,2
6560,business,1.4,1.0,87.0,0,0
6561,business,5.4,13.0,117.0,2,1
6562,starter,5.8,10.0,17.0,3,1
6563,starter,0.8,4.0,41.0,3,0
6564,starter,0.9,6.0,18.0,3,0
6565,starter,6.4,14.0,127.0,2,1
6566,starter,5.6,10.0,18.0,3,1
6567,team,2.5,4.0,8.0,3,0
6568,starter,4.6,13.0,8.0,3,1
6569,starter,0.9,3.0,28.0,3,0
6570,starter,4.0,15.0,54.0,0,1
6571,starter,2.6,6.0,15.0,3,0
6572,team,4.0,15.0,12.0,3,1
6573,starter,3.5,11.0,329.0,1,2
6574,team,4.4,12.0,24.0,3,1
6575,team,6.4,8.0,91.0,0,1
6576,team,5.2,9.0,13.0,3,1
6577,starter,1.8,4.0,8.0,3,0
6578,starter,1.7,1.0,77.0,0,0
6579,starter,1.5,3.0,21.0,3,0
6580,business,1.4,1.0,14.0,3,0
6581,starter,0.2,1.0,10.0,3,0
6582,business,6.8,8.0,25.0,3,1
6583,business,5.0,12.0,19.0,3,1
6584,starter,6.4,9.0,128.0,2,1
6585,team,3.6,11.0,40.0,3,1
6586,team,5.7,12.0,60.0,0,1
6587,starter,4.0,10.0,24.0,3,1
6588,starter,0.3,3.0,2.0,3,0
6589,team,5.4,16.0,49.0,0,1
6590,team,6.2,12.0,82.0,0,1
6591,starter,2.9,6.0,12.0,3,0
6592,starter,6.5,14.0,56.0,0,1
6593,starter,4.9,13.0,10.0,3,1
6594,starter,6.0,12.0,172.0,2,1
6595,starter,4.6,7.0,48.0,0,1
6596,team,4.6,12.0,643.0,4,2
6597,starter,1.8,1.0,80.0,0,0
6598,starter,5.1,8.0,14.0,3,1
6599,starter,6.0,11.0,12.0,3,1
6600,business,0.0,5.0,9.0,3,0
6601,team,6.3,12.0,122.0,2,1
6602,starter,4.6,13.0,8.0,3,1
6603,team,6.7,13.0,32.0,3,1
6604,business,6.3,13.0,22.0,3,1
6605,business,4.0,9.0,13.0,3,1
6606,starter,1.5,1.0,27.0,3,0
6607,team,2.3,3.0,20.0,3,0
6608,business,0.8,5.0,116.0,2,0
6609,starter,4.4,11.0,51.0,0,1
6610,starter,4.9,9.0,226.0,2,2
6611,business,5.9,10.0,90.0,0,1
6612,starter,2.5,2.0,15.0,3,0
6613,team,1.2,2.0,21.0,3,0
6614,business,6.0,9.0,6.0,3,1
6615,starter,3.1,6.0,18.0,3,0
6616,starter,6.1,11.0,4.0,3,1
6617,starter,4.5,7.0,13.0,3,1
6618,team,4.3,11.0,35.0,3,1
6619,starter,5.5,12.0,39.0,3,1
6620,team,6.0,13.0,50.0,0,1
6621,starter,2.0,1.0,18.0,3,0
6622,team,4.8,7.0,21.0,3,1
6623,starter,4.3,16.0,50.0,0,1
6624,starter,2.8,0.0,74.0,0,0
6625,starter,5.0,8.0,40.0,3,1
6626,starter,3.4,3.0,179.0,2,0
6627,starter,4.0,13.0,17.0,3,1
6628,starter,1.3,5.0,96.0,0,0
6629,team,4.5,9.0,50.0,0,1
6630,starter,3.4,3.0,65.0,0,0
6631,starter,6.4,9.0,228.0,2,2
6632,team,1.1,3.0,30.0,3,0
6633,team,3.3,9.0,22.0,3,1
6634,starter,2.7,8.0,27.0,3,0
6635,business,5.3,14.0,18.0,3,1
6636,team,4.1,11.0,4.0,3,1
6637,starter,0.1,3.0,5.0,3,0
6638,team,5.6,14.0,35.0,3,1
6639,team,1.4,1.0,8.0,3,0
6640,starter,5.3,10.0,63.0,0,1
6641,starter,5.6,10.0,29.0,3,1
6642,starter,1.2,3.0,27.0,3,0
6643,team,4.9,15.0,285.0,1,2
6644,team,2.2,2.0,17.0,3,0
6645,starter,1.5,0.0,85.0,0,0
6646,starter,4.9,8.0,68.0,0,1
6647,starter,2.2,2.0,58.0,0,0
6648,starter,0.0,0.0,8.0,3,0
6649,starter,2.8,0.0,11.0,3,0
6650,business,5.6,9.0,18.0,3,1
6651,team,4.4,12.0,9.0,3,1
6652,starter,1.4,3.0,7.0,3,0
6653,starter,2.8,2.0,26.0,3,0
6654,team,5.7,12.0,59.0,0,1
6655,starter,3.4,11.0,60.0,0,1
6656,team,0.6,3.0,194.0,2,0
6657,starter,5.4,9.0,16.0,3,1
6658,team,7.0,13.0,28.0,3,1
6659,team,2.4,3.0,7.0,3,0
6660,business,1.4,2.0,46.0,0,0
6661,team,5.8,10.0,42.0,0,1
6662,team,1.6,3.0,36.0,3,0
6663,starter,1.3,3.0,79.0,0,0
6664,team,5.6,8.0,12.0,3,1
6665,starter,0.0,2.0,4.0,3,0
6666,business,6.2,8.0,398.0,1,2
6667,starter,2.1,0.0,8.0,3,0
6668,starter,4.8,8.0,16.0,3,1
6669,team,0.7,9.0,6.0,3,0
6670,team,4.0,7.0,15.0,3,1
6671,starter,1.9,3.0,4.0,3,0
6672,starter,5.3,13.0,31.0,3,1
6673,starter,5.4,11.0,22.0,3,1
6674,starter,6.9,11.0,10.0,3,1
6675,starter,0.0,1.0,10.0,3,0
6676,starter,4.5,9.0,73.0,0,1
6677,starter,0.8,1.0,22.0,3,0
6678,team,6.1,8.0,129.0,2,1
6679,starter,5.0,11.0,147.0,2,1
6680,team,0.7,4.0,58.0,0,0
6681,starter,5.4,13.0,147.0,2,1
6682,team,5.6,15.0,11.0,3,1
6683,starter,3.2,4.0,8.0,3,0
6684,business,1.9,10.0,25.0,3,0
6685,team,4.8,11.0,35.0,3,1
6686,starter,1.1,1.0,3.0,3,0
6687,starter,0.8,0.0,9.0,3,0
6688,starter,5.7,12.0,19.0,3,1
6689,business,2.4,5.0,15.0,3,0
6690,starter,5.0,13.0,280.0,1,2
6691,starter,5.1,11.0,138.0,2,1
6692,starter,6.6,14.0,14.0,3,1
6693,starter,1.7,3.0,13.0,3,0
6694,starter,5.7,10.0,26.0,3,1
6695,business,4.1,11.0,29.0,3,1
6696,business,1.0,3.0,3.0,3,0
6697,starter,3.1,12.0,12.0,3,1
6698,business,3.8,8.0,13.0,3,1
6699,team,5.6,9.0,3.0,3,1
6700,starter,6.4,14.0,149.0,2,1
6701,starter,1.3,2.0,35.0,3,0
6702,starter,4.0,14.0,37.0,3,1
6703,starter,5.3,12.0,250.0,1,2
6704,team,2.7,4.0,304.0,1,2
6705,starter,5.0,14.0,10.0,3,1
6706,starter,2.5,3.0,73.0,0,0
6707,business,5.1,12.0,26.0,3,1
6708,starter,4.0,13.0,24.0,3,1
6709,starter,4.3,13.0,6.0,3,1
6710,team,1.3,1.0,5.0,3,0
6711,starter,3.9,3.0,187.0,2,0
6712,starter,5.8,14.0,16.0,3,1
6713,business,5.0,13.0,19.0,3,1
6714,starter,1.9,6.0,50.0,0,0
6715,starter,1.8,6.0,39.0,3,0
6716,starter,1.2,2.0,43.0,0,0
6717,business,1.5,3.0,27.0,3,0
6718,team,4.9,14.0,101.0,0,1
6719,team,2.3,4.0,26.0,3,0
6720,starter,6.7,9.0,82.0,0,1
6721,team,6.5,12.0,15.0,3,1
6722,starter,4.9,12.0,140.0,2,1
6723,starter,5.8,10.0,47.0,0,1
6724,business,4.5,10.0,16.0,3,1
6725,starter,0.5,5.0,14.0,3,0
6726,team,1.7,5.0,28.0,3,0
6727,team,2.2,1.0,133.0,2,0
6728,team,1.5,1.0,7.0,3,0
6729,starter,6.0,10.0,53.0,0,1
6730,starter,6.0,11.0,13.0,3,1
6731,team,6.0,11.0,33.0,3,1
6732,starter,1.4,1.0,71.0,0,0
6733,starter,3.9,12.0,3.0,3,1
6734,business,7.0,7.0,6.0,3,1
6735,business,1.1,1.0,45.0,0,0
6736,team,2.3,3.0,9.0,3,0
6737,starter,5.7,11.0,25.0,3,1
6738,business,1.3,3.0,31.0,3,0
6739,starter,3.4,4.0,663.0,4,2
6740,team,2.3,3.0,15.0,3,0
6741,team,1.6,2.0,15.0,3,0
6742,starter,4.8,15.0,14.0,3,1
6743,team,0.6,3.0,74.0,0,0
6744,business,3.9,17.0,16.0,3,1
6745,team,5.8,7.0,20.0,3,1
6746,team,4.8,13.0,26.0,3,1
6747,starter,4.8,8.0,23.0,3,1
6748,starter,5.7,7.0,36.0,3,1
6749,starter,1.3,1.0,64.0,0,0
6750,team,5.8,5.0,101.0,0,1
6751,starter,1.0,2.0,8.0,3,0
6752,starter,4.7,11.0,30.0,3,1
6753,team,6.1,9.0,27.0,3,1
6754,starter,0.9,2.0,13.0,3,0
6755,starter,2.2,4.0,4.0,3,0
6756,team,5.7,10.0,7.0,3,1
6757,team,5.2,13.0,325.0,1,2
6758,team,0.0,1.0,45.0,0,0
6759,starter,3.9,15.0,24.0,3,1
6760,team,4.1,11.0,21.0,3,1
6761,team,3.9,8.0,3.0,3,1
6762,starter,2.5,5.0,24.0,3,0
6763,team,4.3,12.0,27.0,3,1
6764,business,4.0,8.0,21.0,3,1
6765,business,4.7,15.0,10.0,3,1
6766,starter,5.1,10.0,58.0,0,1
6767,team,3.6,12.0,5.0,3,1
6768,starter,2.2,9.0,6.0,3,0
6769,starter,2.3,1.0,39.0,3,0
6770,team,4.6,9.0,16.0,3,1
6771,team,2.4,4.0,109.0,2,0
6772,starter,0.1,0.0,36.0,3,0
6773,team,4.7,13.0,23.0,3,1
6774,team,1.4,1.0,191.0,2,0
6775,starter,5.3,14.0,83.0,0,1
6776,starter,2.7,6.0,112.0,2,0
6777,team,4.9,9.0,26.0,3,1
6778,business,4.2,8.0,11.0,3,1
6779,starter,5.4,14.0,9.0,3,1
6780,starter,5.4,8.0,19.0,3,1
6781,team,5.6,11.0,80.0,0,1
6782,starter,4.9,12.0,93.0,0,1
6783,starter,1.8,5.0,12.0,3,0
6784,starter,1.0,3.0,90.0,0,0
6785,team,5.8,9.0,23.0,3,1
6786,business,0.9,5.0,98.0,0,0
6787,starter,4.6,12.0,16.0,3,1
6788,business,2.7,5.0,24.0,3,0
6789,business,4.4,9.0,7.0,3,1
6790,team,1.6,7.0,406.0,1,2
6791,team,5.8,12.0,12.0,3,1
6792,starter,4.9,10.0,39.0,3,1
6793,starter,2.5,4.0,14.0,3,0
6794,starter,4.6,11.0,32.0,3,1
6795,starter,6.2,7.0,27.0,3,1
6796,team,3.7,10.0,63.0,0,1
6797,starter,3.9,12.0,16.0,3,1
6798,business,1.7,4.0,74.0,0,0
6799,team,6.6,12.0,111.0,2,1
6800,starter,3.2,1.0,11.0,3,0
6801,starter,0.8,1.0,64.0,0,0
6802,starter,5.2,10.0,45.0,0,1
6803,starter,4.7,11.0,5.0,3,1
6804,team,3.1,11.0,75.0,0,1
6805,team,5.9,12.0,22.0,3,1
6806,starter,1.2,1.0,48.0,0,0
6807,starter,6.5,10.0,25.0,3,1
6808,starter,5.5,10.0,38.0,3,1
6809,starter,4.7,10.0,73.0,0,1
6810,starter,4.5,10.0,69.0,0,1
6811,team,5.0,11.0,17.0,3,1
6812,business,5.6,10.0,6.0,3,1
6813,team,4.7,14.0,24.0,3,1
6814,starter,7.0,9.0,41.0,3,1
6815,team,5.4,9.0,29.0,3,1
6816,team,0.5,4.0,10.0,3,0
6817,team,5.3,15.0,46.0,0,1
6818,starter,6.3,11.0,288.0,1,2
6819,starter,2.0,0.0,2.0,3,0
6820,team,1.3,5.0,8.0,3,0
6821,starter,0.9,1.0,23.0,3,0
6822,starter,4.4,11.0,77.0,0,1
6823,starter,0.4,2.0,63.0,0,0
6824,starter,1.1,0.0,70.0,0,0
6825,team,5.5,13.0,139.0,2,1
6826,starter,4.6,12.0,171.0,2,1
6827,starter,6.8,11.0,34.0,3,1
6828,starter,5.6,12.0,23.0,3,1
6829,starter,4.8,8.0,4.0,3,1
6830,starter,5.2,10.0,73.0,0,1
6831,starter,6.6,12.0,118.0,2,1
6832,starter,3.5,13.0,30.0,3,1
6833,team,1.8,0.0,72.0,0,0
6834,team,4.2,4.0,17.0,3,0
6835,team,6.2,9.0,39.0,3,1
6836,starter,4.3,6.0,12.0,3,1
6837,business,5.3,13.0,286.0,1,2
6838,business,1.4,5.0,155.0,2,0
6839,business,4.3,1.0,5.0,3,0
6840,team,0.9,5.0,35.0,3,0
6841,team,1.3,3.0,27.0,3,0
6842,team,1.3,5.0,30.0,3,0
6843,starter,3.8,15.0,93.0,0,1
6844,starter,2.0,14.0,24.0,3,1
6845,starter,1.4,3.0,52.0,0,0
6846,starter,2.1,0.0,18.0,3,0
6847,team,4.8,9.0,418.0,1,2
6848,team,2.1,2.0,15.0,3,0
6849,starter,2.3,2.0,8.0,3,0
6850,business,5.9,12.0,49.0,0,1
6851,starter,0.0,4.0,7.0,3,0
6852,team,3.1,7.0,12.0,3,0
6853,starter,6.0,14.0,22.0,3,1
6854,team,6.0,8.0,30.0,3,1
6855,starter,5.2,17.0,38.0,3,1
6856,team,5.2,11.0,36.0,3,1
6857,starter,1.1,2.0,24.0,3,0
6858,business,2.0,0.0,70.0,0,0
6859,business,6.1,11.0,29.0,3,1
6860,team,4.6,16.0,73.0,0,1
6861,starter,2.4,3.0,40.0,3,0
6862,starter,1.1,4.0,44.0,0,0
6863,team,2.2,4.0,6.0,3,0
6864,starter,1.5,5.0,14.0,3,0
6865,team,2.4,1.0,58.0,0,0
6866,team,3.5,1.0,25.0,3,0
6867,business,5.4,12.0,9.0,3,1
6868,team,1.1,5.0,62.0,0,0
6869,starter,4.8,10.0,63.0,0,1
6870,team,5.8,12.0,43.0,0,1
